filter_size,Grp_1_20=>Grp_1_20_ut,Grp_21_40=>Grp_1_20_ut,Grp_41_60=>Grp_1_20_ut,Grp_61_80=>Grp_1_20_ut,Grp_81_100=>Grp_1_20_ut,Grp_1_20=>Grp_1_20_lt,Grp_21_40=>Grp_1_20_lt,Grp_41_60=>Grp_1_20_lt,Grp_61_80=>Grp_1_20_lt,Grp_81_100=>Grp_1_20_lt,Grp_1_20=>Grp_1_20_diff,Grp_21_40=>Grp_1_20_diff,Grp_41_60=>Grp_1_20_diff,Grp_61_80=>Grp_1_20_diff,Grp_81_100=>Grp_1_20_diff
0.0,2.8427226293221792e-05,2.6164569180643747e-05,3.177015364172448e-05,2.8757198761639237e-05,3.442221234016796e-05,2.8589324684721438e-05,3.690213535300719e-05,4.137636166825759e-05,4.274397334614452e-05,4.0552184454184464e-05,-1.6209839149964556e-07,-1.0737566172363443e-05,-9.606208026533109e-06,-1.3986774584505285e-05,-6.129972114016504e-06
0.5,1.1158045653506629e-05,1.0156070533236548e-05,1.1883767057033845e-05,1.1021955231160805e-05,1.4770761395945644e-05,1.1215013418472988e-05,1.4978921394215641e-05,1.5534765132595415e-05,1.617037618655692e-05,1.7791390460956333e-05,-5.6967764966358716e-08,-4.822850860979093e-06,-3.6509980755615703e-06,-5.148420955396116e-06,-3.020629065010689e-06
1.0,9.01172259143823e-06,8.046142615381473e-06,9.539221153230128e-06,8.870264493582755e-06,1.2686061132597564e-05,9.045550109675778e-06,1.2280895542093188e-05,1.2501629703326103e-05,1.3088242491268307e-05,1.5354842696694295e-05,-3.382751823754751e-08,-4.2347529267117146e-06,-2.9624085500959753e-06,-4.217977997685553e-06,-2.6687815640967314e-06
1.5,8.052392890087641e-06,7.175289088080646e-06,8.517739176203456e-06,7.905550105478798e-06,1.1779524078842007e-05,8.074396482998758e-06,1.1096977933940746e-05,1.1123420258897681e-05,1.1771249086442688e-05,1.4133307141928901e-05,-2.2003592911117202e-08,-3.9216888458601e-06,-2.605681082694225e-06,-3.86569898096389e-06,-2.353783063086895e-06
2.0,7.453568552408248e-06,6.622047247194019e-06,7.893626746690119e-06,7.281944877871168e-06,1.121740323636665e-05,7.468600506421669e-06,1.0304590151233747e-05,1.025114459587909e-05,1.0972915819571294e-05,1.3308097675530792e-05,-1.503195401342075e-08,-3.682542904039728e-06,-2.357517849188972e-06,-3.6909709417001264e-06,-2.0906944391641423e-06
2.5,7.040843836766326e-06,6.201674789552093e-06,7.431661675793654e-06,6.836986184943937e-06,1.0774943220119392e-05,7.051318202221506e-06,9.723261008845644e-06,9.679906877493292e-06,1.0409482605329346e-05,1.2699733436607364e-05,-1.047436545518049e-08,-3.5215862192935507e-06,-2.248245201699638e-06,-3.5724964203854096e-06,-1.924790216487972e-06
3.0,6.710134529294161e-06,5.887188907432118e-06,7.061312093264807e-06,6.50209846856563e-06,1.0409250505239922e-05,6.717610147438298e-06,9.275380113135275e-06,9.247698182594761e-06,9.981168425820008e-06,1.2231110587621363e-05,-7.475618144137688e-09,-3.388191205703157e-06,-2.186386089329954e-06,-3.479069957254378e-06,-1.821860082381441e-06
3.5,6.430331292204453e-06,5.644292700003584e-06,6.7483682930696444e-06,6.233016334907174e-06,1.0093075169975487e-05,6.435946733450809e-06,8.919678823444156e-06,8.89510239540206e-06,9.634259773497619e-06,1.1846735889601356e-05,-5.615441246356144e-09,-3.2753861234405712e-06,-2.146734102332416e-06,-3.4012434385904455e-06,-1.7536607196258686e-06
4.0,6.198434538918182e-06,5.437808387290625e-06,6.482384236303664e-06,6.022221617683403e-06,9.802712624536054e-06,6.2030633008877695e-06,8.620124201185033e-06,8.601977840654027e-06,9.339929874871205e-06,1.1511277712542555e-05,-4.628761969587141e-09,-3.182315813894407e-06,-2.1195936043503634e-06,-3.317708257187802e-06,-1.7085650880065014e-06
4.5,5.995117260478387e-06,5.262320092723538e-06,6.2439976165023825e-06,5.836224811349987e-06,9.54177419504588e-06,5.998846897282113e-06,8.353463181394687e-06,8.340136116572332e-06,9.085741235833553e-06,1.1216674289602695e-05,-3.729636803725844e-09,-3.0911430886711486e-06,-2.0961385000699493e-06,-3.2495164244835663e-06,-1.6749000945568153e-06
5.0,5.814843804414665e-06,5.107497776589607e-06,6.035192811753648e-06,5.6704834368621015e-06,9.311883014408029e-06,5.817736522159528e-06,8.112421185392613e-06,8.100011037052891e-06,8.857127372886227e-06,1.0949942652598623e-05,-2.892717744863149e-09,-3.004923408803006e-06,-2.064818225299243e-06,-3.1866439360241254e-06,-1.6380596381905942e-06
