filter_size,WT=>WT_ut,HGPS_ASO=>WT_ut,HGPS_NT=>WT_ut,HGPS_NT=>HGPS_ASO_ut,WRN_ASO=>WT_ut,WRN_NT=>WT_ut,WRN_NT=>WRN_ASO_ut,WT=>WT_lt,HGPS_ASO=>WT_lt,HGPS_NT=>WT_lt,HGPS_NT=>HGPS_ASO_lt,WRN_ASO=>WT_lt,WRN_NT=>WT_lt,WRN_NT=>WRN_ASO_lt,WT=>WT_diff,HGPS_ASO=>WT_diff,HGPS_NT=>WT_diff,HGPS_NT=>HGPS_ASO_diff,WRN_ASO=>WT_diff,WRN_NT=>WT_diff,WRN_NT=>WRN_ASO_diff
0.0,0.00021950164797509446,0.0011719573311516492,0.0016036469940168636,0.0024637508021031897,0.0011013913777843912,0.0020931067169584804,0.0017590512779385274,0.00021954459877882352,0.002100730828692803,0.0011614363268888776,0.001285607157148999,0.0014752770096205271,0.0011350318960413684,0.0006820921501698851,-4.29508037290546e-08,-0.0009287734975411538,0.00044221066712798606,0.0011781436449541907,-0.00037388563183613594,0.000958074820917112,0.0010769591277686422
0.5,2.4045239376145385e-05,0.00012403844523453311,0.00014397195002592594,0.0002608536622846971,0.00011139883243208948,0.00020256741622510176,0.00017075820009867393,2.404707030661075e-05,0.0002492679394680483,0.00010430372642857897,0.00011914283269963332,0.0001291071008590868,0.0001037595444131555,6.999014298937673e-05,-1.8309304653665675e-09,-0.00012522949423351517,3.9668223597346964e-05,0.00014171082958506378,-1.7708268426997332e-05,9.880787181194626e-05,0.0001007680571092972
1.0,1.4899467186687249e-05,7.834808265502623e-05,8.202469186528616e-05,0.00017672996343230709,6.870549383002166e-05,0.00013409465804294985,0.00011581289145197861,1.490036604850052e-05,0.00017995974982794,6.390847457530149e-05,7.494920757406519e-05,7.736864336094587e-05,6.30220334423065e-05,4.674724032794802e-05,-8.988618132704909e-10,-0.00010161166717291376,1.811621728998467e-05,0.0001017807558582419,-8.663149530924204e-06,7.107262460064336e-05,6.906565112403059e-05
1.5,1.1392709482620542e-05,6.534806290783404e-05,6.662466921581031e-05,0.00014835581541438572,5.283026662069882e-05,0.00011328623224894792,9.843659267201534e-05,1.1393164667840105e-05,0.00015388019045794204,5.09220494939272e-05,6.249648022281619e-05,6.190850086209956e-05,4.948933251281822e-05,4.1742235507260626e-05,-4.551852195625825e-10,-8.853212755010801e-05,1.570261972188311e-05,8.585933519156953e-05,-9.078234241400741e-06,6.37968997361297e-05,5.669435716475471e-05
2.0,9.352964884662884e-06,5.82311740527471e-05,5.977699410414816e-05,0.00013269592992265107,4.4358852650600655e-05,0.00010143881487022766,8.85811026857613e-05,9.35324475964592e-06,0.00013686407987555089,4.406888883033805e-05,5.5919145866993036e-05,5.306812565021908e-05,4.2672761878880284e-05,3.9309105009574996e-05,-2.798749830353823e-10,-7.863290582280378e-05,1.570810527381011e-05,7.677678405565803e-05,-8.709272999618423e-06,5.876605299134738e-05,4.9271997676186304e-05
2.5,8.036631633052486e-06,5.373669925671868e-05,5.557082274218995e-05,0.00012156891567767648,3.899779304395271e-05,9.270853861029004e-05,8.228708325928485e-05,8.036823419193765e-06,0.0001260650921992711,4.032408602234324e-05,5.231747475928691e-05,4.799721538516888e-05,3.908390501148769e-05,3.749306556971405e-05,-1.9178614127924308e-10,-7.232839294255243e-05,1.5246736719846704e-05,6.925144091838957e-05,-8.999422341216172e-06,5.362463359880235e-05,4.47940176895708e-05
3.0,7.076957103948906e-06,5.061518591648403e-05,5.205156375794666e-05,0.00011283967574797341,3.5163753413035236e-05,8.56253380887622e-05,7.77116115794449e-05,7.077097244146142e-06,0.00011772368375191615,3.759529503425992e-05,4.9963675070892276e-05,4.453476873327661e-05,3.6641434510063994e-05,3.608824499045808e-05,-1.4014019723641765e-10,-6.710849783543212e-05,1.4456268723686734e-05,6.287600067708114e-05,-9.371015320241375e-06,4.89839035786982e-05,4.162336658898682e-05
3.5,6.321303195175811e-06,4.817617064115096e-05,4.925367142038679e-05,0.00010508055362853271,3.244537125813631e-05,7.967186502373561e-05,7.380957771569754e-05,6.321410369232454e-06,0.00011116683872166855,3.5494368460571694e-05,4.813906561332351e-05,4.184884974458911e-05,3.4677902750593036e-05,3.499263426406252e-05,-1.071740566429839e-10,-6.299066808051759e-05,1.3759302959815094e-05,5.69414880152092e-05,-9.403478486452796e-06,4.499396227314258e-05,3.881694345163502e-05
4.0,5.702714231496317e-06,4.656450572125431e-05,4.686715823939328e-05,9.834495476436477e-05,3.0368395468977493e-05,7.471177389493626e-05,7.038543178824685e-05,5.702799046170303e-06,0.0001061435950711728,3.37344225021269e-05,4.682830515270613e-05,3.975262864393638e-05,3.33427577571343e-05,3.4165253244189124e-05,-8.481467398536421e-11,-5.957908934991849e-05,1.3132735737266381e-05,5.151664961165864e-05,-9.384233174958888e-06,4.136901613780196e-05,3.622017854405773e-05
4.5,5.203648822521464e-06,4.522065966237427e-05,4.489994572916571e-05,9.410540291284622e-05,2.8565603355706707e-05,7.061237374806442e-05,6.73204604758376e-05,5.203717892701287e-06,0.00010191674230779353,3.227695967133721e-05,4.607636261608232e-05,3.7997712516131906e-05,3.234461167990173e-05,3.337418619899283e-05,-6.907017982344163e-11,-5.6696082645419256e-05,1.2622986057828497e-05,4.8029040296763895e-05,-9.4321091604252e-06,3.826776206816269e-05,3.394627427684476e-05
5.0,4.778022959873831e-06,4.401981067140728e-05,4.316736488854213e-05,9.053380612826638e-05,2.703043086119414e-05,6.703400050371385e-05,6.462836574445182e-05,4.77808021531182e-06,9.8166302645271e-05,3.107335504530983e-05,4.5412992189613e-05,3.6464015929643206e-05,3.1532249647183855e-05,3.257139084850676e-05,-5.725543798873001e-11,-5.414649197386371e-05,1.2094009843232305e-05,4.5120813938653376e-05,-9.433585068449067e-06,3.550175085652999e-05,3.205697489594506e-05
