filter_size,WT=>WT_ut,HGPS_ASO=>WT_ut,HGPS_NT=>WT_ut,HGPS_NT=>HGPS_ASO_ut,WRN_ASO=>WT_ut,WRN_NT=>WT_ut,WRN_NT=>WRN_ASO_ut,WT=>WT_lt,HGPS_ASO=>WT_lt,HGPS_NT=>WT_lt,HGPS_NT=>HGPS_ASO_lt,WRN_ASO=>WT_lt,WRN_NT=>WT_lt,WRN_NT=>WRN_ASO_lt,WT=>WT_diff,HGPS_ASO=>WT_diff,HGPS_NT=>WT_diff,HGPS_NT=>HGPS_ASO_diff,WRN_ASO=>WT_diff,WRN_NT=>WT_diff,WRN_NT=>WRN_ASO_diff
0.0,0.0003010134123945838,0.0013688447779229387,0.002182670431317956,0.0028509495135825317,0.0017126981091032723,0.0022062438239105267,0.0035908442706094387,0.00030108600768894307,0.0022940737444481726,0.0019014519734251326,0.0014076098253353853,0.0031305277294215172,0.0017610800633288675,0.0017836811599256503,-7.259529435926651e-08,-0.0009252289665252339,0.00028121845789282345,0.0014433396882471464,-0.001417829620318245,0.0004451637605816592,0.0018071631106837884
0.5,3.359225532473003e-05,0.0001213731655392933,0.0001769505623849727,0.000248017696173332,0.00016088879540820884,0.00018725762253795014,0.00034841813614784075,3.3595942795121736e-05,0.00022866176070535595,0.00015702021655956153,0.00011781827268931307,0.0003093369280372732,0.00015700785192382133,0.00016619745715887164,-3.687470391709681e-09,-0.00010728859516606265,1.9930345825411175e-05,0.0001301994234840189,-0.00014844813262906433,3.024977061412881e-05,0.0001822206789889691
1.0,1.9188815439387153e-05,7.063681298004578e-05,0.00010386869289110521,0.00016287735996335767,0.000104425565911414,0.00010426498131969056,0.00023159242363938535,1.919042939543325e-05,0.00015359821308510389,9.186549324891331e-05,6.931186026591729e-05,0.0002182277647906793,9.782546960161715e-05,0.00010774926191410434,-1.613956046096727e-09,-8.29614001050581e-05,1.2003199642191898e-05,9.356549969744038e-05,-0.0001138021988792653,6.439511718073416e-06,0.000123843161725281
1.5,1.377905999156704e-05,5.5833971784071154e-05,8.425062900803567e-05,0.00013660670786134856,8.099201821182709e-05,8.22820981036645e-05,0.00019132663068344144,1.3779736292430913e-05,0.00012699385455325818,7.51849546633085e-05,5.3584748234495197e-05,0.00018511754378974744,8.250215740003036e-05,8.500350983706186e-05,-6.763008638726524e-10,-7.115988276918701e-05,9.065674344727162e-06,8.302195962685337e-05,-0.00010412552557792035,-2.2005929636586695e-07,0.00010632312084637958
2.0,1.0991566947693625e-05,4.8395310272785586e-05,7.441420652582573e-05,0.0001220848391045324,6.764770130894921e-05,7.14962910251527e-05,0.0001666697967507515,1.0991956329273965e-05,0.0001106212904614221,6.665916247377746e-05,4.711810877843384e-05,0.00016543826653941883,7.359574137615799e-05,7.210436657890551e-05,-3.89381580340756e-10,-6.222598018863651e-05,7.755044052048274e-06,7.496673032609855e-05,-9.779056523046962e-05,-2.099450351005289e-06,9.456543017184598e-05
2.5,9.222905739439854e-06,4.332742770077281e-05,6.874106966725917e-05,0.00011215351708390894,5.897001383640804e-05,6.439414409842753e-05,0.00014994405070133023,9.223166640245561e-06,0.00010003501507832584,6.074017308518256e-05,4.315962733205727e-05,0.00015172233951827699,6.67556718766871e-05,6.359962240373814e-05,-2.609008057069106e-10,-5.670758737755303e-05,8.000896582076612e-06,6.899388975185167e-05,-9.275232568186895e-05,-2.3615277782595723e-06,8.634442829759209e-05
3.0,7.970615413846148e-06,3.943149902415023e-05,6.470365622659697e-05,0.00010490119201355133,5.3061632846491986e-05,5.934674784219956e-05,0.00013777010868960726,7.97080321769293e-06,9.182877911631136e-05,5.618975234891771e-05,4.0547530963841e-05,0.00014192102908265817,6.15556682741584e-05,5.788100132534236e-05,-1.878038467825711e-10,-5.239728009216113e-05,8.513903877679258e-06,6.435366104971033e-05,-8.885939623616619e-05,-2.2089204319588373e-06,7.988910736426489e-05
3.5,7.0218560278728805e-06,3.6186480982132116e-05,6.176362242634839e-05,9.904277225623363e-05,4.916085398646905e-05,5.620678659782233e-05,0.00012816929071091712,7.0219980238705915e-06,8.533078158269705e-05,5.313567518646119e-05,3.878008958810226e-05,0.00013402402729202444,5.77775656098196e-05,5.3557879162947374e-05,-1.4199599771098703e-10,-4.9144300600564936e-05,8.6279472398872e-06,6.026268266813137e-05,-8.486317330555539e-05,-1.5707790119972708e-06,7.461141154796974e-05
4.0,6.2666576578350005e-06,3.3409549946404e-05,5.9377054503747114e-05,9.466158812635569e-05,4.659513728375591e-05,5.39042197873037e-05,0.00012060854122236913,6.2667679154581775e-06,8.086866221291857e-05,5.103967145133694e-05,3.750955833477568e-05,0.00012759712660576105,5.483489981653864e-05,5.0289086572150726e-05,-1.1025762317701352e-10,-4.7459112266514574e-05,8.337383052410176e-06,5.715202979158001e-05,-8.100198932200514e-05,-9.306800292349421e-07,7.031945465021841e-05
4.5,5.639400695008442e-06,3.1217020446193454e-05,5.739673846917636e-05,9.178939914589397e-05,4.4826748674050077e-05,5.2026500201706904e-05,0.00011422032998261072,5.6394877653267476e-06,7.72025210230574e-05,4.93958237744126e-05,3.651024429264563e-05,0.00012205402830786097,5.252178833291549e-05,4.768974449026289e-05,-8.707031830577856e-11,-4.598550057686395e-05,8.000914694763757e-06,5.5279154853248345e-05,-7.72272796338109e-05,-4.95288131208584e-07,6.653058549234783e-05
