,HGPS_917_SCR_1,HGPS_478_SCR_1,HGPS_297_SCR_1,StartPos,EndPos,Gene_ID,labels,mean_value
31,0.0021057667227767575,0.002156847270598184,0.0020968428972999824,47713422,47743134,ENSG00000024422,1,0.002119818963558308
38,0.006547463056024125,0.008878422242563286,0.008151684692590144,46838136,46850846,ENSG00000042753,1,0.007859189997059186
47,0.013593978096763385,0.01644111667413051,0.016594082539536217,48615328,48619184,ENSG00000063177,1,0.015543059103476704
50,0.0010947016339591465,0.0011605656469974152,0.0011798864651640043,55654146,55674716,ENSG00000063244,1,0.0011450512487068555
58,0.004953313890643458,0.005414177273439163,0.005851419592072232,1026586,1039068,ENSG00000064666,1,0.005406303585384951
70,0.002256231434015093,0.0031137365277393936,0.002264433329124887,676392,683392,ENSG00000070404,1,0.0025448004302931243
83,0.008183003171138395,0.009238802294790035,0.009054866014984932,4641374,4670362,ENSG00000074842,1,0.008825557160304453
104,0.0007110357584501411,0.001662316903070579,0.0033423162728785914,9959561,10010504,ENSG00000080573,1,0.0019052229781331038
113,0.014701857487618524,0.017474571664237742,0.016523029333715522,58386400,58394806,ENSG00000083845,1,0.01623315282852393
120,0.13820595309645733,0.09400430119615767,0.11134965961797832,48965309,48966879,ENSG00000087086,1,0.1145199713035311
135,0.001464758113426633,0.003943522959602366,0.0006127856040655196,10271093,10286615,ENSG00000090339,1,0.0020070222256981726
156,0.0026902172583853335,0.003011219649543952,0.0030228649638448196,38374563,38383850,ENSG00000099341,1,0.0029081006239247017
162,0.0015743681716471247,0.0019149405416137566,0.0012941404634313487,8413270,8439017,ENSG00000099785,1,0.00159448305889741
163,0.007010849723126644,0.008760157458515128,0.007373779821827425,14566078,14572066,ENSG00000099795,1,0.007714929001156399
172,0.002331611222509482,0.0016289323712520166,0.0022779337675388313,2476122,2478259,ENSG00000099860,1,0.002079492453766777
215,0.033220148570536887,0.033010943669569616,0.03382493355268782,2269509,2273490,ENSG00000104904,1,0.033352008597598105
217,0.000998142519056295,0.0012665415747534878,0.0013020285451465238,13144058,13150383,ENSG00000104915,1,0.0011889042129854357
226,0.0012206907022456524,0.001492064114710124,0.001428620418787493,3052910,3063107,ENSG00000104964,1,0.0013804584119144231
232,0.002223405597607866,0.001972423326767182,0.00218817091789726,13774456,13778773,ENSG00000104979,1,0.0021279999474241025
239,0.0047754362793077515,0.004773258242074809,0.004679915419840949,16185380,16192046,ENSG00000105058,1,0.004742869980407836
254,0.0014927476181648214,0.0017730668175601507,0.002005888282084414,29923644,30016612,ENSG00000105176,1,0.0017572342392697955
