,107_31YR_F,108_31YR_F,109_32YR_M,110_32YR_F,111_33YR_M,112_33YR_M,114_37YR_F,115_37YR_F,117_37YR_M,118_39YR_M,155_22YR_M,156_25YR_F,157_29YR_M,158_24YR_M,159_23YR_M,160_26YR_F,162_21YR_M,16_24YR_F,17_25YR_M,18_25YR_F,19_26YR_M,20_26YR_F,21_28YR_M,22_29YR_M,23_29YR_M,24_30YR_M,25_30YR_F,26_30YR_M,27_30YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.00032157601825821055,0.0002062665637869081,0.00019035556781705207,0.0002226416845002964,0.00032839369568351,0.0003039535440206957,0.0002915651413176962,0.00025351001275286287,0.00028751009708079034,0.0002357603484944847,0.00034719165145280604,0.00029630818997899397,0.00024988035063900336,0.000301398466475639,0.00021080276794521258,0.0001939858275818112,0.00030490509694055303,0.00042717623393665323,0.000239431581078667,0.0003581334653707317,0.0003690770123338167,0.00038095968385157275,0.00032769384721380345,0.00040235714032338003,0.0002480309940770706,0.00043907691585763425,0.00044470789541201376,0.0003601208369310544,0.0003069163573880164,44266463,44281063,AARS2|AARSL|COXPD8|LKENP|MT-ALARS|MTALARS|-|6p21.1|protein-coding,0,0.0003051616202931359
1,0.00047286753090584026,0.0002962419859697666,0.00024825365080735894,0.0003227557305507652,0.0005128940018781962,0.00030764650798226624,0.00041091045823012106,0.0004148548536158205,0.00041906233611775656,0.0005418726791539298,0.00037868230259352237,0.0004302839785874429,0.000420494683058674,0.00043652357821155754,0.0003518445622156936,0.00036271864130533755,0.0003816885545053988,0.00039779412933826593,0.0004220218771405601,0.0004732449186141901,0.0004980211727258322,0.0003449879709407772,0.00035320831840234093,0.0004216708986368565,0.00041098855540306863,0.0004466026838659486,0.00035916056412398344,0.00031238370855801164,0.00035270849596811117,43395292,43418163,ABCC10|EST182763|MRP7|SIMRP7|-|6p21.1|protein-coding,0,0.0003966341148071515
3,0.0007484834058872912,0.0005924079149469863,0.0006134142221850737,0.0005389223772468024,0.0008073362713532777,0.0007250268022512007,0.0006523958874510213,0.0006752828332659886,0.0008178114588548051,0.00106434086261959,0.0007830771552010241,0.0008987941442489842,0.0006962326862430131,0.0008577344710135721,0.0006922142801777005,0.0007848352166153733,0.0008177294441409692,0.000656004943813869,0.0006307940735105801,0.0008164058453112972,0.0008809869073540153,0.0007262437182730971,0.0006826955150287573,0.0008194112043036285,0.0007775021016380124,0.0007568561591106725,0.0006975102424498914,0.0005708306616815465,0.00064319264036225,31654726,31671137,ABHD16A|BAT5|D6S82E|NG26|PP199|-|6p21.33|protein-coding,0,0.000738774946432424
5,0.0005995116481053654,0.0006174306654948819,0.0005643327537508447,0.0005701590980827341,0.0005672331331547134,0.0004567970320628407,0.000572479846126119,0.0005381136831731836,0.0004940649701388323,0.0005552934096519843,0.0006209291923319686,0.0005660274521472953,0.0005411637282702408,0.0006296128064245753,0.0005577078276675974,0.000641426552000437,0.0005775295080696681,0.0006135071366640819,0.0006757206966480035,0.0006762596634253803,0.0007219768197224907,0.0005805064698752448,0.00048086219022741957,0.0006024969226873333,0.0005427219819248206,0.0006752532236479698,0.0006311611452929271,0.0005730780264913164,0.0006009050021836931,26597171,26600277,ABT1|hABT1|-|6p22.2|protein-coding,0,0.000587733192601516
7,0.00021718704930153267,0.00014998438930227976,0.00014877169286358225,0.00018535685142961718,0.00024263053965328598,0.00026672243795914757,0.00019178339217762453,0.0001567328629314208,0.0001817772171760794,0.0001536972830286742,0.00026449257907638354,0.00023230326403026277,0.00022994841013530707,0.00022595547982374426,0.0002082950205255327,0.00022443171471236317,0.00021805639212937923,0.00024406930278610497,0.00015785029750986607,0.00027578450266579614,0.00017723903564288054,0.0002567610536780854,0.0003141622107368156,0.00028424312035849416,0.00017973260440367432,0.0002443661141523248,0.00022039572782463814,0.00028285798467793166,0.00027210498673274023,24667263,24705295,ACOT13|HT012|PNAS-27|THEM2|-|6p22.3|protein-coding,0,0.00022095494887674374
8,3.987078675428671e-05,3.954963612433341e-05,4.2139252248340845e-05,4.902528623224807e-05,6.0657634913321495e-05,6.02179225570384e-05,4.4792261347511355e-05,3.868110523224434e-05,4.0477612011374216e-05,2.6926943355969064e-05,5.063061112303245e-05,5.141017066998206e-05,4.1018240496023655e-05,5.497627542157877e-05,4.035193575303096e-05,3.770168266166482e-05,3.810415028967063e-05,4.572177872666752e-05,5.20602423518116e-05,6.125861253026002e-05,5.579162876202873e-05,6.683633077870024e-05,6.0158721204922127e-05,6.67902080322612e-05,4.229002456557043e-05,6.839595042850395e-05,5.129768159820846e-05,5.920643843669584e-05,5.638351757140925e-05,143743969,143763814,ADAT2|DEADC1|TAD2|dJ20N2|dJ20N2.1|-|6q24.2|protein-coding,0,4.974905662685141e-05
9,2.25451176010603e-05,9.278953090708992e-06,1.10381237355621e-05,1.4942394932905798e-05,2.4768534256272944e-05,2.9016145412340156e-05,2.4926553532341902e-05,2.499394491929634e-05,2.3289508381544354e-05,2.3764096041140953e-05,2.159565296117932e-05,2.644162073140911e-05,2.8320286121081997e-05,4.0335854249527906e-05,1.9985987011388215e-05,9.603258791178773e-06,3.228068581143794e-05,1.9270557379989677e-05,2.5043556816469134e-05,1.7709454345147445e-05,4.8137048861156335e-05,1.5617348609419438e-05,2.7796915895499253e-05,1.9544600046306853e-05,2.6854165599137224e-05,1.7191215156247485e-05,1.697123897186238e-05,2.1621199376751493e-05,2.6556325264986956e-05,41068773,41108573,ADCY10P1|-|-|6p21.1|pseudo,0,2.3084149789770717e-05
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146920136,147136597,ADGB|C6orf103|CAPN16|-|6q24.3|protein-coding,0,0.0
11,0.0,0.0,0.0,0.0,8.424671515739096e-07,0.0,6.798150963365972e-07,7.438674083123911e-07,0.0,2.1370589965054815e-06,0.0,5.155747774926568e-07,0.0,0.0,0.0,0.0,0.0,1.9050741136111463e-06,0.0,9.659702370080424e-07,0.0,0.0,0.0,6.155779542143891e-07,0.0,4.4269223578319706e-07,0.0,0.0,1.0124112271109395e-06,69345632,70099403,ADGRB3|BAI3|-|6q12-q13|protein-coding,0,3.4001755854995687e-07
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46965440,47010099,ADGRF1|GPR110|KPG_012|PGR19|hGPCR36|-|6p12.3|protein-coding,0,0.0
