,120_51YR_M,121_52YR_M,122_55YR_M,123_57YR_M,124_60YR_M,28_43YR_F,29_44YR_M,30_41YR_M,31_47YR_M,32_50YR_F,33_46YR_M,34_50YR_M,35_42YR_F,36_47YR_M,37_41YR_F,38_43YR_M,39_44YR_M,40_45YR_M,41_46YR_M,42_46YR_M,43_47YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.00029271604240177946,0.0003063927763095567,0.0002215663185029451,0.00023906346547933137,0.00027795988157001316,0.0003254675675671451,0.00039623501138786536,0.00031915863829046757,0.0003376507385598659,0.00022897130361829382,0.00022660226352778565,0.000379252266985143,0.00031842045960411207,0.0003393690930550206,0.00018768219069347373,0.000424409513365589,0.00032865985478749347,0.0004191113930955882,0.0003118303503731262,0.00041567470163591863,0.0003487187644343568,44266463,44281063,AARS2|AARSL|COXPD8|LKENP|MT-ALARS|MTALARS|-|6p21.1|protein-coding,0,0.0003164244092973748
1,0.0004119289600557788,0.0004133578276623962,0.00041404699532803603,0.00029505527613787175,0.0005471341558056339,0.0003922802374998964,0.00037036781741585546,0.000386921255644589,0.0004198290811658449,0.00033661674065564123,0.00041760922058276353,0.0004089886636402964,0.0004423194711232218,0.0002999200162322248,0.00039501422858136766,0.0004241216317217935,0.000414364805582418,0.00032511923499458414,0.00040879045446683176,0.0003547466337427793,0.00033634397574430183,43395292,43418163,ABCC10|EST182763|MRP7|SIMRP7|-|6p21.1|protein-coding,0,0.00039118460398972026
3,0.0006744390267006327,0.0006868999140433656,0.000830303026732871,0.0005467388644189855,0.0010568667261019976,0.0006642976691208404,0.0006943377453575613,0.0008069836942912545,0.0007151409316918469,0.0007098188586050215,0.0007240625622470935,0.0007001638369793375,0.0006651190465431739,0.0007207866207079826,0.0007255500612357975,0.0007708750716735331,0.0008376727364651761,0.0006809929922183857,0.0009221042036743039,0.0007822808133141023,0.0008303622253596406,31654726,31671137,ABHD16A|BAT5|D6S82E|NG26|PP199|-|6p21.33|protein-coding,0,0.0007497998394039477
4,0.0006666257476381747,0.0008352087605258418,0.0012657040374699645,0.0008346853372064861,0.0009957021645644662,0.0009607740079803239,0.0007481474382620862,0.0009948933795511665,0.0007913357820712155,0.0007781428324399102,0.0009427988986748614,0.001170814013480701,0.0009158323404406666,0.0015635137017499946,0.0007403434823175283,0.0008125459396129387,0.0008999019833467081,0.0013280623779497423,0.0007292428421774637,0.0008879784104133926,0.0010664565084575425,139349819,139364439,ABRACL|C6orf115|Costars|HSPC280|PRO2013|-|6q24.1|protein-coding,0,0.0009489861898252942
5,0.0005085075332092552,0.0005750473210182239,0.0005795037974802851,0.0005243740898335486,0.0004717452776314672,0.00052324869926281,0.0005154909285826045,0.0006592875040388246,0.0007359695438730858,0.0005139932814237903,0.0005068358481920564,0.0006081621427594591,0.0006649732830002103,0.0005903600217550955,0.0004615846234491563,0.0006171462738867095,0.0006083560985556257,0.0005764132117106019,0.0005599786354990605,0.0006210660351297008,0.0006119958698795142,26597171,26600277,ABT1|hABT1|-|6p22.2|protein-coding,0,0.0005730495247700517
6,0.0008678378208136411,0.0011123564104355585,0.0010621781802608785,0.0011698374592082484,0.0012324952003390408,0.0014399497881295998,0.0015372080314598443,0.0014099394108451602,0.0020282523840050803,0.000587633079309906,0.0018081303334859112,0.002218833312854969,0.002280762156752365,0.002318015521835599,0.0006903596504807712,0.0011264808721719857,0.0011752757165530093,0.0012948590178849433,0.001572765495030114,0.0014945907068093195,0.001460781235704686,160182989,160200087,ACAT2|-|-|6q25.3|protein-coding,0,0.0014232638944938396
7,0.00021353611128429204,0.00022787161501683557,0.00026272802406730083,0.00017332700303713635,0.00018575284078429537,0.0002447453593326047,0.00023347180805682302,0.00024210333190598726,0.0002100281511948201,0.00017987810502755007,0.00021063204790047678,0.00019668286721657362,0.00019182482254017464,0.0002902871021243328,0.0001983663281413904,0.0002159832032576111,0.00016015646892025473,0.00019958028359990976,0.00019876065020144935,0.00022095689828400026,0.00019111401184809546,24667263,24705295,ACOT13|HT012|PNAS-27|THEM2|-|6p22.3|protein-coding,0,0.00021179938255913878
8,3.842200116280924e-05,4.719282040960483e-05,5.3237769450857195e-05,3.474527480237526e-05,5.54748348828774e-05,5.938903994022336e-05,4.0394328695545574e-05,5.287786766832535e-05,5.975918185817276e-05,3.767981165722691e-05,3.615148313644547e-05,5.9548266398264233e-05,4.73002696917072e-05,5.4433609879516706e-05,3.646055296911432e-05,5.570509807443885e-05,4.881455893102227e-05,7.346513506745145e-05,4.817752442097536e-05,5.166285075610472e-05,5.7980751502841616e-05,143743969,143763814,ADAT2|DEADC1|TAD2|dJ20N2|dJ20N2.1|-|6q24.2|protein-coding,0,4.9946334826471425e-05
9,3.7294311401217365e-05,2.6040181040953433e-05,1.3990561819727342e-05,1.9409429372361352e-05,1.9663025938878112e-05,1.6019412089139193e-05,3.453900398554906e-05,1.726959908296784e-05,1.2194205677016241e-05,2.212320891907721e-05,2.582248795460391e-05,1.237758642498775e-05,2.303063978825805e-05,1.4143564364762065e-05,1.3000279132430106e-05,2.893210520145274e-05,1.900414126322241e-05,1.5341248793497212e-05,1.7319706581480938e-05,1.971638206760955e-05,4.331176041519224e-05,41068773,41108573,ADCY10P1|-|-|6p21.1|pseudo,0,2.1454421014970674e-05
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81738831062799e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7060868548138254e-07,0.0,146920136,147136597,ADGB|C6orf103|CAPN16|-|6q24.3|protein-coding,0,5.4873691264008645e-08
