,HGPS_917_SCR_1,HGPS_478_SCR_1,HGPS_297_SCR_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0020792468852689817,0.002425848104897215,0.0029309356524050948,64269830,64284704,ENSG00000002330,1,0.002478676880857097
8,0.001523498610991966,0.0020447158182474454,0.0015856012347395495,17077730,17207986,ENSG00000011405,1,0.0017179385546596537
20,0.0016016159100956096,0.0017642017141500238,0.0018307268514563754,494512,507300,ENSG00000023191,1,0.0017321814919006697
23,0.008643275322452959,0.006852774113598544,0.008065682652529868,35138882,35232402,ENSG00000026508,1,0.00785391069619379
30,0.00224508612820214,0.002102909923540758,0.002685205603873175,32091074,32105722,ENSG00000049449,1,0.002344400551872024
31,0.005010017770667309,0.004205093643843429,0.003986556028477578,11956207,12009769,ENSG00000050165,1,0.0044005558143294385
39,0.0007495757632115235,0.0008910699306585472,0.001280180741012312,32892811,32993316,ENSG00000060749,1,0.0009736088116274609
52,0.001022945509730009,0.0011761270014547796,0.0011732022331703853,17208153,17349980,ENSG00000070081,1,0.0011240915814517247
57,0.00461058285959837,0.004853058969424269,0.004426257509873179,85957175,86069882,ENSG00000073921,1,0.004629966446298606
58,0.0016735366279186485,0.0017205883500969329,0.0019223619262888339,77514936,77637794,ENSG00000074201,1,0.001772162301434805
60,0.0015865151815907337,0.001567296864126163,0.0016228602347132133,18468336,18526951,ENSG00000074319,1,0.0015922240934767033
63,0.004806824128017034,0.004444024615537531,0.004690809344907472,114439435,114450279,ENSG00000076043,1,0.004647219362820678
74,0.008287053752585972,0.010020441946341297,0.0075921787150781865,67583742,67586656,ENSG00000084207,1,0.008633224804668485
75,0.003224213637211494,0.002657029718855497,0.0025221602393852988,130068147,130144811,ENSG00000084234,1,0.00280113453181743
76,0.009893978772483297,0.010946368576589538,0.006241051914592509,33703010,33736479,ENSG00000085063,1,0.009027133087888448
86,0.0025314443264058705,0.0018282908979611015,0.0018794960202304517,62624826,62646726,ENSG00000089597,1,0.0020797437481991413
88,0.004908731383984561,0.0047775063061059496,0.005211931298163721,118572390,118603033,ENSG00000095139,1,0.004966056329418077
94,0.0007638637845551231,0.001646676105737017,0.0004161967885278227,88265069,88359684,ENSG00000109861,1,0.0009422455596066543
98,0.001727498211215811,0.0019252831712909797,0.0015267977449794955,47617315,47642607,ENSG00000109919,1,0.0017265263758287621
104,0.028891223217472235,0.03149382986994439,0.030333351186835656,123057489,123063230,ENSG00000109971,1,0.030239468091417424
120,0.0013524609726373402,0.0013183247676110087,0.00152441061426348,68460731,68615334,ENSG00000110075,1,0.0013983987848372762
124,0.01469376168310536,0.014558282750984102,0.011111228641565007,69641156,69654474,ENSG00000110092,1,0.013454424358551492
127,0.0013694643169823602,0.0013429574332796388,0.001218295303616277,60914158,60923443,ENSG00000110108,1,0.0013102390179594251
134,0.0008977132657905668,0.001295271575214393,0.0011477386086081722,94128841,94181968,ENSG00000110218,1,0.0011135744832043773
139,0.002108622341475167,0.0021080419189056275,0.002088744295310384,10511673,10541230,ENSG00000110315,1,0.0021018028518970592
141,0.023053826820046135,0.019936883547795894,0.02269107170646603,10797050,10808940,ENSG00000110321,1,0.021893927358102683
144,0.003368207496266985,0.0030425608575885667,0.0032182132361571656,102347211,102378670,ENSG00000110330,1,0.0032096605300042393
145,0.0018548088752111235,0.0019845086841802713,0.0021515081501196683,118359600,118399211,ENSG00000110344,1,0.0019969419031703544
146,0.0019157273150006804,0.0019201496014587527,0.0023836232128426342,118747763,118791164,ENSG00000110367,1,0.0020731667097673556
150,0.003612845059205165,0.003042813325439423,0.0043283932121075,33256672,33357023,ENSG00000110422,1,0.0036613505322506956
153,0.0009730053461829328,0.0009740789390998846,0.0009291515556658128,34915829,35020591,ENSG00000110435,1,0.00095874528031621
166,0.0021713042993044347,0.0018280749644897752,0.00196390783173738,2376177,2397802,ENSG00000110651,1,0.0019877623651771963
174,0.029421225882036696,0.036466747605212346,0.03714018009500091,17074388,17077715,ENSG00000110700,1,0.03434271786074999
175,0.0010132497767866746,0.0012293338385089116,0.0011818562332464946,67468174,67491154,ENSG00000110711,1,0.001141479949514027
176,0.0009006137932918143,0.0009679053310044814,0.0009811531373783867,3671083,3797792,ENSG00000110713,1,0.0009498907538915608
181,0.0010276325958686091,0.0010913530164103507,0.0009100760341260881,18278668,18322198,ENSG00000110756,1,0.0010096872154683493
182,0.000864598770648076,0.0008666481608176549,0.001012180088734501,18322295,18367045,ENSG00000110768,1,0.0009144756734000772
192,0.06735584570633321,0.06014940421677957,0.07087052493698953,119015712,119018691,ENSG00000118181,1,0.06612525828670078
195,0.0016496252114813746,0.0015867234899140062,0.0015300136393218934,130866250,130916479,ENSG00000120451,1,0.0015887874469057582
205,0.001825024230371273,0.0010767699594318055,0.00128642806007092,34438934,34472060,ENSG00000121691,1,0.0013960740832913328
213,0.012639190347414845,0.010587788429016911,0.011346604847788476,62433542,62556235,ENSG00000124942,1,0.011524527874740077
215,0.008083594802565635,0.0077664041679156555,0.007659177011339787,64318121,64321811,ENSG00000126432,1,0.007836391993940359
217,0.007238055331467434,0.007553529898616032,0.008116728181797886,14443440,14500027,ENSG00000129083,1,0.0076361044706271175
218,0.001730673444063157,0.001849035333368005,0.002077643806514631,14504874,14643635,ENSG00000129084,1,0.0018857841946485975
237,0.002557818282377364,0.003327918569829806,0.0028782060973546616,5689610,5737089,ENSG00000132274,1,0.002921314316520611
247,0.002213284778751955,0.002049280269743155,0.00209791808155795,63681446,63759891,ENSG00000133318,1,0.00212016104335102
250,0.0013340877898485085,0.0011021367302305254,0.0011927961364712884,9664077,9752993,ENSG00000133789,1,0.0012096735521834408
255,0.001439649128138379,0.002652254289820562,0.002010234916302644,12094008,12359144,ENSG00000133816,1,0.0020340461114205285
256,0.005782146208006606,0.008266509439634457,0.007834339217084306,14277922,14364506,ENSG00000133818,1,0.007294331621575123
259,0.014289073624714679,0.01674886286130438,0.012268443177443706,18394560,18408425,ENSG00000134333,1,0.01443545988782092
268,0.0021054615259511944,0.0015166480692936286,0.0013178388262959145,57528464,57530803,ENSG00000134809,1,0.0016466494738469125
272,0.0019433948440487848,0.0015359066682293968,0.0022821094083239927,61768501,61792802,ENSG00000134825,1,0.0019204703068673914
274,0.002025671893502389,0.0016470001537201007,0.0017301593086060229,125591712,125625215,ENSG00000134910,1,0.0018009437852761709
285,0.0031443159758152016,0.0031109750912763586,0.0035126491187932297,34051731,34102610,ENSG00000135387,1,0.0032559800619615963
287,0.0011556453712794523,0.001056113529470003,0.001300115937473894,72836745,73142318,ENSG00000137478,1,0.0011706249460744498
290,0.0012878452481787017,0.0013282425330776425,0.0016004696540687475,76349898,76381132,ENSG00000137492,1,0.0014055191451083637
294,0.0014355750012021433,0.0010191332023264236,0.0012782449567918142,83259081,83286390,ENSG00000137500,1,0.0012443177201067938
295,0.0007367978838449361,0.0006222973211461472,0.0015981758389803531,85694224,85811159,ENSG00000137501,1,0.0009857570146571456
299,0.001216814041009321,0.0010409114433224116,0.0010716707670928073,82822936,82970584,ENSG00000137509,1,0.0011097987504748467
312,0.0020215973591928126,0.001994880500389114,0.002221169355208349,102110447,102233424,ENSG00000137693,1,0.0020792157382634254
317,0.0017355649281023215,0.0018201623630663415,0.0020834292858014944,109864295,110296712,ENSG00000137710,1,0.0018797188589900523
329,0.005606223244682283,0.005677074843528957,0.008333884763210819,319676,329475,ENSG00000142089,1,0.006539060950474019
333,0.0016935072508296415,0.002077737186230836,0.0018615575534282767,13388008,13463297,ENSG00000148925,1,0.0018776006634962513
334,0.012857570651264331,0.007478051920901098,0.014117341466954054,10305073,10307397,ENSG00000148926,1,0.011484321346373163
337,0.001985277498500892,0.0018241348159224748,0.0019727612876730962,27494418,27506769,ENSG00000148943,1,0.001927391200698821
346,0.0015092193467903623,0.0015989150774497248,0.0016384613000604675,43680680,43856617,ENSG00000149084,1,0.0015821985747668515
348,0.007011598409135782,0.005414762469819561,0.0035061964025202203,35431823,35530300,ENSG00000149090,1,0.005310852427158522
350,0.002686615367450107,0.003062084834138246,0.003079703061929594,32583798,32606264,ENSG00000149100,1,0.0029428010878393153
360,0.0013827869935669071,0.0015464985230425362,0.001619511683801979,86302211,86345943,ENSG00000149196,1,0.001516265733470474
362,0.001011264064632359,0.0007138955280960112,0.0010562635183831342,95165513,95232541,ENSG00000149212,1,0.0009271410370371682
363,0.0017842316550485786,0.0023963575848173313,0.0013768649650278356,95089846,95132645,ENSG00000149218,1,0.001852484734964582
367,0.010195713028176965,0.01083893887663816,0.012362587417742746,75562056,75572783,ENSG00000149257,1,0.011132413107519291
371,0.0012165631221118286,0.001331342603887191,0.0013993866172823553,75399515,75422280,ENSG00000149273,1,0.0013157641144271252
379,0.0010682390058443273,0.001305508860848047,0.0011605704515414929,108223044,108369102,ENSG00000149311,1,0.0011781061060779556
380,0.0012687321923120685,0.0010631506497865704,0.0012438169396747243,106075501,106098699,ENSG00000149313,1,0.0011918999272577877
