,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.0,8.501160337774659e-07,0.0,11393150,11429564,ENSG00000002587,0,2.833720112591553e-07
2,3.912105217631882e-06,0.0,9.719768385561498e-07,15778275,15853232,ENSG00000004468,0,1.6280273520626775e-06
4,0.0,0.0,0.0,15963076,16084378,ENSG00000007062,0,0.0
5,0.000510900691181834,0.0005876661812789016,0.0006136698731210319,6575189,6623362,ENSG00000013288,0,0.0005707455818605892
6,2.7526578231219156e-05,4.323898475315387e-05,5.699232163219423e-05,1712858,1745171,ENSG00000013810,0,4.2585961538855746e-05
8,0.00046377402686421855,0.00046169709148028397,0.0004918024861496897,70704204,70808619,ENSG00000018189,0,0.0004724245348313974
9,0.0,0.0,0.0,87799554,87812435,ENSG00000029559,0,0.0
11,0.0,0.0,0.0,67558727,67607337,ENSG00000035720,0,0.0
15,0.0005935999453466222,0.0005797813606701014,0.0006853084151694361,13568738,13627725,ENSG00000038219,0,0.0006195632403953865
16,0.0,0.0,0.0,165873237,166104457,ENSG00000038295,0,0.0
18,4.3172615086195955e-07,5.086193503339689e-07,1.072639465151708e-06,35948221,36244514,ENSG00000047365,0,6.709949887825455e-07
19,2.391202466212698e-06,3.7561213294896635e-06,8.91154432248999e-06,17629306,17781621,ENSG00000047662,0,5.019622706064117e-06
20,0.00010244317566861175,0.00011173157952207698,0.00011433686382808599,15469865,15601552,ENSG00000048342,0,0.00010950387300625822
21,1.717277507357088e-05,2.8661088730981037e-05,4.444415131973127e-05,121131408,121227466,ENSG00000050730,0,3.0092671708094392e-05
24,0.0005600016819989514,0.0005918145183383174,0.0005846512278399346,25377263,25418498,ENSG00000053900,0,0.0005788224760590678
26,0.0,0.0,0.0,72031902,72148305,ENSG00000056291,0,0.0
27,0.00011972115018532923,0.0001065906973238672,0.0001345343878726998,151670504,151761007,ENSG00000059691,0,0.00012028207846063207
28,0.00011698662773366001,0.00010256572848027604,0.00012167059717697834,155758992,155807811,ENSG00000061918,0,0.00011374098446363812
29,0.0006055509444399835,0.0005965681522695655,0.000566525818942532,2462220,2625320,ENSG00000063978,0,0.0005895483052173602
31,0.0002779024485835228,0.00025604254178439935,0.0002574466941327615,37891084,38139175,ENSG00000065882,0,0.0002637972281668946
32,1.1066545071252708e-06,2.607513668883873e-06,1.9246664345653713e-05,1793293,1808872,ENSG00000068078,0,7.653610840554287e-06
33,0.0,0.0,0.0,99816827,99870190,ENSG00000070190,0,0.0
35,0.00032973551147350445,0.0003602543730524253,0.000320383526672481,147732063,148072776,ENSG00000071205,0,0.00033679113706613695
36,0.0006782643108919054,0.0006529651786053039,0.0006790462562376138,53459301,53701405,ENSG00000072201,0,0.000670091915244941
37,2.292369321288678e-05,2.376576419025099e-05,4.214651546045723e-05,5748084,5893086,ENSG00000072832,0,2.9611990954531664e-05
39,0.00022633715748784683,0.00019383349997151541,0.00018546501792788699,112285509,112442621,ENSG00000073331,0,0.00020187855846241637
40,1.7184693464123159e-06,2.0245396567220186e-06,0.0,6320578,6563600,ENSG00000074211,0,1.247669667711445e-06
41,0.0,0.0,1.9229212636120893e-06,48066393,48134250,ENSG00000074966,0,6.409737545373631e-07
42,0.0005428561745367589,0.0005170619844308679,0.0005786105397501176,48497357,48780322,ENSG00000075539,0,0.0005461762329059148
45,0.0002903727933823746,0.0002828202135970197,0.0002995817566405696,40056850,40158252,ENSG00000078177,0,0.00029092492120665465
46,0.0,2.8967062651749694e-06,0.0,73481745,73504001,ENSG00000079557,0,9.65568755058323e-07
47,0.0007582855081736275,0.000689584424873627,0.0008002198684251923,71062667,71572087,ENSG00000080493,0,0.0007493632671574823
48,3.837668892190675e-06,2.712709445106184e-05,9.53482830085074e-06,74097040,74099196,ENSG00000081041,0,1.3499863881367753e-05
49,1.0056347117186802e-05,9.872872572931639e-06,2.4985360636635618e-05,73431138,73456174,ENSG00000081051,0,1.4971526775584685e-05
50,0.0,0.0,0.0,5524569,5527801,ENSG00000082929,0,0.0
52,0.00017316492011967943,0.00015637518353315484,0.0001781588009649055,68310387,68350090,ENSG00000083896,0,0.00016923296820591327
55,0.0003568814327025825,0.00046029684982845854,0.00039291488078000905,139665768,139740745,ENSG00000085871,0,0.0004033643877703501
56,0.0006988808218302627,0.0007263939040212561,0.0007988802686025216,8366282,8440723,ENSG00000087008,0,0.0007413849981513469
57,0.0,0.0,0.0,68447463,68497604,ENSG00000087128,0,0.0
58,0.00018926893447926516,0.00018528596869111773,0.00022506661284778964,2793071,2841098,ENSG00000087266,0,0.0001998738386727242
59,0.0004778658014346129,0.0005008184523201063,0.0005018764937821622,2937933,2963406,ENSG00000087269,0,0.0004935202491789605
61,0.0,0.0,0.0,186266189,186289681,ENSG00000088926,0,0.0
62,0.0004353888344749677,0.0003958025666571982,0.0003841057154407305,1289887,1340147,ENSG00000090316,0,0.00040509903885763214
66,0.0,5.590988085707874e-07,0.0,46918900,46993581,ENSG00000109158,0,1.863662695235958e-07
67,0.0,0.0,0.0,67737118,67754388,ENSG00000109163,0,0.0
68,0.0006482994930821184,0.0007106429798132475,0.0007430044381619681,48341529,48426201,ENSG00000109171,0,0.0007006489703524447
70,0.0,0.0,0.0,48986275,49062081,ENSG00000109182,0,0.0
72,0.00047588906729874086,0.00047751005607801983,0.0005117581886666135,52590960,52659301,ENSG00000109189,0,0.0004883857706811247
73,0.0,0.0,0.0,69841212,69860145,ENSG00000109193,0,0.0
75,0.0,0.0,0.0,55595229,55636698,ENSG00000109255,0,0.0
76,2.3862392821515495e-06,2.811243728531649e-06,9.881164133313399e-07,56049098,56330609,ENSG00000109265,0,2.0618664746715127e-06
78,0.0,8.506881517173607e-06,0.0,73853296,73854483,ENSG00000109272,0,2.8356271723912025e-06
79,0.0005694946189596584,0.0005466798491848776,0.0005481544108117525,102501330,102617302,ENSG00000109320,0,0.0005547762929854295
80,1.6336970565936564e-05,7.698675950574315e-06,8.117959771730031e-06,74445136,74455005,ENSG00000109321,0,1.071786876274697e-05
81,0.00030564812359908566,0.00035900952777313203,0.0003189681386105815,102630770,102760994,ENSG00000109323,0,0.00032787526332759973
83,7.3006017342851415e-06,7.859430080021122e-06,1.204028476962928e-05,85990007,86594625,ENSG00000109339,0,9.06677219464518e-06
86,0.0,0.0,0.0,140559431,140568961,ENSG00000109424,0,0.0
88,0.0007848729061312914,0.000695367126400044,0.0007595190003732434,141220887,141234697,ENSG00000109445,0,0.0007465863443015262
90,0.00033508436127529265,0.00031918502353725216,0.00040440901161805976,143336762,143474568,ENSG00000109458,0,0.00035289279881020147
91,0.00029085213198126237,0.0002960022386207088,0.0003494421113499494,165207561,165323156,ENSG00000109466,0,0.00031209882731730686
94,0.0003744724717471999,0.0004971898120440391,0.00048291697158738467,6269849,6303265,ENSG00000109501,0,0.0004515264184595412
95,0.0,3.442599721282976e-06,0.0,168092537,168187736,ENSG00000109511,0,1.1475332404276586e-06
97,0.00012838995638475413,9.976527674589998e-05,0.00012555970599949616,109815510,109824740,ENSG00000109534,0,0.00011790497971005008
100,0.0001987059688342297,0.00013407360944645548,0.00011893494326494278,170060222,170091699,ENSG00000109576,0,0.00015057150718187598
101,0.0007030460634950246,0.0006462680566873928,0.0007451075352536806,173168811,173323967,ENSG00000109586,0,0.0006981405518120326
104,0.000397284541591417,0.00040320628016278395,0.0003792306380300734,25120014,25160550,ENSG00000109618,0,0.00039324048659475813
105,3.891109046264999e-05,5.500968693375577e-05,6.187265392700795e-05,8592660,8619759,ENSG00000109625,0,5.193114377447124e-05
106,0.0003801203611216787,0.0004068628883734185,0.0005454288945450453,153152163,153339319,ENSG00000109654,0,0.0004441373813467142
107,4.532942441288203e-05,1.8118836289248733e-05,1.910562058993618e-05,9771153,10054936,ENSG00000109667,0,2.7517960430688983e-05
108,0.0006934166849957402,0.0006626309851106435,0.0006507617967288192,152320544,152536092,ENSG00000109670,0,0.0006689364889450677
