,101_19YR_F,102_19YR_M,103_19YR_M,104_19YR_M,105_20YR_M,106_20YR_F,14_1YR_M,15_12YR_M,79_1YR_M,80_2YR_F,81_3YR_M,82_3YR_M,83_5YR_M,84_6YR_M,85_7YR_M,86_7YR_M,87_8YR_M,88_8YR_M,89_9YR_F,90_10YR_M,91_10YR_M,92_11YR_F,93_11YR_F,94_12YR_M,95_13YR_M,97_16YR_F,98_17YR_M,99_17YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.01004017212583594,0.007875451372007014,0.008501740905229158,0.009613188703055825,0.007577390950002324,0.009003586050979583,0.005273139419128068,0.008287049524134553,0.011349429603764657,0.008494190780947137,0.008790662129223607,0.011455343668113412,0.007764408905953841,0.008649730554140493,0.010540721496302126,0.009638472911342465,0.008949700352478452,0.00799211168197623,0.005987118136506853,0.008016635343761066,0.0076647916419066205,0.011350743826232313,0.010561435417910365,0.00857054443206717,0.008665139560146671,0.006986799513573532,0.009219318005552951,0.007868002273373116,47309874,47340251,ACAA2|DSAEC|-|18q21.1|protein-coding,1,0.008738822117344482
4,0.0038248848064968864,0.0037441342124958344,0.004349752068634577,0.004440980103508503,0.0042153819944217175,0.0037564083426108773,0.004242923707553198,0.004078158629155221,0.004428520777488215,0.004198924176214889,0.004547583856640686,0.004497861096934994,0.0038639933100485272,0.004586216317854853,0.004697770865447987,0.004620354541888651,0.004160389203927384,0.004423291004525257,0.0034197096573357075,0.004281516421381234,0.004155705878821369,0.005374641596512857,0.004461308652495681,0.0044637301387590225,0.0041742744655862,0.004055610059863355,0.0039046712749838575,0.0035592011273439294,12328943,12377275,AFG3L2|SCA28|SPAX5|-|18p11.21|protein-coding,1,0.0042331392246046946
6,0.006214083389591968,0.009323119533686966,0.01401313549621427,0.013198567135246177,0.007400475954381517,0.006731109989322753,0.006977307425571118,0.005359678866509971,0.005472879104141978,0.004109750083152691,0.003020548915681249,0.004388926084941218,0.004309578855570657,0.0041129590277854304,0.004134820543059778,0.006489455203065572,0.004872845645328121,0.0077911028368561055,0.005715857120613339,0.00360984887965854,0.006120989944459897,0.006590508207680507,0.014184688722928742,0.010306135209945933,0.004595541960205154,0.00785743239670781,0.005680424527668956,0.004154793741995508,56148482,56296189,ALPK2|HAK|-|18q21.31-q21.32|protein-coding,1,0.006669163028641854
17,0.0032472995103316736,0.003429334673564487,0.005060799205899232,0.004448127987145245,0.0050228881825463215,0.00345643124684497,0.005249719163582771,0.005267822248154611,0.005964293154279455,0.0026640401885558956,0.0021399897521617505,0.0023862698186029162,0.008548075508098232,0.0016599322860643953,0.0012740744576163682,0.0023006062816187368,0.004725824931000506,0.006706751485089895,0.007379140027877789,0.004826942834780143,0.0021573403482375545,0.0029654797445186425,0.003151957287954232,0.0042814687649951055,0.003828954588160534,0.003374730497412188,0.0024214329150638726,0.003417358605145453,55313659,55470327,ATP8B1|ATPIC|BRIC|FIC1|ICP1|PFIC|PFIC1|-|18q21.31|protein-coding,1,0.00397703877483225
22,0.002366323917900419,0.0018368996957165411,0.0020981605248656956,0.002262662565211036,0.0022945906133958038,0.0028103267328876314,0.002634916515054954,0.003409703912059845,0.0024857659616443198,0.002411428047116035,0.0028642116361696297,0.0028878702893020513,0.0019444800997735652,0.0028559311570278993,0.002564949291781504,0.0030039928869705097,0.0017115290228542962,0.0023857922562621563,0.002168220581427678,0.0020693834189075546,0.0028015099850888367,0.002090507211884756,0.002202611479126579,0.002533706943793209,0.003119825713018701,0.002974662350708785,0.0023878876291963135,0.0022828617251943457,33552588,33559250,C18orf21|HsT3108|PNAS-124|PNAS-131|XTP13|-|18q12.2|protein-coding,1,0.002480739720155023
24,0.0037065987088455428,0.003964015886109487,0.003925132589683547,0.0032329877688989143,0.0038668563328548,0.004163214888435869,0.0026032302869642586,0.003484702948769465,0.0029192367492726053,0.0037920494557799715,0.0039478684186582775,0.0035302435118899915,0.0025586655814392035,0.0044457931099954485,0.004216894513740643,0.003758641062269506,0.003294229288456869,0.004380165470481303,0.0023398013444928525,0.0034172502351645633,0.004299058893584279,0.00278988776054166,0.003942442570157772,0.003521995661631607,0.0040530996156823,0.0057081676173915095,0.003323130199183856,0.0033806206620031376,47007548,47013644,C18orf32|-|-|18q21.1|protein-coding,1,0.00366307075472783
28,0.001713793994979011,0.0019437676519914995,0.0018228159198362755,0.001931715552829829,0.002217833842808998,0.0017069921726774139,0.0019471875992777747,0.0015698192867247575,0.0020829223270566067,0.002029499134065077,0.0019571737262103254,0.002334455457597281,0.00233983813818674,0.002626507324468871,0.0024547828881830284,0.0021919187757179787,0.002002229071638442,0.0022301017689509315,0.0015918492834577234,0.00271418425896134,0.0021741873905708024,0.002067603909626889,0.0015803832796506127,0.001907506764818017,0.0022772907237807913,0.002304357276716739,0.0021326750943159254,0.0019809293580445877,21083434,21111744,C18orf8|HsT2591|MIC1|Mic-1|-|18q11.2|protein-coding,1,0.0020655114990408667
33,0.0036876368153289153,0.0058135485351237075,0.0036241584239344077,0.0021086256728392212,0.008036683495952641,0.007079801314315602,0.006118472878104183,0.006022285034871111,0.008140476541946095,0.0020793907488329947,0.002065342222304851,0.003391967837640012,0.002100449727111898,0.0025380717831006744,0.0022066330640774625,0.0011121814036650726,0.0018941911224734532,0.004734671979147708,0.007158069303221026,0.0016595852946565044,0.002267918207915782,0.002158221322908016,0.002993096761330118,0.003546033472194795,0.003058953840062282,0.005512245845107243,0.004253810610293411,0.008660665973754998,57098171,57364644,CCBE1|HKLLS1|-|18q21.32|protein-coding,1,0.004072256758293364
39,0.013697409715050898,0.016661841106127732,0.0060596593831380345,0.006727945473084464,0.027386566129858105,0.027077134851242128,0.02277633628401,0.011506503586192469,0.01796958530558863,0.025245730539402905,0.022552004680540968,0.021839128894465695,0.019284719176832846,0.02514705587346202,0.028454329553432217,0.02706708225308227,0.03021795449634639,0.021149419742284733,0.015335351683370694,0.028947738115045158,0.02881977585469641,0.020883828476173597,0.012524728358776957,0.017559772754450115,0.014446545250984115,0.023044747710329515,0.01855752050422053,0.02190213985137434,25530927,25616549,CDH2|CD325|CDHN|CDw325|NCAD|-|18q12.1|protein-coding,1,0.02045866270012728
44,0.003920296238953568,0.004262085297700666,0.004584920605508762,0.004514603304966956,0.0036478187192290376,0.004332147858795966,0.003357362515522808,0.004320357353208307,0.004959943270786801,0.00946277626764844,0.006011802197003564,0.005806329779679719,0.0030001389333968575,0.008530497971209569,0.0048638467188726895,0.009593051267085434,0.004602936404630708,0.009824946878844294,0.0023948939432457523,0.01117654789426561,0.005236367067034075,0.007587963617606466,0.0043450262707153695,0.004515152796799259,0.007173494224709941,0.006204287367598593,0.004474404410158478,0.0032351286752541003,11851389,11854448,CHMP1B|C10orf2|C18-ORF2|C18orf2|CHMP1.5|Vps46-2|Vps46B|hVps46-2|-|18p11.21|protein-coding,1,0.005569254566086849
