,129_94YR_M,130_89YR_M,131_87YR_M,132_90YR_M,133_89YR_M,134_86YR_M,135_92YR_M,136_87YR_M,166_82YR_F,56_83YR_M,57_83YR_M,58_83YR_M,59_84YR_F,60_84YR_M,61_84YR_F,62_84YR_M,63_84YR_M,64_84YR_M,65_84YR_M,66_86YR_M,67_86YR_M,68_86YR_M,69_87YR_F,70_87YR_M,71_87YR_M,72_87YR_M,73_88YR_M,74_89YR_M,75_90YR_M,76_91YR_M,77_92YR_F,78_96YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.009249179202200065,0.008415354373456542,0.007158898888648082,0.008407616924115456,0.008476818859846608,0.008507152271066588,0.0064448834671124436,0.009082277418448218,0.011227162791830619,0.009313789270167799,0.008452954564286541,0.008768366659177714,0.006549251048566618,0.007949414961338629,0.006936556265668392,0.008580909405641391,0.008285753530322414,0.007442011978885179,0.00845706391130633,0.008010945458286484,0.008784503646474076,0.010208382789366288,0.00878087525799701,0.011283856917284386,0.010062336332194567,0.00929958627403261,0.00901939158018832,0.01047103506666168,0.007835304914272695,0.01027858226451524,0.007312973446145478,0.009558763552856139,47309874,47340251,ACAA2|DSAEC|-|18q21.1|protein-coding,1,0.008706623540386265
4,0.0035120771863356216,0.003580810884136287,0.0034273375936164255,0.003161313928257848,0.00312419033915828,0.0035073079343723506,0.003209593412817927,0.003710884307212472,0.004338828506154031,0.004274265157377416,0.00411734356996005,0.004443945180858235,0.0035891522459313425,0.004740151738156586,0.004206362687225329,0.004331970026816259,0.004487166798924423,0.004707154015295659,0.004339593671675617,0.00412770274718168,0.003947212661289235,0.0037436435982905357,0.0043333443450359,0.004520790288795925,0.004437866470485601,0.004152510748762878,0.0042620739834380115,0.004653906704250638,0.0036946406426746647,0.004480416494276651,0.0036028350664849547,0.0037270354382090147,12328943,12377275,AFG3L2|SCA28|SPAX5|-|18p11.21|protein-coding,1,0.004015419636670559
6,0.014242114216407675,0.018347927881131095,0.014167268925980964,0.013916235069765944,0.020711218660622876,0.008132949892897543,0.010816904521779977,0.014830168594030003,0.009737582915604795,0.012340585317528253,0.008974948616210513,0.010935370328765074,0.009540211253509403,0.012860372064964187,0.008538874758559486,0.010383231916629015,0.008624045479873728,0.012430869690755233,0.00606560704418588,0.016258411790449782,0.020632435113440036,0.01987524256745693,0.012002516413421446,0.00994365942825369,0.02165079115704783,0.01371688164192423,0.012514396508420818,0.016752976058919337,0.011414448911984046,0.017435181354295958,0.010138825519165234,0.0098054286718201,56148482,56296189,ALPK2|HAK|-|18q21.31-q21.32|protein-coding,1,0.013054302571431285
17,0.009758709313071748,0.007889249952297357,0.005740531433043299,0.008281664014889509,0.00399503953031496,0.0054833162510659885,0.007965129933824242,0.008243162409637355,0.003973115163841945,0.004711107611045294,0.004831909542588276,0.0032870515988916355,0.0030437418556182464,0.0026801905751779828,0.0021755235891048985,0.0030216701189421367,0.004122483278840738,0.006263742772319743,0.0027044068485689715,0.008182960639287803,0.010253882105080192,0.00720386713846352,0.010512704871529338,0.005187918737457925,0.009325524360114114,0.011300721992374462,0.003103278401011042,0.009902855180433665,0.010781877856507471,0.00831023307130051,0.011408928170686578,0.00866151428069471,55313659,55470327,ATP8B1|ATPIC|BRIC|FIC1|ICP1|PFIC|PFIC1|-|18q21.31|protein-coding,1,0.0066346253936883015
22,0.0022503288079468295,0.002270037788600994,0.0017197129763065284,0.0024615466288599756,0.0020978862663913085,0.002453070565533947,0.0016100465578934282,0.0019536860746081747,0.002548152538662937,0.002222446682964799,0.0019049318332933463,0.0024809406125964207,0.0019898393880328135,0.002616895679108808,0.0024458041774257895,0.0021338583139203964,0.0022384850278820943,0.002407992833398731,0.0022372988802075045,0.002808478628271555,0.003727540132193114,0.0030837549014901574,0.00250779556726307,0.003954948928733096,0.0034242307282693345,0.0027782915551229003,0.0022855678936172037,0.003437301298551158,0.00234655378669366,0.0030664735898496757,0.002772051796884637,0.002976844066860757,33552588,33559250,C18orf21|HsT3108|PNAS-124|PNAS-131|XTP13|-|18q12.2|protein-coding,1,0.002537899828357348
24,0.004949515687603984,0.004700194314076522,0.0066097420085153855,0.0057649479299223,0.006911956693992851,0.010646759669896122,0.005770139397372312,0.005534614815432006,0.003980557988569851,0.0035823363852385487,0.0027344057885906768,0.003671085149404629,0.0030474913717864487,0.004083580758836149,0.003651416054500961,0.0032452367400348557,0.0030695195954412156,0.002355427886074731,0.002409375029927966,0.005570314678617751,0.00834665703663856,0.007216361294157797,0.004303900009910532,0.00594475012089104,0.004650488274832754,0.006684838160136285,0.003059339493965289,0.006241818175635929,0.006838715977787085,0.005008274720728175,0.00559909282628307,0.007862695763477562,47007548,47013644,C18orf32|-|-|18q21.1|protein-coding,1,0.00512642343119623
33,0.005547897268147985,0.007243563183345798,0.0022213798746667426,0.0022978598935229503,0.0024407422593279216,0.0006586694388978794,0.0016705580039512043,0.0011500134929942135,0.001956109662579541,0.0030285080360750263,0.0019756666467454333,0.003729798547142965,0.006115749294658324,0.0034884875972288347,0.004191147300984132,0.0062997670447544,0.003205676107051408,0.0011556884897572387,0.00277268122754244,0.006882261232177821,0.007708917416015716,0.0011757658095456662,0.011257790181104205,0.006714056746908218,0.004508110974230842,0.006263973391741704,0.002643036967887734,0.005541369004104088,0.004865883042275528,0.004507309336643221,0.011628290622552422,0.0028246881588193957,57098171,57364644,CCBE1|HKLLS1|-|18q21.32|protein-coding,1,0.004302231757918155
39,0.0046711719250059095,0.002307968266956444,0.006981027320554787,0.004325337405463755,0.005710577220577397,0.008362476963356858,0.016085821256372354,0.01697723352580022,0.014057466049724158,0.016425390390493212,0.01504832631326399,0.014312588931326297,0.005360365998925908,0.0064394228474586954,0.009771321044096403,0.005597967362794055,0.006659972804686183,0.020886792871897,0.010414777664948274,0.014852187685763992,0.004613422800689886,0.0072334585598447035,0.003492385407674774,0.0004948512891678062,0.011441545620783915,0.004122008599010301,0.011298256928662952,0.009515227969003424,0.020616307625470363,0.0058219555923320915,0.004608692162845411,0.009466607268346552,25530927,25616549,CDH2|CD325|CDHN|CDw325|NCAD|-|18q12.1|protein-coding,1,0.009311653552290565
44,0.004124836027344399,0.003906260179338776,0.0052074923649061125,0.0045561643279501485,0.0048965772256082995,0.0054689708091622815,0.00502383156265974,0.004545957635728951,0.005451869113190816,0.0034781904051021826,0.0030040642202814895,0.003311315809181458,0.004283101161369369,0.005908533121098582,0.003910907550759912,0.003260199860344211,0.0033181401860245836,0.004701601380014955,0.002940123369640268,0.005153508663114553,0.0048169120875333595,0.00539320094350603,0.00530716186771881,0.004837720856348175,0.004862732420557621,0.004437089316135312,0.00454283615218799,0.0048398997609632195,0.0050580644515098765,0.004815542683767756,0.0050049118760394085,0.0072513270504969375,11851389,11854448,CHMP1B|C10orf2|C18-ORF2|C18orf2|CHMP1.5|Vps46-2|Vps46B|hVps46-2|-|18p11.21|protein-coding,1,0.00461309513873705
48,0.0028929923507223423,0.0029322286588217175,0.003032739017797806,0.002682224453288907,0.0027705179062390735,0.0024222431265493844,0.0024456018678418972,0.0024352678266081848,0.002772452211144818,0.0035158541568227316,0.0032145363794919856,0.0053174567512918455,0.003994676840738435,0.0028367621601912054,0.003822105023788566,0.004103122304437885,0.004273335096770092,0.0045683381332780534,0.003968564128023419,0.0037754024245539764,0.0025806277599545674,0.0031879824634661017,0.003483408476234113,0.0036038599588673424,0.004607435191892123,0.0026871095968199884,0.004098606354683051,0.0036317949520056304,0.002434193517289128,0.0036195007585160663,0.0022177008853266436,0.002087830037144865,72163500,72190689,CNDP2|CN2|CPGL|HEL-S-13|HsT2298|PEPA|-|18q22.3|protein-coding,1,0.003313014711581312
49,0.00700057566550901,0.0033998448614480704,0.0009808839871552552,0.0011031288888611308,0.0014964418943359586,0.0016359908213589593,0.0008344500780570024,0.0019126474746959724,0.0037724972064034,0.0006411397736066124,0.002120600835941138,0.0021073915973938446,0.0023197968108346016,0.0010496655970132077,0.001432736097148305,0.003777747786338378,0.0006061064096127696,0.002563096445573069,0.0023905300655959224,0.032164192459846856,0.020388787410636287,0.014230843335781746,0.031053360316792317,0.024745237724658323,0.022656873726818374,0.011607690435629104,0.0003731083462698661,0.013607755264419562,0.008913273600596953,0.012844090470279962,0.0323598257584427,0.00047607544423250675,319355,500729,COLEC12|CLP1|NSR2|SCARA4|SRCL|-|18p11.32|protein-coding,1,0.008330199580977722
