StartPos,EndPos,Gene_ID,WT_1_1,WT_2_1,WT_3_1,HGPS_917_SCR_1,HGPS_478_SCR_1,HGPS_297_SCR_1,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1
142789,181650,ENSG00000272636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212389,386254,ENSG00000181031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321392,322453,ENSG00000262920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331205,333488,ENSG00000262061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404468,414023,ENSG00000241525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410325,431062,ENSG00000187624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439978,445939,ENSG00000183688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503171,511347,ENSG00000263015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508503,721717,ENSG00000141252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552566,553417,ENSG00000262905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732412,742968,ENSG00000167695,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
744421,753999,ENSG00000179409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752660,755336,ENSG00000231784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757097,782294,ENSG00000167699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763565,765319,ENSG00000262228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782353,792509,ENSG00000171861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789744,790525,ENSG00000262434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795306,795794,ENSG00000277491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799310,979776,ENSG00000167693,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
877902,880093,ENSG00000262133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909632,911212,ENSG00000262003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997129,1003671,ENSG00000177370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003519,1229738,ENSG00000159842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270444,1271815,ENSG00000205899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344275,1400222,ENSG00000108953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1420689,1463162,ENSG00000167193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464186,1492686,ENSG00000197879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1494577,1516742,ENSG00000132376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516877,1518101,ENSG00000236618,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
1517718,1562792,ENSG00000174238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569268,1628886,ENSG00000167703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633858,1645744,ENSG00000074660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646145,1649866,ENSG00000167705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650629,1684867,ENSG00000174231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1684457,1685151,ENSG00000277597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702816,1710377,ENSG00000185561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711447,1717174,ENSG00000186594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716523,1738599,ENSG00000167716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
