,107_31YR_F,108_31YR_F,109_32YR_M,110_32YR_F,111_33YR_M,112_33YR_M,114_37YR_F,115_37YR_F,117_37YR_M,118_39YR_M,155_22YR_M,156_25YR_F,157_29YR_M,158_24YR_M,159_23YR_M,160_26YR_F,162_21YR_M,16_24YR_F,17_25YR_M,18_25YR_F,19_26YR_M,20_26YR_F,21_28YR_M,22_29YR_M,23_29YR_M,24_30YR_M,25_30YR_F,26_30YR_M,27_30YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.000432127480576038,0.00045395309768947136,0.0004610831140234053,0.0004465562221363836,0.0004953895959545013,0.0004331720518711439,0.0004664567578244656,0.0004158508666855884,0.0004942739743441149,0.0005091068675104947,0.0005460539647291975,0.0005051590170190502,0.0003857463296330414,0.000543911532507666,0.0004573949564067846,0.00040042660202949825,0.0005150520535497466,0.0004925046032940076,0.0004892003689849669,0.00038810566286815086,0.0005454674348112255,0.000551436737896414,0.000559586101564986,0.0005018165297127904,0.00047705783741861207,0.0004590266749329983,0.0005254027335975129,0.0005615213976402698,0.0005024462587245621,74273007,74376175,ABCB7|ABC7|ASAT|Atm1p|EST140535|-|Xq13.3|protein-coding,0,0.00048328575261852026
1,0.0003147424159944574,0.00030998298554399514,0.00028043283332101284,0.000337723946933949,0.00036322343460156814,0.00023076856265927186,0.00022936599811496013,0.0003027479831500222,0.00038574093826596045,0.0005253916307252829,0.0002892464070595254,0.0004595509408995677,0.0004160356393802662,0.0002508644516996678,0.0003564259853302568,0.0004160169820265484,0.00041840635452814964,0.00038997160029275357,0.00029913484836764073,0.0002773613741343596,0.0003709736250515197,0.00023988999287435648,0.00020244041595972542,0.0003471937218317865,0.00023097718645736793,0.0003758160544604897,0.00028852588293000556,0.00016807810843707787,0.00024248538314655246,152990323,153010216,ABCD1|ABC42|ALD|ALDP|AMN|-|Xq28|protein-coding,0,0.0003213626097992447
2,0.0,0.0,0.0,1.6183237948317412e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0625347382450987e-06,1.1034860226942934e-06,1.3333877629056039e-06,0.0,0.0,0.0,1.9024787395497592e-06,1.8232297270528577e-06,1.5011889416417803e-06,2.386757315709517e-06,0.0,0.0,0.0,0.0,0.0,0.0,15579156,15620192,ACE2|ACEH|-|Xp22.2|protein-coding,0,4.390133462976086e-07
3,0.002749245311030831,0.002988125234404001,0.0026952254322699883,0.002657085380639365,0.0025947533303070556,0.0025020633392090082,0.002554618273478151,0.0025469529302787,0.0027909868441082105,0.002821424377125637,0.0029484002916585266,0.0025361064762179164,0.002207164306494507,0.0025026943224625052,0.0023258174900327626,0.002648415801998892,0.00221482174890527,0.003558414487475497,0.0034934416997929652,0.002815668534533644,0.0025188454923272597,0.0027704942314312935,0.002212090075787139,0.0026587784923972225,0.0026350254536667075,0.0025910834499143524,0.00291306984667217,0.0024967435542045417,0.002394245868390309,23721777,23761407,ACOT9|ACATE2|CGI-16|MT-ACT48|MTACT48|-|Xp22.11|protein-coding,0,0.002666958692317739
4,0.0016369574899787204,0.0029100704324789757,0.0026496288262656924,0.0016680872515228173,0.0016174009127404446,0.0016070243355838858,0.001954562754230075,0.0017381283397020519,0.0019714342330928547,0.0016968247802270167,0.0016526138174734566,0.001869633676924088,0.0013607290251734351,0.001833722451263391,0.0015766608292256065,0.0024837936974247774,0.0016560000626679304,0.00186392170103372,0.002588447010814187,0.001804350888772982,0.0019693026028320335,0.0024313256098830276,0.00181111484674794,0.00178764931714899,0.0022002957970232904,0.0017031318714007732,0.0019947693811651337,0.0020454727485937373,0.0017220081388228303,108884564,108976621,ACSL4|ACS4|FACL4|LACS4|MRX63|MRX68|-|Xq23|protein-coding,0,0.001924312511386685
5,0.0,5.004878158903391e-06,5.0256780165056066e-06,4.75382614731824e-06,4.086409582467016e-06,0.0,2.079743506223732e-06,5.238224284728491e-06,8.65273220701822e-06,1.0579152745373343e-05,1.4555893956985462e-06,7.931839325127382e-07,0.0,1.4875486335431381e-06,7.283007749782337e-06,9.23114605088495e-07,3.1333965234965575e-06,2.036405223460854e-06,1.1437203100604965e-06,4.2054793190047305e-06,1.28698568968437e-06,0.0,0.0,0.0,9.620041085271469e-07,3.040582964890693e-06,5.691057608965499e-06,1.524052301583793e-05,0.0,19007425,19140755,ADGRG2|CBAVDX|EDDM6|GPR64|HE6|TM7LN2|-|Xp22.13|protein-coding,0,3.244939438934192e-06
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.119120133639742e-07,0.0,0.0,0.0,1.544880431772011e-06,9.23114605088495e-07,0.0,1.018202611730427e-06,0.0,0.0,0.0,0.0,8.679117511670972e-07,0.0,0.0,0.0,6.442706727130754e-07,0.0,7.238369646165744e-07,135383122,135499047,ADGRG4|GPR112|PGR17|RP1-299I16|-|Xq26.3|protein-coding,0,2.0807341553281568e-07
7,4.028307022318998e-05,4.504390343013052e-05,8.8908812910181e-05,0.00017872363409173042,0.00017349727541559956,0.00018877066321389697,2.4065603429160326e-05,6.553125482731766e-05,8.41771972732143e-05,8.213701738261774e-05,0.00010459449514805268,0.00010866619875424514,7.463036112976003e-05,0.0001646928844279903,0.00019531702601688995,2.738573328429202e-05,1.0575213266800881e-05,0.00015466497672185186,6.966296434004842e-05,0.00015620351756303287,0.0002531071856379261,8.446689778304417e-05,0.0002525623195896253,0.00012485136555001744,1.0582045193798615e-06,0.00011240021693545928,8.933886661621311e-05,0.00016234940120417427,0.00019636662797241068,147582139,148082193,AFF2|FMR2|FMR2P|FRAXE|MRX2|OX19|-|Xq28|protein-coding,0,0.00011427699616062938
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115301958,115306225,AGTR2|AT2|ATGR2|MRX88|-|Xq23|protein-coding,0,0.0
9,0.0011135745038847924,0.0009779744896035903,0.0008788540211409259,0.000975444667334832,0.0009627580976292288,0.0010034419587380535,0.0010091707775438013,0.00107522571134284,0.0010136515544740235,0.0008382492714648631,0.0012623079180840036,0.001004666598518947,0.000840294149791566,0.0010574345715015222,0.0009250523328246261,0.0009982971612584803,0.0010430293677589164,0.0013725371206126157,0.0011922764359512466,0.0010579784401096187,0.0011766266667939352,0.0012248700971169166,0.000945047408052073,0.001114542165010735,0.001186535867457383,0.001279274606095011,0.0010392085950861906,0.0011364458084292199,0.0010352936699630205,129263338,129299861,AIFM1|AIF|CMT2D|CMTX4|COWCK|COXPD6|DFNX5|NADMR|NAMSD|PDCD8|-|Xq26.1|protein-coding,0,0.0010600022080542407
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3620598549159584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119029936,119037620,AKAP14|AKAP28|PRKA14|-|Xq24|protein-coding,0,4.6967581203998563e-07
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3241832272331522e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49955420,49965004,AKAP4|AKAP 82|AKAP-4|AKAP82|CT99|FSC1|HI|PRKA4|hAKAP82|p82|-|Xp11.22|protein-coding,0,4.566149059424662e-08
