,125_71YR_F,126_75YR_M,127_78YR_M,128_80YR_F,163_67YR_F,164_67YR_F,165_68YR_M,167_66YR_M,168_68YR_M,169_70YR_M,170_69YR_M,44_61YR_M,45_62YR_F,46_62YR_F,47_63YR_M,48_64YR_M,49_66YR_M,50_67YR_M,51_67YR_M,52_68YR_M,53_68YR_M,54_69YR_M,55_69YR_F,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0004516138413918575,0.0005144490641323738,0.000482857654007946,0.0005020818862139467,0.00042809753809425313,0.00042612835742610646,0.0004405878442356222,0.00044854887651816643,0.00048698437335946724,0.00046475403725328786,0.0005125011733038395,0.0005309463750350603,0.0004730324959866305,0.0004987904867883115,0.0005354105178194792,0.0005659148844863373,0.0005450025634507924,0.0005470629109512695,0.0004808149813934619,0.0005350002454265479,0.0005357468756897314,0.0006281868201751891,0.00036616457839589616,74273007,74376175,ABCB7|ABC7|ASAT|Atm1p|EST140535|-|Xq13.3|protein-coding,0,0.0004956816687624163
1,0.0004213962447881092,0.0002555961962495539,0.00043461420741994786,0.0003547576319446988,0.00039736983394393323,0.0003534610817828264,0.0005182180964073708,0.0004097230413234202,0.00039655722441766096,0.0004953448685693257,0.00034009104940603834,0.0003593971576883913,0.00028931126305999186,0.00033044052290134065,0.0003095230363362276,0.00033665461499725585,0.00031789251724713077,0.0002957950697004157,0.0002672529938245326,0.00028631451199770397,0.0003306185674301495,0.0002736102594540824,0.0002859644358159629,152990323,153010216,ABCD1|ABC42|ALD|ALDP|AMN|-|Xq28|protein-coding,0,0.00035043062724809
2,1.3407124772994172e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.682068340958144e-06,0.0,1.4013592998360502e-06,0.0,2.067368353247531e-06,0.0,2.073329927806652e-06,0.0,0.0,0.0,1.9646995198894804e-06,0.0,15579156,15620192,ACE2|ACEH|-|Xp22.2|protein-coding,0,5.012842573494468e-07
4,0.0016472199759558688,0.002616893238214709,0.0016176366191458138,0.0019379760751204718,0.0017419681805217085,0.001940682075545086,0.0016974987749729228,0.0019409761025406089,0.001951523204424409,0.0018309179039524943,0.0022361911776392807,0.0017322035223603523,0.002649144562687013,0.00178579886775774,0.00231115980150495,0.0016919777838420584,0.0017262004776491503,0.0022732581708451503,0.001920054492364558,0.0028063562809295473,0.0018944202586326086,0.001650968028134497,0.0020583276721048414,108884564,108976621,ACSL4|ACS4|FACL4|LACS4|MRX63|MRX68|-|Xq23|protein-coding,0,0.001985189271601993
5,5.8785085543128305e-06,3.0465637859585135e-06,4.972460503587525e-06,2.1726189182964933e-06,4.4941880219855675e-06,2.7948952170492334e-06,8.438070888233532e-06,8.417525245473449e-07,5.714726884798165e-06,1.6541708785709415e-05,2.7758338373527918e-06,4.848354308655106e-06,1.7161767087542445e-06,7.1936444058250584e-06,2.450858750270361e-06,0.0,1.1283696965854915e-06,0.0,1.402377029064264e-06,8.888687850911817e-06,2.7149334916709357e-06,1.4476733304448803e-06,8.216876934550265e-06,19007425,19140755,ADGRG2|CBAVDX|EDDM6|GPR64|HE6|TM7LN2|-|Xp22.13|protein-coding,0,4.246925236024514e-06
6,0.0,0.0,0.0,0.0,7.31612003579046e-07,0.0,0.0,0.0,6.723208099762548e-07,0.0,0.0,0.0,4.5162544967216965e-07,0.0,0.0,7.616620248806693e-07,0.0,0.0,0.0,1.0863951817781108e-06,0.0,0.0,0.0,135383122,135499047,ADGRG4|GPR112|PGR17|RP1-299I16|-|Xq26.3|protein-coding,0,1.6102675956027177e-07
7,0.00010560689051958488,8.950594295298805e-05,7.818400664151448e-05,0.00012280469790561607,1.3587080066467995e-06,1.9564266519344635e-06,1.6876141776467064e-05,4.555985539112505e-05,4.235621102850405e-05,0.00010366892834879531,7.515313092981077e-05,8.768300345440086e-05,7.271169739721932e-05,0.00015265473972880708,0.00015144264694378937,0.00012077783537393471,0.00012381292943442623,0.00016191719436204328,9.335824222056387e-05,5.97517349977961e-05,0.00017204634089811006,3.929399039778961e-05,2.9272624079335322e-05,147582139,148082193,AFF2|FMR2|FMR2P|FRAXE|MRX2|OX19|-|Xq28|protein-coding,0,8.468495301918273e-05
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115301958,115306225,AGTR2|AT2|ATGR2|MRX88|-|Xq23|protein-coding,0,0.0
9,0.0007623497409382533,0.0009822541861624861,0.0009529138671449539,0.0010126473320136227,0.0008926711603669473,0.0007252753088242761,0.0010716350028056585,0.0009503386002139524,0.0009018063131148164,0.0008940453700550206,0.000985112586278313,0.0009733844948185018,0.0013481019672714264,0.0011011881378111684,0.0013794249999438345,0.0008701444589958161,0.0009912214889186914,0.0013113318143394262,0.0010601970339725836,0.0013124641427863014,0.0011848170863836532,0.0008298270340585832,0.0008940989214407507,129263338,129299861,AIFM1|AIF|CMT2D|CMTX4|COWCK|COXPD6|DFNX5|NADMR|NAMSD|PDCD8|-|Xq26.1|protein-coding,0,0.0010168370021156105
10,0.0,0.0,0.0,0.0,0.0,2.1800182692984023e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119029936,119037620,AKAP14|AKAP28|PRKA14|-|Xq24|protein-coding,0,9.478340301297402e-07
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49955420,49965004,AKAP4|AKAP 82|AKAP-4|AKAP82|CT99|FSC1|HI|PRKA4|hAKAP82|p82|-|Xp11.22|protein-coding,0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55035488,55057497,ALAS2|ALAS-E|ALASE|ANH1|ASB|SIDBA1|XLDPP|XLEPP|XLSA|-|Xp11.21|protein-coding,0,0.0
