filter_size,Grp_1_20=>Grp_1_20_ut,Grp_21_40=>Grp_1_20_ut,Grp_41_60=>Grp_1_20_ut,Grp_61_80=>Grp_1_20_ut,Grp_81_100=>Grp_1_20_ut,Grp_1_20=>Grp_1_20_lt,Grp_21_40=>Grp_1_20_lt,Grp_41_60=>Grp_1_20_lt,Grp_61_80=>Grp_1_20_lt,Grp_81_100=>Grp_1_20_lt,Grp_1_20=>Grp_1_20_diff,Grp_21_40=>Grp_1_20_diff,Grp_41_60=>Grp_1_20_diff,Grp_61_80=>Grp_1_20_diff,Grp_81_100=>Grp_1_20_diff
0.0,9.989586691313343e-05,8.332175567324147e-05,0.00011802598346069169,0.00010736321464628297,0.00011566229323283824,0.00010035447486027675,0.00016043083122269943,0.00028087719401202044,0.00023733072226006006,0.0002827131269120516,-4.5860794714331233e-07,-7.710907554945796e-05,-0.00016285121055132875,-0.0001299675076137771,-0.00016705083367921336
0.5,5.426827055477337e-05,4.37593875596844e-05,6.245958089945669e-05,5.660187123775327e-05,7.74091134099362e-05,5.447411281027771e-05,9.65470517165267e-05,0.0001602637710192916,0.00013740880308536716,0.00020396438754735025,-2.058422555043364e-07,-5.2787664156842303e-05,-9.780419011983492e-05,-8.08069318476139e-05,-0.00012655527413741403
1.0,4.654219595770519e-05,3.5207679395059786e-05,5.4192575447442923e-05,4.8369173319118854e-05,7.362786215136666e-05,4.6646001464185164e-05,8.660646381013417e-05,0.00014682485237623195,0.00012575865619155396,0.0001946080333792678,-1.0380550647997379e-07,-5.1398784415074384e-05,-9.263227692878903e-05,-7.73894828724351e-05,-0.00012098017122790114
1.5,4.3351311201970124e-05,3.243274157964932e-05,5.124646904726289e-05,4.555182156775081e-05,7.317592616409391e-05,4.3415592755922475e-05,8.21405436747347e-05,0.00014076613142761886,0.00012081272960646346,0.00018919684705579132,-6.428155395235118e-08,-4.970780209508538e-05,-8.951966238035596e-05,-7.526090803871264e-05,-0.00011602092089169742
2.0,4.147269945440306e-05,3.097614554321884e-05,5.011030970092829e-05,4.411360357322876e-05,7.318800012232467e-05,4.1517319515902305e-05,7.959081973489749e-05,0.00013688860534028828,0.00011762957830174951,0.00018549113245632532,-4.4620061499244814e-08,-4.861467419167865e-05,-8.677829563936e-05,-7.351597472852076e-05,-0.00011230313233400065
2.5,4.0208513798742164e-05,3.014323210125105e-05,4.9772474277077623e-05,4.3350236554747914e-05,7.315865135899313e-05,4.024093039962108e-05,7.78870030123552e-05,0.0001338582714990684,0.00011549519708960368,0.00018258539830372732,-3.2416600878918626e-08,-4.774377091110415e-05,-8.408579722199077e-05,-7.214496053485576e-05,-0.00010942674694473419
3.0,3.916216873961485e-05,2.953077207989636e-05,4.975638351309818e-05,4.2911383442311746e-05,7.297693909691079e-05,3.918658248775132e-05,7.652447158724132e-05,0.0001312027943404165,0.00011380870472773296,0.00018050060788320097,-2.441374813646509e-08,-4.6993699507344954e-05,-8.144641082731831e-05,-7.089732128542122e-05,-0.00010752366878629018
3.5,3.8252082076589874e-05,2.9112053743340563e-05,4.994349075474919e-05,4.262702082492213e-05,7.264644060861812e-05,3.827120811770295e-05,7.540062516146885e-05,0.00012963031744257436,0.00011238998493861984,0.00017913052101256108,-1.9126041113074106e-08,-4.6288571418128284e-05,-7.968682668782516e-05,-6.97629641136977e-05,-0.00010648408040394296
4.0,3.743442229184343e-05,2.879997450487091e-05,5.0218510880866914e-05,4.243003830496872e-05,7.221490423410026e-05,3.7449942471460893e-05,7.445291684163054e-05,0.00012852966750507967,0.00011124515937540138,0.0001779032791393605,-1.5520179617464715e-08,-4.565294233675963e-05,-7.831115662421275e-05,-6.881512107043266e-05,-0.00010568837490526025
4.5,3.669310729507599e-05,2.8525400272259753e-05,5.0527495162592765e-05,4.229261918622791e-05,7.169597853792351e-05,3.6706066074173406e-05,7.363924001283777e-05,0.000127542804835895,0.00011026311371715238,0.0001767908904172813,-1.2958779097414926e-08,-4.511383974057802e-05,-7.701530967330224e-05,-6.797049453092447e-05,-0.00010509491187935778
5.0,3.601593815337641e-05,2.827041409345194e-05,5.0830832623713384e-05,4.2214806377919996e-05,7.115987442440407e-05,3.602699022936728e-05,7.294943492020777e-05,0.00012664305866868218,0.0001093979963255045,0.00017574284233010624,-1.1052075990868981e-08,-4.467902082675583e-05,-7.581222604496879e-05,-6.71831899475845e-05,-0.00010458296790570217
