,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0027810763207120615,0.0025230644765577392,0.002281245086949492,38869859,38921770,ENSG00000002834,1,0.002528461961406431
3,0.0012516707278696485,0.001263577952284769,0.0013130236040730552,28346633,28357527,ENSG00000004142,1,0.0012760907614091576
5,0.0027687514897682688,0.0026910751100587167,0.0027863099044252286,47117703,47189422,ENSG00000004897,1,0.0027487121680840713
10,0.003050890698191436,0.0022216453269250126,0.0032542400307492146,48026167,48038030,ENSG00000005243,1,0.002842258685288554
14,0.0013808088777334927,0.001929446523988399,0.0009816810155788196,50055968,50090481,ENSG00000005884,1,0.0014306454724335703
17,0.0012203600400904641,0.0006335792083722301,0.000816171016786965,32927910,32945106,ENSG00000006042,1,0.0008900367550832198
20,0.002199933129774196,0.0018947903156646424,0.001982059556353402,35578046,35726413,ENSG00000006125,1,0.0020255943339307467
27,0.0014142321235116207,0.0014057826128594845,0.001542455109359562,2593210,2685615,ENSG00000007168,1,0.0014541566152435556
30,0.0026216066449073305,0.002621711956386574,0.002556996744222111,28614446,28645454,ENSG00000007202,1,0.0026001051151720053
35,0.0017538951720384836,0.001803230576537151,0.0016637690572929213,50962174,51120868,ENSG00000008294,1,0.001740298268622852
37,0.0009049177414799148,0.0009988239228356744,0.001050523137565658,32350132,32381885,ENSG00000010244,1,0.0009847549339604157
38,0.006692128058439556,0.00415905795718358,0.0072086664816430985,62627670,62693597,ENSG00000011028,1,0.006019950832422078
42,0.0010007086043236598,0.0009518276577108086,0.000884065592873441,51260546,51297936,ENSG00000011260,1,0.0009455339516359698
47,0.0016767106745909737,0.0015238950922745983,0.0015985777837242462,5282265,5386340,ENSG00000029725,1,0.001599727850196606
48,0.001890947224355682,0.0013885231615756077,0.0018682669982279727,44345246,44353106,ENSG00000030582,1,0.001715912461386421
50,0.0010205585205958774,0.0010042979453038388,0.0009625465625001002,21284672,21315232,ENSG00000034152,1,0.0009958010094666054
51,0.013236215417924184,0.008715889071887278,0.009778873984650967,78852977,78925387,ENSG00000035862,1,0.01057699282482081
54,0.0010452224127711145,0.0009200652419746086,0.0010218872226751428,7235029,7239722,ENSG00000040633,1,0.0009957249591402888
57,0.005970614036608307,0.006057631744483607,0.007031055952075162,59707192,59842255,ENSG00000062716,1,0.006353100577722359
58,0.0014993936560032714,0.0014239014543370229,0.001512366967883314,60443158,60526242,ENSG00000062725,1,0.001478554026074536
64,0.0012371896003401494,0.0012456788132191837,0.0014451940947878235,12020829,12143830,ENSG00000065559,1,0.0013093541694490522
77,0.0028674460629642233,0.0028715099267910965,0.0024982006047950013,68420948,68457513,ENSG00000070540,1,0.002745718864850107
82,0.0019489404482261542,0.0026779335445593676,0.0020800053514801243,7217125,7225266,ENSG00000072778,1,0.0022356264480885486
84,0.0010495205133433214,0.0009194538860323041,0.0008642955508572146,5471254,5486811,ENSG00000072849,1,0.00094442331674428
102,0.003735001420114211,0.0031396722103353724,0.0036206276557619256,48048329,48061545,ENSG00000082641,1,0.003498433762070503
115,0.0038835504569390902,0.003426738161621444,0.003662097620089007,18183078,18209954,ENSG00000091542,1,0.0036574620795498474
119,0.001300405050673059,0.001384950387417129,0.0011389004802204623,4959226,4967817,ENSG00000091640,1,0.0012747519727702168
120,0.0010232013366067078,0.0009503507379434008,0.000839238762472674,44011188,44023946,ENSG00000091947,1,0.0009375969456742609
127,0.002245576250664862,0.0027076552205077694,0.002720880572973125,29255839,29294148,ENSG00000108256,1,0.002558037348048585
129,0.08947335806303076,0.09122043857586737,0.08916373036436327,39200283,39204840,ENSG00000108298,1,0.08995250900108713
134,0.0011085655923890334,0.0013858287849916467,0.0011247495984313756,39980807,39997959,ENSG00000108344,1,0.0012063813252706852
144,0.0011878913760507872,0.001965814071375886,0.0009812339265495623,58982638,59106921,ENSG00000108395,1,0.001378313124658745
146,0.0025296704063597184,0.0020137295261309805,0.0024160072348545967,59565558,59608345,ENSG00000108406,1,0.002319802389115099
148,0.002739476588566576,0.0029378907833333186,0.002821264781326864,47649476,47685505,ENSG00000108424,1,0.0028328773844089193
154,0.0013553311134923715,0.0012566376448741538,0.0012776917786055753,48070052,48101478,ENSG00000108468,1,0.0012965535123240334
157,0.0007491796882316955,0.0010427949615947664,0.001088807533247912,75751594,75765236,ENSG00000108479,1,0.0009602607276914579
160,0.001977205274865545,0.002207101548012993,0.002347308680454019,61942605,62065278,ENSG00000108510,1,0.002177205167777519
163,0.016571643943716467,0.017280047173948623,0.013200995702164108,4945652,4949061,ENSG00000108518,1,0.015684228939943066
164,0.0011257889998122614,0.0012878810960350988,0.0013707921004295135,4940008,4945222,ENSG00000108523,1,0.0012614873987589579
165,0.0017514627964237831,0.0018721845267573264,0.0020495510691310543,4937130,4940053,ENSG00000108528,1,0.0018910661307707211
170,0.0037524211528924905,0.004311718144290034,0.003731393903554663,5432777,5448830,ENSG00000108561,1,0.003931844400245729
173,0.003634116840785813,0.002941307241687797,0.002873123750394843,30378927,30469989,ENSG00000108582,1,0.003149515944289484
176,0.001048616770263583,0.000868570971719791,0.001038459922334996,6643311,6651634,ENSG00000108590,1,0.0009852158881061234
179,0.0010584094794546276,0.0010603466324559416,0.0011258444809531022,19904302,19978343,ENSG00000108599,1,0.0010815335309545572
181,0.001242579164371124,0.0013255928602526968,0.0014151958151395834,63832081,63843065,ENSG00000108604,1,0.001327789279921135
