,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.004620261584613635,0.004132531447509018,0.0038943326391590546,38869859,38921770,ENSG00000002834,1,0.0042157085570939026
3,0.00134504737589318,0.0011272562371166832,0.0012112917839053655,28346633,28357527,ENSG00000004142,1,0.0012278651323050763
5,0.0030579948857114743,0.0033538453125401936,0.003199263695751284,47117703,47189422,ENSG00000004897,1,0.0032037012980009843
10,0.0029585051779788193,0.0032424653892604407,0.0027589696052269697,48026167,48038030,ENSG00000005243,1,0.00298664672415541
14,0.0024277254757782045,0.0023083313665042565,0.002129898992972614,50055968,50090481,ENSG00000005884,1,0.002288651945085025
17,0.0007752650651328034,0.0008227345959189508,0.0008417881420273943,32927910,32945106,ENSG00000006042,1,0.0008132626010263828
20,0.0023249101222686296,0.001962695741418591,0.0019115419501009403,35578046,35726413,ENSG00000006125,1,0.0020663826045960536
27,0.0018238102489642853,0.0017555212197723948,0.0016373287793718528,2593210,2685615,ENSG00000007168,1,0.0017388867493695111
30,0.0030660744878132536,0.0028265821815013116,0.002731061751207704,28614446,28645454,ENSG00000007202,1,0.0028745728068407563
34,0.0012519818581547613,0.0013007818253087354,0.0011254876164845673,63432304,63446354,ENSG00000008283,1,0.0012260837666493547
35,0.002653518134147222,0.0026318151137980123,0.0025241523899434235,50962174,51120868,ENSG00000008294,1,0.0026031618792962193
37,0.0008529151936843207,0.0009155757195191045,0.0008776164545252172,32350132,32381885,ENSG00000010244,1,0.0008820357892428809
38,0.005778504998294057,0.005538711544863585,0.0049916519356976805,62627670,62693597,ENSG00000011028,1,0.0054362894929517735
42,0.0008191044734043472,0.0007804253800471443,0.0010124260705519387,51260546,51297936,ENSG00000011260,1,0.0008706519746678101
47,0.0015995211481701199,0.0016035914105638784,0.0018067457994960679,5282265,5386340,ENSG00000029725,1,0.0016699527860766887
48,0.0017479553438008223,0.0012861276572678692,0.00139463338755651,44345246,44353106,ENSG00000030582,1,0.0014762387962084006
50,0.0018441669296457848,0.0015092417833572247,0.0014283286950025746,21284672,21315232,ENSG00000034152,1,0.0015939124693351945
51,0.016641095299816184,0.01284775210248978,0.012368866798315205,78852977,78925387,ENSG00000035862,1,0.013952571400207057
54,0.001339557269668808,0.0015001186692023868,0.0014062963457691713,7235029,7239722,ENSG00000040633,1,0.0014153240948801221
57,0.006178243731502609,0.005778829629015788,0.006417929527382145,59707192,59842255,ENSG00000062716,1,0.006125000962633514
58,0.0013620012553530088,0.0014801260887157234,0.001313181781876784,60443158,60526242,ENSG00000062725,1,0.0013851030419818387
61,0.0011928176672852074,0.001043342731783383,0.0010752636472383466,49495293,49515008,ENSG00000064300,1,0.0011038080154356458
64,0.0012479316373021573,0.0015444895504438953,0.0014825049676351716,12020829,12143830,ENSG00000065559,1,0.0014249753851270747
71,0.000794580914310683,0.0009784475871928168,0.0008666480504538779,59155732,59206709,ENSG00000068489,1,0.0008798921839857926
77,0.002810789028102843,0.0031487361267144263,0.0030540524695889977,68420948,68457513,ENSG00000070540,1,0.0030045258748020894
82,0.0023690590414369183,0.0027183958152604375,0.0027144883422249226,7217125,7225266,ENSG00000072778,1,0.0026006477329740926
84,0.0010114620258585623,0.0010350146322255943,0.0010785876557712112,5471254,5486811,ENSG00000072849,1,0.001041688104618456
102,0.003798025389067235,0.003572985607730901,0.0034089359986562953,48048329,48061545,ENSG00000082641,1,0.003593315665151477
108,0.0008298477925930914,0.0007767358908389704,0.0007614298966607491,44191805,44200113,ENSG00000087152,1,0.000789337860030937
113,0.001178980945674596,0.0011267146681617273,0.0011791248170873931,78214186,78225636,ENSG00000089685,1,0.0011616068103079056
115,0.0036567658454049992,0.0037881347346014047,0.003784251490423804,18183078,18209954,ENSG00000091542,1,0.0037430506901434024
119,0.0010194592417594895,0.001216162217407636,0.0013625655720526269,4959226,4967817,ENSG00000091640,1,0.0011993956770732508
120,0.00107243974906598,0.0011524623434952294,0.0012135561998539953,44011188,44023946,ENSG00000091947,1,0.0011461527641384018
123,0.0007084158177122329,0.0008086659190153352,0.0007669305145466367,76735865,76781449,ENSG00000092931,1,0.0007613374170914016
127,0.00200934528683796,0.00203434560354786,0.0019109939417227947,29255839,29294148,ENSG00000108256,1,0.0019848949440362047
129,0.05371250106527249,0.06949033181000558,0.07225939126141119,39200283,39204840,ENSG00000108298,1,0.06515407471222975
134,0.0012459957373038622,0.001268794230005226,0.001195228177034083,39980807,39997959,ENSG00000108344,1,0.001236672714781057
144,0.0008035086237836574,0.0008879448953533048,0.000777040276229258,58982638,59106921,ENSG00000108395,1,0.0008228312651220735
146,0.0021036555293365683,0.002515186554621367,0.00235375145532746,59565558,59608345,ENSG00000108406,1,0.002324197846428465
148,0.0040069915992251345,0.004198770494080591,0.003807369206269618,47649476,47685505,ENSG00000108424,1,0.004004377099858448
154,0.00139932854791798,0.0013816491882683404,0.0012626175798431363,48070052,48101478,ENSG00000108468,1,0.0013478651053431521
157,0.0005796695405588187,0.0008713065578180406,0.0009078360349975106,75751594,75765236,ENSG00000108479,1,0.00078627071112479
160,0.0021225997738959644,0.0022840611655312332,0.0020199657553804577,61942605,62065278,ENSG00000108510,1,0.0021422088982692186
162,0.0011264812847143542,0.001179378586728577,0.0011616421848287244,4948092,4957131,ENSG00000108515,1,0.0011558340187572185
163,0.026769707042385384,0.025410851198134566,0.02327744751430876,4945652,4949061,ENSG00000108518,1,0.025152668584942903
164,0.000993228341324439,0.0011531467579154256,0.0011675240963394144,4940008,4945222,ENSG00000108523,1,0.001104633065193093
165,0.0013216727563528244,0.0017752649259004465,0.0016458125560548482,4937130,4940053,ENSG00000108528,1,0.0015809167461027064
169,0.0007163474911182344,0.0008395514078743766,0.0008313918730606905,5359668,5420164,ENSG00000108559,1,0.0007957635906844339
170,0.003384639288303272,0.004343228446976788,0.004564005448407181,5432777,5448830,ENSG00000108561,1,0.00409729106122908
173,0.003480637466337923,0.0038109793904347222,0.003354332797929938,30378927,30469989,ENSG00000108582,1,0.0035486498849008606
175,0.0008661969295307899,0.0006912664568421746,0.0007416334188721993,63745255,63776351,ENSG00000108588,1,0.0007663656017483879
176,0.000750178712592702,0.0008210527594700248,0.0010795284166754706,6643311,6651634,ENSG00000108590,1,0.0008835866295793991
179,0.0009823314519332499,0.0010487977618140617,0.0010135428278142968,19904302,19978343,ENSG00000108599,1,0.001014890680520536
181,0.0015059419810663278,0.0015534028984066986,0.001678983405068009,63832081,63843065,ENSG00000108604,1,0.0015794427615136786
186,0.005690967025691964,0.006235648720535499,0.005947865799465198,64498254,64508199,ENSG00000108654,1,0.005958160515230887
