,101_19YR_F,102_19YR_M,103_19YR_M,104_19YR_M,105_20YR_M,106_20YR_F,14_1YR_M,15_12YR_M,79_1YR_M,80_2YR_F,81_3YR_M,82_3YR_M,83_5YR_M,84_6YR_M,85_7YR_M,86_7YR_M,87_8YR_M,88_8YR_M,89_9YR_F,90_10YR_M,91_10YR_M,92_11YR_F,93_11YR_F,94_12YR_M,95_13YR_M,97_16YR_F,98_17YR_M,99_17YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
6,0.01083101693987929,0.01178277517202655,0.01241401994915395,0.00887173718012617,0.01065345064677476,0.011991684928431286,0.009872861946843335,0.01054744338565619,0.009246233787554169,0.010499360273398244,0.009755474260998332,0.00780323116694882,0.010755687282917798,0.00968042038504603,0.008448876187148223,0.007184091558720212,0.010246578447984397,0.01229999566873231,0.010584570475475518,0.009754662247954888,0.009249468178294867,0.006474896293540407,0.010709507592037124,0.010767084014769248,0.00940693299960972,0.010073739066362717,0.007646331340736813,0.00848243393565782,38854505,38962779,ADAM9|CORD9|MCMP|MDC9|Mltng|-|8p11.22|protein-coding,0,0.009858377332599255
10,0.004417842989857477,0.002414433374506625,0.004452151821927399,0.004089353440705562,0.002448297326939261,0.002858530882292051,0.005679205443028076,0.00863264018604269,0.002241434921213638,0.0021040074992953067,0.002756685526120675,0.003322534204276923,0.004748205041215906,0.0014381150742058717,0.0020904969981188353,0.002353522180028821,0.004262705319805125,0.002423900766500286,0.0034087416782507514,0.003749728954752434,0.002423543151494226,0.002964375391331741,0.0034628910727707786,0.003050136234307146,0.002392228302849249,0.002055107266485017,0.001851139768881264,0.004403369050267029,37654401,37701504,ADGRA2|GPR124|TEM5|-|8p11.23|protein-coding,0,0.003303404423838221
26,0.0015825268166277668,0.0018636985030326973,0.0018524555174224979,0.001960289469367692,0.001709052526848531,0.0015223637928679977,0.001439966930699706,0.0013820540382138932,0.0019676132545297658,0.0020394412027153596,0.001554338005647135,0.0018823797566007486,0.0017159814415200556,0.0018629902075749558,0.0015225448963546281,0.0017026688568475973,0.0019080323018503492,0.002098720452339897,0.0019976004057046027,0.0019103970259998467,0.0014419940981643753,0.0017459246304055822,0.001396625747086212,0.001897313225752382,0.0015432498260007086,0.0016505355078902488,0.001240608108538578,0.0013221269794157335,1772142,1906807,ARHGEF10|GEF10|SNCV|-|8p23.3|protein-coding,0,0.0017040533402149839
28,0.0031650536332555337,0.003839989918481136,0.002919922309410449,0.003101890749100353,0.0029398384126341783,0.0034061909375184044,0.0018075277346412092,0.0026564444828348346,0.00250644393655596,0.002568511310641126,0.002114108614352447,0.00248642154007399,0.0024424604698357185,0.0030645959954807055,0.002673872343110884,0.0024969347266626035,0.0034459436198403487,0.0031902535481195126,0.0030074613871786306,0.0019739106138621978,0.002568791935787496,0.00214143541271077,0.0027651529423334694,0.00264008498186627,0.00352411742357283,0.003529742009768845,0.002670401124915922,0.0030860596327208336,17913808,17942507,ASAH1|AC|ACDase|ASAH|PHP|PHP32|SMAPME|-|8p22|protein-coding,0,0.0028119129195452383
31,0.002755178122791461,0.0028084421022519113,0.004053904055966862,0.00265371533332173,0.0017438496147189105,0.0029320837237077524,0.0037271112402104812,0.0032061475664439064,0.002600487515872214,0.002301575030772377,0.0021593335952560396,0.0018822579985311107,0.0014720870300777788,0.0019115049329698527,0.001765078339479476,0.0017166271839532108,0.002232000912824782,0.0013578457159538558,0.0027236870023244287,0.0015298548923532336,0.002013903188038052,0.0011967512857885218,0.0021478788467077115,0.002065193654701419,0.002252190615946397,0.0020201714201812417,0.0014706103081370782,0.0021031595098260055,131064351,131455906,ASAP1|AMAP1|CENTB4|DDEF1|PAG2|PAP|ZG14P|-|8q24.21-q24.22|protein-coding,0,0.0022429510978252787
32,0.001886039698686255,0.001807335581115018,0.0021196379509633234,0.0018613981596195402,0.002000832552546825,0.0017489374057604221,0.0018763476298472783,0.0015452819462013687,0.0021239748683326938,0.0018928330210183305,0.002430683480677595,0.0021574312359125916,0.0017691487353638739,0.002528953823263579,0.002305833729902984,0.0021326594467116775,0.0016004500382523494,0.001648831811511812,0.0019716729891504467,0.0019379060959020115,0.00210092448611684,0.0018828079474075372,0.001903293725018631,0.0020351866803932053,0.0021937593979957353,0.0020623143117015296,0.001737974367388668,0.00173725981075912,37963011,37997598,ASH2L|ASH2|ASH2L1|ASH2L2|Bre2|-|8p11.23|protein-coding,0,0.001964275390268616
33,0.008504084844097546,0.01070549894744902,0.009572259727706861,0.0062297569488945536,0.008856503253527716,0.010922211183580948,0.009260856450189366,0.00914472288752273,0.008275205504734533,0.010162388237941744,0.01104177463334643,0.007840123862049082,0.004650872323385424,0.010848115369997184,0.008615706230307402,0.008601911722598384,0.008549764660481646,0.00860769053454414,0.009214817922933253,0.00796144846580299,0.008039744162502548,0.006048097895920486,0.010929570341212209,0.008498186626988723,0.009101216922568281,0.010026221429257232,0.006268909717225793,0.007581432364545143,62413115,62602408,ASPH|AAH|BAH|CASQ2BP1|FDLAB|HAAH|JCTN|junctin|-|8q12.3|protein-coding,0,0.008716396184689694
34,0.002068546786976688,0.001894937386642732,0.0015920087754835422,0.0016412001765803226,0.0022990564834062996,0.001136082786551969,0.0020107475225954936,0.0008736838744439546,0.002489196318930355,0.0023654743201562503,0.0023355199293114436,0.002199072495728727,0.0009615122241173034,0.002540958742557724,0.0023460989908489537,0.0017617138157545293,0.0005482661365307455,0.0016012280954182296,0.001615230478082532,0.0017477698774605783,0.002326923916127337,0.0015949114226163283,0.0015488688097772742,0.0023043241239681963,0.0023277567269247845,0.0023537721063896684,0.001248706777538525,0.0018685089963267855,124332091,124408705,ATAD2|ANCCA|CT137|PRO2000|-|8q24.13|protein-coding,0,0.0018429313606159738
36,0.0036538691169918356,0.002742242255282562,0.003466074636795371,0.002933643667448831,0.0038356701081416165,0.002999464298710948,0.003952451708766716,0.0032513167752501447,0.003861703817867172,0.0027309942636047123,0.002846498516365838,0.0024490418126951784,0.003108458185048626,0.002931180500644739,0.003159292433403966,0.0025610442113335194,0.0028195040829816654,0.0020299297302102974,0.00476969318113702,0.0028895311267822907,0.002768812948871532,0.002798349174580983,0.003713734508278536,0.003605331353666165,0.004960736440444166,0.00393590176137742,0.002667269639569276,0.004471637427003657,20054704,20079207,ATP6V1B2|ATP6B1B2|ATP6B2|DOOD|HO57|VATB|VPP3|Vma2|ZLS2|-|8p21.3|protein-coding,0,0.0032826206315448134
38,0.002393225698968203,0.002375484468558795,0.003058705621790636,0.0023522946212093643,0.0022289467952526466,0.002754759653231786,0.0018552324347272343,0.001729300065365414,0.0025754344070583798,0.002842784669666687,0.0031760676025562435,0.002640689014305112,0.001879140332680979,0.0024556866869529176,0.0025182270946589188,0.002179722478811136,0.002357228686811651,0.0024959097680277618,0.0023460743988407353,0.002398008774853905,0.0022013828963989694,0.002347580426518323,0.00320515071999346,0.0023615620969878286,0.002628172081662681,0.0026162795669030007,0.002479704465530499,0.0020781316884062088,54628103,54755871,ATP6V1H|CGI-11|MSTP042|NBP1|SFD|SFDalpha|SFDbeta|VMA13|-|8q11.23|protein-coding,0,0.002447531686311767
40,0.004109670918820022,0.0033944037999243883,0.0040711642656966526,0.0031141532715091235,0.004096906023375911,0.0037623821450734644,0.003576623579751757,0.002831800014008642,0.003690864276860269,0.003764321811762298,0.005082268699064568,0.0036266858622322055,0.0026659600198828803,0.0041704099531424494,0.003951058163993579,0.0025803141142403843,0.0027234410006556037,0.0018816206879581775,0.0031008238733942844,0.002283252801879678,0.003622901395015394,0.002108255401308453,0.0035141070695317816,0.003409162411492645,0.0035406359535420043,0.003868473134944959,0.0023129798663849193,0.003473697110955148,103838530,103876428,AZIN1|AZI|AZIA1|OAZI|OAZIN|ODC1L|-|8q22.3|protein-coding,0,0.003368869200942915
43,0.0017248317600139617,0.0010493606264579253,0.0017114269745083543,0.001068289855439365,0.0008401563549148309,0.0013757724655709693,0.00024232200113955023,0.002219602545612857,0.0015991185334338143,0.0023537349935053506,0.0030998858037383603,0.002042004585895935,0.001295144025698088,0.0020644748324292724,0.002342802419777354,0.0014662419711826012,0.0008098463607049976,0.0005409391287929937,0.0004716886883201032,0.00032862550662537065,0.0017673001859824303,0.0014648407315296782,0.002832461746056783,0.0015719953236708233,0.0009204765916404897,0.0012495061952493601,0.0007466972817951314,0.00043205304864127726,104152921,104242533,BAALC|-|-|8q22.3|protein-coding,0,0.0014154143049402868
47,0.0019338296656419556,0.0010859167668526466,0.0012977432486268661,0.0012971902737364195,0.001318938508390609,0.0013275516342232628,0.001603972784859623,0.0014226444505110061,0.001738736109687798,0.0016222949022907827,0.0016363799428356241,0.00152989014499925,0.0015765931129506808,0.0015895998290103455,0.0014609696581243876,0.001882274233941068,0.0017128994679548439,0.0015101776074533206,0.0016085702242888038,0.0016869532572356943,0.0014631095601981986,0.0015988223745306701,0.0016341862308155539,0.0015353788836559546,0.0014872840602842517,0.001392669873109586,0.0016226493208294202,0.0015216445417200273,22477947,22526661,BIN3|-|-|8p21.3|protein-coding,0,0.0015392453810270951
49,0.003269419466384417,0.004542532471157869,0.003535957437164768,0.0044568335477296935,0.005730564859838619,0.002529857695826082,0.0021722955233551933,0.0037348129363624014,0.0021117630514736895,0.004591944340650713,0.0029908362723201206,0.004191278031142792,0.007414446369531821,0.005121645104635249,0.00368886302912026,0.004425036742516793,0.005996651472463645,0.00547751153518498,0.002512105011270101,0.004532523811527271,0.004254061751080952,0.0054979152733900475,0.004034696602693501,0.004229132727060263,0.0036540467563154406,0.004502815267306864,0.002972211522980621,0.0030803020587791903,22022653,22058996,BMP1|OI13|PCOLC|PCP|PCP2|TLD|-|8p21.3|protein-coding,0,0.004116145023902262
50,0.006950977477879834,0.0062824718225269836,0.005447209929195252,0.004164115270875165,0.004969797416509543,0.007973796671656772,0.005401021126367181,0.007177201652425785,0.005665401757444109,0.005167304747984004,0.0064517575574127945,0.00456897156315932,0.005986102800791151,0.003886128513774903,0.003321766293361388,0.004253460491634515,0.004767976086155506,0.0050176998662134435,0.005692376197775286,0.003708465349899187,0.00470260535367823,0.0034463055949699607,0.006649650013378742,0.006039201005484799,0.004137028848996228,0.005265540527169706,0.0038155529215084557,0.0051057930711475175,26240523,26270644,BNIP3L|BNIP3a|NIX|-|8p21.2|protein-coding,0,0.00521484571176342
55,0.002149749794895845,0.002313538427017194,0.003175597936464747,0.0022911138642451746,0.0018702790339812897,0.0024732785870447732,0.0019985699762035103,0.0018698814933212685,0.0024261229143286915,0.002802097230706183,0.0029668861415880774,0.0025183221543190995,0.001746784714937506,0.002420290739343376,0.002520110849556976,0.0028256348012470098,0.002654437941519982,0.0019167535713849907,0.002313962460906689,0.002277858866604744,0.002050375349732838,0.002210697109516368,0.002822882694293503,0.0023620908542443613,0.002176501232356299,0.0022937948317912293,0.002465342825837259,0.002305144603819575,146277824,146281416,C8orf33|-|-|8q24.3|protein-coding,0,0.002364932178614591
67,0.0027173721322192633,0.0017222594725600302,0.002153737389697788,0.0018528275794413669,0.0022254670864656086,0.0025274145070377984,0.002798712978583159,0.0033129449012378348,0.0031034381174363844,0.002547967489002052,0.0028373261258727144,0.003032019450121076,0.0031682362270687913,0.0031888530982778387,0.0036465962785951047,0.002586984465246607,0.0013083521212577678,0.0015235871049444707,0.003072874594081318,0.0024741981106123517,0.0030063299036277515,0.0020025335398820582,0.0027946564217643717,0.002093217789297636,0.0028080268221479464,0.002857410198384303,0.0030925037531931696,0.0035382054394033557,86129390,86132651,C8orf59|-|-|8q21.2|protein-coding,0,0.002642644753480711
85,0.0024215801918973504,0.002120389074313449,0.0024665260684596053,0.0023993668846494843,0.0022120637637303513,0.002149234600388184,0.0035398674993576064,0.002369712820357973,0.0030038551572768705,0.0024437809649753184,0.0027458570095662935,0.0024322391990851586,0.0023594744820900765,0.0021998705201384996,0.0027853670861396375,0.002426031365966832,0.002290480629608566,0.0024007023358405964,0.0026322274457641266,0.002650310097338956,0.002584276607945633,0.0025059108991795707,0.0016590917654000818,0.002069159334125412,0.002262175697494928,0.0019792500617484975,0.002130705822759441,0.0024053733910077745,22462145,22477983,CCAR2|DBC-1|DBC1|KIAA1967|NET35|p30 DBC|p30DBC|-|8p21.3|protein-coding,0,0.0024158885991645103
97,0.0018732602089153712,0.0016966037085739169,0.001962892794311484,0.0019250841630973497,0.001834837555594792,0.0016245919553251357,0.0015382810667083759,0.0014241294655950468,0.0017622784782716527,0.0016493753944513806,0.0016241500888447935,0.0017131360398041741,0.001867325378493464,0.0019272227139013626,0.002072365857225036,0.0020204987297922335,0.001450417243007577,0.0019305653538008753,0.0014842851311736985,0.002133031704472759,0.001833206022027394,0.0017807447184171395,0.0013896011091264733,0.0014372944125691945,0.0021157278347831428,0.0017201628938802904,0.0017929373343349765,0.0019817804510154423,23104105,23119513,CHMP7|-|-|8p21.3|protein-coding,0,0.0017702067074112336
103,0.0016287193473621068,0.005164518583546599,0.011298280700685932,0.014875626377555944,0.0018686036186393825,0.008607225512240248,0.0013489146342825862,0.0030687836711701397,0.002925548455356241,0.003832623348640259,0.0014310203112395926,0.03386225850504468,0.0001524691707055525,0.003374001131927752,0.00293712709011436,0.005407678265748266,0.004759707745736205,0.004716522552562214,0.000791737669729432,0.002069248419846661,0.006794315819998492,0.03447579808335601,0.01140954469489762,0.0035357997744321547,0.008335324186012455,0.006514802415801557,0.00593081728204133,0.0008382557652996661,27454434,27472328,CLU|AAG4|APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2|-|8p21.1|protein-coding,0,0.0068555454690704815
106,0.0026729101573913974,0.0015562281294581874,0.0017870631781210142,0.0015113229231110837,0.0021346080236929505,0.002393296301449377,0.002635600889296049,0.0020391732129019105,0.002215878232323143,0.0018589490554577798,0.0025059735193086463,0.0021539002518930947,0.0017254052740267641,0.002171776533749108,0.0024870274041598485,0.0016152131436549028,0.0013600668322439418,0.0015199665406218602,0.0021774272581352623,0.001320300506922037,0.0026078235474257757,0.0013437273819242616,0.0018145278453455705,0.0018838299157108059,0.002461137692795283,0.0021900866726586934,0.0015602355784031605,0.0025155898064620897,17086738,17104126,CNOT7|CAF-1|CAF1|Caf1a|hCAF-1|-|8p22|protein-coding,0,0.002007823064594428
110,0.001141101940791825,0.001260987446488457,0.001691921534244607,0.0016030940585573682,0.0017135632604613578,0.0010366835795338962,0.0012080349462065267,0.0008667538040517647,0.0012705325334131676,0.0014580777306174044,0.0015880974984343237,0.001290026747812738,0.0013462015062941355,0.001712124263043376,0.0014914629405366863,0.001726385660425277,0.0014858959400794872,0.0016146375929093797,0.001544822080834549,0.002040525714507636,0.0013568923875432082,0.0014421319784786624,0.0013943267746630247,0.0012589710278036429,0.001523279662903647,0.0014276057194133613,0.0015704938924697603,0.001746424928462144,146075551,146078452,COMMD5|HCARG|HT002|-|8q24.3|protein-coding,0,0.001457537755392193
111,0.0039272969502147015,0.0028412761628973516,0.003939256971826707,0.0034774140159840004,0.0034955607937344627,0.0038184468983203977,0.0035270196293110193,0.003426796057680956,0.004021086912130061,0.0031693513928644367,0.003710868926030276,0.0035705553921291685,0.003462203539591489,0.004321275897674028,0.0045774066675975545,0.0038290285276089534,0.0031520417012997374,0.003819427170404274,0.003591779724474815,0.004002839367528725,0.0036744743113767933,0.0032055928126291954,0.0035109140522773556,0.003488740378600771,0.004172038270721942,0.0038678623684011873,0.0035405221222702486,0.004452014674998465,67955315,67974562,COPS5|CSN5|JAB1|MOV-34|SGN5|-|8q13.1|protein-coding,0,0.003699753274663538
112,0.008093943094263248,0.00591651162432092,0.00637364817826906,0.0056560554972756106,0.006301237100912844,0.0067326567672086,0.005980627646381928,0.007097382091658596,0.008554818342299996,0.008301037956578099,0.008230436947204229,0.007935703946714773,0.00947559325838714,0.008014830654524291,0.008950425928755919,0.006737795666396477,0.006035136838778937,0.006880010877784365,0.009978725246453178,0.007410053432322833,0.007513265309125885,0.00563353699300028,0.009329996417434639,0.007990050903461087,0.006903759346221238,0.007239782303259271,0.008347568093878908,0.008526614503046757,100890223,100906242,COX6C|-|-|8q22.2|protein-coding,0,0.00750504303449711
114,0.0021903512988554236,0.002798605177200241,0.0023441610043589745,0.001675350642213351,0.002356278361237591,0.003121495149241544,0.0021059334815493416,0.0021644094849893438,0.002229348999373798,0.0018265325057285912,0.0016016012955491993,0.0015451099037039778,0.0012720767341891299,0.002080687661579098,0.0014680337389921013,0.001637694697046245,0.001458535249964709,0.0016394451632680074,0.0021633931519270495,0.0015344397373369277,0.0012602731521763196,0.0008765578677692019,0.002237538771212011,0.002026990942916953,0.001901110217795585,0.0024712835894114583,0.001863557728014516,0.002074489141626802,87526656,87573726,CPNE3|CPN3|PRO1071|-|8q21.3|protein-coding,0,0.001925903030329553
115,0.0019533982593536213,0.0032182696689316407,0.0027999428027521474,0.002984407873119549,0.0027984591333978584,0.0019019581772371445,0.0014623110525198585,0.002694064864963866,0.001759131102792528,0.001956598908962989,0.0013868144848352356,0.0019085577415728805,0.0035233881237768357,0.0035935550167505758,0.0020198561894416945,0.002280148318960374,0.0028050720706134305,0.002716630096732092,0.003355459647900926,0.002513304141355625,0.0018065877426150592,0.0023566639277387293,0.002864264197910872,0.003125087575420613,0.00237805195250257,0.0023851655067395647,0.001875759722641103,0.00225391394588985,97657455,98155731,CPQ|LDP|PGCP|-|8q22.1|protein-coding,0,0.002452743651693901
