filter_size,WT=>WT_ut,HGPS_ASO=>WT_ut,HGPS_NT=>WT_ut,HGPS_NT=>HGPS_ASO_ut,WRN_ASO=>WT_ut,WRN_NT=>WT_ut,WRN_NT=>WRN_ASO_ut,WT=>WT_lt,HGPS_ASO=>WT_lt,HGPS_NT=>WT_lt,HGPS_NT=>HGPS_ASO_lt,WRN_ASO=>WT_lt,WRN_NT=>WT_lt,WRN_NT=>WRN_ASO_lt,WT=>WT_diff,HGPS_ASO=>WT_diff,HGPS_NT=>WT_diff,HGPS_NT=>HGPS_ASO_diff,WRN_ASO=>WT_diff,WRN_NT=>WT_diff,WRN_NT=>WRN_ASO_diff
0.0,9.274359229452598e-05,0.001852399378501641,0.003248447411819307,0.0017923775145291816,0.007799337625834281,0.005771444455446103,0.005215230680816369,9.27487542132469e-05,0.0028793186960978092,0.0060913559007363385,0.0037228763513460776,0.010570687188025847,0.009205418161128565,0.0026173350022692036,-5.161918720914503e-09,-0.0010269193175961682,-0.0028429084889170313,-0.001930498836816896,-0.002771349562191566,-0.003433973705682462,0.0025978956785471653
0.5,9.170118818055845e-06,0.00019185254099176742,0.00030444091725610327,0.00016584835175132416,0.0007940088876350226,0.0005337510673035226,0.0005426171744622954,9.170333411722373e-06,0.0003057853908296782,0.0005310623896890404,0.00032695620671710843,0.0010004631733796499,0.0007688043213474113,0.0002507767202576106,-2.1459366652801422e-10,-0.00011393284983791076,-0.0002266214724329371,-0.00016110785496578427,-0.0002064542857446273,-0.00023505325404388872,0.00029184045420468485
1.0,5.16729134335857e-06,0.00012678175016566845,0.00021247997395486845,0.00011484459177883529,0.0005443356272994747,0.0003724372042689304,0.00037847411607579753,5.167458364505332e-06,0.00020519115447087356,0.00033799436173278196,0.00021334193518190693,0.000671503108042703,0.00047969689903624193,0.00015386802569904626,-1.670211467612968e-10,-7.84094043052051e-05,-0.0001255143877779135,-9.849734340307165e-05,-0.0001271674807432283,-0.00010725969476731151,0.00022460609037675127
1.5,3.756509950709737e-06,0.00010545340622632556,0.00018359384299263933,9.652543589319204e-05,0.00046262784155334634,0.0003201706192926398,0.0003204617918239434,3.7565943297135243e-06,0.00016635140629988617,0.00028027512915746296,0.0001761470578894709,0.0005680771129415734,0.00040003545359807943,0.00012024117131847255,-8.437900378707207e-11,-6.089800007356061e-05,-9.668128616482363e-05,-7.962162199627885e-05,-0.00010544927138822702,-7.986483430543964e-05,0.00020022062050547085
2.0,2.975296543193954e-06,9.376220326471021e-05,0.00016224399856199756,8.416713161727635e-05,0.0004214424741581811,0.0002866867885461609,0.0002900030189458947,2.9753442399798903e-06,0.00014747065834645344,0.00025385069233907427,0.00015675455125782096,0.0005157650478891736,0.0003681605056232798,0.000102365158325854,-4.769678593625947e-11,-5.3708455081743226e-05,-9.160669377707671e-05,-7.258741964054462e-05,-9.432257373099249e-05,-8.147371707711891e-05,0.00018763786062004072
2.5,2.4801525645361815e-06,8.6195434792248e-05,0.00014483709580694642,7.428528441244818e-05,0.00039152611751997753,0.00026471210496423637,0.0002683367457902341,2.4801823958624555e-06,0.00013601065337914887,0.0002370395388317435,0.00014606879525888664,0.0004832005717045735,0.0003514690626602015,9.182675987771266e-05,-2.9831326274024094e-11,-4.981521858690087e-05,-9.220244302479707e-05,-7.178351084643846e-05,-9.167445418459594e-05,-8.675695769596513e-05,0.00017650998591252142
3.0,2.147507778204277e-06,8.090625052555243e-05,0.00013167352512900783,6.682097616551177e-05,0.00036723699887291586,0.0002487127172360312,0.00025209577178323447,2.147528112808491e-06,0.0001284792599993046,0.0002267315553977135,0.00013910972249899412,0.0004639389997371463,0.0003397975284345872,8.510266688088778e-05,-2.0334604213870098e-11,-4.7573009473752186e-05,-9.505803026870567e-05,-7.228874633348234e-05,-9.670200086423045e-05,-9.108481119855598e-05,0.00016699310490234668
3.5,1.9010935004860085e-06,7.725495363362513e-05,0.00012183803607488995,6.163060733436672e-05,0.0003480200396635015,0.00023635039273962863,0.00023932243752691908,1.901108113712747e-06,0.00012248243597261148,0.00021868794072719538,0.00013341855196423279,0.0004487833795447931,0.000328913368236022,8.023310356931555e-05,-1.4613226738612888e-11,-4.522748233898636e-05,-9.684990465230543e-05,-7.178794462986606e-05,-0.00010076333988129165,-9.256297549639335e-05,0.00015908933395760355
4.0,1.7116259055482005e-06,7.442971894732503e-05,0.00011437264890884404,5.7360718394817876e-05,0.0003334277357138604,0.00022676880951107687,0.00022825400200612636,1.7116368787354497e-06,0.00011727280159151938,0.00021166529733039892,0.0001288887579594582,0.0004368923369226908,0.0003189099898534222,7.654291659461077e-05,-1.0973187249226546e-11,-4.2843082644194354e-05,-9.729264842155488e-05,-7.152803956464034e-05,-0.00010346460120883038,-9.214118034234532e-05,0.0001517110854115156
4.5,1.562715561737779e-06,7.278199354084989e-05,0.00010956368694129692,5.393583494442999e-05,0.0003213711159666845,0.00021939130315576082,0.00021823447045080782,1.5627240858035572e-06,0.00011303155267756804,0.00020579064983691311,0.0001247833036700293,0.00042679441469047096,0.00030971301715285404,7.350464440872509e-05,-8.524065778253397e-12,-4.0249559136718154e-05,-9.62269628956162e-05,-7.084746872559932e-05,-0.00010542329872378648,-9.032171399709322e-05,0.00014472982604208273
