filter_size,WT=>WT_ut,HGPS_ASO=>WT_ut,HGPS_NT=>WT_ut,HGPS_NT=>HGPS_ASO_ut,WRN_ASO=>WT_ut,WRN_NT=>WT_ut,WRN_NT=>WRN_ASO_ut,WT=>WT_lt,HGPS_ASO=>WT_lt,HGPS_NT=>WT_lt,HGPS_NT=>HGPS_ASO_lt,WRN_ASO=>WT_lt,WRN_NT=>WT_lt,WRN_NT=>WRN_ASO_lt,WT=>WT_diff,HGPS_ASO=>WT_diff,HGPS_NT=>WT_diff,HGPS_NT=>HGPS_ASO_diff,WRN_ASO=>WT_diff,WRN_NT=>WT_diff,WRN_NT=>WRN_ASO_diff
0.0,0.000318255680056222,0.0029821050930463277,0.003330012317501673,0.003342561610126213,0.005111767079383749,0.0015789554734637024,0.007466187136559361,0.00031841324954100903,0.005572242434647953,0.006025669306757985,0.004355951179166114,0.00892847769217899,0.003644661899093809,0.003596187481992126,-1.5756948478705098e-07,-0.002590137341601625,-0.002695656989256312,-0.0010133895690399007,-0.003816710612795241,-0.0020657064256301063,0.003869999654567235
0.5,1.7306498860252542e-05,0.00017037702223285495,0.00017929858977209001,0.00017867647555667673,0.00028799387518013773,9.12713754442204e-05,0.0004386320170857021,1.7310657338527677e-05,0.000318037685025491,0.00032975209340791383,0.0002280635255209389,0.000510725976800513,0.00020514832905056302,0.00020664793175611035,-4.158478275135191e-09,-0.00014766066279263605,-0.00015045350363582382,-4.938704996426216e-05,-0.00022273210162037532,-0.00011387695360634262,0.00023198408532959175
1.0,6.992288087627235e-06,8.18639318836651e-05,8.120497122364533e-05,7.721236625046078e-05,0.00013356645337704833,4.259426526843398e-05,0.00021153963469300473,6.99308889117875e-06,0.00014545199597135975,0.00015301544630991686,9.370428178455795e-05,0.00024172967928667413,9.566936130876777e-05,9.617074108588794e-05,-8.008035515147011e-10,-6.358806408769465e-05,-7.181047508627153e-05,-1.6491915534097172e-05,-0.00010816322590962579,-5.307509604033379e-05,0.0001153688936071168
1.5,4.318147162689533e-06,5.713196369367037e-05,5.5284463625311754e-05,4.9984042724436024e-05,9.109948526831989e-05,2.919446433601384e-05,0.00014620760609455413,4.318461695238852e-06,9.730011311568521e-05,0.00010536526075035752,5.761902097103689e-05,0.0001658731020018235,6.535055419871356e-05,6.491549090483234e-05,-3.14532549319087e-10,-4.016814942201485e-05,-5.008079712504577e-05,-7.634978246600866e-06,-7.47736167335036e-05,-3.615608986269972e-05,8.12921151897218e-05
2.0,3.1696880547524558e-06,4.588693336929311e-05,4.361323330893868e-05,3.807098925163309e-05,7.193394473690167e-05,2.303950260048271e-05,0.00011435646046579421,3.1698601468907563e-06,7.608634628788217e-05,8.433230627099739e-05,4.191107576535879e-05,0.00013127726200648184,5.1947754956077955e-05,5.0341513093073466e-05,-1.7209213830057438e-10,-3.0199412918589065e-05,-4.071907296205871e-05,-3.840086513725698e-06,-5.934331726958017e-05,-2.8908252355595244e-05,6.401494737272075e-05
2.5,2.5510814936583175e-06,3.9731235490587584e-05,3.711560548452662e-05,3.1498078801043255e-05,6.132953423568187e-05,1.9521188928326676e-05,9.5560723053506e-05,2.5511924887848943e-06,6.448578825638309e-05,7.233157819899932e-05,3.3708964084798833e-05,0.000111702344266731,4.451889520600786e-05,4.2050999481950185e-05,-1.1099512657676737e-10,-2.4754552765795505e-05,-3.5215972714472704e-05,-2.2108852837555783e-06,-5.037281003104914e-05,-2.499770627768118e-05,5.350972357155581e-05
3.0,2.1767027660591114e-06,3.597726261813327e-05,3.304219607103979e-05,2.7403654097742904e-05,5.462255294390863e-05,1.7276083520947813e-05,8.32817147824482e-05,2.1767832322482453e-06,5.721853444181489e-05,6.451183240768407e-05,2.892578876857584e-05,9.932962930584014e-05,3.980229659917555e-05,3.687429895195116e-05,-8.04661891338621e-11,-2.124127182368162e-05,-3.1469636336644286e-05,-1.5221346708329366e-06,-4.470707636193151e-05,-2.2526213078227735e-05,4.640741583049704e-05
3.5,1.93062540960676e-06,3.3540092230298235e-05,3.0277266984360392e-05,2.4752382464683286e-05,5.00749770433533e-05,1.5816749775349506e-05,7.507447454080824e-05,1.9306885764479873e-06,5.241952426937014e-05,5.911298758902204e-05,2.5864369092589586e-05,9.110018507601798e-05,3.655019690712137e-05,3.3515016438177e-05,-6.316684122718353e-11,-1.8879432039071904e-05,-2.883572060466165e-05,-1.1119866279063003e-06,-4.102520803266468e-05,-2.0733447131771868e-05,4.155945810263124e-05
4.0,1.757853602182966e-06,3.1749723466226946e-05,2.8277742355531153e-05,2.2926491854459556e-05,4.682851165775672e-05,1.4809060947723193e-05,6.937891408587168e-05,1.7579056817369347e-06,4.9018026577670766e-05,5.527618379111289e-05,2.3712901384355156e-05,8.514474591978793e-05,3.4257518505871594e-05,3.124884987831969e-05,-5.207955396857513e-11,-1.726830311144382e-05,-2.6998441435581734e-05,-7.864095298956001e-07,-3.831623426203121e-05,-1.94484575581484e-05,3.813006420755199e-05
4.5,1.6300456116882088e-06,3.0440134129291387e-05,2.6826688922065893e-05,2.1582607453858798e-05,4.439133787499199e-05,1.4061287230929376e-05,6.506608615434182e-05,1.6300899026799776e-06,4.6503944018363275e-05,5.242881589489238e-05,2.210761412855711e-05,8.061105995419755e-05,3.253733077313125e-05,2.9655421730964234e-05,-4.429099176879228e-11,-1.606380988907189e-05,-2.5602126972826486e-05,-5.250066746983129e-07,-3.621972207920556e-05,-1.847604354220187e-05,3.541066442337758e-05
