StartPos,EndPos,Gene_ID,WT_1_1,WT_2_1,WT_3_1,HGPS_917_SCR_1,HGPS_478_SCR_1,HGPS_297_SCR_1,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1
12134,13783,ENSG00000236875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14475,73865,ENSG00000181404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27657,30891,ENSG00000227518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72656,90820,ENSG00000277631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112713,113754,ENSG00000231808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116231,118417,ENSG00000170122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120837,179147,ENSG00000172785,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212824,215893,ENSG00000183784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214854,465259,ENSG00000107099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
452492,492248,ENSG00000227155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
470291,746105,ENSG00000107104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
477750,478423,ENSG00000235330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
673478,685555,ENSG00000227914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1041655,1042608,ENSG00000286684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1049858,1057552,ENSG00000173253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1980290,2193624,ENSG00000080503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2041900,2046023,ENSG00000236199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2162763,2162953,ENSG00000222973,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2421597,2622457,ENSG00000236404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2621182,2660056,ENSG00000147852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2652856,2654371,ENSG00000286670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2717510,2730037,ENSG00000168263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2720469,2844095,ENSG00000080608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875442,2876427,ENSG00000236496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2900320,2900804,ENSG00000229184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2907073,3053408,ENSG00000227835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3181342,3200445,ENSG00000236511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3218297,3526004,ENSG00000080298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3364329,3364792,ENSG00000215297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3526459,3691814,ENSG00000232104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3630947,3648390,ENSG00000237359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
