,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
8,0.003317991883846867,0.002861029901357214,0.003233867733755255,170535120,170553307,ENSG00000008018,1,0.0031376298396531116
108,0.0031109806915133494,0.0029518796080681476,0.003241942269441458,44246166,44253888,ENSG00000096384,1,0.003101600856340985
114,0.004504162931075203,0.003347174002286981,0.004439076344997157,75084326,75206267,ENSG00000111799,1,0.00409680442611978
194,0.021205142376438703,0.01984338972026673,0.019133311210950802,132814569,132817564,ENSG00000112306,1,0.020060614435885412
195,0.0024351265000406093,0.0021677568661390098,0.0027004113795384673,24704861,24719998,ENSG00000112308,1,0.002434431581906029
200,0.003016221644998644,0.00240394013446868,0.002870535361786936,108211222,108261246,ENSG00000112335,1,0.00276356571375142
275,0.01401689428847315,0.01391419984801529,0.015580305063693354,131948176,131951372,ENSG00000118523,1,0.014503799733393932
311,0.017032851750427857,0.017195181567767184,0.016518614418819678,26234212,26234987,ENSG00000124575,1,0.016915549245671572
322,0.004692950862214564,0.005310027943655355,0.004369217822109458,27125897,27132795,ENSG00000124635,1,0.004790732209326459
337,0.0037855213503709033,0.0015850107039271225,0.0033694286387416397,36676460,36687337,ENSG00000124762,1,0.0029133202310132216
382,0.0026767010987415987,0.0025109879202531177,0.003087659614839623,85449584,85495791,ENSG00000135318,1,0.0027584495446114463
529,0.051410620328645705,0.04673467427152112,0.05570900682516692,73489308,73525587,ENSG00000156508,1,0.05128476714177791
535,0.008522369072812608,0.009074069450035808,0.0070249729701473375,26158122,26171349,ENSG00000158373,1,0.008207137164331918
536,0.004005854863536417,0.0029387061731763154,0.001721799532722565,26277609,26285638,ENSG00000158406,1,0.0028887868564784324
550,0.0035527342100839803,0.002037997670425475,0.004026243861694905,139371807,139374648,ENSG00000164442,1,0.0032056585807347868
571,0.015901042328692796,0.016973553832638,0.017164910816295488,26156329,26157115,ENSG00000168298,1,0.01667983565920876
628,0.008092535543304502,0.008047454664149854,0.008218656687756901,26124145,26139116,ENSG00000180573,1,0.008119548965070418
629,0.01882005619400154,0.01944870786823898,0.019597900254188942,26114873,26123926,ENSG00000180596,1,0.019288888105476486
649,0.05069806321729631,0.05460531677421323,0.06451215227245825,27866792,27867588,ENSG00000184357,1,0.056605177421322594
656,0.0025090882007871777,0.002877386291159342,0.0024756045890551455,27807479,27807929,ENSG00000185130,1,0.002620693027000555
662,0.0022139056144206354,0.0034098149796079075,0.0016584925494862747,169215780,169254050,ENSG00000186340,1,0.0024274043811716058
675,0.04605950751150996,0.04811684190332184,0.04796070646057136,26055740,26056470,ENSG00000187837,1,0.047379018625134384
694,0.0025427530420167764,0.002301405285164031,0.002746654040596454,30717435,30725538,ENSG00000196230,1,0.0025302707892590876
701,0.014142733874213744,0.01700951952175494,0.016776832235896964,27808173,27808667,ENSG00000196747,1,0.01597636187728855
702,0.006488711878493705,0.00743266845593473,0.007381231206464429,27133043,27133535,ENSG00000196787,1,0.007100870513630955
707,0.030607074118334885,0.03887356526000343,0.03359021394022977,26103933,26104337,ENSG00000197061,1,0.03435695110618936
710,0.006914305367408426,0.006569442204557406,0.007925012360263595,27890315,27893106,ENSG00000197153,1,0.007136253310743142
711,0.002678984047027425,0.0024650912312915757,0.0027444087596202003,27824092,27824480,ENSG00000197238,1,0.002629494679313067
721,0.015132795744421827,0.015359457504944498,0.015680019829975324,27146361,27146855,ENSG00000197903,1,0.015390757693113882
737,0.01653979629050437,0.014138332384892396,0.015560943129583713,35468401,35470785,ENSG00000198755,1,0.015413023934993492
909,0.0028937127716689337,0.0023689835941373308,0.003612578594807012,31730581,31739763,ENSG00000213719,1,0.0029584249868710925
1308,0.02231526006405524,0.020251160151933796,0.01984751733422262,33272075,33276511,ENSG00000231500,1,0.020804645850070552
1656,0.0033548956117518676,0.00301279146485261,0.0033142091717919546,27831174,27831560,ENSG00000273542,1,0.0032272987494654775
1659,0.0057728794666049976,0.006417694768113908,0.005559543627068701,26216200,26216688,ENSG00000273802,1,0.005916705953929203
1660,0.004882854028889526,0.0055753676968031745,0.0061631215508356875,26270918,26271413,ENSG00000273983,1,0.0055404477588427955
1668,0.09324093394575958,0.0812401736180895,0.06703446867476301,26240393,26240793,ENSG00000274618,1,0.08050519207953737
