,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0015811845553472222,0.001466802968527808,0.0012113383089176156,143494812,143511720,ENSG00000001036,1,0.0014197752775975488
8,0.005754522376609553,0.006861047153778237,0.005561249262482843,170535120,170553307,ENSG00000008018,1,0.006058939597623544
14,0.0014710126314635477,0.001890699547914934,0.0017229658838865437,13621498,13711835,ENSG00000010017,1,0.0016948926877550085
19,0.0010465254685031917,0.001358830875918482,0.0012147724986147233,53267398,53349179,ENSG00000012660,1,0.0012067096143454656
20,0.0013695685668262626,0.0016650705758789366,0.001512111255365047,83147324,83193936,ENSG00000013375,1,0.0015155834660234154
34,0.0016391240193215897,0.0019153169527919651,0.0014288039614030943,137197483,137219449,ENSG00000027697,1,0.0016610816445055496
43,0.0014536944679162506,0.0013596773027746022,0.0014076247709973234,117560269,117602542,ENSG00000047932,1,0.0014069988472293921
45,0.003085683690198587,0.0029450177322539153,0.0029091253612735044,42206807,42217861,ENSG00000048544,1,0.0029799422612420026
52,0.003583023296738165,0.00332151611730461,0.003337006309514818,149566294,149591748,ENSG00000055211,1,0.003413848574519198
61,0.0022264823187500746,0.001828603327567971,0.002071661083206592,52497408,52577060,ENSG00000065308,1,0.002042248909841546
69,0.0011924639543792145,0.001096263677373545,0.0013600906614399902,166409364,166906451,ENSG00000071242,1,0.0012162727643975832
80,0.0012707580861783662,0.0006718419069313229,0.0017498234290154885,132296055,132401475,ENSG00000079931,1,0.0012308078073750592
84,0.0011802037078342442,0.0013353378894934882,0.0011211240707725465,108029245,108165854,ENSG00000081087,1,0.0012122218893667596
104,0.00107613006635179,0.0011139931321836438,0.0010459046442459186,43671202,43687791,ENSG00000096080,1,0.0010786759475937841
106,0.0015480318048923978,0.0013956630813942016,0.0015174201695348905,52671113,52686588,ENSG00000096092,1,0.0014870383519404965
108,0.006201251185667668,0.0065584106741902095,0.006022343192650523,44246166,44253888,ENSG00000096384,1,0.006260668350836134
113,0.0008405013371154121,0.0015528300408806956,0.002364922426694201,7541617,7586714,ENSG00000096696,1,0.0015860846015634362
114,0.038473769251084436,0.013744248684970577,0.034871707132231436,75084326,75206267,ENSG00000111799,1,0.029029908356095483
122,0.0031397693761175943,0.004243528840508288,0.0038631172910347793,10722915,10731129,ENSG00000111843,1,0.0037488051692202203
133,0.0009177047774858281,0.0012411860273425883,0.0011702505384748594,119177205,119349761,ENSG00000111885,1,0.0011097137811010918
135,0.005557497837052471,0.0048751852943020365,0.004357576785615277,122443351,122471807,ENSG00000111897,1,0.004930086638989928
152,0.0054176131410775055,0.00938779435029373,0.003570401983034288,36442767,36491143,ENSG00000112078,1,0.006125269824801841
153,0.0012499753002588522,0.0013239755223420468,0.0013410685625339063,36493892,36547479,ENSG00000112079,1,0.001305006461711602
