StartPos,EndPos,Gene_ID,WT_1_1,WT_2_1,WT_3_1,HGPS_917_SCR_1,HGPS_478_SCR_1,HGPS_297_SCR_1,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1
46888,74163,ENSG00000261456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80394,86265,ENSG00000232420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134465,254637,ENSG00000015171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147820,148751,ENSG00000276662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274190,689668,ENSG00000151240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430239,430504,ENSG00000239822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437561,441170,ENSG00000233021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628620,631255,ENSG00000225140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641689,641778,ENSG00000263511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649948,669581,ENSG00000180525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806933,931821,ENSG00000107929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933026,942743,ENSG00000229869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971146,988341,ENSG00000205740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988434,1019932,ENSG00000107937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018910,1025859,ENSG00000148377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022618,1045425,ENSG00000232656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039152,1049119,ENSG00000067064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1049538,1132384,ENSG00000047056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159768,1289426,ENSG00000229205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177313,1737525,ENSG00000185736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936021,2936441,ENSG00000231743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
