filter_size,Grp_1_20=>Grp_1_20_ut,Grp_21_40=>Grp_1_20_ut,Grp_41_60=>Grp_1_20_ut,Grp_61_80=>Grp_1_20_ut,Grp_81_100=>Grp_1_20_ut,Grp_1_20=>Grp_1_20_lt,Grp_21_40=>Grp_1_20_lt,Grp_41_60=>Grp_1_20_lt,Grp_61_80=>Grp_1_20_lt,Grp_81_100=>Grp_1_20_lt,Grp_1_20=>Grp_1_20_diff,Grp_21_40=>Grp_1_20_diff,Grp_41_60=>Grp_1_20_diff,Grp_61_80=>Grp_1_20_diff,Grp_81_100=>Grp_1_20_diff
0.0,6.152799599423607e-05,4.814836765438864e-05,7.121334310858805e-05,6.124475683729542e-05,7.021101029977348e-05,6.182996086785317e-05,0.00010355808873276934,7.718258483860846e-05,8.9290094703645e-05,7.601504751275756e-05,-3.019648736171031e-07,-5.5409721078380705e-05,-5.96924173002041e-06,-2.8045337866349583e-05,-5.804037212984078e-06
0.5,3.4388172668715247e-05,2.650639076761377e-05,3.815887522473231e-05,3.298562531743015e-05,4.589948936571296e-05,3.4518214794690684e-05,6.130721729963262e-05,4.2623047867189794e-05,5.043248160532664e-05,5.041852073778197e-05,-1.300421259754379e-07,-3.480082653201885e-05,-4.4641726424574825e-06,-1.7446856287896487e-05,-4.519031372069007e-06
1.0,3.0474769833496592e-05,2.2791075690083632e-05,3.290069314203443e-05,2.8461559650519846e-05,4.2713424975790645e-05,3.054146237310037e-05,5.6105524295820564e-05,3.774657546977052e-05,4.64426344756004e-05,4.7555499317176386e-05,-6.669253960377765e-08,-3.3314448605736936e-05,-4.8458823277360865e-06,-1.7981074825080556e-05,-4.842074341385741e-06
1.5,2.8666311707892685e-05,2.1326761935781933e-05,3.0634374989570386e-05,2.6712549959651466e-05,4.104344259715968e-05,2.871194922146812e-05,5.337797139500083e-05,3.5306486396190256e-05,4.4500914755041704e-05,4.598825838893915e-05,-4.563751357543528e-08,-3.20512094592189e-05,-4.6721114066198695e-06,-1.778836479539024e-05,-4.944815791779472e-06
2.0,2.7404783778916603e-05,2.0486639354195055e-05,2.9016630408934945e-05,2.5528213735826083e-05,3.966720691446291e-05,2.7438731120443765e-05,5.137943613424402e-05,3.3687472455873446e-05,4.294607842336522e-05,4.462504844218111e-05,-3.394734152716228e-08,-3.0892796780048964e-05,-4.670842046938501e-06,-1.7417864687539137e-05,-4.9578415277181964e-06
2.5,2.6516229961490115e-05,1.9857428569558002e-05,2.7799051450706416e-05,2.4647212487480393e-05,3.845305391799276e-05,2.6542684073886344e-05,4.983617162465806e-05,3.245074904268146e-05,4.170976053385239e-05,4.349568920149182e-05,-2.645411239622853e-08,-2.9978743055100055e-05,-4.6516975919750435e-06,-1.7062548046371997e-05,-5.042635283499062e-06
3.0,2.579111062803494e-05,1.942292512821873e-05,2.6905596182604438e-05,2.391946289804434e-05,3.742333589484629e-05,2.5812377784625566e-05,4.876581920793126e-05,3.148676995720501e-05,4.0887657973016725e-05,4.2472938765128394e-05,-2.126715659062759e-08,-2.934289407971253e-05,-4.581173774600574e-06,-1.6968195074972385e-05,-5.049602870282103e-06
3.5,2.517194494812864e-05,1.9092710096420215e-05,2.6134778516060823e-05,2.3262268681603874e-05,3.652670754100623e-05,2.5189385208747023e-05,4.799790775886439e-05,3.0711915766970764e-05,4.015556359240701e-05,4.156615285542322e-05,-1.7440260618383993e-08,-2.8905197662444174e-05,-4.577137250909941e-06,-1.6893294910803134e-05,-5.039445314416991e-06
4.0,2.4604290531928864e-05,1.881912830438907e-05,2.5434413695610823e-05,2.264407358547311e-05,3.570081413884122e-05,2.461879481023998e-05,4.733023178917327e-05,3.001414992335554e-05,3.946490133762336e-05,4.0729943830553564e-05,-1.4504278311115292e-08,-2.8511103484784203e-05,-4.579736227744718e-06,-1.682082775215025e-05,-5.029129691712341e-06
4.5,2.4076892296285316e-05,1.859328313681078e-05,2.4790757833114057e-05,2.2070151751184732e-05,3.4935411782967306e-05,2.4089105359515562e-05,4.671694723854014e-05,2.9369868868429867e-05,3.881357087844442e-05,3.9954399903537616e-05,-1.2213063230245705e-08,-2.812366410172936e-05,-4.5791110353158105e-06,-1.674341912725969e-05,-5.01898812057031e-06
5.0,2.3574988824194866e-05,1.840986000562011e-05,2.4195547440761086e-05,2.1539847020054063e-05,3.422095005130986e-05,2.358538808933427e-05,4.614326801817658e-05,2.8773074718692924e-05,3.8198669590235366e-05,3.923174563380944e-05,-1.039926513940481e-08,-2.7733408012556474e-05,-4.577527277931837e-06,-1.6658822570181303e-05,-5.01079558249958e-06
