filter_size,WT=>WT_ut,HGPS_ASO=>WT_ut,HGPS_NT=>WT_ut,HGPS_NT=>HGPS_ASO_ut,WRN_ASO=>WT_ut,WRN_NT=>WT_ut,WRN_NT=>WRN_ASO_ut,WT=>WT_lt,HGPS_ASO=>WT_lt,HGPS_NT=>WT_lt,HGPS_NT=>HGPS_ASO_lt,WRN_ASO=>WT_lt,WRN_NT=>WT_lt,WRN_NT=>WRN_ASO_lt,WT=>WT_diff,HGPS_ASO=>WT_diff,HGPS_NT=>WT_diff,HGPS_NT=>HGPS_ASO_diff,WRN_ASO=>WT_diff,WRN_NT=>WT_diff,WRN_NT=>WRN_ASO_diff
0.0,0.00019890179401607828,0.0005824125951125806,0.0018377133332785627,0.002445124538340844,0.0008663161861475759,0.0017171854168306876,0.0021348906897565544,0.00019892663016399083,0.0016735904014581918,0.0010497486078261278,0.0013157411073738143,0.0019241861661360527,0.0010396409147060918,0.0008227695507243885,-2.4836147912544277e-08,-0.0010911778063456112,0.0007879647254524348,0.0011293834309670297,-0.0010578699799884768,0.0006775445021245958,0.0013121211390321658
0.5,2.3780998635148807e-05,5.668943897803207e-05,0.00015701961728225916,0.00022380080855410956,7.496064242524734e-05,0.00015074300972217026,0.000206940556859338,2.378292271136907e-05,0.0001544401181216068,8.291752637780803e-05,0.00010439293120971307,0.00017126314861998424,8.792643207626841e-05,7.4888039303157e-05,-1.9240762202628933e-09,-9.775067914357473e-05,7.410209090445112e-05,0.00011940787734439649,-9.63025061947369e-05,6.281657764590184e-05,0.00013205251755618103
1.0,1.4771221990634938e-05,3.701193935481809e-05,9.885050056754304e-05,0.0001418062908367118,4.7722613121846176e-05,9.231847365754982e-05,0.00013514574078811253,1.477214278671496e-05,9.628687659129392e-05,4.6645476897551836e-05,6.542897401362604e-05,0.00010251282356357448,5.022145817364217e-05,5.089994541471627e-05,-9.207960800224979e-10,-5.927493723647583e-05,5.2205023669991205e-05,7.637731682308576e-05,-5.479021044172831e-05,4.209701548390765e-05,8.424579537339626e-05
1.5,1.1280003525150946e-05,3.0438354111751504e-05,8.339116596631192e-05,0.00011337374806877587,3.9651298907725994e-05,7.564839948519782e-05,0.00011058290016323304,1.1280459144522167e-05,7.481918597342212e-05,3.6973983996976186e-05,5.383522424463637e-05,8.06644742837955e-05,3.8210614717251374e-05,4.213831374934302e-05,-4.5561937122095913e-10,-4.438083186167062e-05,4.641718196933573e-05,5.95385238241395e-05,-4.101317537606951e-05,3.743778476794644e-05,6.844458641389002e-05
2.0,9.268785944237082e-06,2.7000135131728763e-05,7.47723201297014e-05,9.986314250429656e-05,3.49216997049356e-05,6.77556757395635e-05,9.731363921331015e-05,9.269069340890333e-06,6.33618747336057e-05,3.253984976032201e-05,4.855401166128256e-05,6.950283451215557e-05,3.1674050811603435e-05,3.7636447444325505e-05,-2.833966532514334e-10,-3.636173960187694e-05,4.223247036937939e-05,5.1309130843014e-05,-3.458113480721997e-05,3.608162492796006e-05,5.967719176898465e-05
2.5,7.837388795562165e-06,2.5083745132892973e-05,6.872771013331632e-05,9.201244859139791e-05,3.150326253653036e-05,6.248063128078657e-05,8.917831440299307e-05,7.837581437193461e-06,5.659764176312138e-05,3.012276695192838e-05,4.615391470339133e-05,6.223998966396667e-05,2.7412802304503728e-05,3.514045148158208e-05,-1.9264163129651616e-10,-3.1513896630228406e-05,3.860494318138794e-05,4.5858533888006586e-05,-3.073672712743632e-05,3.5067828976282836e-05,5.403786292141099e-05
3.0,6.769258501313875e-06,2.4072459140283664e-05,6.423664732156717e-05,8.637159708926817e-05,2.9131724231669664e-05,5.852589476739348e-05,8.331162441051349e-05,6.769396286190331e-06,5.2341295117942656e-05,2.9064564340473585e-05,4.5025332333809706e-05,5.714512316368289e-05,2.477576248454584e-05,3.348505440416987e-05,-1.377848764563919e-10,-2.8268835977658992e-05,3.517208298109359e-05,4.134626475545846e-05,-2.8013398932013225e-05,3.375013228284763e-05,4.982657000634362e-05
3.5,5.923130279505503e-06,2.337606850548712e-05,6.06775470988751e-05,8.217847292613795e-05,2.7480681105370286e-05,5.592360530498726e-05,7.844325172450275e-05,5.9232324478571295e-06,4.917532475338088e-05,2.8585557471780847e-05,4.4418506526448444e-05,5.321437064141234e-05,2.3032522267915346e-05,3.236380396672752e-05,-1.0216835162670668e-10,-2.5799256247893762e-05,3.2091989627094256e-05,3.77599663996895e-05,-2.5733689536042053e-05,3.289108303707191e-05,4.607944775777524e-05
4.0,5.232880017163231e-06,2.2808485465314543e-05,5.78453060981008e-05,7.898440663956148e-05,2.6361020735356595e-05,5.378548244332688e-05,7.436612995823817e-05,5.232958005936441e-06,4.674904506882282e-05,2.8276153599327398e-05,4.4003160819073125e-05,5.009034739624325e-05,2.1938855294303513e-05,3.177389188651671e-05,-7.798877321020623e-11,-2.3940559603508278e-05,2.95691524987734e-05,3.498124582048835e-05,-2.3729326660886657e-05,3.1846627149023367e-05,4.259223807172146e-05
4.5,4.661899884660417e-06,2.227503462224021e-05,5.589196940780477e-05,7.657970183147826e-05,2.5551490026892805e-05,5.2080632178682886e-05,7.101028319634399e-05,4.6619608826255616e-06,4.48399814056884e-05,2.8176603837945722e-05,4.364659302485941e-05,4.7493933911621025e-05,2.1269028416721083e-05,3.153998406295072e-05,-6.099796514415321e-11,-2.256494678344819e-05,2.771536556985905e-05,3.2933108806618844e-05,-2.194244388472822e-05,3.08116037619618e-05,3.9470299133393274e-05
5.0,4.187833784487302e-06,2.1844387628229322e-05,5.416831627321107e-05,7.46528612681639e-05,2.490319059910568e-05,5.059266381409811e-05,6.817923544807666e-05,4.187882542840234e-06,4.3202159268320575e-05,2.8179722499111817e-05,4.3452414365339584e-05,4.525869464443488e-05,2.0841595702503644e-05,3.144650922142303e-05,-4.875835293242231e-11,-2.1357771640091253e-05,2.5988593774099255e-05,3.120044690282432e-05,-2.03555040453292e-05,2.9751068111594466e-05,3.673272622665363e-05
