,129_94YR_M,130_89YR_M,131_87YR_M,132_90YR_M,133_89YR_M,134_86YR_M,135_92YR_M,136_87YR_M,166_82YR_F,56_83YR_M,57_83YR_M,58_83YR_M,59_84YR_F,60_84YR_M,61_84YR_F,62_84YR_M,63_84YR_M,64_84YR_M,65_84YR_M,66_86YR_M,67_86YR_M,68_86YR_M,69_87YR_F,70_87YR_M,71_87YR_M,72_87YR_M,73_88YR_M,74_89YR_M,75_90YR_M,76_91YR_M,77_92YR_F,78_96YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
2,0.0014147214911574178,0.001616010684596187,0.0011208947613332097,0.0012218240635759386,0.0011812928163410909,0.001061303770808994,0.001123051989657048,0.0010467116940417053,0.0016516735560173686,0.0018164200639584945,0.00184587890965538,0.0017415153096947433,0.0018889680782924287,0.0017640847036332278,0.0016029886358530565,0.0018348057737304344,0.0018198708000436918,0.00188777685886336,0.0019820564677174445,0.0013887057847530243,0.0012764487954127518,0.0013184810785261216,0.0015007669665436756,0.0014470714303186057,0.001505445102082009,0.001303674309047178,0.001551394075403515,0.00128709509308266,0.0013165114827987624,0.0014744425254582998,0.0014887511726747603,0.0012429176425472238,30539170,30559309,ABCF1|ABC27|ABC50|-|6p21.33|protein-coding,1,0.0014913611214881193
21,0.002031297041659399,0.002563443741689483,0.002212643830064039,0.0020433079875594204,0.00216563335692599,0.002838578149569536,0.0022408532775810724,0.002185096877248729,0.0025417527755313665,0.002728705112397104,0.002492213282713656,0.0025556302725822317,0.0034136827257162045,0.002763327450469766,0.002557879165031362,0.002652843968280935,0.0027487358551432322,0.004212648282635101,0.0029905134276853548,0.0019871353418469237,0.0016770838056764778,0.0021625747758191273,0.0022871198975008933,0.0025317895129086266,0.0024399183356968936,0.0020469885208917286,0.0032539645257735135,0.0021872535596347458,0.002380837984063417,0.002456698058462368,0.0017813249208874762,0.0026320307860089377,32135983,32145888,AGPAT1|1-AGPAT1|G15|LPAAT-alpha|LPAATA|-|6p21.32|protein-coding,1,0.002492609581426722
33,0.0018398669974326017,0.001713944194137986,0.0013347727114595004,0.0012137626512164932,0.0015201377038689266,0.0011168326123838735,0.001542709340825575,0.0011093228791180915,0.0016703804622915342,0.0031116084771604215,0.002041477148927153,0.0025166219720998266,0.0025969400626233547,0.00233099854039627,0.0037284952969125584,0.0017898016874057922,0.0026084689852407914,0.0011373988835189828,0.00199854411790281,0.0009270999525555481,0.0014646944358285704,0.001118109480289392,0.0010881646303063325,0.0009125839788036954,0.0007908335374071356,0.0015010783028073162,0.0015459055577859383,0.0010506866382163141,0.0018511211844287965,0.0013777783496726128,0.0012253639962789087,0.002016201429764705,111195987,111216915,AMD1|ADOMETDC|AMD|SAMDC|-|6q21|protein-coding,1,0.001680990818720869
48,0.0019320061590898233,0.0022133116859321925,0.0022114294262056064,0.0015325785077545586,0.0017161080238343113,0.0017433947564325773,0.0021108485612545535,0.0019374646179840483,0.0012768425821535342,0.0020669224393967253,0.0025100153404370527,0.002306182456339483,0.0025585173818512595,0.001902309153656726,0.0021208292991086505,0.002663515040296056,0.0022769563723553867,0.0031573055849895334,0.0025231374808782786,0.0020178014635663364,0.0011478834361868782,0.0016097743188811964,0.0029347278897463385,0.0017800852161395434,0.0026030415094265794,0.0015577901939702052,0.002343516309210814,0.0019999648239430426,0.0016015831826626994,0.0021471686968758956,0.0015703319677531648,0.001337253829251673,32083045,32096017,ATF6B|CREB-RP|CREBL1|G13|-|6p21.32|protein-coding,1,0.002044081178361398
51,0.0039848277976698996,0.004163934515749332,0.003510984425770564,0.0035973402540125034,0.004391867414084654,0.003762535899571803,0.00343788034355275,0.0035306681637994313,0.004790276719794023,0.004894465223735445,0.005892032315073085,0.0056839933178487985,0.004478528419347865,0.004844825050823621,0.0052731586466209105,0.005323937016239902,0.00534610943859591,0.0054142545163207816,0.005801394283031521,0.004230824338365585,0.004870695616306041,0.004798364254770103,0.00437571687188204,0.005388395949553128,0.004290685658627952,0.0046440823860634806,0.004772992489932202,0.005104885653255029,0.004409306812948929,0.005691417194108883,0.004620761407642397,0.004213825164339865,31497996,31514625,ATP6V1G2-DDX39B|-|-|6p21.33|ncRNA,1,0.004672967736232451
57,0.0030155265944032715,0.002587298418995336,0.0027194788521569028,0.002722026899112724,0.0024753001295269826,0.002471947215829572,0.004076804340509204,0.0030275019128219267,0.001535890893316361,0.0015714745291466664,0.0020311549473900578,0.0013141837773423806,0.001615677737184853,0.0009764763668326678,0.0016512505068913843,0.0013338066752813663,0.0014698408612010968,0.0014142577468792804,0.0010271279062965433,0.0028303803252032163,0.003874842226386848,0.0044417919334444195,0.0035186095498686188,0.0031673715968059827,0.003044395263835633,0.004630953194821661,0.0010489525729121315,0.004627632123725918,0.0040859742237110185,0.004219563887644844,0.005333039631981717,0.001686707135696634,57037104,57050012,BAG2|BAG-2|dJ417I1.2|-|6p12.1|protein-coding,1,0.002673351249286163
58,0.0017957068566534055,0.002137795824942882,0.0016741628721308457,0.0015132051135358915,0.0018525998787565156,0.0017586476154474492,0.0014342391480623448,0.0015298557585616275,0.0024322057482550805,0.0026503907051690025,0.0028086111993941916,0.0027460523709897616,0.0030582528749831047,0.0025403872870985327,0.002777077354637158,0.0027705350668824906,0.0028138088872519005,0.0037021392758380066,0.00323745175009631,0.0022191120807865962,0.0014506608930961685,0.0016485508747631386,0.0029061418522883637,0.0021604586495630683,0.0027801047444794913,0.0018672195946575845,0.003080753366842347,0.0020013116549526698,0.0016544425665147916,0.002752339790897813,0.0016729176541391238,0.001964000935855914,31606805,31620477,BAG6|BAG-6|BAT3|D6S52E|G3|-|6p21.33|protein-coding,1,0.002293473132735111
61,0.001406944862592528,0.0012309588301321363,0.0014172093027907428,0.0013002277999105444,0.0015848065066635167,0.001369383407040256,0.0014473991346843544,0.0012969555428443316,0.0014212629779162276,0.0018344242275880392,0.0017152058220807,0.0016412815751845032,0.0013524141916858613,0.0014852352669191568,0.0018785277762304689,0.0015938560606933458,0.0016890500154473484,0.001230358204326364,0.0016447748566195545,0.001561404470225507,0.0019055438454276192,0.00185666214846824,0.0013215909472283588,0.001031243315654133,0.001434685024722006,0.0018683072199675577,0.0013509017553732182,0.00189752644185786,0.0019418404001142532,0.0017201829463680163,0.0016301998414799401,0.0017313163813082314,136578001,136610989,BCLAF1|BTF|bK211L9.1|-|6q23.3|protein-coding,1,0.001555990034360779
64,0.012149454580600866,0.010895552008010572,0.010862128158467987,0.010438163766291855,0.009795780549994842,0.01013176431788336,0.009975269859483245,0.013637988422488758,0.013301226226158798,0.009886730842495575,0.009786344639908878,0.010092151243979835,0.008889355914746568,0.013264978438921713,0.009851232959697157,0.010552607650431764,0.01173113832300049,0.011026057684852557,0.010827869007350858,0.012276352817985491,0.015826440990197723,0.014120060660292822,0.012222584154096116,0.01412202239226591,0.014488288881113613,0.014873276113883692,0.011806931384328442,0.017043433398651997,0.016280128745887454,0.015447358980933619,0.012231927041437458,0.018033905926692257,7881483,8064647,BLOC1S5-TXNDC5|MUTED-TXNDC5|-|6p24.3|ncRNA,1,0.012370890815079132
69,0.002857702695046176,0.0028777219300503264,0.002808487511427897,0.002777351591998918,0.003136366795838275,0.0030016501906501947,0.002515086130118504,0.0026752721443708124,0.003354463925886778,0.003590534047947977,0.0036426151641667614,0.003425251407396751,0.003995317085378967,0.0044555509274241106,0.003254097404503506,0.0036256900336594997,0.003391894314198838,0.003921574961879409,0.0038097011978541363,0.0043461524324873956,0.0039776039747821765,0.0044019990565413785,0.004184537875512545,0.003754162834958914,0.004551959907405385,0.004138414304448077,0.003970619642339135,0.004028292324441766,0.003760235289229463,0.004661928029754991,0.003946874145692916,0.003963143380683105,32940861,32949282,BRD2|D6S113E|FSH|FSRG1|NAT|O27.1.1|RING3|RNF3|-|6p21.32|protein-coding,1,0.0036500703955648457
