,120_51YR_M,121_52YR_M,122_55YR_M,123_57YR_M,124_60YR_M,28_43YR_F,29_44YR_M,30_41YR_M,31_47YR_M,32_50YR_F,33_46YR_M,34_50YR_M,35_42YR_F,36_47YR_M,37_41YR_F,38_43YR_M,39_44YR_M,40_45YR_M,41_46YR_M,42_46YR_M,43_47YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
2,0.00149813584827482,0.0016413326419197878,0.0012322739581744056,0.001363372633567226,0.0015425853030176888,0.0015222348658362514,0.0012500006485328,0.0018000678777480147,0.0016479597957796235,0.0012668077757372657,0.0012771405273301639,0.0015873499859167216,0.001663234906986826,0.0014238364471855604,0.0013931218661108722,0.0018900149619287322,0.0018791742037339335,0.0016772378434468055,0.001344205873679741,0.0017265917439206648,0.002071456201173464,30539170,30559309,ABCF1|ABC27|ABC50|-|6p21.33|protein-coding,1,0.001557054090952446
21,0.0028517663085285087,0.002586070410085579,0.0026417126097080953,0.0023593239703737024,0.003293096646282663,0.002315625553353472,0.002128669945203796,0.0027489912292640428,0.002863138900637068,0.002277361562652146,0.0023473038819780408,0.002764503738785831,0.0025990368528135137,0.002054639417853949,0.0024010170701136433,0.003172023892161263,0.002432828185869146,0.0025447026343805167,0.0026094520370054815,0.0027915728625199656,0.0024877496544096936,32135983,32145888,AGPAT1|1-AGPAT1|G15|LPAAT-alpha|LPAATA|-|6p21.32|protein-coding,1,0.002584313683999053
33,0.0016030109961028653,0.002456029752148756,0.0013537709423983536,0.002113630946713688,0.0026340924237524335,0.0017947211582988287,0.001107916376772505,0.0014301695126280652,0.002489359987493744,0.0010833336720868269,0.001485468414766999,0.0020307543776655205,0.0022936622303046487,0.0020693945958128626,0.0014216627088039083,0.0019367237586345601,0.002250686533918889,0.0024820411956465137,0.0006825779558858754,0.002661711579127289,0.0020314814624275,111195987,111216915,AMD1|ADOMETDC|AMD|SAMDC|-|6q21|protein-coding,1,0.0018767714562566967
48,0.0030505619036434208,0.002028730412175203,0.002460645285946466,0.0018145819608284166,0.002481473873486418,0.002380406492972479,0.0027534849743844365,0.002425638545481997,0.0019930330943168035,0.00199695184394992,0.0028063879909063527,0.001962451233064216,0.0019472551704515144,0.0018455440203532772,0.0014221857085391211,0.002605400846760673,0.0014560153249395145,0.0021794656736677264,0.0031888680724671643,0.0020636232824974344,0.001968981827414245,32083045,32096017,ATF6B|CREB-RP|CREBL1|G13|-|6p21.32|protein-coding,1,0.0022300803589641338
51,0.004176157384249493,0.004161541424880248,0.005208980703628062,0.004590449857855882,0.004248803379362944,0.0051023781090748475,0.004526017764758698,0.005885808312219879,0.005583355651506871,0.004356161462214341,0.004923037465092962,0.0056298395230825376,0.005521960298092277,0.005268592403422773,0.0038829741769627873,0.0067238356428998055,0.006379578432997509,0.005919993442876572,0.004668908850165856,0.005975620322964716,0.005783753765620391,31497996,31514625,ATP6V1G2-DDX39B|-|-|6p21.33|ncRNA,1,0.005167511827329972
57,0.0018046258156217577,0.0013487211306534434,0.002044315620005738,0.0017874247345461003,0.0017705927314578714,0.0015574775724323576,0.002604211253296678,0.001780660137826203,0.001777778854974691,0.0014839748230065113,0.0013827346396122209,0.0014903670678916652,0.001178571126632661,0.0017680219972945274,0.0011167538631749012,0.0012799217883150136,0.0011626808150883641,0.0014850760979958641,0.0019546309907938573,0.0014273622912629967,0.0010263427271420273,57037104,57050012,BAG2|BAG-2|dJ417I1.2|-|6p12.1|protein-coding,1,0.0015824879085250213
58,0.0028952629136184817,0.0025930411662411566,0.002615572349465973,0.0024860843177561607,0.0027385156423554964,0.00272494106809938,0.0025767875806042887,0.0031125574080535703,0.0030489301212937195,0.00212640779437392,0.002932878454979366,0.002832882356475092,0.0028061668473648724,0.0024096811092591108,0.0020585269577972085,0.0037606698833122136,0.002611318061655098,0.0026244339133213684,0.0029085762270917572,0.0029031260768498618,0.002132565410491207,31606805,31620477,BAG6|BAG-6|BAT3|D6S52E|G3|-|6p21.33|protein-coding,1,0.0027094726504980618
61,0.0014893559779881403,0.0017161681160497895,0.0015785035459447106,0.0022126749484491946,0.001508865305343783,0.001551069807596702,0.0017073830382212621,0.001735101290721612,0.0021423931787582697,0.001513524550820685,0.0017185858906402537,0.0019811685588776123,0.0019279415010088295,0.0023398807078265286,0.0014732155398463037,0.0017180776501718401,0.002104317383169992,0.0023305013484093396,0.0012524643711324204,0.001886917061259911,0.0018355009606451133,136578001,136610989,BCLAF1|BTF|bK211L9.1|-|6q23.3|protein-coding,1,0.0017963624158515378
64,0.010027578458612418,0.015077184699078067,0.014537150979663321,0.011326640088794544,0.013616854643800103,0.013442552903522345,0.013085761310430565,0.014556791775591922,0.011467855164950492,0.015327709608414513,0.011695044521544656,0.010537929906029966,0.012668746809600454,0.012561702255187514,0.015160940467089568,0.011343112528832246,0.011989749985989102,0.01124952886880906,0.01355013673114211,0.012431549502313302,0.013235253631722397,7881483,8064647,BLOC1S5-TXNDC5|MUTED-TXNDC5|-|6p24.3|ncRNA,1,0.012804274992434224
69,0.0036496873641234527,0.002988130805357899,0.0031780665691549053,0.00360943499550468,0.003616239651286694,0.003518019181722179,0.003441374450757571,0.004067648473527802,0.0038938901121806334,0.0034380873790141897,0.003991679914927217,0.0036378028395390827,0.0037305263550689127,0.0035293926967526527,0.003132544271180443,0.003867042150694669,0.004232706678606733,0.003656402987092392,0.004003045545609707,0.0037114977416218536,0.0036120478718005265,32940861,32949282,BRD2|D6S113E|FSH|FSRG1|NAT|O27.1.1|RING3|RNF3|-|6p21.32|protein-coding,1,0.0036431080016916285
