,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
3,0.0007826211241606833,0.0021721507026199642,0.0013165873261245247,196651754,196752476,ENSG00000000971,1,0.001423786384301724
6,0.00041827410880494205,0.000521316168579649,0.00046483371199938745,33007986,33080996,ENSG00000004455,1,0.0004681413297946595
7,0.0005955335956371395,0.0007419205266799289,0.0007456871620308167,23019443,23083689,ENSG00000004487,1,0.0006943804281159617
16,0.0004741885210877864,0.0005134455918807415,0.0004938057598146049,1751232,1780457,ENSG00000008130,1,0.0004938132909277109
17,0.005324894165060244,0.005636145720417067,0.006558541924597783,114716913,114758676,ENSG00000009307,1,0.0058398606033583655
26,0.00041824567853366147,0.00041892002641775625,0.00042654861043854233,23743448,23762059,ENSG00000011007,1,0.0004212381051299867
27,0.0003321867626649737,0.0004657950431847804,0.0003700659541870771,23791145,23795539,ENSG00000011009,1,0.0003893492533456104
38,0.00071062339673005,0.0007339444829706389,0.0012248973185403033,93885199,93909456,ENSG00000023909,1,0.0008898217327469975
40,0.0012153972831529176,0.0013325667955339689,0.0011200159404591767,32108056,32176563,ENSG00000025800,1,0.0012226600063820212
45,0.0029060734764766423,0.0023708155331332195,0.0029662889314848997,109213918,109238182,ENSG00000031698,1,0.0027477259803649207
48,0.0009042767663926549,0.0010182710675438298,0.0009420687166407904,244408494,244451909,ENSG00000035687,1,0.0009548721835257583
49,0.0007590102253078597,0.0007044709580860219,0.000731377289638299,77562416,77683419,ENSG00000036549,1,0.000731619491010727
55,0.0006972063431194249,0.0006800450854731623,0.0007071841643555217,186311652,186375693,ENSG00000047410,1,0.0006948118643160363
59,0.005154517548774259,0.004949063579461228,0.0044438552748663285,7771296,7781432,ENSG00000049245,1,0.004849145467700606
64,0.000723139741586395,0.0007868241856407742,0.0009200639655492933,114769479,114780685,ENSG00000052723,1,0.0008100092975921541
65,0.0011482121001555714,0.001098558563876795,0.0011645346984461636,19303965,19312144,ENSG00000053371,1,0.0011371017874928432
66,0.0005391365712253187,0.000473277105172982,0.0004410940172204841,19251805,19260128,ENSG00000053372,1,0.00048450256453959497
67,0.0005772986122021384,0.0005686775238239098,0.000524113704492956,36136570,36156053,ENSG00000054116,1,0.0005566966135063348
68,0.0005694080880091675,0.000515899327162035,0.0005628667589505039,36224432,36305357,ENSG00000054118,1,0.0005493913913739021
70,0.0006244443651479924,0.0002545864379044512,0.0003057462523749309,241590102,241677376,ENSG00000054277,1,0.0003949256851424582
74,0.001094879014026807,0.0010039063289051724,0.0009538465868512116,16352575,16398145,ENSG00000055070,1,0.001017543976594397
78,0.0005681030666932148,0.0006812042415817585,0.0006945245606788609,23778418,23788232,ENSG00000057757,1,0.0006479439563179448
81,0.0021062819053470428,0.002405830329339604,0.0020369200541174373,203626787,203744081,ENSG00000058668,1,0.002183010762934695
83,0.0006790028727273623,0.00046455985133987405,0.0004473866576619609,53851719,53889798,ENSG00000058799,1,0.000530316460576399
84,0.00046834634029695784,0.00041878329217239076,0.0004223865678098872,53765478,53838463,ENSG00000058804,1,0.0004365054000930785
88,0.0004772432532819743,0.00041763910883855734,0.00047384908523675183,31259568,31296788,ENSG00000060688,1,0.0004562438157857611
89,0.0011392951197959987,0.001589650234445756,0.004863666945347334,102876467,103108872,ENSG00000060718,1,0.0025308707665296962
92,0.000903475171949045,0.0008819046568976232,0.0009286645687092554,109548615,109600195,ENSG00000065135,1,0.0009046814658519746
94,0.0006426317795789781,0.0007599350257496456,0.0007396506053043037,88684222,88836255,ENSG00000065243,1,0.0007140724702109758
97,0.0018844463111844483,0.0016768634590171127,0.0015927037365033683,42682418,42703805,ENSG00000065978,1,0.0017180045022349762
98,0.0006599388909710627,0.000665933031643278,0.0009967739664802904,212285410,212361853,ENSG00000066027,1,0.0007742152963648771
105,0.00047586936291767217,0.00047022815484135745,0.00034477084797981364,43363398,43368074,ENSG00000066322,1,0.0004302894552462811
106,0.0006152099827940787,0.000607182884443152,0.0005661858921361495,70144805,70205579,ENSG00000066557,1,0.0005961929197911268
107,0.0004136054648197748,0.0006122354938339391,0.0004637202201026693,92508696,92792404,ENSG00000067208,1,0.0004965203929187944
108,0.0003771705321178874,0.00039260035699297116,0.0004086173012573177,93866284,93879918,ENSG00000067334,1,0.00039279606345605876
111,0.001236375907030301,0.001297821032591815,0.0012261462068606191,220094132,220148041,ENSG00000067704,1,0.001253447715494245
112,0.0007673606869428855,0.00081557821877241,0.0008528543032809244,229440259,229508341,ENSG00000069248,1,0.0008119310696654067
113,0.002944286827424391,0.002888229535233429,0.003476043708787253,205712822,205750182,ENSG00000069275,1,0.0031028533571483574
115,0.00034579256782952227,0.0005036754606593863,0.0003513977667199115,91680343,91906335,ENSG00000069702,1,0.00040028859840294
118,0.0006195912422257519,0.000648981856658017,0.0004948125597742249,44850522,44986722,ENSG00000070785,1,0.0005877952195526646
119,0.0022294147144844836,0.002297852014617568,0.00190201276564869,22052627,22101360,ENSG00000070831,1,0.002143093164916914
122,0.0073381426486896426,0.008581479763110357,0.006136508514881245,8861000,8879190,ENSG00000074800,1,0.0073520436422270805
124,0.00046533526251410745,0.00045648160048280834,0.00047856914093746713,20806292,21177285,ENSG00000075151,1,0.00046679533464479434
126,0.0005980122109468643,0.000590227653426609,0.0007287844734458649,169921326,170085208,ENSG00000075945,1,0.000639008112606446
133,0.0008124231334046339,0.0007902734400731556,0.0007796811076394554,77695987,77759852,ENSG00000077254,1,0.0007941258937057483
137,0.00146778365913809,0.0014910401135959015,0.001408693063822304,1785285,1891117,ENSG00000078369,1,0.0014558389455187652
138,0.0009165471724488085,0.001105638497966079,0.0010350211183879194,51789191,51878805,ENSG00000078618,1,0.0010190689296009357
139,0.0005268479107907152,0.0004325990334720886,0.0004488619548818624,1216931,1232031,ENSG00000078808,1,0.0004694362997148887
151,0.00035970878520482567,0.0003451771830995587,0.000437133237729869,161749758,161757238,ENSG00000081721,1,0.0003806730686780844
152,0.0004367636766190203,0.000435322502235707,0.0003615125784513256,53916574,53945699,ENSG00000081870,1,0.00041119958576868427
154,0.0007256714313197588,0.001216958455657645,0.0018613224914594668,215005775,215237090,ENSG00000082482,1,0.0012679841261456235
157,0.0013798263518814608,0.001621967794113735,0.0014326909681150815,11934205,11975538,ENSG00000083444,1,0.0014781617047034256
160,0.001791637152643069,0.0014943980024360814,0.0014293408498056714,40258041,40294180,ENSG00000084073,1,0.001571792001628274
