,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
5,0.002114452695872852,0.002128210748710342,0.0017695141850361785,78540405,78552417,ENSG00000041357,1,0.0020040592098731244
10,0.005707745706491383,0.0053456741616398976,0.005360354779166228,83016423,83067252,ENSG00000064726,1,0.005471258215765836
12,0.0012833220907895178,0.001358053951549541,0.001393694452287499,73051710,73305205,ENSG00000067141,1,0.0013450234982088525
14,0.004413125855514156,0.004310875122616487,0.004594542812234946,72199029,72231819,ENSG00000067225,1,0.0044395145967885295
16,0.0023001484500635434,0.002058179889619733,0.0022051068789671504,99565417,99716488,ENSG00000068305,1,0.0021878117395501425
18,0.001655806786656352,0.0015482149921601982,0.0016849563087199598,55826922,55993660,ENSG00000069869,1,0.00162965936251217
20,0.003312346066631692,0.0030548293330020806,0.0033719670027916415,51952106,52067375,ENSG00000069956,1,0.0032463808008084713
27,0.003501572324768456,0.003398350248408275,0.0033809844110358023,65530418,65578349,ENSG00000074696,1,0.0034269689947375114
31,0.0011397532755242825,0.0010654998417303863,0.0012027922295646883,50908672,51005895,ENSG00000081014,1,0.0011360151156064523
32,0.0013253581368871511,0.001250142979660515,0.0013473270536317496,80059568,80138393,ENSG00000086666,1,0.0013076093900598051
34,0.0025881455322300114,0.0023467424157085737,0.0023178718297061124,64963022,64990310,ENSG00000090487,1,0.0024175865925482325
35,0.0016203978352126451,0.001579575637248923,0.0017015645318462205,50552473,50686797,ENSG00000092439,1,0.0016338460014359297
39,0.0018429495629099064,0.0018512794558416714,0.0016308916973359182,42491233,42545356,ENSG00000092531,1,0.0017750402386958318
41,0.0020604781153590753,0.0021256137340085915,0.0018858399508198372,67200667,67255195,ENSG00000103591,1,0.002023977266729168
43,0.0016427937308489962,0.0014750384698327945,0.001531364241122474,63121833,63142061,ENSG00000103642,1,0.0015497321472680882
44,0.0012239663188276942,0.0012139109086992325,0.0012177625014900817,68578993,68727806,ENSG00000103647,1,0.0012185465763390028
