filter_size,WT=>WT_ut,HGPS_ASO=>WT_ut,HGPS_NT=>WT_ut,HGPS_NT=>HGPS_ASO_ut,WRN_ASO=>WT_ut,WRN_NT=>WT_ut,WRN_NT=>WRN_ASO_ut,WT=>WT_lt,HGPS_ASO=>WT_lt,HGPS_NT=>WT_lt,HGPS_NT=>HGPS_ASO_lt,WRN_ASO=>WT_lt,WRN_NT=>WT_lt,WRN_NT=>WRN_ASO_lt,WT=>WT_diff,HGPS_ASO=>WT_diff,HGPS_NT=>WT_diff,HGPS_NT=>HGPS_ASO_diff,WRN_ASO=>WT_diff,WRN_NT=>WT_diff,WRN_NT=>WRN_ASO_diff
0.0,9.97532404786435e-05,0.0005423246392775758,0.0008469645880478981,0.0004353514210611261,0.0007079035772698347,0.0008918519727599045,0.000391551968999887,9.977566277867997e-05,0.0002987866772007327,0.0004663057762957039,0.0002714810330821631,0.00035881125801225864,0.0005292836618189804,0.0002985536433166339,-2.242230003647323e-08,0.0002435379620768431,0.0003806588117521942,0.00016387038797896302,0.000349092319257576,0.000362568310940924,9.29983256832531e-05
0.5,6.356617032860404e-06,3.8504179528265825e-05,5.2623147385865666e-05,2.5595199647117877e-05,4.776738536413694e-05,5.764362496903517e-05,2.4100114097816434e-05,6.3572615143328755e-06,1.8353133254096544e-05,2.8195106466307294e-05,1.611706111251225e-05,2.3185532615686814e-05,3.369495283813812e-05,1.783323356667735e-05,-6.444814724711003e-10,2.015104627416928e-05,2.442804091955837e-05,9.478138534605628e-06,2.4581852748450128e-05,2.394867213089705e-05,6.266880531139085e-06
1.0,2.5370950030163575e-06,1.951884599108307e-05,2.504344390213488e-05,1.1615283723720751e-05,2.3887844235147326e-05,2.7340016798737662e-05,1.0580749109845671e-05,2.5372285433061765e-06,8.134405419111828e-06,1.1902776910150129e-05,6.639124310960217e-06,1.0505269559998041e-05,1.4587697945314781e-05,7.225368550742047e-06,-1.3354028981901183e-10,1.1384440571971242e-05,1.314066699198475e-05,4.976159412760534e-06,1.3382574675149285e-05,1.2752318853422882e-05,3.355380559103624e-06
1.5,1.5771191698257177e-06,1.3767411778326747e-05,1.7766252149952406e-05,8.149536618826974e-06,1.7021953554811516e-05,1.8866852905696023e-05,7.2793699493516375e-06,1.5771797443282815e-06,5.640337071805167e-06,8.070057681022707e-06,4.411620781788895e-06,7.23904956745725e-06,9.754116710357431e-06,4.861553763147108e-06,-6.057450256384436e-11,8.12707470652158e-06,9.696194468929699e-06,3.737915837038079e-06,9.782903987354266e-06,9.112736195338591e-06,2.4178161862045297e-06
2.0,1.1585175765114948e-06,1.1057133972011254e-05,1.446260313773793e-05,6.6052634195926584e-06,1.3723209366975832e-05,1.5116733491257492e-05,5.792526152610682e-06,1.158551603049039e-06,4.534009798088428e-06,6.4965214268334025e-06,3.4351296128593833e-06,5.800181441462276e-06,7.618444745557588e-06,3.850632062690003e-06,-3.4026537544234794e-11,6.523124173922826e-06,7.966081710904527e-06,3.170133806733275e-06,7.923027925513558e-06,7.498288745699904e-06,1.941894089920679e-06
2.5,9.32460025420668e-07,9.51405419848052e-06,1.2548911471499075e-05,5.682916807295634e-06,1.1772179674113646e-05,1.299651924697868e-05,4.94431952580285e-06,9.324812944565609e-07,3.886066821041665e-06,5.584733785074346e-06,2.854546707533739e-06,4.987188191121659e-06,6.386465743103661e-06,3.2673529609408333e-06,-2.1269035892882548e-11,5.627987377438854e-06,6.964177686424729e-06,2.828370099761895e-06,6.784991482991987e-06,6.610053503875019e-06,1.6769665648620166e-06
3.0,7.826809206854989e-07,8.523873706315724e-06,1.1304076139583627e-05,5.0717210202321096e-06,1.0496525243300792e-05,1.1576957100678365e-05,4.380911282677841e-06,7.82695045538307e-07,3.434113635463716e-06,4.940260921636574e-06,2.4663062494927022e-06,4.463333515388409e-06,5.556454558111764e-06,2.8911451477669436e-06,-1.4124852808112996e-11,5.089760070852008e-06,6.363815217947053e-06,2.6054147707394073e-06,6.033191727912383e-06,6.020502542566601e-06,1.4897661349108978e-06
3.5,6.789123813870708e-07,7.80154863390849e-06,1.0426456556949066e-05,4.628500769143209e-06,9.609122025630378e-06,1.0583517939134495e-05,3.971595940999746e-06,6.789222612478132e-07,3.1000337215780714e-06,4.465007418918374e-06,2.1907044203410286e-06,4.086233131289753e-06,4.95325133474851e-06,2.629809326730442e-06,-9.879860742436132e-12,4.701514912330418e-06,5.961449138030692e-06,2.4377963488021805e-06,5.522888894340625e-06,5.630266604385985e-06,1.3417866142693035e-06
4.0,6.041106529806327e-07,7.241325111079228e-06,9.751746302338018e-06,4.2916335574657895e-06,8.967200009258818e-06,9.845730543726798e-06,3.6627495377175217e-06,6.041118019182654e-07,2.840552015623243e-06,4.0797004805054255e-06,1.983577146094948e-06,3.8018546973162028e-06,4.485222825589596e-06,2.4303627799664835e-06,-1.1489376327910401e-12,4.400773095455985e-06,5.672045821832593e-06,2.3080564113708415e-06,5.165345311942616e-06,5.360507718137202e-06,1.2323867577510383e-06
4.5,5.45044487327033e-07,6.810268271953965e-06,9.223009971975366e-06,4.026096154721355e-06,8.480287494475488e-06,9.261545544731251e-06,3.4064429907671073e-06,5.450602063693961e-07,2.6374395211384044e-06,3.7677360476662015e-06,1.8205208957965221e-06,3.5785006644765196e-06,4.120253965486516e-06,2.2680321640196045e-06,-1.5719042363139916e-11,4.172828750815561e-06,5.455273924309165e-06,2.205575258924833e-06,4.901786829998968e-06,5.141291579244735e-06,1.1384108267475028e-06
5.0,4.972658455740461e-07,6.45167159998392e-06,8.802695396214871e-06,3.810170770668521e-06,8.088035297521028e-06,8.782864500052086e-06,3.188068468236697e-06,4.972744800688544e-07,2.4762135742090397e-06,3.5115918024195707e-06,1.687065844755073e-06,3.407459134647183e-06,3.832167988128213e-06,2.1312102408221673e-06,-8.634494808357623e-12,3.97545802577488e-06,5.291103593795301e-06,2.123104925913448e-06,4.680576162873844e-06,4.950696511923873e-06,1.0568582274145296e-06
