StartPos,EndPos,Gene_ID,WT_1_1,WT_2_1,WT_3_1,HGPS_917_SCR_1,HGPS_478_SCR_1,HGPS_297_SCR_1,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1
11869,14409,ENSG00000223972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14404,29570,ENSG00000227232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17369,17436,ENSG00000278267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89295,133723,ENSG00000238009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141474,173862,ENSG00000241860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182696,184174,ENSG00000279928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185217,195411,ENSG00000279457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257864,359681,ENSG00000228463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266855,268655,ENSG00000286448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347982,348366,ENSG00000236679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365389,522928,ENSG00000237094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586071,827796,ENSG00000230021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629062,629433,ENSG00000225972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629640,630683,ENSG00000225630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631074,632616,ENSG00000237973,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
