StartPos,EndPos,Gene_ID,WT_1_1,WT_2_1,WT_3_1,HGPS_917_SCR_1,HGPS_478_SCR_1,HGPS_297_SCR_1,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1
14522,32015,ENSG00000226210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66767,178455,ENSG00000120645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164664,166321,ENSG00000256694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166856,182399,ENSG00000256540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190077,214570,ENSG00000111181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220621,262873,ENSG00000010379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273954,277123,ENSG00000261799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280057,389320,ENSG00000073614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389273,442642,ENSG00000120647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459939,563509,ENSG00000139044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564296,663589,ENSG00000171840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589530,589589,ENSG00000238370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590633,591269,ENSG00000255825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630858,664196,ENSG00000177406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752579,911452,ENSG00000060237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
781133,781258,ENSG00000221439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865288,867139,ENSG00000285704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911736,990053,ENSG00000002016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974133,991190,ENSG00000250132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990509,1495933,ENSG00000082805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380060,1391502,ENSG00000249028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385833,1386987,ENSG00000267285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500525,1504424,ENSG00000249628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529891,1647212,ENSG00000111186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1565993,1594581,ENSG00000171823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688574,1788674,ENSG00000006831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791963,1918666,ENSG00000151062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946053,2004535,ENSG00000151065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970772,2697950,ENSG00000151067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004666,2011392,ENSG00000203593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269776,2288937,ENSG00000256721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668500,2672220,ENSG00000256271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2676001,2691200,ENSG00000246627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695765,2812902,ENSG00000256150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740032,2746665,ENSG00000274659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752597,2753132,ENSG00000256902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761200,2775658,ENSG00000255669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781904,2782371,ENSG00000224438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786931,2794295,ENSG00000256030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794970,2805423,ENSG00000004478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796877,2812902,ENSG00000258325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797136,2803938,ENSG00000258092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2812622,2859791,ENSG00000111203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825348,2835544,ENSG00000053702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857680,2877174,ENSG00000111206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2876258,2889524,ENSG00000171792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877223,2941138,ENSG00000078246,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2885819,2886329,ENSG00000278356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959330,3040676,ENSG00000197905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3041437,3044950,ENSG00000250899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3071532,3072145,ENSG00000234589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3077355,3286564,ENSG00000011105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124777,3125063,ENSG00000278469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149797,3151476,ENSG00000256197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171657,3174056,ENSG00000275850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211663,3211917,ENSG00000227081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3296202,3366177,ENSG00000250770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300698,3318677,ENSG00000287712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3318718,3325343,ENSG00000236908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381349,3593973,ENSG00000111218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3606633,3764819,ENSG00000130038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610307,3612003,ENSG00000280202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752518,3757842,ENSG00000283138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791047,3873448,ENSG00000111224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3839459,3842525,ENSG00000118976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3871579,3910385,ENSG00000256862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4097451,4099519,ENSG00000256356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4247981,4276252,ENSG00000255920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269771,4305353,ENSG00000118971,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4273762,4405490,ENSG00000285901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4307763,4360028,ENSG00000078237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323724,4324811,ENSG00000213970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4487735,4538508,ENSG00000047621,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
4538798,4560047,ENSG00000111247,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
4562208,4615302,ENSG00000010219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4604944,4662643,ENSG00000272921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615508,4649051,ENSG00000111254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4635349,4636140,ENSG00000256799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4649095,4694317,ENSG00000139180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4649101,4774184,ENSG00000255639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4720400,4851927,ENSG00000130035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4804499,4830747,ENSG00000256988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4809334,4813318,ENSG00000151079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4909867,5026012,ENSG00000256654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4909905,4918256,ENSG00000111262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5088002,5092742,ENSG00000285523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5290480,5383653,ENSG00000256417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5315961,5319347,ENSG00000256146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5366048,5367774,ENSG00000256218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5388589,5406651,ENSG00000255983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5432108,5521536,ENSG00000185652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
