,107_31YR_F,108_31YR_F,109_32YR_M,110_32YR_F,111_33YR_M,112_33YR_M,114_37YR_F,115_37YR_F,117_37YR_M,118_39YR_M,155_22YR_M,156_25YR_F,157_29YR_M,158_24YR_M,159_23YR_M,160_26YR_F,162_21YR_M,16_24YR_F,17_25YR_M,18_25YR_F,19_26YR_M,20_26YR_F,21_28YR_M,22_29YR_M,23_29YR_M,24_30YR_M,25_30YR_F,26_30YR_M,27_30YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
15,0.005981294827733593,0.005773737739972733,0.0024441680166886774,0.0012313410783484913,0.003251730916860679,0.003957263022080041,0.004226912098955514,0.003247052452512552,0.003214412226578988,0.0030702185085702397,0.003812154742342246,0.005234145410740918,0.005619688186168236,0.0031782006286547562,0.0048412036001129945,0.0063576197230342975,0.0018975595092600359,0.0032019057003851016,0.0026427626530746875,0.003294037789261423,0.0020307166762092346,0.006971775531475205,0.007216421060140409,0.002060971018690645,0.002982024837994371,0.0030388495948271924,0.004603739884516797,0.003964559496245723,0.004063148053320495,10326527,10328949,ADM|AM|PAMP|-|11p15.4|protein-coding,1,0.003910676378784699
17,0.008452844201486912,0.0068478734574492365,0.004140469890820574,0.0045182499501852545,0.010465176118625219,0.00854547576595407,0.00907175692367297,0.006805700259584312,0.008694227817277259,0.00913693525731622,0.008533558508380829,0.011329749941575136,0.010785095120670683,0.011721782896327183,0.009680752812562426,0.006505101045814196,0.008884057437934991,0.009897194512358291,0.007516283987181133,0.008067526066469597,0.007012552884373281,0.006877127058604285,0.010113290097073527,0.0072344989167404256,0.007679093860236243,0.006203666527578623,0.008181248043319949,0.005589404945342822,0.009052328233876977,62283374,62313238,AHNAK|AHNAKRS|PM227|-|11q12.3|protein-coding,1,0.008191138708234229
31,0.0015946170908960305,0.0013211847345511063,0.001321139274610528,0.001689987131093488,0.0016333112424855832,0.0012827228667494932,0.001389183325723801,0.0015876435513017479,0.0016371616654721366,0.0014807134879186792,0.0019185572597316609,0.001907619844358416,0.001624669306615474,0.0018389579577212164,0.0015070437622760732,0.001166038547965157,0.0013924345131330687,0.0018270453812770364,0.0012418276258363337,0.0015696346297370016,0.001930518541568426,0.001431761707952545,0.0017316062607372357,0.0017746554822747312,0.001416826946956773,0.0020190324183647274,0.0016970658460678505,0.0012609938784254072,0.001810114945154088,71820633,71823344,ANAPC15|APC15|C11orf51|HSPC020|-|11q13.4|protein-coding,1,0.0015863472147226148
48,0.015337661565720669,0.016425330841273997,0.011477668503268892,0.008702034473906066,0.006401196269044239,0.009201921483911673,0.008353836266838176,0.015427572445213584,0.018330252538738937,0.020644264304203536,0.00621529264854446,0.008086001402196777,0.01093282552167954,0.011775242357874933,0.011424115512655444,0.016639600891862786,0.011800473678688863,0.011080487448561261,0.016761960397620942,0.011940436533366518,0.013107806186997367,0.011752893689389528,0.014814478400694317,0.012038886602631041,0.011406514256544526,0.011995422858347522,0.008906587737956334,0.013815535371904667,0.013226127144894488,129939716,130014706,APLP2|APLP-2|APPH|APPL2|CDEBP|-|11q24.3|protein-coding,1,0.012345600942570038
56,0.0037410764600013064,0.004089452492781729,0.003766156783539809,0.0033712377019482764,0.003909137932187243,0.004331525961780588,0.004040828527050277,0.0036958684301918333,0.004300024063429408,0.003682812284188151,0.003763379728144447,0.0035833014395661097,0.0038419031874351484,0.003971634077066114,0.003918779078448168,0.004063353644518619,0.003719515609091688,0.0035342953024376646,0.003696925138795818,0.0035981928165031646,0.004034679369025404,0.0031445694058482828,0.004201518222835166,0.003560162573801377,0.004444833499474039,0.0033946934042371115,0.003789925272761018,0.0032808881163765256,0.003874803297980062,118443102,118473747,ARCN1|COPD|SRMMD|-|11q23.3|protein-coding,1,0.0038050163386705023
59,0.0013117858463818457,0.0012097049645686873,0.0011497653925982042,0.001411631912365293,0.0019731834262317303,0.0016647564985078748,0.0016915234317466527,0.001744218215637453,0.0019470873233806737,0.0016158202377859966,0.0014814310043308075,0.0014420272920328805,0.0013041075714637258,0.0014604174504417723,0.001550523138059064,0.0014123608070449635,0.0016707945796024628,0.0016083495284738316,0.0013984611805717103,0.0019592937706532565,0.0018507738037219638,0.0015024203874478728,0.00195778222954055,0.0017432600144817972,0.0024949629121818104,0.0015314818547497652,0.001499918024196126,0.0013727549165482146,0.0016156104305676208,46698625,46722215,ARHGAP1|CDC42GAP|RHOGAP|RHOGAP1|p50rhoGAP|-|11p11.2|protein-coding,1,0.001606076142941883
67,0.002094623076853604,0.0013493623893455586,0.001378412935674391,0.0020401036146700394,0.0024006828645055725,0.002100829452812244,0.0017771163910242826,0.0017970062453277768,0.002076761161389249,0.0019127255588358826,0.002530974225002222,0.003206040510164798,0.0026853434647393045,0.0030102191205913825,0.0025609404035795984,0.002040785422935043,0.002267558699320575,0.0018986417152637943,0.001487866867120581,0.0017406896573671858,0.0021195831588329455,0.0013817962111537128,0.0015835646730827531,0.002214980396150517,0.0019941310611645328,0.002102339617365966,0.0016781725131384767,0.0012115499601413982,0.0018324609330758344,64781585,64789657,ARL2|ARFL2|-|11q13.1|protein-coding,1,0.0020163883551941107
80,0.001983053229025047,0.0018151948509006434,0.0020974857622864966,0.0022017066192992485,0.0021732572154712654,0.002097375811897651,0.002113410351154598,0.0021025740639366167,0.001954346418638151,0.0018167385682507046,0.0023430055331027616,0.002367432004181753,0.0022182379181450353,0.00236290820041054,0.0023419408366155696,0.0023117031981971852,0.0023267640055655704,0.0019385881677027577,0.001869577067701805,0.0017924039680460783,0.0018155563457933077,0.001831803427950826,0.0017211439577227846,0.001925511400635756,0.002255120322098222,0.002097285504521675,0.0019177940936928593,0.0015826306259804945,0.0018949127987162883,118272104,118280562,ATP5L|ATP5JG|-|11q23.3|protein-coding,1,0.002043774560953162
87,0.001324765922804671,0.0014489732563724364,0.0013269963000589011,0.0019324617173975048,0.002031382105683939,0.0021202815773753206,0.0015739873445805741,0.0020086292653351935,0.0020528155744360113,0.0020433130585334226,0.0012054207705580631,0.0015468872247680788,0.0018035248647105342,0.001733749737395245,0.0014392138680700286,0.0014242455807226219,0.001432433201284814,0.0015636621783827712,0.001457269289927885,0.0015125382867250115,0.001758145776860212,0.0014084471239931536,0.001967055634485177,0.002147783892705966,0.0012161302870980228,0.0013903950097574362,0.0017114653683516182,0.0015632241779909926,0.0018248174362011926,117156402,117166386,BACE1|ASP2|BACE|HSPC104|-|11q23.3|protein-coding,1,0.0016541384769850618
88,0.0011060789394479434,0.001098444989085445,0.0013407223062623405,0.001895319656489664,0.001111954403841903,0.001347072323202281,0.0010057743944161036,0.001331708724034211,0.001268267642842143,0.0016484906504716827,0.0012055088120999367,0.0013367157661334482,0.0013010954594876417,0.0011490695463876777,0.0012859762107325916,0.0012956697666500403,0.001358324646566518,0.0014936022464128963,0.0012238162860704204,0.0014864705301203568,0.001494226429258683,0.0009172918510087668,0.0006150407494813432,0.0012213625336225983,0.0012432767110730361,0.0014304424293287254,0.0012581703396803818,0.0007526763791944167,0.0009158707725673459,64037300,64052176,BAD|BBC2|BCL2L8|-|11q13.1|protein-coding,1,0.0012461531550334668
