,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,7.936829343155027e-09,5.08684359351831e-09,1.3359003528835693e-08,70722526,70809534,ENSG00000006432,0,8.79422548850301e-09
1,7.826198209469423e-07,7.492427070294332e-07,1.6369539158419026e-06,77274956,77320883,ENSG00000009830,0,1.056272147939426e-06
2,8.35621865290647e-07,5.114726335528344e-07,1.3724234277749754e-06,93237550,93333092,ENSG00000011114,0,9.065059755394857e-07
3,1.5595163933727253e-06,1.2030145980505403e-06,2.844979296009598e-06,93207241,93229215,ENSG00000012963,0,1.8691700958109545e-06
5,1.571884613566703e-06,1.400125447747484e-06,3.228990376163257e-06,76786009,76826246,ENSG00000013523,0,2.0670001458258146e-06
6,5.2741863462928425e-09,0.0,4.438667420512348e-09,91271323,91417844,ENSG00000015133,0,3.237617922268397e-09
7,7.860388090371918e-06,8.55622186417496e-06,1.4866351362676631e-05,60734742,60969965,ENSG00000020426,0,1.0427653772407838e-05
8,5.964917690110266e-06,5.295171587902122e-06,1.233415591424177e-05,54566117,54793315,ENSG00000020577,0,7.864748397418053e-06
9,7.468007770615021e-07,5.638179791972244e-07,1.4593866973290565e-06,78170373,79868291,ENSG00000021645,0,9.233351511959278e-07
10,4.2792523049247555e-07,4.1139643114407095e-07,5.426687143803251e-07,102317377,102342702,ENSG00000022976,0,4.606634586722905e-07
11,7.190624183055935e-06,5.67366684949675e-06,1.237953612531608e-05,61762420,61796428,ENSG00000023608,0,8.414609052622922e-06
12,1.2988654976241818e-07,1.8195288260393514e-07,2.123743765665944e-07,61187559,61550976,ENSG00000027075,0,1.7473793631098258e-07
14,2.758204152216007e-06,2.309107413668646e-06,6.1233832082992396e-06,58298504,58373887,ENSG00000032219,0,3.730231591394631e-06
16,2.8013268296692676e-08,2.356483807667935e-08,1.237713590227541e-07,99684298,99727301,ENSG00000036530,0,5.84498217987087e-08
17,6.582139061522642e-07,5.771045752127133e-07,1.3737756080692103e-06,89954939,90044764,ENSG00000042088,0,8.696980298113959e-07
18,1.3685339870464081e-06,1.4532006340433008e-06,3.0739693071641985e-06,88384924,88470350,ENSG00000042317,0,1.9652346427513025e-06
19,1.147274887993005e-05,1.0841316183008505e-05,2.01093405836454e-05,59484443,59505410,ENSG00000050130,0,1.4141135215527984e-05
20,9.590279586650192e-06,8.151958527789646e-06,2.0501236463668944e-05,89124871,89619149,ENSG00000053254,0,1.2747824859369593e-05
21,3.2771038078036423e-06,2.821437216549526e-06,6.041236005253294e-06,57268924,57298742,ENSG00000053770,0,4.046592343202154e-06
22,3.3702682589232853e-07,2.3449301208954514e-07,7.291066627500333e-07,63761899,64226433,ENSG00000054654,0,4.3354216691063567e-07
23,5.1446698765218935e-08,1.7456311136201767e-08,3.56560887316867e-08,67533290,67589612,ENSG00000054690,0,3.4853032877702467e-08
24,2.6561182481182284e-06,2.445958462949058e-06,4.716331342388306e-06,87837820,87993665,ENSG00000054983,0,3.2728026844851972e-06
25,2.1049116155414963e-07,2.3211979618487057e-07,4.1681371570129216e-07,77800109,77935014,ENSG00000063761,0,2.8647489114677075e-07
26,4.12107992352542e-06,3.0749572182386933e-06,7.176242388550975e-06,92044496,92106621,ENSG00000066427,0,4.7907598434383625e-06
28,1.5962269513796238e-06,1.294684869633004e-06,3.3228804785582685e-06,99737693,99942060,ENSG00000066629,0,2.071264099856965e-06
29,0.0,0.0,8.16383585423685e-09,104136454,104180894,ENSG00000066735,0,2.72127861807895e-09
30,5.017794722912907e-06,4.289210059982407e-06,1.0449867916193466e-05,96279195,96363341,ENSG00000066739,0,6.585624233029594e-06
31,4.429375257338489e-09,8.51657824471896e-09,7.455375873489608e-09,64746283,64879907,ENSG00000070182,0,6.800443125182352e-09
32,2.6833489160879294e-06,2.376761514848464e-06,4.776171646221913e-06,56488354,56650606,ENSG00000070269,0,3.278760692386102e-06
33,7.679793712306566e-06,6.350071835937283e-06,1.5712417446849377e-05,57200507,57268905,ENSG00000070367,0,9.914094331697742e-06
34,5.515535950406375e-06,4.287998274651738e-06,1.0714571519452299e-05,88465778,88555007,ENSG00000070778,0,6.839368581503471e-06
35,6.805036963395507e-08,1.4828962581650715e-07,3.5125629794585114e-07,76761468,76783015,ENSG00000071246,0,1.891987644654378e-07
39,1.587929480035182e-06,1.444347443403979e-06,3.845809218827486e-06,67727374,67816590,ENSG00000072121,0,2.292695380755549e-06
40,3.0065267876049423e-06,2.6168363809644494e-06,6.3712955316166504e-06,67240713,67336061,ENSG00000072415,0,3.9982195667286806e-06
42,6.011186358870072e-06,5.768371965296992e-06,1.1494993040416943e-05,103385377,103503831,ENSG00000075413,0,7.758183788194669e-06
43,6.973831106327161e-06,5.49629341936167e-06,1.290768434117579e-05,101761709,101927989,ENSG00000078304,0,8.459269622288207e-06
44,4.302371424300215e-06,4.11718803084049e-06,9.454012430284759e-06,73136418,73223691,ENSG00000080815,0,5.957857295141821e-06
45,1.1543252924208409e-06,1.2129705031459674e-06,2.490152733562218e-06,102224500,102305190,ENSG00000080823,0,1.6191495097096756e-06
47,2.1713134688599112e-06,1.7957061567895856e-06,4.323973105274546e-06,69191498,69244020,ENSG00000081177,0,2.763664243641348e-06
48,1.9081494341544026e-06,1.3103188024370474e-06,3.7671455693688404e-06,67619920,67651708,ENSG00000081181,0,2.328537935320097e-06
49,2.1479365964993862e-07,3.889830226384942e-07,7.23066957335076e-07,50237563,50312229,ENSG00000087299,0,4.4228121320783623e-07
50,1.5093043733249578e-06,1.3378549202328086e-06,2.924968010564337e-06,52430596,52552522,ENSG00000087301,0,1.924042434707368e-06
51,1.0221627492281305e-05,9.659547742567252e-06,1.8529162745996673e-05,51989514,52010694,ENSG00000087302,0,1.2803445993615078e-05
52,5.895462964565002e-06,5.342468658940125e-06,1.3383168166751438e-05,52004809,52069059,ENSG00000087303,0,8.207033263418854e-06
53,1.1638250485377172e-07,2.4351915472778754e-07,4.205897694052581e-07,103733195,103847575,ENSG00000088808,0,2.601638096622724e-07
54,4.635961440410292e-08,4.4568954289162145e-08,1.6906705319197204e-07,94026340,94048930,ENSG00000089723,0,8.666520729507903e-08
55,2.9734187265217445e-06,2.803667025356911e-06,6.972058075922451e-06,94048287,94081202,ENSG00000089737,0,4.249714609267035e-06
56,1.267438914075835e-06,1.0381582708128512e-06,2.3001869480395964e-06,64449106,64505213,ENSG00000089775,0,1.535261377642761e-06
57,5.476397461293871e-06,4.58897383104997e-06,1.1949184859983534e-05,102592649,102730561,ENSG00000089902,0,7.338185384109125e-06
58,1.8897750830639616e-06,1.5545805471794943e-06,3.802919465568793e-06,76151916,76254342,ENSG00000089916,0,2.4157583652707497e-06
59,6.947687467916726e-06,5.646754189444563e-06,1.5143574080465276e-05,96501433,96567116,ENSG00000090060,0,9.246005245942189e-06
60,2.6629406446316176e-06,1.885570402288081e-06,4.797534736159334e-06,99481169,99535044,ENSG00000090061,0,3.1153485943596772e-06
61,0.0,0.0,1.1772652113499911e-07,24505353,24508265,ENSG00000092009,0,3.924217371166637e-08
62,9.87114796602189e-06,1.0820226217718375e-05,2.0310409993613746e-05,24136163,24138967,ENSG00000092010,0,1.3667261392451339e-05
63,4.741807738835327e-06,3.971492257745476e-06,7.2388096194556846e-06,35085467,35122517,ENSG00000092020,0,5.317369872012163e-06
64,3.1748941278988822e-06,2.6179974645004994e-06,6.060736545408974e-06,22946228,22957161,ENSG00000092036,0,3.951209379269452e-06
65,0.0,0.0,0.0,23568038,23578790,ENSG00000092051,0,0.0
66,0.0,0.0,0.0,23117036,23120256,ENSG00000092067,0,0.0
67,3.4458635086717935e-07,3.417932674545366e-07,8.377722606560137e-07,23125295,23183674,ENSG00000092068,0,5.080506263259099e-07
68,1.7976767689731178e-06,1.9035694816882827e-06,3.7712734958971585e-06,20446401,20455089,ENSG00000092094,0,2.4908399155195196e-06
69,1.1796054819597641e-06,1.016220082562753e-06,3.003993886340384e-06,23346314,23352912,ENSG00000092096,0,1.7332731502876338e-06
