,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.00025799955673358476,0.0002619796581890693,0.0002191988235354215,99710868,99732127,ENSG00000014919,0,0.0002463926794860252
4,1.793687005123379e-05,1.9470619242320905e-05,1.2024480408596998e-05,99782640,99852594,ENSG00000023839,0,1.6477323234050564e-05
8,0.0001525185363731697,0.00014374211860393056,0.00015479239160804192,70098223,70132934,ENSG00000042286,0,0.00015035101552838073
9,0.00025735435454786974,0.0002551231548970448,0.0002009265504381066,1049538,1132384,ENSG00000047056,0,0.00023780135329434037
10,4.435953506242923e-05,4.622468551133216e-05,4.217387877178036e-05,10798397,11336675,ENSG00000048740,0,4.4252699781847244e-05
11,0.00015657484869669084,0.00012981283478970338,0.0001758212241722107,97356358,97426076,ENSG00000052749,0,0.00015406963588620164
12,0.0006126211009892539,0.0006227241077925137,0.0007144031467816897,100969458,100987515,ENSG00000055950,0,0.0006499161185211525
15,1.1755414881950592e-05,1.0089775967531938e-05,1.5761139456724747e-05,102402617,102421539,ENSG00000059915,0,1.2535443435402426e-05
16,0.0007871565819427903,0.0007590409446281487,0.0007323451883865323,68721012,68792377,ENSG00000060339,0,0.0007595142383191571
19,0.0001555643395495486,0.0001990982520990596,0.00017804162150873902,13161558,13211110,ENSG00000065328,0,0.00017756807105244907
21,0.0,3.046473265878912e-06,4.689896680985598e-06,104031286,104085880,ENSG00000065618,0,2.5787899822881696e-06
22,1.0621442544014867e-05,2.7170678059047663e-05,1.8162128109764692e-05,104268873,104304950,ENSG00000065621,0,1.8651416237609075e-05
23,0.00014743263779778534,0.0001377406281574647,0.00014543215699906932,12129637,12169961,ENSG00000065665,0,0.00014353514098477312
24,0.0,2.1539505919449915e-06,0.0,6427143,6580301,ENSG00000065675,0,7.179835306483305e-07
25,0.00017666893434961092,0.00015420048915234475,0.00016052614627047056,14518557,14774897,ENSG00000065809,0,0.0001637985232574754
26,3.3116106947304975e-05,2.574866036557379e-05,4.108021563687471e-05,121478332,121598458,ENSG00000066468,0,3.331499431658449e-05
27,0.0007394109993015507,0.0006555451970899718,0.0006314750815264712,3066333,3137718,ENSG00000067057,0,0.0006754770926393313
31,0.0,0.0,6.219203186221827e-07,49609095,49667942,ENSG00000070748,0,2.073067728740609e-07
32,0.00031016850325598836,0.0003558830775251692,0.00046505699394170654,58334979,58370751,ENSG00000072401,0,0.000377036191574288
34,1.718138852385816e-06,3.6433608974608245e-06,4.206582166020117e-06,69403903,69416918,ENSG00000075073,0,3.189360638622252e-06
35,0.00027823455125793197,0.000251014033640669,0.00024850407790977426,38094334,38150293,ENSG00000075407,0,0.00025925088760279176
36,3.1638529670383626e-06,5.36723000860346e-06,1.1361058972114947e-05,100486646,100519864,ENSG00000075826,0,6.63071398258559e-06
37,0.0,0.0,0.0,100735396,100829944,ENSG00000075891,0,0.0
38,0.0007736374920513488,0.0007425837091920114,0.0007847345106003859,103087185,103277605,ENSG00000076685,0,0.0007669852372812488
40,0.0001980896773198009,0.00019271323489446446,0.00021120540288466073,102394110,102402524,ENSG00000077150,0,0.00020066943836630872
41,0.0,0.0,0.0,22345445,22454224,ENSG00000077327,0,0.0
42,0.00036447882071907967,0.0002945652102152949,0.00030065404574550864,26438341,26567803,ENSG00000077420,0,0.0003198993588932944
44,5.637734318349253e-07,1.9924951240507923e-07,2.3005120196273353e-07,20779973,21293011,ENSG00000078114,0,3.3102471540091267e-07
45,0.00024909551207419073,0.0002464220888852993,0.00021989412738914786,21524646,21743630,ENSG00000078403,0,0.00023847057611621264
47,0.0,0.0,0.0,75094432,75109221,ENSG00000079393,0,0.0
48,0.0008091584809643624,0.0008697989550984765,0.0008323119121779159,13317428,13348298,ENSG00000086475,0,0.0008370897827469182
50,0.0,0.0,0.0,93612537,93666010,ENSG00000095464,0,0.0
51,0.0007218796093612799,0.0006830117777733838,0.0006025007871795195,100232298,100267680,ENSG00000095485,0,0.0006691307247713944
52,1.433581330546501e-05,5.404353422704393e-06,6.239803570563076e-06,100969504,100985871,ENSG00000095539,0,8.659990099577493e-06
54,0.00020476882423665284,0.00017210296650983393,0.00015630593852242858,122990807,123008812,ENSG00000095574,0,0.00017772590975630512
55,3.323546624083633e-05,1.261620359260577e-05,1.6575697230550716e-05,96364608,96513926,ENSG00000095587,0,2.0809122354664276e-05
56,0.0,0.0,0.0,93073475,93077885,ENSG00000095596,0,0.0
57,0.0,0.0,0.0,114179270,114232666,ENSG00000095627,0,0.0
58,5.9597501254987745e-05,6.124479420455982e-05,3.70398947080621e-05,95311771,95561414,ENSG00000095637,0,5.262739672253655e-05
59,0.0,0.0,0.0,97865000,98030828,ENSG00000095713,0,0.0
60,0.0003849209437452466,0.0004545701698725726,0.0004539686784883343,28677510,28682932,ENSG00000095739,0,0.0004311532640353845
61,0.0,0.0,0.0,25934229,26212532,ENSG00000095777,0,0.0
62,0.000584220223211382,0.0005307332099467188,0.0005413096318017944,28532493,28623112,ENSG00000095787,0,0.000552087688319965
63,0.00022816004063277954,0.00020299254915781204,0.0002293402884499418,35126791,35212958,ENSG00000095794,0,0.00022016429274684447
64,0.0004389001592558181,0.0004089792393132264,0.0004524527467480623,67884656,67918390,ENSG00000096717,0,0.0004334440484390356
65,0.00041112540501056526,0.000336832888741047,0.00034620022092174196,68331174,68343193,ENSG00000096746,0,0.000364719504891118
67,9.421534054976365e-05,6.243319712457701e-05,8.650157096385124e-05,114431112,114768061,ENSG00000099204,0,8.105003621273063e-05
70,2.0001600939288457e-05,1.1781651915407761e-05,1.6323549725668096e-05,38356380,38378505,ENSG00000099251,0,1.603560086012144e-05
72,3.219420256784569e-05,1.3386018732342256e-05,3.400175096749615e-05,69451465,69507666,ENSG00000099282,0,2.652732408922803e-05
73,0.00015071599673168544,0.00014877811475126715,8.906980396955477e-05,70052544,70112282,ENSG00000099284,0,0.0001295213051508358
74,0.0007527685024787318,0.0007424494839036321,0.0006730792164833271,50067888,50133509,ENSG00000099290,0,0.0007227657342885637
75,0.0,0.0,0.0,92216332,92216793,ENSG00000105988,0,0.0
77,0.0001391866464133994,0.00010009405149216114,0.00012346947279963326,96043394,96060870,ENSG00000107443,0,0.00012091672356839794
78,0.0,0.0,1.2064814000976363e-06,8045378,8075198,ENSG00000107485,0,4.021604666992121e-07
79,5.042082803542054e-06,4.9895419474230236e-06,6.9953386033593395e-06,115093365,115948999,ENSG00000107518,0,5.675654451441472e-06
80,0.00030116728526303804,0.00023229123611566104,0.00023419259172515567,98410939,98446963,ENSG00000107521,0,0.0002558837043679516
81,0.0003255753623808623,0.0003215522258928307,0.00031181025261739856,13277796,13302412,ENSG00000107537,0,0.0003196459469636972
82,4.97751050326975e-05,2.3580203980420074e-05,3.4139823572451555e-05,44959407,44995891,ENSG00000107551,0,3.583171086185638e-05
83,0.0004400022328188626,0.000385003121896975,0.0003595738229738113,99875577,100009947,ENSG00000107554,0,0.00039485972589654964
