,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.002237039329900126,0.002087569933566995,0.0022375806839258767,134465,254637,ENSG00000015171,1,0.0021873966491309997
2,0.0015710436981924557,0.0014773647297605806,0.0017074439882960124,124942123,124988189,ENSG00000019995,1,0.001585284138749683
3,0.0014088169048947804,0.0013522255305350556,0.0014219683580085367,112424428,112447572,ENSG00000023041,1,0.0013943369311461243
5,0.07207812032581076,0.0688734810941274,0.07486042024506792,17228241,17237593,ENSG00000026025,1,0.07193734055500203
6,0.002448590121447753,0.002348290635792705,0.002435639860587621,88953813,89029605,ENSG00000026103,1,0.002410840205942693
7,0.007452281733489368,0.007358892099324095,0.008029538049495818,73995193,74121363,ENSG00000035403,1,0.007613570627436427
13,0.014308265067055143,0.013700228792245297,0.013699755934651763,5765223,5842132,ENSG00000057608,1,0.013902749931317399
14,0.0037058956379135547,0.003977764522333863,0.003980589617487458,95605941,95656711,ENSG00000059573,1,0.003888083259244959
17,0.0014096941102905453,0.0013773041838431013,0.0015601669229313704,86435256,86521792,ENSG00000062650,1,0.0014490550723550058
18,0.013982295801703827,0.013625173228767246,0.013137201717352318,124397303,124418976,ENSG00000065154,1,0.01358155691594113
20,0.0014427446714492024,0.001621952210330804,0.0017625412500047691,103967140,104029233,ENSG00000065613,1,0.0016090793772615918
28,0.0012476530064122404,0.0011690084236747876,0.0011112250417589665,1039152,1049119,ENSG00000067064,1,0.0011759621572819982
29,0.0011559945105203558,0.0011065302775598424,0.0012951773322971755,3775996,3785281,ENSG00000067082,1,0.001185900706792458
30,0.001584183566122339,0.0015067550299010142,0.0015255537415052654,132537787,132783480,ENSG00000068383,1,0.0015388307791762061
33,0.004342934922904982,0.004339271418526695,0.004431862258352252,60869438,61001440,ENSG00000072422,1,0.004371356199927976
38,0.0009888461407974356,0.0010168172270831144,0.0010688428578599508,103087185,103277605,ENSG00000076685,1,0.001024835408580167
39,0.0034659882022482088,0.003716249851112876,0.00394259448152832,96518110,96587452,ENSG00000077147,1,0.0037082775116298017
43,0.005991972874274035,0.006151756197396046,0.006463766234350972,15513954,15719922,ENSG00000077943,1,0.006202498435340351
46,0.00809932981780046,0.00801468683907666,0.007811660422133125,70147289,70170523,ENSG00000079332,1,0.007975225693003416
49,0.0021117993505790876,0.0020360312815982692,0.0020492433719323092,125836337,125896436,ENSG00000089876,1,0.002065691334703222
53,0.0017836858859515154,0.0019575799646832596,0.0017305506549481879,91923770,92031437,ENSG00000095564,1,0.0018239388351943208
66,0.0022684754584890647,0.0021599839523846576,0.0022541335647731867,100347233,100364826,ENSG00000099194,1,0.002227530991882303
68,0.0017575372234517488,0.0018406296259964531,0.001911298337953026,27504174,27543207,ENSG00000099246,1,0.0018364883958004094
69,0.0028962986633332835,0.0028389612821593142,0.0030648521748349827,33177492,33336262,ENSG00000099250,1,0.00293337070677586
74,0.0010583677409638681,0.0010555892880590727,0.0011250978994929665,50067888,50133509,ENSG00000099290,1,0.001079684976171969
76,0.004052851407679883,0.003699070343189864,0.003994614377829291,95237572,95291012,ENSG00000107438,1,0.003915512042899679
84,0.002356513551830578,0.002363305471940144,0.002536831381687161,118004916,118046941,ENSG00000107560,1,0.0024188834684859607
85,0.005199438970900225,0.005114508222804787,0.004838203307287222,44370165,44386493,ENSG00000107562,1,0.005050716833664078
86,0.0013364051777638572,0.0014806485530455687,0.001546455843710767,100150094,100186033,ENSG00000107566,1,0.001454503191506731
87,0.003943350225891433,0.003947948392432145,0.004659797945794135,119033670,119080823,ENSG00000107581,1,0.004183698854705904
91,0.003429230645863485,0.003217377323114694,0.0032607916060992154,68901286,68946847,ENSG00000107625,1,0.003302466525025798
94,0.00109133284533045,0.0009986292381158164,0.0011573688299091698,121709393,121928801,ENSG00000107669,1,0.0010824436377851454
100,0.001940086416621511,0.0019366346224466923,0.001961178974202611,71747556,71773520,ENSG00000107738,1,0.0019459666710902714
102,0.0020238809760254493,0.00198157133659229,0.0017679866450930793,72367340,72626131,ENSG00000107745,1,0.001924479652570273
103,0.002862799124903546,0.0029502885742464626,0.0031780281795313354,73436433,73496024,ENSG00000107758,1,0.0029970386262271145
104,0.002569641599621785,0.002463696412937933,0.0028062796101303543,84328586,84518521,ENSG00000107771,1,0.0026132058742300243
105,0.0020903515471961676,0.0021334488438554426,0.0021683414061673175,86756601,86932825,ENSG00000107779,1,0.002130713932406309
106,0.0020753059601172404,0.002002840056724218,0.002094976227870844,87504875,87553461,ENSG00000107789,1,0.002057707414904101
107,0.06264062157768956,0.06016968814566878,0.05765921353514803,88935074,88991339,ENSG00000107796,1,0.06015650775283546
108,0.002128459999834608,0.0021342651828644764,0.0022558950817216606,89213569,89414557,ENSG00000107798,1,0.002172873421473582
111,0.001043808064757967,0.0010307298189295856,0.0009847716274648765,100996618,101007836,ENSG00000107816,1,0.0010197698370508098
112,0.0013945858902017732,0.001544245166383262,0.0014855159793309982,101031234,101041241,ENSG00000107819,1,0.0014747823453053444
116,0.003039681706955252,0.0024802415571521233,0.0026697356527961365,101781325,101783446,ENSG00000107833,1,0.002729886305634504
117,0.003245333147684764,0.0032818601547825294,0.003552809559429714,91798426,91865475,ENSG00000107854,1,0.0033600009539656688
120,0.002067417845347669,0.0021148671326564304,0.0022378345018781018,24583609,24723887,ENSG00000107863,1,0.0021400398266274005
123,0.0014590441881069632,0.0016737545262768775,0.0015796017333804056,102423245,102432584,ENSG00000107874,1,0.0015708001492547488
126,0.0012047964090322002,0.0010454649722984437,0.0012654302396814085,27168135,27243046,ENSG00000107897,1,0.0011718972070040175
134,0.0032686380125442754,0.0037513805242130045,0.003808597810877492,103594027,103855584,ENSG00000107957,1,0.003609538782544924
138,0.024828698754739725,0.02545410898169661,0.02580685014854468,52314281,52318042,ENSG00000107984,1,0.02536321929499367
140,0.0013667289937120783,0.0012691816529590502,0.0012058518013514884,130136391,130184521,ENSG00000108010,1,0.0012805874826742056
142,0.0016144790358209417,0.0016350820787923678,0.00157289168659821,5684731,5763779,ENSG00000108021,1,0.0016074842670705065
143,0.001950093254467294,0.00188485302373731,0.001734268030339876,109864766,109923553,ENSG00000108039,1,0.0018564047695148267
145,0.0045768020948782585,0.004508751892279323,0.005072681932606336,110919367,111017307,ENSG00000108061,1,0.004719411973254639
147,0.0024647449334860645,0.0023446460001358524,0.00264000133311503,59788747,59906556,ENSG00000108091,1,0.0024831307555789823
148,0.002100473546191102,0.001962020913558325,0.0020699992939570023,35008504,35127006,ENSG00000108094,1,0.00204416458456881
149,0.0017573924253506848,0.001753028568876477,0.0017356676808148004,35247025,35572669,ENSG00000108100,1,0.0017486962250139874
158,0.0024852923088361004,0.0023116069399713376,0.0025037232952061454,92451684,92574096,ENSG00000119912,1,0.002433540848004528
165,0.009521943903482735,0.008595280939918104,0.008255888059991686,91628442,91633071,ENSG00000119938,1,0.008791037634464175
172,0.001278603310065638,0.0011398394088559134,0.001147684468675756,95659823,95694143,ENSG00000119977,1,0.0011887090625324356
173,0.0018778683585434625,0.0016619760732017152,0.0017373824390650892,119104086,119137984,ENSG00000119979,1,0.0017590756236034223
174,0.0014097722819127855,0.0013440374688302608,0.0013492764970606847,97677424,97687241,ENSG00000119986,1,0.001367695415934577
175,0.001348842705366379,0.001318052995459194,0.0013975003614600649,120851305,120909524,ENSG00000120008,1,0.001354798687428546
179,0.0013166729432335588,0.0012475595317293898,0.0013191924272216312,99396870,99430624,ENSG00000120053,1,0.00129447496739486
