,WT_1_1,WT_2_1,WT_3_1,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.002640165059254664,0.0026479625519977104,0.002358747148977866,134465,254637,ENSG00000015171,1,0.0025489582534100803
2,0.0012433714755903482,0.0012589657349810594,0.001212147977512116,124942123,124988189,ENSG00000019995,1,0.0012381617293611745
3,0.0016715907062281631,0.0015702492044565287,0.0015828496249261897,112424428,112447572,ENSG00000023041,1,0.001608229845203627
5,0.08213208575949099,0.09548345039001196,0.08982696201322157,17228241,17237593,ENSG00000026025,1,0.08914749938757484
6,0.0012475280711781343,0.0011042656606169879,0.001159875981581163,88953813,89029605,ENSG00000026103,1,0.0011705565711254285
7,0.0031793664457981986,0.003868291860001834,0.003497296152533452,73995193,74121363,ENSG00000035403,1,0.003514984819444495
12,0.0009795381173440855,0.001066036495571389,0.001096807935078144,100969458,100987515,ENSG00000055950,1,0.0010474608493312061
13,0.01679538400822632,0.0148581073478725,0.016580974670631934,5765223,5842132,ENSG00000057608,1,0.016078155342243588
14,0.002021160979429822,0.0022464135310791256,0.0020610514465832933,95605941,95656711,ENSG00000059573,1,0.0021095419856974134
16,0.0011628008387832617,0.001158147362795364,0.0011020748618690622,68721012,68792377,ENSG00000060339,1,0.001141007687815896
17,0.0016061061935679064,0.001758001762389958,0.0015947686012525197,86435256,86521792,ENSG00000062650,1,0.0016529588524034613
18,0.011436007515815975,0.010027011289832735,0.010968647376463693,124397303,124418976,ENSG00000065154,1,0.010810555394037467
20,0.0024855807952535868,0.0026374119716473157,0.0024782419994684272,103967140,104029233,ENSG00000065613,1,0.0025337449221231097
25,0.0009062468796669469,0.0009107035042272356,0.0008870189510185228,14518557,14774897,ENSG00000065809,1,0.0009013231116375684
27,0.0008856698860632043,0.0011934342971296578,0.0011738299672803306,3066333,3137718,ENSG00000067057,1,0.0010843113834910643
28,0.0014965253457496354,0.0014463961446718203,0.0015326610276266816,1039152,1049119,ENSG00000067064,1,0.001491860839349379
29,0.0015854487761523962,0.0018313766496306457,0.0016650323043652345,3775996,3785281,ENSG00000067082,1,0.001693952576716092
30,0.0026824474074989037,0.0028852553142910543,0.002891970959121219,132537787,132783480,ENSG00000068383,1,0.0028198912269703923
33,0.0009166281604573525,0.0008391573740441667,0.0008870997085819026,60869438,61001440,ENSG00000072422,1,0.0008809617476944739
38,0.0008674714422934093,0.000872502581104373,0.0008928909116082542,103087185,103277605,ENSG00000076685,1,0.0008776216450020122
39,0.0038598111458803255,0.0038038898280711745,0.003503923242491572,96518110,96587452,ENSG00000077147,1,0.0037225414054810244
43,0.004576180391699718,0.004625738449818593,0.004452560564709679,15513954,15719922,ENSG00000077943,1,0.00455149313540933
46,0.003857572820704214,0.0036027195699224967,0.003713622272640888,70147289,70170523,ENSG00000079332,1,0.003724638221089199
