,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.002277763575735319,0.002224994557124759,0.0019712800412687464,134465,254637,ENSG00000015171,1,0.002158012724709608
2,0.0010048561880038943,0.0011109508925446438,0.0009358021124228726,124942123,124988189,ENSG00000019995,1,0.0010172030643238036
3,0.001146241389937901,0.0014402615213155764,0.0014261061245412518,112424428,112447572,ENSG00000023041,1,0.0013375363452649096
5,0.10273765425867255,0.07925876786682051,0.09729239444581098,17228241,17237593,ENSG00000026025,1,0.09309627219043466
6,0.0022403953145620895,0.0017688451340991847,0.0019221365126954454,88953813,89029605,ENSG00000026103,1,0.001977125653785573
7,0.0047356430842708085,0.004527180771818091,0.0052028597772176615,73995193,74121363,ENSG00000035403,1,0.00482189454443552
12,0.0008486629613094394,0.0008638052086086088,0.0008486571023965438,100969458,100987515,ENSG00000055950,1,0.000853708424104864
13,0.016132247553308547,0.017283512515274966,0.01645225068368731,5765223,5842132,ENSG00000057608,1,0.016622670250756942
14,0.0021264475183773277,0.0024198040521146063,0.003254667153292139,95605941,95656711,ENSG00000059573,1,0.002600306241261358
16,0.0009643343694964426,0.0010914475052058656,0.0009151823974683705,68721012,68792377,ENSG00000060339,1,0.0009903214240568929
17,0.0013548576007929634,0.0015855761369499752,0.001423791362864,86435256,86521792,ENSG00000062650,1,0.0014547417002023129
18,0.011699077226715463,0.013790949587632013,0.014110714275762569,124397303,124418976,ENSG00000065154,1,0.013200247030036681
20,0.001869575426978665,0.002024224452792183,0.0017069394984952494,103967140,104029233,ENSG00000065613,1,0.0018669131260886992
27,0.0008397455438187227,0.0010431365378588344,0.0010799103690909608,3066333,3137718,ENSG00000067057,1,0.000987597483589506
28,0.0023877573562324375,0.002074683806084227,0.0025063603918954232,1039152,1049119,ENSG00000067064,1,0.0023229338514040294
29,0.0018766493184369844,0.0020906919422904635,0.0022587123170513023,3775996,3785281,ENSG00000067082,1,0.0020753511925929165
30,0.0015916998725907722,0.002700993235991649,0.001693294866834194,132537787,132783480,ENSG00000068383,1,0.0019953293251388717
33,0.0008565248872534938,0.0009921918134158767,0.000845993395259344,60869438,61001440,ENSG00000072422,1,0.0008982366986429049
38,0.0008861841170209423,0.0009749913698118934,0.0007774248296515522,103087185,103277605,ENSG00000076685,1,0.0008795334388281293
39,0.00350382840928083,0.0039318534395618105,0.002960685840167896,96518110,96587452,ENSG00000077147,1,0.0034654558963368456
43,0.003110380152737215,0.0017272040210351827,0.0013894368859107803,15513954,15719922,ENSG00000077943,1,0.0020756736865610594
46,0.004801761393983342,0.00568991641163281,0.005037936209757597,70147289,70170523,ENSG00000079332,1,0.005176538005124583
48,0.000971332807183842,0.0012775100111577808,0.0010192516010252915,13317428,13348298,ENSG00000086475,1,0.0010893648064556382
49,0.0011654385109604675,0.0015020403070717676,0.0012714856384300058,125836337,125896436,ENSG00000089876,1,0.0013129881521540803
51,0.0010354688033318681,0.001068132496474316,0.0009802082704185053,100232298,100267680,ENSG00000095485,1,0.0010279365234082299
53,0.001220477558126558,0.0013133247181083912,0.001230495426562001,91923770,92031437,ENSG00000095564,1,0.0012547659009323165
66,0.0015806316352067887,0.0012787138375772696,0.0014345999535000926,100347233,100364826,ENSG00000099194,1,0.001431315142094717
