,101_19YR_F,102_19YR_M,103_19YR_M,104_19YR_M,105_20YR_M,106_20YR_F,14_1YR_M,15_12YR_M,79_1YR_M,80_2YR_F,81_3YR_M,82_3YR_M,83_5YR_M,84_6YR_M,85_7YR_M,86_7YR_M,87_8YR_M,88_8YR_M,89_9YR_F,90_10YR_M,91_10YR_M,92_11YR_F,93_11YR_F,94_12YR_M,95_13YR_M,97_16YR_F,98_17YR_M,99_17YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
36,0.0016405344573511991,0.002227832365105549,0.002072712893480302,0.0021715266095398635,0.002179722106453079,0.0022032579674129975,0.0016714000393877803,0.0018293803879736634,0.0018499661843888939,0.0018898949543907305,0.0024972204019607907,0.0023533841075589726,0.0014367787231036597,0.0023832035644032914,0.0019986647672829176,0.0021187867169100167,0.0019300353180258078,0.0017615548971814748,0.001763902297442575,0.0017324335223791447,0.0022804373579580752,0.0023885094152633368,0.002673505102415864,0.0022591622286518265,0.0021300572932331334,0.0021895641289967015,0.0018924819423887756,0.0017087273438714952,121746048,121792012,ANAPC5|APC5|-|12q24.31|protein-coding,0,0.002044094181946854
39,0.0023056815104247445,0.002197135958306438,0.002761019330319276,0.0019688572947128328,0.0027917692460616463,0.0032382450846928806,0.0022334245115951455,0.002105460588992814,0.002343186080168884,0.0027695166255528856,0.0024470731800719566,0.002167237955624759,0.0010514392979925858,0.0021508738305787557,0.0021043484408250933,0.0021720971475284816,0.001392929445431202,0.0014934268554591984,0.0020634742492311856,0.0017900827983867204,0.0019814675847557085,0.0016293166328010173,0.002491639636245162,0.003421564662188308,0.002002841201574762,0.002479421767672324,0.001668096722688067,0.002879797731502616,110437235,110477235,ANKRD13A|ANKRD13|NY-REN-25|-|12q24.11|protein-coding,0,0.002217908048978052
50,0.0023249845564409168,0.001966578211288819,0.0025406130023671106,0.002459340444022331,0.001724198189591901,0.0024083591893087944,0.0017934364703975916,0.0028524409036181303,0.0024054259299622805,0.0026928298097747693,0.002559348188806002,0.0021851958997278435,0.0008093467073901139,0.002000764963028289,0.002054734499060384,0.0018129008126552036,0.001480457433559501,0.0012635789654198315,0.0025873065455514622,0.0018095785749707666,0.002254160464917198,0.002304051538485744,0.002953566887024538,0.0021178777910909607,0.0022004797333584477,0.0016666122549559383,0.0020847287490580544,0.0023877715850887183,105567075,105630008,APPL2|DIP13B|-|12q23.3|protein-coding,0,0.0021321667250329152
53,0.0020728777973087692,0.0020663176265270505,0.0020060872635128727,0.0019759770540883734,0.0019083901332871342,0.002156127740228814,0.002110534977257758,0.0019437777470608301,0.0016450693013935465,0.0017867892826185072,0.001955270988612687,0.001712258700177203,0.0015499784564795777,0.0017284834408419795,0.0016669885927385994,0.00197464950555441,0.0020320920377877075,0.001875852667418995,0.002007100182179137,0.001743901626252113,0.0017067036194284356,0.001563686100611208,0.0019969343072606016,0.0017804524092491678,0.0016770583015103232,0.0017107410745888642,0.0017440104996669606,0.0018518403322982458,49329992,49351252,ARF3|-|-|12q13.12|protein-coding,0,0.0018553554202121385
59,0.0026584334536691205,0.0022638839082932895,0.002761589592487328,0.002812792608090261,0.002525980412236696,0.0025347268246840742,0.0029032385892417954,0.002750376864367456,0.003057790236372936,0.002980416639785706,0.0029950556636302358,0.0032589648111851725,0.0026280332925228416,0.0024337977195896835,0.0028667692712206106,0.0035575625432606355,0.0027652849876749624,0.002694847537502965,0.002866306348401702,0.0030501186573832074,0.002626222285428673,0.00410878068459407,0.003010985988957603,0.0030234036374632072,0.0024959248656277397,0.0026389679703159212,0.0032519623492472225,0.003227787838807258,123464607,123467460,ARL6IP4|SFRS20|SR-25|SRp25|SRrp37|-|12q24.31|protein-coding,0,0.0028839287707872275
62,0.005799667511765991,0.004553395969303593,0.004532396189831341,0.004518413867808794,0.004727217415453971,0.005798987428366864,0.004519016291671591,0.0049397040282484215,0.0046679475160611794,0.004782894935861465,0.005525094256025101,0.005311665033774337,0.004742922359295033,0.005547591183949149,0.005155187428520557,0.005090843223889442,0.004377872599482697,0.004462497202564161,0.00549160757988004,0.004624865751509037,0.005583731902167459,0.004408780719950585,0.005692352313495608,0.0049523621003477805,0.005418772588767718,0.00570483731175162,0.005649429594239951,0.00617689463677454,110872695,110888216,ARPC3|ARC21|p21-Arc|-|12q24.11|protein-coding,0,0.00509846246216993
70,0.001583253790568325,0.001410313418919888,0.0014713714372692843,0.0015152896101107607,0.0013361784357223197,0.0013582116199414816,0.0014873003412967827,0.0013696035326351277,0.0013363019405972984,0.0017975642085273666,0.0014125513960888162,0.0016440006439843837,0.0014932739689659479,0.0013878418769152775,0.0014142962194614733,0.001790962185769196,0.0016719725323660517,0.001679943450572873,0.0015727726811430541,0.001891178544836118,0.0015709612458543777,0.0019772247468738654,0.0015152850430870824,0.0014047894961409025,0.0014376473217194115,0.0014819813314342724,0.0017166144177298396,0.0013889504813408315,52463758,52471279,ATG101|C12orf44|-|12q13.13|protein-coding,0,0.0015399155685668715
73,0.0019991670960098043,0.002263166702526955,0.002166140845346183,0.0021977136697088036,0.001977303568992543,0.002414542455265903,0.003985400160272522,0.002521535605363551,0.002489058151969434,0.0023480321806912696,0.0025725268102580164,0.0018877283629556026,0.0022360818312293666,0.0021600571632419342,0.0019972301472800822,0.0018453111312698388,0.002477504341855569,0.0019026529480955794,0.0019294363330862154,0.0030361363922765503,0.001955535872575795,0.0014794492020564765,0.0014430169660344175,0.0018789626592916064,0.0019560476209282834,0.0018762356761171507,0.0013269042401875424,0.001929777916012421,110719032,110788897,ATP2A2|ATP2B|DAR|DD|SERCA2|-|12q24.11|protein-coding,0,0.002151880573246408
76,0.011781008110107447,0.011189892180066462,0.01276094662189285,0.012528582054568471,0.012783559762746118,0.012702626770463703,0.012227402028654117,0.009886994211717025,0.013632340716271032,0.01236406968861411,0.012706073739949432,0.013702492080189279,0.010267153044700378,0.012416595277698617,0.013956461594246189,0.011818429173544663,0.010991849076754986,0.010939523914303723,0.011569840352549222,0.012985201691086598,0.012105751679650069,0.013009960284025962,0.012915298365789836,0.012175829871316818,0.013010682944925517,0.012447324391737019,0.012807650065869154,0.012864396831528202,57031959,57039852,ATP5B|ATPMB|ATPSB|HEL-S-271|-|12q13.3|protein-coding,0,0.01230528344732025
77,0.003939482347072628,0.0031260130531449476,0.003798516301395531,0.0041640839251877145,0.003921958986781773,0.0034976674430711283,0.005328440728876126,0.004399690782728326,0.004580894163237568,0.0031474054496870244,0.003974338485618081,0.00398947789555767,0.004034513824512208,0.0036039860298337297,0.00523955105479838,0.004046010709511636,0.0037457711738991648,0.002936676238374387,0.004412247525212345,0.0033818556159547265,0.0041999881257783825,0.004174455412428451,0.00403657665751225,0.0033909190862822483,0.004203531906892843,0.0035522085897831033,0.004829553506973908,0.0041310129979582515,54058944,54070109,ATP5G2|ATP5A|-|12q13.13|protein-coding,0,0.0039923867149308755
