,120_51YR_M,121_52YR_M,122_55YR_M,123_57YR_M,124_60YR_M,28_43YR_F,29_44YR_M,30_41YR_M,31_47YR_M,32_50YR_F,33_46YR_M,34_50YR_M,35_42YR_F,36_47YR_M,37_41YR_F,38_43YR_M,39_44YR_M,40_45YR_M,41_46YR_M,42_46YR_M,43_47YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
0,1.1116562127101506e-05,1.3725720880462977e-05,0.0,1.282734568766017e-05,4.612249204801783e-05,1.059208146581697e-05,2.6226959615977365e-05,2.9898977335379223e-06,5.5596609533428624e-06,1.5098330285290984e-05,0.0,1.637082420599697e-05,4.107950362814176e-06,0.0,8.762014912949382e-06,4.359246771977765e-06,0.0,1.591174166059937e-05,1.713263479627584e-05,3.8497674315343656e-05,3.86984605701129e-05,45225639,45232448,AATBC|-|-|21q22.3|ncRNA,0,1.3719028494918031e-05
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.346149240479341e-06,0.0,0.0,0.0,0.0,2.3618205101437826e-06,5.1256239165712446e-06,43636187,43717354,ABCG1|ABC8|WHITE1|-|21q22.3|protein-coding,0,8.015996984378271e-07
3,0.003268269265367843,0.0009554782433318207,0.002229658479795594,0.0012995861797674528,0.0007591961280997466,0.0017572263151790354,0.002066684417739016,0.002939667451614486,0.0006034548659774232,0.00288056867379158,0.004196942742370493,0.0009242293253944467,0.0007969423703859501,0.0026448359489924037,0.001262022214628476,0.0005799874038526607,0.001139213516676149,0.0013813664867351767,0.002688242189034112,0.0013020716472422673,0.00043721572008352717,28290231,28339439,ADAMTS5|ADAM-TS 11|ADAM-TS 5|ADAM-TS5|ADAMTS-11|ADAMTS-5|ADAMTS11|ADMP-2|-|21q21.3|protein-coding,0,0.0017196599802885553
4,0.0010089742835887657,0.0019244020907914418,0.00988026097753961,0.002918849935397966,0.004188519547641216,0.001968273538385438,0.0020434548249362934,0.002984515917617554,0.0021020151454430474,0.011123935768490557,0.004675426751913378,0.0020039814807458643,0.0020459646781996,0.004908769351324245,0.004484399232447494,0.0006084262994603252,0.0006815957509180352,0.0010715421455437918,0.003945514004083893,0.0009319743733027366,0.0019244154994766738,46494966,46646478,ADARB1|ADAR2|DRABA2|DRADA2|RED1|-|21q22.3|protein-coding,0,0.0032107243617737103
5,0.003059394913821778,0.002209280828249214,0.003209933059056333,0.002021187253843865,0.003411405329105549,0.0020402996923529937,0.0028377570304487514,0.002367102035641973,0.00185020883476456,0.0029936455303963124,0.0028897244282993307,0.0019577579771054023,0.0019005432353559784,0.0025819934412941964,0.0025328064441699017,0.0018626438707122137,0.0018919552158214534,0.001760747870042896,0.0023566598109769584,0.0019376375465219593,0.0019110888772935885,45345279,45407475,AGPAT3|LPAAT-GAMMA1|LPAAT3|-|21q22.3|protein-coding,0,0.0023611320583464385
6,0.0,0.0,0.0,6.287914552774593e-06,6.304513301527617e-06,1.0856883502462395e-05,5.245391923195473e-06,0.0,0.0,0.0,8.931701511467188e-06,0.0,3.3274397938794825e-05,0.0,0.0,4.566829951595754e-06,2.7887455015009817e-05,6.364696664239748e-06,0.0,1.487946921390583e-05,0.0,45705721,45718102,AIRE|AIRE1|APECED|APS1|APSI|PGA1|-|21q22.3|protein-coding,0,5.93329778928444e-06
7,0.0,0.0,2.084134689215298e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49083751451406e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15316096,15352765,ANKRD20A11P|C21orf81|-|21q11.2|pseudo,0,2.654748668442551e-06
11,0.0,1.176490361182541e-05,1.6819332579632226e-05,0.00013028558953348957,0.00032617560923166566,0.00012816418573638534,0.00014287448476513382,0.00012079186843493207,9.683076160405485e-05,0.0002557078916402473,0.00010654243945821576,0.0002588034709036286,0.00013412457934588285,0.00018435939758402618,8.061053719913433e-05,3.798772187009195e-05,9.44220917831041e-06,7.614904937572556e-05,7.274780313495588e-05,3.519112560114236e-05,0.00013198481585170954,40977534,40984749,B3GALT5-AS1|C21orf88|-|21q22.2|ncRNA,0,0.0001122551322209614
12,1.3164349887357046e-05,1.820758892306313e-05,1.718497024440684e-05,5.5836681228638385e-05,0.00010319492825132047,0.00015093716088789182,2.7725643022604645e-05,6.757168877795705e-05,7.968847366458103e-05,5.268353546356854e-05,3.126095529013516e-05,0.00010448437802062772,6.552180828688611e-05,0.00013466251649615825,1.0514417895539258e-05,1.1832241238225362e-05,4.830897719135559e-06,4.500749783998107e-05,7.3802119122419e-06,3.637203585621425e-05,6.791451689456899e-05,40984867,41034816,"B3GALT5|B3GalT-V|B3GalTx|B3T5|GLCT5|beta-1,3-GalTase 5|beta-3-Gx-T5|beta3Gal-T5|-|21q22.2|protein-coding",0,5.2665547514338214e-05
13,0.0013067811321516426,0.0010697658784181246,0.0012749785370690778,0.0011491792636650845,0.0013952883385749278,0.0007941413078996274,0.0010590696073499433,0.0013245246959572995,0.0010491543524037427,0.0014324139306832444,0.001101789179307417,0.0011418649883682887,0.0010202094726049005,0.0014117120479347255,0.0013873190278836521,0.0007703411795623564,0.0005465502010422003,0.001014714496755937,0.0009902662912247436,0.0008915872425792778,0.0014643907529644047,42539728,42654461,BACE2|AEPLC|ALP56|ASP1|ASP21|BAE2|CDA13|CEAP1|DRAP|-|21q22.2-q22.3|protein-coding,0,0.0011236210440190772
14,0.0,0.0,0.0,0.0,0.0,3.071703625086921e-05,0.0,0.0,1.621567778058335e-05,2.1523151683287147e-05,0.0,2.3593246649819166e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30744821,30746300,BACH1-IT2|-|-|21q21.3|ncRNA,0,4.3832910649789946e-06
15,0.0017453002539549365,0.001199179818148204,0.001903144045151864,0.0019723930369143342,0.0008302048568643209,0.0016679880288295275,0.002109646675395665,0.0016997568615163088,0.0015286751096295647,0.0021844392753186956,0.0021949656464430615,0.0012740353190902349,0.0013190628614996318,0.0027750097149386896,0.0025301778396960165,0.0011294600803014772,0.0011357001365167776,0.001528891062988448,0.001546154395614678,0.0013989062881581624,0.001548450985196173,30671116,30718469,BACH1|BACH-1|BTBD24|-|21q21.3|protein-coding,0,0.001677216299626989
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11020842,11098925,BAGE2|CT2.2|-|21p11.2|protein-coding,0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11020842,11098925,BAGE3|CT2.3|-|21p11.2|protein-coding,0,0.0
