,125_71YR_F,126_75YR_M,127_78YR_M,128_80YR_F,163_67YR_F,164_67YR_F,165_68YR_M,167_66YR_M,168_68YR_M,169_70YR_M,170_69YR_M,44_61YR_M,45_62YR_F,46_62YR_F,47_63YR_M,48_64YR_M,49_66YR_M,50_67YR_M,51_67YR_M,52_68YR_M,53_68YR_M,54_69YR_M,55_69YR_F,StartPos,EndPos,Gene_ID,labels,mean_value
0,9.454223951656966e-06,3.2026256406051935e-06,5.425365812428542e-06,2.595965502502878e-05,1.6002582359576198e-06,2.2623525865194323e-06,0.0,4.5816619250957575e-06,3.557741042429072e-06,1.3825116879842289e-05,1.8517589160179023e-05,2.7234751542968832e-05,7.850834151128558e-06,1.0708291620571437e-05,1.0611463228627046e-05,1.9089276927811265e-05,1.7998244697503975e-05,4.077708801805571e-05,3.469638924590372e-06,8.587852752185977e-06,4.703415388629742e-05,1.2143863940148414e-05,0.0,45225639,45232448,AATBC|-|-|21q22.3|ncRNA,0,1.2777915215201381e-05
1,4.890115837063948e-06,1.0034893673896274e-05,4.2831835361277964e-06,4.457718539651407e-06,2.7432998330702053e-06,7.069851832873226e-06,0.0,0.0,0.0,4.279202843760708e-06,0.0,3.0038328907686206e-06,0.0,4.283316648228575e-06,0.0,0.0,4.0259231560206265e-06,0.0,0.0,0.0,0.0,0.0,0.0,43636187,43717354,ABCG1|ABC8|WHITE1|-|21q22.3|protein-coding,0,2.133536469193973e-06
3,0.001525390133441481,0.0021604912571522635,0.0017092757764840657,0.0016115963614527966,0.0005161975852560436,0.0008551692777043454,0.0018563381854756987,0.0016178656786088135,0.0016028991758082365,0.0013867908908279894,0.0008145055521904832,0.0006442220273068436,0.000848675171736997,0.0004775898062774862,0.00041859429946610377,0.003018409632844088,0.0009164895655176367,0.0009741456666639007,0.0005843863274417212,0.0008560862357821963,0.0005060307712088581,0.0027547251360595755,0.00035850691435899214,28290231,28339439,ADAMTS5|ADAM-TS 11|ADAM-TS 5|ADAM-TS5|ADAMTS-11|ADAMTS-5|ADAMTS11|ADMP-2|-|21q21.3|protein-coding,0,0.0012180165838724616
4,0.005147987945538454,0.0022565700263704196,0.0033657256226892226,0.002509957756561368,0.0010371959452199601,0.0008594111888040694,0.002651642782430388,0.0013726120108536876,0.005366441853922437,0.0030790510308105895,0.0011091767536089842,0.0014370336549437083,0.001962446843310435,0.0015274783091655123,0.002116428416046431,0.008116563074426788,0.002165236200911564,0.0018385251022094305,0.0026978920952207704,0.0010499263407601084,0.0028073953761881443,0.0030431419046381,0.0030646379925830937,46494966,46646478,ADARB1|ADAR2|DRABA2|DRADA2|RED1|-|21q22.3|protein-coding,0,0.0026340207924875508
5,0.0028744100890261888,0.001645722562518989,0.0028040574883183306,0.0030212842949331473,0.00227053782850444,0.0032280943468899147,0.0032696901417995157,0.0034580767153472736,0.0030197011278586447,0.0033025570870347065,0.0036581631571362357,0.0019208510058835076,0.002523781485116127,0.0023941360443237606,0.0026037179774662782,0.0032645954801199992,0.002150553422342547,0.002279249559334812,0.0018341998343495245,0.0023606780379651798,0.0021628620211734052,0.002741201287580774,0.002395314178768239,45345279,45407475,AGPAT3|LPAAT-GAMMA1|LPAAT3|-|21q22.3|protein-coding,0,0.0026601493553822407
6,0.0,1.9002245467590815e-05,1.113627719393227e-05,1.1537624455568344e-05,3.4291247913377562e-06,2.2340731791879396e-05,0.0,9.163323850191515e-06,7.3891544727373036e-06,0.0,7.514384007029169e-06,1.9424786026970416e-05,3.19267255479228e-05,2.7127672105447644e-05,0.0,0.0,1.5630054605727137e-05,7.586434980103388e-06,0.0,5.6434460942936415e-06,4.49069810974699e-06,0.0,6.931688212664195e-06,45705721,45718102,AIRE|AIRE1|APECED|APS1|APSI|PGA1|-|21q22.3|protein-coding,0,9.142363987527947e-06
7,0.0,0.0,0.0,1.2324280668448006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15316096,15352765,ANKRD20A11P|C21orf81|-|21q11.2|pseudo,0,5.35838289932522e-07
11,8.671805417726735e-05,1.0675418802017312e-05,0.00014163060226129247,9.833202660995749e-05,0.0,0.0,0.00022243430344807678,0.0002280050581547653,3.065130744246585e-05,1.8762658622643106e-05,7.621732349986728e-05,6.608432359690966e-05,0.0,0.00011041438470989217,2.4015416780576996e-05,0.0001306628093162254,0.00011438358143282132,0.00019013502668884118,8.426265959719475e-05,3.901338821707344e-05,0.00020609940798417762,0.00023376938084785696,1.1645236197275847e-05,40977534,40984749,B3GALT5-AS1|C21orf88|-|21q22.2|ncRNA,0,9.23440160168347e-05
12,5.02051892605232e-05,2.220487110819601e-05,4.8542746742781695e-05,3.53995295795847e-05,0.0,0.0,8.031478375558203e-05,0.00018650059130389786,1.258892984244133e-05,2.435853926448403e-05,6.870293949283812e-05,5.787384702880876e-05,1.3869807000327117e-05,8.066913020830484e-05,1.2286957422620789e-05,8.557262071087809e-06,2.7234186055433647e-05,7.183405621785396e-05,5.5762054145202406e-05,2.5027456592084846e-05,9.454101283677873e-05,8.500704758103889e-05,1.1922503725782413e-05,40984867,41034816,"B3GALT5|B3GalT-V|B3GalTx|B3T5|GLCT5|beta-1,3-GalTase 5|beta-3-Gx-T5|beta3Gal-T5|-|21q22.2|protein-coding",0,4.666971483633275e-05
13,0.0010908218393877313,0.001758668493444332,0.0013697620948536693,0.001721728231255949,0.00016094025687345202,0.00034189803463774925,0.0015306868357167372,0.0013273344106527413,0.0006332779055523749,0.0010072585155313668,0.001303477254362167,0.0009530160484778578,0.0009428851815505398,0.001325686502626744,0.0013049307280887943,0.0017762901306792656,0.0018985779965774916,0.0015632797580875546,0.0013320935156909464,0.0007103381062165258,0.0013928254716178425,0.0011751948331170897,0.0009208054621703116,42539728,42654461,BACE2|AEPLC|ALP56|ASP1|ASP21|BAE2|CDA13|CEAP1|DRAP|-|21q22.2-q22.3|protein-coding,0,0.0011974685916160538
