,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0009810229165756145,0.0009567456195850735,0.0008160363880074425,34851782,34969742,ENSG00000021776,0,0.0009179349747227101
1,0.0007845818764036804,0.0006547558699594022,0.0006722814546472601,64094123,64146090,ENSG00000028528,0,0.0007038730670034476
2,0.0005063863323943892,0.00046897644410573257,0.0004671392076914129,68054309,68198603,ENSG00000033800,0,0.0004808339947305116
3,2.4306658040610362e-05,2.42558299706746e-05,2.3841302021930927e-05,28884483,29118315,ENSG00000034053,0,2.413459667773863e-05
4,9.199370100054099e-05,9.065381426694538e-05,7.708748635992566e-05,63907036,64072033,ENSG00000035664,0,8.657833387580402e-05
6,0.0006042595568339819,0.0006555992544505333,0.0005854422536651874,52581317,52709817,ENSG00000047346,0,0.0006151003549832343
7,0.0003248296392650557,0.0002718136002864895,0.00024387486223257442,40694774,40732340,ENSG00000051180,0,0.00028017270059470657
8,0.0,1.0437336631810701e-06,0.0,78959906,79090780,ENSG00000058335,0,3.479112210603567e-07
9,2.192049535745795e-05,5.965815504836743e-06,1.3899521777732471e-05,41503637,41513887,ENSG00000062524,0,1.3928610880009054e-05
11,0.0005874908498385266,0.000579856495720719,0.000533409284097152,71822291,72118577,ENSG00000066933,0,0.0005669188765521326
12,0.0009472900406267673,0.0007716896368001535,0.0007073944006732906,73051710,73305205,ENSG00000067141,0,0.0008087913593667371
13,0.0003904783781109697,0.0005093152409687078,0.0005098001501509517,73978926,73994622,ENSG00000067221,0,0.000469864589743543
15,0.0008953300506163702,0.0007684004626565538,0.000731999260542509,43403061,43510728,ENSG00000067369,0,0.0007985765912718111
17,0.00020964706791537908,0.00022939547158184497,0.00027720637858256737,60488284,61229302,ENSG00000069667,0,0.0002387496393599305
19,0.0004104830146126469,0.0004390473096364516,0.000494099387543295,55318960,55355648,ENSG00000069943,0,0.0004478765705974645
21,0.00011871796425693216,0.00010529191212469795,9.803501919784037e-05,52115100,52191392,ENSG00000069966,0,0.00010734829852649015
22,0.00026322235211166943,0.00024160860714766969,0.0002684669196964595,55202966,55319113,ENSG00000069974,0,0.00025776595965193287
23,0.0009169653112940731,0.0010434147222968047,0.00098968233474632,84980440,85139145,ENSG00000073417,0,0.0009833541227790659
24,0.0003061852781142564,0.00031100116777171914,0.0002678207751913266,63321378,63381846,ENSG00000074410,0,0.00029500240702576736
26,9.2665008824804e-05,6.820708860600176e-05,5.74223613074906e-05,65611366,65660995,ENSG00000074621,0,7.276481957943212e-05
28,0.0,0.0,0.0,48178438,48304078,ENSG00000074803,0,0.0
29,0.0005105185794712578,0.0005778847415910966,0.0005181834600849833,66336191,66386746,ENSG00000075131,0,0.0005355289270491126
30,0.0,1.0936076222723979e-06,0.0,78593052,78621295,ENSG00000080644,0,3.645358740907993e-07
31,0.0010188250271665085,0.0010747509117924666,0.0010202481020117754,50908672,51005895,ENSG00000081014,0,0.0010379413469902502
33,0.0007870717547773852,0.0008063491214003697,0.0008999671840691231,65117379,65133808,ENSG00000090470,0,0.000831129353415626
36,0.000140814804824573,0.00011941006271719153,0.00011883010303826631,41557675,41583589,ENSG00000092445,0,0.00012635165686001028
37,0.0005148077039152783,0.0006755564984428761,0.0006014534635044257,43826980,43868412,ENSG00000092470,0,0.0005972725552875266
38,1.3070489557153039e-05,4.0759866928500035e-06,7.122362419745225e-06,42359498,42412949,ENSG00000092529,0,8.089612889916088e-06
40,0.0,0.0,0.0,58138169,58185911,ENSG00000103569,0,0.0
42,4.3955990607686695e-05,3.947766579894131e-05,4.343381001972989e-05,67254786,67502260,ENSG00000103599,0,4.228915547545263e-05
44,0.0003587767200031219,0.0003798573561744171,0.00026397858203805843,68578993,68727806,ENSG00000103647,0,0.00033420421940519914
45,0.00027553064054364695,0.00016520054595374497,0.0002269549355600365,74782080,74803197,ENSG00000103653,0,0.00022256204068580947
46,0.0008910568210357731,0.0008182818550742611,0.000773330988752821,63608618,63833948,ENSG00000103657,0,0.000827556554954285
47,0.00044166397579783925,0.00040102902063219616,0.00044566937607473124,64387748,64455303,ENSG00000103671,0,0.0004294541241682555
48,0.0007804066784761461,0.0007979912718260197,0.0007829178026072662,65001512,65029639,ENSG00000103707,0,0.0007871052509698107
49,0.0,5.826182922575992e-06,4.524732361803225e-06,65053337,65076690,ENSG00000103710,0,3.450305094793072e-06
50,0.0,9.403404564908962e-07,0.0,82659281,82710112,ENSG00000103723,0,3.1344681883029874e-07
51,1.7929814772796023e-05,8.30714914384588e-06,1.414367614701701e-05,78167468,78245688,ENSG00000103740,0,1.346021335455297e-05
52,2.1000875008085427e-05,1.5034340595611404e-05,2.4678766060563417e-05,65381484,65422947,ENSG00000103742,0,2.023799388808675e-05
54,2.361428410959219e-06,1.7673677667506878e-06,7.206012708968587e-06,78921058,78949574,ENSG00000103811,0,3.7782696288928314e-06
55,0.0,0.0,0.0,30791573,30801859,ENSG00000103832,0,0.0
56,0.0005850112411967413,0.0005945151545788819,0.0005396512520512385,99136323,99251223,ENSG00000103852,0,0.0005730592159422873
57,0.0008248630551446855,0.0006771894365168731,0.00067602366700856,73683966,73714514,ENSG00000103855,0,0.0007260253862233728
58,0.00011976110577651306,0.0001272210364911811,0.00010020589432390221,80152490,80186946,ENSG00000103876,0,0.00011572934553053211
60,8.293620783893998e-05,8.941335845954066e-05,7.747464450437429e-05,41517176,41544269,ENSG00000103932,0,8.327473693428497e-05
61,0.0002851872249369373,0.00026485387240252073,0.0002403857699680086,82836946,82986153,ENSG00000103942,0,0.0002634756224358222
62,0.0006298599810767379,0.0005912452031384522,0.0005730665117857866,41895933,41972557,ENSG00000103966,0,0.0005980572320003256
65,0.00016103235427990104,0.0001964057524602513,0.0001782849872282731,48712928,48811146,ENSG00000103995,0,0.00017857436465614182
66,4.213555086599821e-05,4.330258761347491e-05,4.605802939843095e-05,49858238,50182817,ENSG00000104043,0,4.383205595930135e-05
67,0.0,0.0,0.0,27754875,28099315,ENSG00000104044,0,0.0
68,0.0005381335691060018,0.0004503230951079342,0.0005274264204005406,49621037,49656232,ENSG00000104047,0,0.0005052943615381588
69,0.0,0.0,0.0,43232590,43266928,ENSG00000104055,0,0.0
70,0.0,3.7559354186939515e-06,3.2815529362835574e-06,29120252,29570979,ENSG00000104059,0,2.3458294516591698e-06
71,0.0006923681486740078,0.0007713238809720841,0.000797039150971185,50275389,50355408,ENSG00000104064,0,0.000753577060205759
72,0.0008281425680582312,0.0007251893605297169,0.0006611909373161493,29699367,29968915,ENSG00000104067,0,0.0007381742886346992
73,0.0003180163867129055,0.00026668986047356737,0.0002672474610693218,40087890,40108892,ENSG00000104081,0,0.0002839845694185982
74,0.00043382178157955333,0.0004928740340989501,0.0004406170816332191,51447711,51622833,ENSG00000104093,0,0.0004557709657705742
75,0.0,1.6419632401534283e-06,0.0,51681492,51721026,ENSG00000104112,0,5.473210800511427e-07
76,0.00014585974358056577,0.00017207529845954798,0.00018752314630485407,40765161,40807478,ENSG00000104129,0,0.00016848606278165596
78,0.0009918955621790778,0.0010981746149820407,0.0008903908437989498,44554818,44663688,ENSG00000104133,0,0.0009934870069866894
79,0.0,0.0,0.0,40872214,40874234,ENSG00000104140,0,0.0
80,0.0009548505243816726,0.0009214079151957181,0.00087014232211252,40894450,40903975,ENSG00000104142,0,0.0009154669205633034
81,0.00037651117970698833,0.0003381514635721156,0.00040907386388509863,41309273,41332591,ENSG00000104147,0,0.00037457883572140086
82,0.0007688329566551062,0.0008225830842862133,0.0008010625547270171,45479606,45522755,ENSG00000104154,0,0.0007974928652227789
84,2.552116058280433e-05,3.1834740685507354e-05,2.1378563325671647e-05,48134632,48178353,ENSG00000104177,0,2.6244821531327776e-05
86,0.00036300238670647746,0.00026609517768277354,0.0002782519263235364,80946289,80989828,ENSG00000117899,0,0.0003024498302375958
88,0.0003677931395034742,0.00027643938238170883,0.00035205268594715405,34225013,34230156,ENSG00000128463,0,0.00033209506927744573
89,0.0004641291053638659,0.00038244105558409773,0.00038152862156788826,28111040,28322179,ENSG00000128731,0,0.00040936626083861724
90,0.0004695001948580932,0.00039263879978621165,0.0004093435686096725,24823637,24978723,ENSG00000128739,0,0.0004238275210846591
92,0.0,2.590123131083601e-06,1.810388255019584e-06,52192322,52295804,ENSG00000128833,0,1.4668371287010615e-06
93,2.4894356620651086e-05,1.5626607708967447e-05,1.4703160580065307e-05,57375967,57550717,ENSG00000128849,0,1.840804163656128e-05
94,0.00044158528032707837,0.00038078933429236655,0.0003646042667565841,51751597,51816363,ENSG00000128872,0,0.000395659627125343
95,0.0004000370484681153,0.00044245172219907686,0.00038868155520061637,42738730,42920809,ENSG00000128881,0,0.0004103901086226029
96,0.0,0.0,4.852323152656929e-06,43772605,43777315,ENSG00000128886,0,1.617441050885643e-06
97,0.0002461576132814117,0.000246846999106397,0.0002461790870760016,40528683,40565054,ENSG00000128891,0,0.00024639456648793673
98,0.0005062201576341835,0.0005086627086906747,0.0004815616011975607,40978880,41116280,ENSG00000128908,0,0.0004988148225074729
99,0.0003741272540859124,0.00047741317490702646,0.00046939633672073703,60419609,60479160,ENSG00000128915,0,0.00044031225523789196
100,0.0,2.1904356210447904e-06,1.2758526520181387e-06,40929340,40939073,ENSG00000128917,0,1.1554294243543096e-06
101,2.5680206743506564e-06,6.406626595947485e-06,5.2242927398017244e-06,57953424,58497866,ENSG00000128918,0,4.732980003366622e-06
103,0.0007264176700416103,0.0007699516992818447,0.0007907934996409869,40405485,40435947,ENSG00000128928,0,0.0007623876229881473
107,8.335996638021614e-05,8.153139031710068e-05,8.093812297223735e-05,68206992,68257211,ENSG00000128973,0,8.194315988985138e-05
110,0.0,2.0669572451593215e-06,1.2039309368392769e-06,68190705,68206079,ENSG00000129007,0,1.0902960606661993e-06
