filter_size,WT=>WT_ut,HGPS_ASO=>WT_ut,HGPS_NT=>WT_ut,HGPS_NT=>HGPS_ASO_ut,WRN_ASO=>WT_ut,WRN_NT=>WT_ut,WRN_NT=>WRN_ASO_ut,WT=>WT_lt,HGPS_ASO=>WT_lt,HGPS_NT=>WT_lt,HGPS_NT=>HGPS_ASO_lt,WRN_ASO=>WT_lt,WRN_NT=>WT_lt,WRN_NT=>WRN_ASO_lt,WT=>WT_diff,HGPS_ASO=>WT_diff,HGPS_NT=>WT_diff,HGPS_NT=>HGPS_ASO_diff,WRN_ASO=>WT_diff,WRN_NT=>WT_diff,WRN_NT=>WRN_ASO_diff
0.0,0.0002611721691734125,0.0008580181245066076,0.00244222193081244,0.002327077353303153,0.002268576438915458,0.002769608487148139,0.0010503940471907629,0.0002612979677821348,0.0012095214124163546,0.0010679988853724534,0.0010774836532639195,0.0012370992545314042,0.001532517005666316,0.0004325247098270735,-1.257986087223003e-07,-0.000351503287909747,0.0013742230454399868,0.0012495937000392336,0.0010314771843840536,0.0012370914814818228,0.0006178693373636893
0.5,2.78612306649096e-05,7.653073707256612e-05,0.00019534173565267444,0.0001879069964236331,0.00019608560576428417,0.00024620062133402624,9.509176714850375e-05,2.7868669882133415e-05,0.00010307793939211029,8.831295965864527e-05,9.595565642524119e-05,0.00010455319537840084,0.00013000249692583896,3.7126622585469124e-05,-7.439217223814465e-09,-2.6547202319544163e-05,0.00010702877599402917,9.195133999839192e-05,9.153241038588333e-05,0.00011619812440818729,5.796514456303463e-05
1.0,1.7084290052872794e-05,4.857429714429305e-05,0.000123915476503226,0.00011222674428285545,0.00013053382733281438,0.00015501950779777627,5.980245204498294e-05,1.7086770319090337e-05,5.9132993631479093e-05,5.261688465162937e-05,6.111037517681803e-05,6.127155535838679e-05,7.624505661049423e-05,2.2332442717892113e-05,-2.4802662175432255e-09,-1.0558696487186043e-05,7.129859185159664e-05,5.111636910603742e-05,6.926227197442759e-05,7.877445118728204e-05,3.747000932709083e-05
1.5,1.3014598154022239e-05,3.807750505487576e-05,9.995230419264612e-05,8.934428478129592e-05,0.00011007009114692796,0.00012653786966167256,4.889961996440147e-05,1.301582015592836e-05,4.515832495551606e-05,4.1196139478539216e-05,4.9056623426517454e-05,4.75747846427569e-05,5.987309903126915e-05,1.825471019136173e-05,-1.2220019061217138e-09,-7.080819900640301e-06,5.875616471410691e-05,4.0287661354778466e-05,6.249530650417106e-05,6.666477063040341e-05,3.064490977303974e-05
2.0,1.0727857959065235e-05,3.256415474236221e-05,8.706009209856074e-05,7.784324060235125e-05,9.963401057914361e-05,0.00011217311945720334,4.275220989820975e-05,1.0728574336622011e-05,3.817828276392274e-05,3.601550431331676e-05,4.288462638474539e-05,4.073296145609924e-05,5.3022874358343156e-05,1.645653246087158e-05,-7.163775567762057e-10,-5.6141280215605334e-06,5.1044587785243974e-05,3.495861421760587e-05,5.8901049123044375e-05,5.915024509886018e-05,2.6295677437338168e-05
2.5,9.16073555010609e-06,2.9106692018007306e-05,7.878555305287357e-05,7.047744243361548e-05,9.317387369386286e-05,0.00010337514762262443,3.878453348586604e-05,9.161203030700041e-06,3.383194316983685e-05,3.3284197546301144e-05,3.963375515071302e-05,3.642556897654015e-05,4.912083909703765e-05,1.5447918978703288e-05,-4.674805939505348e-10,-4.725251151829544e-06,4.5501355506572426e-05,3.084368728290246e-05,5.674830471732271e-05,5.425430852558678e-05,2.333661450716275e-05
3.0,7.989983816502688e-06,2.695209789288392e-05,7.254730743784568e-05,6.590700058741787e-05,8.78810111950731e-05,9.706112750467006e-05,3.604908487665466e-05,7.99030817407925e-06,3.0676045799146e-05,3.187376923022169e-05,3.767790011529905e-05,3.3688627675115314e-05,4.6663827052587545e-05,1.482745188119073e-05,-3.2435757656259004e-10,-3.7239479062620804e-06,4.067353820762399e-05,2.822910047211882e-05,5.419238351995779e-05,5.039730045208251e-05,2.1221632995463932e-05
3.5,7.054501207987614e-06,2.5340985980068327e-05,6.745254727816467e-05,6.311002557550775e-05,8.331423880940419e-05,9.213247042752099e-05,3.395943244045614e-05,7.054734547118788e-06,2.8448324207615767e-05,3.094046225997525e-05,3.650562886985652e-05,3.1747924865594075e-05,4.4986614052480195e-05,1.440927374320117e-05,-2.3333913117441903e-10,-3.1073382275474397e-06,3.651208501818942e-05,2.6604396705651223e-05,5.156631394381011e-05,4.714585637504079e-05,1.955015869725497e-05
4.0,6.290523837330823e-06,2.4051100033787054e-05,6.359768772624155e-05,6.1020873550631884e-05,7.932504565926127e-05,8.808060204175054e-05,3.231084339803863e-05,6.290697417094523e-06,2.660597348628163e-05,3.0296142187057964e-05,3.5646759028813744e-05,3.0423387288520278e-05,4.3778981340713084e-05,1.417251628928843e-05,-1.7357976369972194e-10,-2.5548734524945763e-06,3.330154553918358e-05,2.537411452181814e-05,4.890165837074099e-05,4.430162070103746e-05,1.81383271087502e-05
4.5,5.667841247343408e-06,2.292562956636542e-05,6.096240998630704e-05,5.955417177145523e-05,7.590376685462168e-05,8.479435616780723e-05,3.092854376921656e-05,5.66797469736063e-06,2.5223460259983028e-05,2.9842396428758164e-05,3.501489664812977e-05,2.9522413689590006e-05,4.302301620030416e-05,1.400112558932477e-05,-1.3345001722209535e-10,-2.297830693617607e-06,3.1120013557548876e-05,2.453927512332546e-05,4.638135316503167e-05,4.177133996750307e-05,1.6927418179891786e-05
5.0,5.137149095754084e-06,2.1907512272648863e-05,5.92249356696905e-05,5.840530479245844e-05,7.300961480596154e-05,8.220816667672716e-05,2.9690533362018077e-05,5.137254146852454e-06,2.4065443289240114e-05,2.9473494525306963e-05,3.456511982334986e-05,2.89818860700485e-05,4.239254494697216e-05,1.3828529494567384e-05,-1.0505109837018423e-10,-2.157931016591251e-06,2.9751441144383535e-05,2.3840184969108574e-05,4.402772873591305e-05,3.9815621729755e-05,1.5862003867450693e-05
