filter_size,WT=>WT_ut,HGPS_ASO=>WT_ut,HGPS_NT=>WT_ut,HGPS_NT=>HGPS_ASO_ut,WRN_ASO=>WT_ut,WRN_NT=>WT_ut,WRN_NT=>WRN_ASO_ut,WT=>WT_lt,HGPS_ASO=>WT_lt,HGPS_NT=>WT_lt,HGPS_NT=>HGPS_ASO_lt,WRN_ASO=>WT_lt,WRN_NT=>WT_lt,WRN_NT=>WRN_ASO_lt,WT=>WT_diff,HGPS_ASO=>WT_diff,HGPS_NT=>WT_diff,HGPS_NT=>HGPS_ASO_diff,WRN_ASO=>WT_diff,WRN_NT=>WT_diff,WRN_NT=>WRN_ASO_diff
0.0,0.00032624963651389056,0.001255525526260845,0.0025897088357143077,0.003006852608507587,0.001643527745120488,0.001843729623319677,0.00156519145428981,0.00032645520962231876,0.0021629942539960183,0.0014884575628938126,0.001131833591228396,0.002489161005583814,0.0037376746582066032,0.0030098152174833754,-2.0557310842820274e-07,-0.0009074687277351734,0.001101251272820495,0.0018750190172791912,-0.000845633260463326,-0.0018939450348869262,-0.0014446237631935653
0.5,4.102905796785761e-05,0.00012690372164851917,0.00022965052490864536,0.00025755196817840926,0.00017191144720035592,0.00017995970587019017,0.00016674448294211864,4.1040103496639156e-05,0.00022784563415366105,0.00014347113683659026,0.00010855540538063442,0.0002310491717197827,0.00034777779141772103,0.0002917479541693599,-1.104552878154752e-08,-0.00010094191250514188,8.61793880720551e-05,0.00014899656279777484,-5.913772451942678e-05,-0.00016781808554753086,-0.00012500347122724128
1.0,2.560878324178603e-05,8.367827904584644e-05,0.00014403702928137763,0.00015643758711085363,0.00012348434989245636,0.00011251488772871847,0.0001136840939583618,2.5611618414058683e-05,0.00015244933744862767,9.612753355528476e-05,6.904381569792279e-05,0.00015299635868643133,0.00022793627534027975,0.0001894632110306719,-2.8351722726526005e-09,-6.877105840278122e-05,4.790949572609287e-05,8.739377141293084e-05,-2.9512008793974973e-05,-0.00011542138761156127,-7.577911707231009e-05
1.5,1.908143483310907e-05,6.588360845156515e-05,0.00011464112770058759,0.00012373276254796578,0.00010281417060952028,8.661911726047159e-05,9.321424523271608e-05,1.9082874714514296e-05,0.00012285235617509897,7.942931783162613e-05,5.5700936049327335e-05,0.00012701673965277485,0.00018577556940033835,0.00015388063573573636,-1.439881405225469e-09,-5.696874772353382e-05,3.5211809868961456e-05,6.803182649863845e-05,-2.420256904325457e-05,-9.915645213986676e-05,-6.066639050302028e-05
2.0,1.5356814393535146e-05,5.5355794224734605e-05,9.855524522218053e-05,0.00010652506702391405,8.92361311541351e-05,7.25080473158889e-05,8.29689316446801e-05,1.5357687550045037e-05,0.00010623570999542858,7.040483584231353e-05,4.928565955202631e-05,0.00011532040657479713,0.00016156128413096965,0.00013541604476527676,-8.731565098908526e-10,-5.0879915770693976e-05,2.8150409379866994e-05,5.723940747188774e-05,-2.608427542066203e-05,-8.905323681508076e-05,-5.2447113120596665e-05
2.5,1.2787045157002928e-05,4.8974316169064625e-05,8.84196021916118e-05,9.694262175135158e-05,7.882080236198544e-05,6.423029480791582e-05,7.647711216363276e-05,1.2787635632162901e-05,9.53444070556333e-05,6.429271988936034e-05,4.545471624299281e-05,0.00010615845487508281,0.00014504084104270383,0.00012371986252308401,-5.904751599730874e-10,-4.6370090886568675e-05,2.412688230225146e-05,5.1487905508358776e-05,-2.7337652513097373e-05,-8.081054623478801e-05,-4.7242750359451256e-05
3.0,1.087051594503884e-05,4.4580555625290016e-05,8.150693075582936e-05,9.16261142110308e-05,7.025493269160905e-05,5.8954654301675196e-05,7.130978598246946e-05,1.0870939857692995e-05,8.72826537215742e-05,5.971968881748579e-05,4.3242418455383236e-05,9.832500440409558e-05,0.00013335015485524385,0.00011552177944019836,-4.2391265415544816e-10,-4.270209809628418e-05,2.1787241938343566e-05,4.838369575564757e-05,-2.807007171248653e-05,-7.439550055356865e-05,-4.42119934577289e-05
3.5,9.383056544329973e-06,4.12139790725377e-05,7.656750861785588e-05,8.848757397057309e-05,6.371993952946916e-05,5.557704159985972e-05,6.693957924061174e-05,9.383372817424098e-06,8.112835787878923e-05,5.617595146613343e-05,4.1492403604503905e-05,9.159205794811014e-05,0.00012401487388056812,0.00010925976312164832,-3.162730941247085e-10,-3.991437880625153e-05,2.039155715172245e-05,4.6995170366069186e-05,-2.7872118418640975e-05,-6.84378322807084e-05,-4.232018388103658e-05
4.0,8.215498876792217e-06,3.840602904569257e-05,7.332139797457754e-05,8.599443334388163e-05,5.868663406640121e-05,5.331738890702823e-05,6.326010610624825e-05,8.215741867018538e-06,7.66005578341719e-05,5.329355656224499e-05,4.002779120343554e-05,8.572542364789054e-05,0.00011663795308441623,0.000104115677849399,-2.429902263203224e-10,-3.8194528788479326e-05,2.0027841412332553e-05,4.596664214044609e-05,-2.703878958148933e-05,-6.3320564177388e-05,-4.085557174315075e-05
4.5,7.270590473582892e-06,3.599958811519936e-05,7.100247273362622e-05,8.420435375491434e-05,5.441598910820477e-05,5.158883111664412e-05,5.984429698221769e-05,7.270781009111537e-06,7.289905579373494e-05,5.111823711354565e-05,3.884218143731219e-05,8.146550901321776e-05,0.00011067004281771962,9.953707550872076e-05,-1.9053552864563587e-10,-3.689946767853558e-05,1.988423562008057e-05,4.5362172317602153e-05,-2.7049519905012987e-05,-5.90812117010755e-05,-3.969277852650306e-05
5.0,6.4959879976431705e-06,3.413015133776258e-05,6.930356259820905e-05,8.272980575011007e-05,5.080383566033682e-05,5.0126978600202135e-05,5.6800239689584835e-05,6.49613974031034e-06,6.95826797685572e-05,4.954273036451928e-05,3.769940467855369e-05,7.798386344947665e-05,0.00010599381991023205,9.581323124657636e-05,-1.5174266716981957e-10,-3.545252843079462e-05,1.9760832233689773e-05,4.503040107155638e-05,-2.7180027789139825e-05,-5.586684131002991e-05,-3.901299155699152e-05
