,101_19YR_F,102_19YR_M,103_19YR_M,104_19YR_M,105_20YR_M,106_20YR_F,14_1YR_M,15_12YR_M,79_1YR_M,80_2YR_F,81_3YR_M,82_3YR_M,83_5YR_M,84_6YR_M,85_7YR_M,86_7YR_M,87_8YR_M,88_8YR_M,89_9YR_F,90_10YR_M,91_10YR_M,92_11YR_F,93_11YR_F,94_12YR_M,95_13YR_M,97_16YR_F,98_17YR_M,99_17YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
8,0.0006825462415896008,0.0006747499667992346,0.0005412904778676656,0.000579251457393702,0.0006479576063445599,0.0008799289197167556,0.0006580956249572679,0.0006771110322634456,0.0006120614003260334,0.0006263233856300922,0.000652656032873519,0.0005621541324252967,0.0006437965784878534,0.0006098224255908911,0.0005167598410691104,0.0006374308804206919,0.0007171734417072007,0.0006110714232254465,0.0005578222732992957,0.0005748693584904646,0.0005995410947170775,0.0005606825807468201,0.0006520471893416989,0.0005754953620281289,0.0006087653496436566,0.0006767351522083638,0.0004863297286220424,0.0005651832405927011,226332380,226374423,ACBD3|GCP60|GOCAP1|GOLPH1|PAP7|-|1q42.12|protein-coding,1,0.0006209875785135223
12,0.0010595190053074221,0.0008070418542292663,0.000987478534506698,0.0008839202719816882,0.0009549333149877099,0.0010947264951862144,0.001242932015244603,0.0006019174464942155,0.001452014198465543,0.0011013912592187946,0.0008234448162498714,0.0011441174175492617,0.001403330755926159,0.0007229157575507062,0.0009152393498215413,0.0008278120658955865,0.0006606357293792641,0.001174458554506414,0.0009344095790569465,0.0009970780407392503,0.0008007358942390748,0.0010450476027258398,0.0007477938388876405,0.0009223033464864786,0.0008220017757935218,0.000882355682380236,0.0009438762644433834,0.0011091738923506619,6324332,6419004,ACOT7|ACH1|ACT|BACH|CTE-II|LACH|LACH1|hBACH|-|1p36.31|protein-coding,1,0.0009665215985572853
19,0.00048629486519598963,0.0010966390874545136,0.0007088840050446359,0.0007983785136892081,0.0008413294729834629,0.0007951797602788599,0.0006523103728950731,0.0006236743065763512,0.0008010917568489679,0.0007934988446186592,0.0005364380820360915,0.000828127491089661,0.0005030907941838838,0.0004897320409314637,0.0004380393884059719,0.0006611271956779667,0.0006585527610303402,0.0008715211302203433,0.0005540423687779658,0.0007188586779387052,0.0004729048181690678,0.0007551783322361058,0.0008416188449415801,0.0009347705186340271,0.0006653103706271705,0.0006777957144927765,0.0010609565803260251,0.0007553460801098111,155023748,155035252,ADAM15|MDC15|-|1q21.3|protein-coding,1,0.0007150247205505242
24,0.0009498747048859055,0.0008046563745486629,0.0008278824753763098,0.0009329408542249172,0.0009635881967720767,0.0009162547358993517,0.0013395488184009376,0.0011557619540704302,0.0009943837152925675,0.0007715568654258697,0.0008893562464908266,0.0008072692555377922,0.0009280776743424981,0.0007551885072268921,0.0009278175091057603,0.000709954076852825,0.0009297478008875675,0.0007525228389456012,0.0010302817028252237,0.00075875971823914,0.000933032796175565,0.0006023557790260856,0.000739680233032521,0.0007471613034485302,0.0008116341285265783,0.0007945861187823332,0.0005950128388721419,0.0007804177969143018,154554534,154600456,ADAR|ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136|-|1q21.3|protein-coding,1,0.0008624751792903289
29,0.0013340325050403999,0.001481655507903895,0.0012691243067977772,0.0013821782725281582,0.001657989125447707,0.0011859564726987726,0.00104041725589098,0.0009166711588380858,0.0012080300381544498,0.0014957382750471618,0.0012372684795348562,0.0013617712542103322,0.001343532446750562,0.0016062397188405448,0.0014727284685728845,0.0014568245185275096,0.0016310386089342232,0.0016085522937843934,0.0012686161371512012,0.0016806433365998644,0.0014688514222337462,0.0012943058104246852,0.0012030708351038635,0.0014692879904399186,0.0015651967113186817,0.0015680574066295426,0.001308218876301118,0.0011540976170003466,202909953,202927112,ADIPOR1|ACDCR1|CGI-45|CGI45|PAQR1|TESBP1A|-|1q32.1|protein-coding,1,0.0013810748160966305
32,0.0004968307706434877,0.0004670769214621368,0.000516912653581096,0.00045637993612837125,0.00045792502480356234,0.0005501383671276422,0.0005945197266267308,0.00046215727749202197,0.0006052368769705625,0.0006095065402633556,0.0005171250750503451,0.0005276269644037858,0.0005989066177664042,0.0004876976555650566,0.0005216370865058484,0.0005858602153739386,0.0005616203410786279,0.0006692469130549002,0.0005884337727940055,0.0006466720324553206,0.0005219420072487057,0.0006174131115377841,0.00048431516453980894,0.0005206799134437328,0.0005109087525872607,0.0005448719081797312,0.0005277846082357062,0.0006002665303191215,36554453,36559533,ADPRHL2|ARH3|-|1p34.3|protein-coding,1,0.0005446318844728234
33,0.000554021083087858,0.0005161837246014145,0.0005401342174271959,0.0005575543749437779,0.0006549769199177078,0.0006154450723415501,0.0005591585335406949,0.0005266568133903718,0.0004923193267789498,0.0005530019398311211,0.0005509305624781956,0.0006039014589070698,0.0004424679082132565,0.0006775736230963895,0.0005727483369306109,0.00048315539635096076,0.00035812177256142985,0.00032280860283455826,0.000510143932177975,0.0004093776340046201,0.000698812290815632,0.0004152637366763694,0.0005513286685386728,0.0006449505462710405,0.0007490784163361555,0.000686987254291019,0.0003776213255838929,0.0006203752451623137,244571794,244615436,ADSS|ADEH|ADSS 2|-|1q44|protein-coding,1,0.0005444678113246716
41,0.00038270790490942585,0.00042567180986309284,0.0005814705281739879,0.00044603676173065904,0.0005922801384876494,0.0004405294542546305,0.0006952511742978884,0.0005231033046558473,0.0003583023768682393,0.00047346626926806083,0.00034126855864093287,0.0005667207283745224,0.0002629080653274594,0.000574837162092829,0.00039619775650132544,0.0005854237043034098,0.00054101383276963,0.000830504141604633,0.00038735430651537847,0.0008838064427733008,0.0004979733020323392,0.0005481243905607145,0.0004908426519570856,0.0005010599937370008,0.0006776497790307719,0.0007105445923053957,0.0005733369195134417,0.00047445157830022653,11796142,11810828,AGTRAP|ATRAP|-|1p36.22|protein-coding,1,0.0005272442010303528
44,0.0011120052131789035,0.0009868388655844562,0.0008743577214140782,0.0009002267749409478,0.0009936076883154906,0.0009817940858646576,0.001262886494282655,0.0009763097629769445,0.000805532167241829,0.0007621073999340845,0.0008371338756013684,0.000902180398374403,0.0008357580563709061,0.0009652850323394837,0.0008223720332015489,0.0007720945456788102,0.0009291898629369631,0.0007582096564907277,0.001025957721137945,0.000821059097120412,0.0008804374997088822,0.0006542754608402829,0.0008615978368028709,0.0008123382087775377,0.0009745270404937086,0.0008582198558470889,0.0006672743343304931,0.0009075733299227429,110543549,110566364,AHCYL1|DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA|-|1p13.3|protein-coding,1,0.0008907553578467937
50,0.00096682236930604,0.0008724380757589497,0.0008243173390181948,0.0008694667807223444,0.0010085663225805968,0.0009705939028330613,0.0010525446291978267,0.0008820412105101256,0.0011092681586783336,0.0009141316820493822,0.0010362587028272079,0.0009025198075327914,0.0014160622216414268,0.0009251213333632944,0.001062098629083317,0.001143659004785315,0.0009722626727236409,0.0010903001914104346,0.0010885838665027066,0.0010446265137837136,0.0010440780930821595,0.0009120932310042848,0.0008134347403922172,0.0010457049539093996,0.0011942193942361796,0.0008358194948702531,0.001071958943127699,0.001145084349070632,33478645,33502512,AK2|ADK2|-|1p35.1|protein-coding,1,0.0010076455933571975
52,0.0007097720523025545,0.0010402054538676685,0.0010563402674057826,0.0009960780165093235,0.0005246766524239343,0.0009579646163285907,0.00024601242993889594,0.0006250487769359314,0.0005912600147272618,0.0006325055783077686,0.0006416244432832606,0.0006873035457365103,0.0007072889917051861,0.0005463865909838322,0.00046952756947122735,0.000669576802828916,0.0006266015143923813,0.00042464839289555687,0.0005302747873180882,0.00045983789106459244,0.0003976670201484624,0.0005268816807931728,0.0013011356577512677,0.0007923172004226271,0.0006601583495926771,0.00037212880882464956,0.0007682178514373462,0.0002721379408778683,77747662,78025654,AK5|AK6|-|1p31.1|protein-coding,1,0.0006511992463669763
