,120_51YR_M,121_52YR_M,122_55YR_M,123_57YR_M,124_60YR_M,28_43YR_F,29_44YR_M,30_41YR_M,31_47YR_M,32_50YR_F,33_46YR_M,34_50YR_M,35_42YR_F,36_47YR_M,37_41YR_F,38_43YR_M,39_44YR_M,40_45YR_M,41_46YR_M,42_46YR_M,43_47YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
8,0.0007483937790200529,0.000774863296453621,0.0009227742875557526,0.000996395030749234,0.0007262241894384479,0.0007561471469292786,0.0008059105080655926,0.0008521016437200293,0.0007735301424857994,0.0009356962916430614,0.0008768851877305987,0.0008647684772127365,0.0008039155020870871,0.0009991453603933537,0.0009423883490410759,0.0006268734793101159,0.000589495393811958,0.0007982985732488659,0.0006635457367449848,0.000590259239957933,0.0005777739977446634,226332380,226374423,ACBD3|GCP60|GOCAP1|GOLPH1|PAP7|-|1q42.12|protein-coding,1,0.0007916850292068689
12,0.0006444829648818624,0.0006886248906836483,0.0005826850727700586,0.0006547866860613336,0.0009231784814459164,0.0006617509629085029,0.0003246961572348429,0.0004267762104940523,0.0009088451723701862,0.0005168248695131617,0.00040137897899799333,0.0007070579594950514,0.0009413420946070854,0.0004458444452963597,0.00043438867823309237,0.001068029330181855,0.0010836686767128696,0.0006551193956165054,0.00042842735853356834,0.0009716177863381434,0.0007663550160545713,6324332,6419004,ACOT7|ACH1|ACT|BACH|CTE-II|LACH|LACH1|hBACH|-|1p36.31|protein-coding,1,0.0006778991042109837
19,0.0008925892465926226,0.0007106030387051573,0.0007114940719756583,0.0006874755860615427,0.0008395198012217918,0.0006394667208950268,0.0006988752409937608,0.0005591154051916525,0.000465690847001121,0.0006120484667234476,0.0004279445951905755,0.0005463822233657321,0.0005577902872870515,0.00040280089877363487,0.000567284714517368,0.0009130982550271769,0.0007234232818938744,0.000522900989317908,0.0007221468765507506,0.0007742908033478314,0.0007010991822263386,155023748,155035252,ADAM15|MDC15|-|1q21.3|protein-coding,1,0.0006512400253742869
24,0.0009143222273274075,0.0008799808245111136,0.0008358533057541556,0.0008170357062909434,0.0008502968672433259,0.00094804110387437,0.0011076426060083718,0.0010289549311795496,0.000906255869884801,0.0010235332354441176,0.0011197865253038777,0.0008343016726536382,0.0008376207601942038,0.000980756181981206,0.0009354158792474914,0.0008705896249701875,0.0008547087044265327,0.0009405917005039461,0.0008800708298788176,0.0008239652967229979,0.0008764622046968992,154554534,154600456,ADAR|ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136|-|1q21.3|protein-coding,1,0.0009174374313379979
29,0.0012636584456186132,0.0014753143543060553,0.0010292006320941974,0.0012842815032082196,0.0013803511713784042,0.0010260528073829682,0.0009857837898269574,0.0012591685142551074,0.0012295990135844398,0.0013505933730799519,0.0012452495181913279,0.0011216345952227594,0.0012266843292463232,0.0010892624943799557,0.0014923371413940673,0.0012055061042070725,0.0013971553213858443,0.0012222572704371458,0.0012727392562339257,0.001336811398096268,0.0012392191924529606,202909953,202927112,ADIPOR1|ACDCR1|CGI-45|CGI45|PAQR1|TESBP1A|-|1q32.1|protein-coding,1,0.001244421915522979
33,0.0005230213389989689,0.0007129540237447351,0.0004476530933430974,0.0007134399123474233,0.0005407631608779952,0.000531652793574155,0.0005062757468073826,0.0005372122069248572,0.0005037312168481373,0.0005824215633755593,0.0005475448314010419,0.0005870806606858537,0.0006433061056757718,0.0006394557399229674,0.0006895886928638486,0.0005622410395189208,0.0005967138362879804,0.0006597793642673867,0.00041986153067332885,0.0005923635509738257,0.000633116334693386,244571794,244615436,ADSS|ADEH|ADSS 2|-|1q44|protein-coding,1,0.0005795322258955535
44,0.001021628819705408,0.0009118616064872084,0.0010161859046419954,0.0010298684643494484,0.0009993682456614463,0.0009020566770871064,0.001073303161308475,0.0012251283256724625,0.0008219596889717068,0.001244610954599701,0.001267821131397715,0.0009717118489378279,0.0010228159543922762,0.0011678652256775517,0.001019009314914837,0.000944432267940397,0.000987669836819696,0.0012111980490614627,0.0009675306516422952,0.0011280701220197497,0.000934242812722783,110543549,110566364,AHCYL1|DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA|-|1p13.3|protein-coding,1,0.0010413494792386453
50,0.0008871560014089263,0.0009933980421780253,0.0010420815320147574,0.0009433456158917518,0.0008240703996149722,0.0009881594820831997,0.0009073291785923068,0.0009942070463685754,0.0009958265558607168,0.0009731112969550286,0.0008913222260476709,0.0008688089946088094,0.0010057795999476485,0.0008064823106940761,0.0009471509650203003,0.0011142413636150215,0.0011411906401936733,0.001144875537488004,0.0009644374360260978,0.0010633147330306846,0.0011857376413262823,33478645,33502512,AK2|ADK2|-|1p35.1|protein-coding,1,0.0009848584094745967
52,0.001348016726102318,0.0007216811651795321,0.000205257976656196,0.0010973757126927376,0.0010470124267756339,0.0007564505632350597,0.0010578397467697015,0.0005093997451515112,0.0012223425732858914,0.00048571260651233055,0.0008067886032114129,0.001211894540280195,0.0011538956697662367,0.0010139108885474906,0.00043366476060425026,0.001011415563787774,0.0015900875316713194,0.0008365300061944767,0.0012380340568477965,0.0011148065859195768,0.0007243910875160617,77747662,78025654,AK5|AK6|-|1p31.1|protein-coding,1,0.0009326908827003572
53,0.0006344028652647417,0.0005430419231570565,0.0007197913789374736,0.0007404129246904529,0.0006794326243069766,0.0005427780581194608,0.0005076265738245627,0.0006275850152825231,0.0007540624237993851,0.0007280269542194491,0.0006906693787779054,0.0005341303319066722,0.0005647718521476931,0.0007408502153667426,0.0007851839207988394,0.0005387968859723389,0.0006058657901415088,0.0005506967178199958,0.0005136777405711906,0.0005778884418645025,0.00048682007006371937,39456916,39471737,AKIRIN1|C1orf108|STRF2|-|1p34.3|protein-coding,1,0.0006222148612872948
