,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0008765083643238673,0.000798702897695406,0.0010563782669022936,143494812,143511720,ENSG00000001036,0,0.0009105298429738555
1,5.4601709359717594e-05,5.2166997976749296e-05,4.2569160246269045e-05,53497341,53616970,ENSG00000001084,0,4.977928919424531e-05
2,0.0001325239199962552,0.0001175131780515099,0.00013511565323273719,41072974,41102403,ENSG00000001167,0,0.00012838425042683408
3,5.039770458764771e-06,2.0518020124024984e-05,1.827688889731741e-06,46129989,46146688,ENSG00000001561,0,9.128493157507166e-06
4,0.0,2.2171319996618465e-07,4.827680941725215e-07,110424687,110476641,ENSG00000004809,0,2.348270980462354e-07
5,0.000443621244692962,0.00036511160996952313,0.0004571037523812571,82169986,82247754,ENSG00000005700,0,0.0004219455356812474
6,0.0001296871581897957,0.00010994829978716674,0.00013733382529821186,35473597,35497079,ENSG00000007866,0,0.00012565642775839143
7,4.45093378268013e-05,4.483435127884249e-05,3.162044552112465e-05,16129086,16148248,ENSG00000007944,0,4.0321378208922814e-05
9,1.953087345936794e-05,2.1919425640512895e-05,2.220273173331211e-05,15246069,15522042,ENSG00000008083,0,2.1217676944397646e-05
10,2.0013421371359454e-07,1.0133032049372748e-05,0.0,50818723,50847619,ENSG00000008196,0,3.4443887543621143e-06
11,0.00037812348929737926,0.0002801925514482573,0.00035340162773362326,111299028,111483715,ENSG00000009413,0,0.00033723922282641994
12,0.0,0.0,0.0,150368892,150405969,ENSG00000009765,0,0.0
13,0.0004315973426798683,0.00038322895865929024,0.000400337899188074,142147162,142224685,ENSG00000009844,0,0.0004050547335090775
14,0.0007459731238499875,0.0006979189231656923,0.0007069245988336582,13621498,13711835,ENSG00000010017,0,0.0007169388819497792
15,3.1132923198354744e-06,5.108369438771807e-06,1.986283618852501e-06,36354091,36387800,ENSG00000010030,0,3.402648459153261e-06
16,9.919726537805686e-05,7.723597409099217e-05,8.724597669429981e-05,26087281,26098343,ENSG00000010704,0,8.789307205444961e-05
17,8.925793562837116e-05,0.0001191056457397366,0.0001413804035646912,111660332,111873452,ENSG00000010810,0,0.00011658132831093299
18,0.00014601560163681206,0.00012349213444414075,0.00017817316395355736,142751469,142956698,ENSG00000010818,0,0.00014922696667817004
19,0.0005282023358593767,0.000567493126872352,0.0005382004506086669,53267398,53349179,ENSG00000012660,0,0.0005446319711134652
20,0.0006602244718225187,0.0006762598550459944,0.0006729492778218319,83147324,83193936,ENSG00000013375,0,0.0006698112015634484
21,6.700035276568983e-05,7.078798598952742e-05,6.330621596749245e-05,83193357,83198935,ENSG00000013392,0,6.703151824090322e-05
22,0.0003481896355615393,0.00029008039790570986,0.00037274706063998087,96521595,96555276,ENSG00000014123,0,0.0003370056980357434
23,1.0417133019555997e-06,2.380768610450253e-06,1.1963054550971397e-06,136999971,137045180,ENSG00000016402,0,1.5395957891676644e-06
24,0.0004414683260583081,0.0004127899730300028,0.0004361044418869748,2832332,2841959,ENSG00000021355,0,0.00043012091365842857
25,1.4329112045753267e-05,1.880925793225248e-05,7.679269748913821e-06,35297818,35321771,ENSG00000023892,0,1.3605879908973187e-05
26,0.00015648649271514798,0.0001591361097772622,0.0001670673038643813,42564029,42693505,ENSG00000024048,0,0.00016089663545226383
27,0.00011198418162408883,0.00011668573412459892,0.00011139321057478139,138773769,138793319,ENSG00000024862,0,0.00011335437544115638
28,1.4506292313151934e-06,1.1901147349420456e-06,1.4808046368501263e-06,89364616,89412273,ENSG00000025039,0,1.3738495343691217e-06
29,0.0003032749212514012,0.0002646556942326275,0.00025316845490062196,122399551,122433119,ENSG00000025156,0,0.00027369969012821686
30,0.00019681161366713108,0.00019265290804309625,0.00018541761405890106,107867756,107958208,ENSG00000025796,0,0.00019162737858970948
31,1.49207324945204e-05,1.1767744187825383e-05,4.304260520385859e-05,166922113,166957191,ENSG00000026297,0,2.3243693962068126e-05
32,1.5643057990583797e-05,1.610551312407056e-05,1.9916461532935937e-05,161129967,161274061,ENSG00000026652,0,1.7221677549196764e-05
33,6.404872492135438e-05,5.317194284363852e-05,4.716288627849212e-05,26402237,26415208,ENSG00000026950,0,5.4794518014495005e-05
34,0.0006546425711186748,0.0007033519905093103,0.0006485885388492589,137197483,137219449,ENSG00000027697,0,0.0006688610334924147
35,0.0001884774448296803,0.00016141957932918033,0.00018135577517116504,133952170,133990432,ENSG00000028839,0,0.00017708426644334188
36,0.0007008731995739586,0.0006238007978480533,0.0006868620844470487,136256627,136289851,ENSG00000029363,0,0.0006705120272896868
37,0.00010906948752636216,7.733098903922531e-05,0.00011103243293723232,155256134,155314493,ENSG00000029639,0,9.914430316760659e-05
38,0.00029292064870227436,0.00027138328132056156,0.00029546094550900225,33572547,33580293,ENSG00000030110,0,0.00028658829184394604
39,0.0005660314750662502,0.0005423288452321639,0.000355350588962939,49463370,49493107,ENSG00000031691,0,0.0004879036364204511
40,0.00020980216644077437,0.0001588604906666966,0.0001686227052924315,143450805,143490616,ENSG00000034693,0,0.00017909512079996746
41,8.035842438793422e-05,4.6286202644304146e-05,8.671890943630624e-05,43037617,43053943,ENSG00000044090,0,7.11211788228482e-05
42,3.8823143724607185e-05,4.493266369639345e-05,4.86095638974403e-05,15522807,15663058,ENSG00000047579,0,4.412179043948031e-05
43,0.0006726068055932726,0.0005237081555330803,0.0007197460928750901,117560269,117602542,ENSG00000047932,0,0.000638687018000481
44,7.056029759955185e-06,2.6463345249058927e-06,6.842666173358805e-06,117287353,117425942,ENSG00000047936,0,5.5150101527399605e-06
45,0.0016547529238410122,0.001319562371209692,0.0013504114283761526,42206807,42217861,ENSG00000048544,0,0.0014415755744756188
46,2.7167702338874958e-05,2.4347552923595567e-05,3.394055376764974e-05,156776020,157210779,ENSG00000049618,0,2.8485269676706756e-05
47,0.0001903564692329948,0.00017647880865610704,0.0002257680073750922,13786557,13814568,ENSG00000050393,0,0.00019753442842139802
48,0.00027737503875171506,0.00023655739139852343,0.0002480706298660342,138403531,138422197,ENSG00000051620,0,0.00025400102000542425
49,9.026909782370772e-06,1.953175880264832e-06,1.5948491611102275e-06,110243940,110358349,ENSG00000053328,0,4.19164494124861e-06
50,8.010116330586485e-05,8.80804843293129e-05,0.00011223285391950092,1609915,1613897,ENSG00000054598,0,9.347150051822622e-05
51,0.0003702550282448242,0.000357932013668909,0.0004158057015229705,149218641,149411613,ENSG00000055208,0,0.0003813309144789012
52,0.0013550085979216467,0.0012404463778541304,0.0012536776001551432,149566294,149591748,ENSG00000055211,0,0.0012830441919769733
53,0.0001334960711875835,0.00011236493552813173,0.00013060161783882865,111555381,111606906,ENSG00000056972,0,0.0001254875415181813
54,5.347037294590367e-05,4.222086264164169e-05,4.666536480801658e-05,105993463,106109939,ENSG00000057657,0,4.745220013185398e-05
55,0.00041953967679116914,0.00037161493899264854,0.00046228796561541865,106045423,106325791,ENSG00000057663,0,0.0004178141937997454
56,0.0002406283644150497,0.0001910644404044658,0.00045385321617902276,166364919,166383013,ENSG00000060762,0,0.00029518200699951274
57,0.00035363129445612303,0.00035189375113060963,0.00029824133427857225,34877462,34889192,ENSG00000064995,0,0.00033458879328843497
58,2.8990962527275255e-05,2.1915768817045962e-05,2.6967551574947372e-05,34889255,35091406,ENSG00000064999,0,2.5958094306422868e-05
59,3.3601859280780264e-05,2.7333230579386487e-05,4.0048538669413654e-05,35258909,35295985,ENSG00000065029,0,3.366120950986013e-05
60,7.820130728617005e-05,0.00010639949277593526,8.15730677593929e-05,34792083,34877514,ENSG00000065060,0,8.872462260716607e-05
61,0.0011211766640796704,0.0009962853058158214,0.0013647801818732583,52497408,52577060,ENSG00000065308,0,0.0011607473839229168
62,2.8820885566212055e-05,4.954195082514531e-05,4.1678908645467383e-05,37257772,37332970,ENSG00000065491,0,4.001391501227491e-05
63,7.408365687872855e-07,0.0,0.0,83552880,83709691,ENSG00000065609,0,2.4694552292909517e-07
64,6.785861956469169e-05,6.824706329979962e-05,6.900879051038506e-05,83859656,83967423,ENSG00000065615,0,6.837149112495879e-05
65,0.00022141869345827724,0.00017309099675938102,0.00021048536833902738,83210402,83431051,ENSG00000065833,0,0.00020166501951889522
66,2.3817986352156096e-05,3.868798874716724e-05,4.751393807525133e-05,30058899,30064909,ENSG00000066379,0,3.6673304391524884e-05
67,6.910453431654474e-05,8.44736622340638e-05,7.037720139985402e-05,125986479,126203817,ENSG00000066651,0,7.465179931682086e-05
68,7.464481125904417e-06,1.3516444605002771e-05,3.857500613520347e-06,46852522,46954943,ENSG00000069122,0,8.279475448142512e-06
69,0.0002585774607449694,0.00030708192927394117,0.0003821041555073738,166409364,166906451,ENSG00000071242,0,0.0003159211818420948
70,0.0002716256215560497,0.00024277544931996693,0.0002863048102472256,170575295,170584692,ENSG00000071994,0,0.00026690196037441405
71,4.3609605185066626e-07,2.0444501119925763e-07,1.1129187656991942e-07,154154496,154356803,ENSG00000074706,0,2.506109798732811e-07
72,0.0,0.0,0.0,155395368,155455839,ENSG00000074771,0,0.0
73,8.96884739532892e-05,7.590390941006339e-05,9.048955474440976e-05,112070663,112087529,ENSG00000074935,0,8.536064603592077e-05
