,120_51YR_M,121_52YR_M,122_55YR_M,123_57YR_M,124_60YR_M,28_43YR_F,29_44YR_M,30_41YR_M,31_47YR_M,32_50YR_F,33_46YR_M,34_50YR_M,35_42YR_F,36_47YR_M,37_41YR_F,38_43YR_M,39_44YR_M,40_45YR_M,41_46YR_M,42_46YR_M,43_47YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137842560,137851229,A4GNT|alpha4GnT|-|3q22.3|protein-coding,1,0.0
1,0.0,0.0,0.0,0.0,4.174099462389902e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.498871717579936e-06,0.0,4.378949223363499e-06,0.0,0.0,0.0,0.0,0.0,0.0,151468967,151645963,AADACL2-AS1|-|-|3q25.1|ncRNA,1,6.215200192063495e-07
2,0.0,0.0,0.0,0.0,0.0,0.0,2.498972213252563e-06,2.272826893386561e-06,0.0,0.0,0.0,2.0767508982986013e-06,2.4916827974288875e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151488244,151502682,AADACP1|-|-|3q25.1|pseudo,1,4.4477299058888634e-07
3,0.0,0.0,2.4448271469594375e-06,0.0,0.0,0.0,0.0,0.0,4.817921456454904e-06,2.307307112688133e-06,0.0,0.0,8.028755680604194e-06,0.0,3.085168771006102e-05,0.0,1.0093328483895051e-05,0.0,0.0,0.0,0.0,151531861,151546276,AADAC|CES5A1|DAC|-|3q25.1|protein-coding,1,2.7878013138410828e-06
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183724126,183729207,ABCC5-AS1|-|-|3q27.1|ncRNA,1,0.0
5,0.00027866561626555295,0.0002237388510592723,0.0003135647535664386,0.00025707685317553257,0.0003381716247779553,0.00024124110480817527,0.00038173489052171583,0.00027144046898159495,0.0002534914960589058,0.0004230515453087594,0.0003755773431028853,0.000279599895940935,0.00029685631994923607,0.0001848294667095382,0.00034799376782638716,0.00029698162316641624,0.00037178253401712737,0.0003454530798144647,0.0003699230748328822,0.00034771176251805597,0.0003404002858469637,183701540,183735748,ABCC5|ABC33|EST277145|MOAT-C|MOATC|MRP5|SMRP|pABC11|-|3q27.1|protein-coding,1,0.00031139458848803786
7,0.000391169079705765,0.0006196864092689614,0.0005562295198710535,0.0006582105922635084,0.0005246843024224108,0.0005043237778330777,0.0004856110868455657,0.0004450844436363282,0.0005835879432754446,0.0003548502615366543,0.00041044419287558984,0.0006242020949986162,0.0007033466829853433,0.0005417010673716379,0.0004065788006177503,0.000593204055569451,0.0006388728884495779,0.0006971638800073371,0.0003693177461649738,0.0005439233942948924,0.0006074856680861171,111697723,111712215,ABHD10|-|-|3q13.2|protein-coding,1,0.0005361751375276218
8,0.0007884231654242765,0.0004656920846056079,0.0005656953890810759,0.0005321859549831951,0.0007062576290363716,0.0006414074942683921,0.0005545016721838796,0.0006398981773551762,0.0005579153046574778,0.0005319021514485171,0.0007158157514264723,0.0006029500108060273,0.0006805062573422452,0.00048048248397954146,0.000554003424470988,0.0008101255618701822,0.0005900072567551342,0.0005603014794731295,0.0006341154090044388,0.0005852416117697704,0.0005525671240551745,52009042,52023218,ABHD14A-ACY1|-|-|3p21.2|protein-coding,1,0.0006071426378093845
9,0.0005393528056752638,0.0006533333412814276,0.00068511579202871,0.00036453296677145926,0.0008097752957036411,0.0004988797833526321,0.0006885681544354022,0.0005806748023046464,0.00041502951974890095,0.0005153438298162847,0.0006893115503419986,0.000489628636788867,0.0005005513886390477,0.0004022141235781428,0.0005464397849033603,0.0006997668318113628,0.00046171757126673015,0.00048117159597842554,0.0009668444001313967,0.00045177245838071183,0.00046146456394473143,52009042,52015216,ABHD14A|DORZ1|-|3p21.2|protein-coding,1,0.0005667375808039591
11,0.00035756325104446015,0.0003417680495754426,0.0003155707655844566,0.0007314121368965414,0.00039542635573707016,0.000625797004071452,0.0002922446693714551,0.0005959352114459561,0.0005630085359114444,0.0003845738061059896,0.0005786413366533948,0.0005489544874502636,0.0005312129297296309,0.0006472737808096729,0.00033425979071674707,0.0005651830146664612,0.0009603279983711456,0.0008686792482284259,0.0003609776622960143,0.000873138434658333,0.0005623740069178427,43732375,43764217,ABHD5|CDS|CGI58|IECN2|NCIE2|-|3p21.33|protein-coding,1,0.0005444915464877237
