,129_94YR_M,130_89YR_M,131_87YR_M,132_90YR_M,133_89YR_M,134_86YR_M,135_92YR_M,136_87YR_M,166_82YR_F,56_83YR_M,57_83YR_M,58_83YR_M,59_84YR_F,60_84YR_M,61_84YR_F,62_84YR_M,63_84YR_M,64_84YR_M,65_84YR_M,66_86YR_M,67_86YR_M,68_86YR_M,69_87YR_F,70_87YR_M,71_87YR_M,72_87YR_M,73_88YR_M,74_89YR_M,75_90YR_M,76_91YR_M,77_92YR_F,78_96YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137842560,137851229,A4GNT|alpha4GnT|-|3q22.3|protein-coding,0,0.0
1,0.0,5.212122817204383e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.309695203314839e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151468967,151645963,AADACL2-AS1|-|-|3q25.1|ncRNA,0,1.8259663554799585e-06
2,0.0,0.0,0.0,0.0,0.0,3.054188120442883e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151488244,151502682,AADACP1|-|-|3q25.1|pseudo,0,9.54433787638401e-08
3,0.0,0.0,0.0,0.0,1.9482856503212193e-06,0.0,0.0,0.0,1.5984674727853962e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.945983000109989e-05,151531861,151546276,AADAC|CES5A1|DAC|-|3q25.1|protein-coding,0,1.6564557226314532e-06
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183724126,183729207,ABCC5-AS1|-|-|3q27.1|ncRNA,0,0.0
5,0.00022719011268629587,0.0002644154649609602,0.00030211952319938974,0.00022984563755305604,0.0002784277311186324,0.000319065184497331,0.00024327425212866346,0.00025039740136948346,0.0003722344254016775,0.00031228006333452633,0.0002815643795320596,0.00027317095075518936,0.00031874359145054427,0.00033672206855084514,0.00027135397422137247,0.00026391016169127697,0.00030499763879311426,0.0003394305928822302,0.0003148539777919629,0.00042926367502802305,0.0003449924448695949,0.0003184658519768149,0.0003542345187513168,0.0002306963806642939,0.0004501084293581596,0.00027031404482119793,0.0003870918632350044,0.00039489455361380087,0.0002581383046053839,0.00026079005709960825,0.00040999251404236756,0.0003441871739311668,183701540,183735748,ABCC5|ABC33|EST277145|MOAT-C|MOATC|MRP5|SMRP|pABC11|-|3q27.1|protein-coding,0,0.00031116146699735454
7,0.0003873387358325878,0.0003611602040273989,0.0003761609126898158,0.00034544914429864547,0.0004693006858910112,0.0005197318422830251,0.00044577320491979327,0.0003493586286689549,0.000523532846630104,0.0007034027874267063,0.0006056573927242981,0.0005847649192902793,0.0004922279164931704,0.0006810701258891296,0.0006682841031796769,0.0005952187127883829,0.0006013772427594032,0.0003991854244510115,0.0005257381383794098,0.0005323057285213968,0.0005826085429927952,0.0006268410604096621,0.0005315918208792752,0.0004772851786632392,0.00044929498038944,0.0006181412475664207,0.0004959731102872256,0.0005604975748730001,0.0005705257028443394,0.000640599277928488,0.0005475655764931016,0.0007341211877925293,111697723,111712215,ABHD10|-|-|3q13.2|protein-coding,0,0.0005313151236957412
8,0.00039958251436059177,0.0005603939010423461,0.0005832527926897097,0.00042457912070202977,0.00038245437705396537,0.0006981744077880496,0.0003332554194505451,0.00039566702802239245,0.0005792012138344997,0.0005387472223414981,0.000532620507267954,0.0006556637399241482,0.0007437588051848007,0.000641414984194445,0.00044228612464948487,0.0005563710300058565,0.0004758097821966751,0.0010558374900077043,0.0006864251384014939,0.0005706531941025352,0.0003146051137154007,0.00031036762849566884,0.0006630666654961724,0.000749165135431307,0.0007050568936376834,0.0004140800032681223,0.0008659006919444294,0.0005458002261586765,0.00030971742047622934,0.000560179146856168,0.0003234826063030772,0.0005436377915135058,52009042,52023218,ABHD14A-ACY1|-|-|3p21.2|protein-coding,0,0.0005487877536411614
9,0.0005660979023414458,0.000687855094762379,0.0004266222418329724,0.0004200412009082873,0.00039219580530557144,0.0006821236744742328,0.00041116930223875124,0.00035457647648342677,0.0006118655491479404,0.0005392075214451708,0.00042639691536096357,0.0005194123777446396,0.0006140375761060909,0.0007798613442718668,0.00039015279626881776,0.00044758414551847173,0.0004965469284987235,0.0009020375240086375,0.0006389621807160878,0.0005459150563412764,0.0003088892625577979,0.0003419892630410963,0.0009139456334714516,0.0009369121158435324,0.0009149267275673314,0.0003816082749485984,0.0006806010782153923,0.0005243988236448367,0.00029266597158245577,0.0007235181538746821,0.0003909677707214778,0.0004874525455349193,52009042,52015216,ABHD14A|DORZ1|-|3p21.2|protein-coding,0,0.0005547042885868539
11,0.0004113909585409334,0.00048142600777936544,0.000682171145846505,0.00044505648377129265,0.0006458271736019338,0.0005460498462996074,0.0006839780955091958,0.0004955176611993306,0.0004012848342549078,0.0008653623149046888,0.0004618047793299604,0.000848246587300972,0.0011232290379403235,0.0011771060329266623,0.0008910237486860773,0.0006798678804349896,0.0007602722598789947,0.0004784727070168521,0.00048619735826926355,0.0005639490917282103,0.0005849415434652861,0.0004377539692863948,0.00046575152310555516,0.00038779776779321307,0.00033202275406570263,0.0005426575726623661,0.0005500032836016931,0.0004375684345299511,0.0004687024599840117,0.0004176849326012888,0.0005687592644922688,0.0005190479893458202,43732375,43764217,ABHD5|CDS|CGI58|IECN2|NCIE2|-|3p21.33|protein-coding,0,0.0005887789218798006
12,0.00016422988265562657,0.00014100545718933436,0.0001945944480158411,0.00015922426076293888,0.00017629033187452,0.0002090494294354203,0.00014849923204682855,0.00010198520728285853,0.00017979284139547046,0.00017701788386956097,0.00018017507163559636,0.00016197807843213772,0.00022986316691145017,0.0002002861964264755,0.0001795993162713983,0.00014475943756311495,0.00015801974795749208,0.00013405048776870683,0.00015570934862523927,0.0001554010930368511,0.00010358522097859688,0.00016633493943814267,0.0001586339674485568,0.0001392152973687739,0.00017482374086064665,0.00013296387140514728,0.0002076131797801778,0.00014948750731805488,0.00017998077373285586,0.00017438608961880005,0.00018479408658922917,0.00018487888296445126,58223229,58280463,ABHD6|-|-|3p14.3|protein-coding,0,0.00016588213989563418
14,0.00027779773060204564,0.0004532491025262652,0.00035676631305418664,0.00044539682775582333,0.0004148077266411177,0.0005363024374045769,0.00025864764201403084,0.00020023490988035653,0.0004925364773752219,0.0003218805874968428,0.0003606767840827148,0.00040507884135957875,0.0006712004473814345,0.0007807625974922005,0.00039862446213067616,0.0005000719785378921,0.0004630847151476909,0.0006756781196760506,0.0005444569119421919,0.0003128804578097429,0.0001350807273572243,0.00021235341572782974,0.000556007597970363,0.00043951932671745477,0.00046488608562323167,0.00017846357136899627,0.0008233631245559675,0.0002501127763665601,9.454148532562017e-05,0.0003318727731169245,0.00017184238836751592,0.0002505217451613785,127391781,127399769,ABTB1|BPOZ|BTB3|BTBD21|EF1ABP|PP2259|-|3q21.3|protein-coding,0,0.0003993343777490533
16,0.0006685647244224746,0.0005786544705411363,0.0006053590992652748,0.0005463655431665932,0.0007902364675621066,0.0008511437447140613,0.0006413844382282316,0.0006535947324877614,0.0003840491849831348,0.00034134466388071726,0.0004180349105859975,0.0003081860139146119,0.0003538823639427442,0.00039253044104074227,0.0004173924603477163,0.00038787505649128396,0.00037172008030392575,0.00046414890961900864,0.00041707110084266026,0.0009505076346317838,0.0007599749039139174,0.0008977459173384764,0.0009650404478895989,0.0006768802694898283,0.0011530639131599842,0.0007958846797992985,0.00041992788016644874,0.0007651001398697685,0.0008192584039673927,0.0007285156436224305,0.0010669348721685976,0.0004155746622755305,132276982,132378975,ACAD11|ACAD-11|-|3q22.1|protein-coding,0,0.0006251858679572887
17,0.0007297836170624944,0.0008665305347257078,0.0006024705418727343,0.000669910409551232,0.0005945223181434751,0.0006628887875880393,0.0005327788774251522,0.0005605035839795707,0.0008966012550610608,0.001087818296008227,0.00110914153960448,0.0009842306589220118,0.001041547428861092,0.0008966776270612787,0.001059479566016108,0.0010397271381553982,0.0012530487981409822,0.0010483138792532814,0.0010941017985796866,0.0007124449593195068,0.0005226504308497785,0.0005422596151621366,0.0008904900273895638,0.0009353171779031374,0.0008666620887566372,0.0006258009092869535,0.0009236622308192885,0.0007419582618502853,0.000502562632520402,0.0008001901676361907,0.0005887135555324201,0.00045767856855125435,128598333,128631957,ACAD9|NPD002|-|3q21.3|protein-coding,0,0.000807514602549674
18,0.0005241425545854855,0.00044611417802011536,0.0006700863649185295,0.0005207262963319483,0.0006321301350905847,0.000522786030403468,0.0005558114113752725,0.0005098074489639638,0.00038488316801241413,0.00044136108340731543,0.0004917904058276901,0.0004302041538556529,0.0003494632891059969,0.000527441115407624,0.0005104504515072071,0.0004251180157165287,0.0004321136524887875,0.00036540151846720895,0.0003745857945540988,0.0010005202383442475,0.0008994883321688745,0.0009520554319540987,0.0007988622796544701,0.00042590539215479645,0.0006782808650839978,0.0010143487068199663,0.00039768894142651594,0.000913749640462884,0.000827511062506728,0.0008011765142969305,0.0010670588118644993,0.0009202610862527594,194995465,195163817,ACAP2|CENTB2|CNT-B2|-|3q29|protein-coding,0,0.0006191038865947083
19,8.706686953247267e-07,9.069819287478625e-07,1.0021525647589515e-06,2.042063907184111e-06,1.062701263811574e-06,2.664291764641664e-06,2.0387649668766813e-06,4.209854486676137e-06,0.0,0.0,1.1759069214795992e-06,0.0,0.0,1.5251977574878715e-06,1.3684998699925125e-06,0.0,0.0,4.557571899313832e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9640158257776553e-06,0.0,4.899116238107878e-06,1.638395445309207e-06,1.0521031047891407e-06,0.0,1.891523243668126e-06,42850964,42908775,ACKR2|CCBP2|CCR10|CCR9|CMKBR9|D6|hD6|-|3p22.1|protein-coding,0,1.0896815588733604e-06
21,0.0003174675730327785,0.0005065796399366395,0.00035169660007952375,0.00035112154404082354,0.00040931710344475794,0.0005188220841194889,0.00036058589035786493,0.0003905084739330851,0.00031809502708429386,0.0002673022652042219,0.00026052871127003565,0.00025867043795825296,0.00034782395489236487,0.00017941871801720964,0.0002740258073008817,0.0004495231864835204,0.00025739646205432136,0.00031374903694165215,0.0003150643010904211,0.00030872391433766147,0.00035566592203124087,0.0003220007907979501,0.0004312539504178664,0.0004449307233009382,0.0004335683003275284,0.0002826218773294046,0.0004161218872948495,0.00034848187346330514,0.00027907335751766826,0.0003264149882608309,0.00028964706932195077,0.00026124037687549786,58490863,58522929,ACOX2|BCOX|BRCACOX|BRCOX|THCCox|-|3p14.3|protein-coding,0,0.0003421075577662134
22,0.0,0.0,0.0,0.0,0.0,2.144429956906705e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.215666456178354e-06,0.0,0.0,0.0,4.136358203011759e-06,2.346435831013714e-06,0.0,2.7636794419784134e-06,0.0,1.3101275938959902e-06,0.0,9.62367754631051e-06,0.0,0.0,0.0,1.6439111012330323e-06,0.0,0.0,132036211,132087146,ACPP|5'-NT|ACP-3|ACP3|-|3q22.1|protein-coding,0,8.182589415790149e-07
24,0.00043234142402218465,0.0006405106380817405,0.0005594369317389675,0.0006358192871007417,0.0006035552788858735,0.0006701018701703619,0.0003952448947947685,0.0005842803677705161,0.0005760737774747022,0.0005578167566365103,0.0006821566707827764,0.0006529240116998423,0.0006272948006163327,0.0005178046386671325,0.0006392849392679308,0.0005765638014349838,0.0005693289257471465,0.0005622452190709063,0.0006675661493064063,0.0009509769217979865,0.0008845571291449326,0.0008406084516659459,0.001038836448310977,0.0006035131242316529,0.0009821718423148156,0.001025543597026899,0.0007178401065080985,0.0010293945685045356,0.0005756836144314239,0.0008014395400731279,0.0009891007431424167,0.0005112717271218512,53901094,53916229,ACTR8|ARP8|INO80N|hArp8|-|3p21.1|protein-coding,0,0.0006906652561732651
25,0.00017745316346587088,0.00015708927005912978,0.0001561589496497919,0.00012621089426346243,0.0001849100199032139,0.00015654338685418945,0.0001307013649035537,0.0001567133156096483,0.00011988506045890474,0.0002024000915863702,0.00010361046541481357,0.00018088888544381056,0.00023264290753456535,0.0003300666601545344,0.0001865069822818367,0.00019497391220971969,0.00014953636992483593,0.00010113469071810692,0.0002141091178304731,0.00011725475052694245,0.00011507524830561467,0.0001305999215372125,0.00013805887439426924,0.0001269684524693114,5.4501080904210894e-05,0.0001196740309840518,0.0002191057857061833,0.00011551600393012262,0.00011232110997286453,0.00011362713531722718,0.0001427165598306488,0.00023454888221484762,169484711,169487683,ACTRT3|ARP-T3|ARPM1|-|3q26.2|protein-coding,0,0.00015629697951126054
