filter_size,Grp_1_20=>Grp_1_20_ut,Grp_21_40=>Grp_1_20_ut,Grp_41_60=>Grp_1_20_ut,Grp_61_80=>Grp_1_20_ut,Grp_81_100=>Grp_1_20_ut,Grp_1_20=>Grp_1_20_lt,Grp_21_40=>Grp_1_20_lt,Grp_41_60=>Grp_1_20_lt,Grp_61_80=>Grp_1_20_lt,Grp_81_100=>Grp_1_20_lt,Grp_1_20=>Grp_1_20_diff,Grp_21_40=>Grp_1_20_diff,Grp_41_60=>Grp_1_20_diff,Grp_61_80=>Grp_1_20_diff,Grp_81_100=>Grp_1_20_diff
0.0,0.00012018985750312613,0.00012106164106866175,0.0001466120421870333,0.00010849434921663121,0.00013947362118817583,0.00012057502841993111,0.0001351469289365736,0.00013916176023827655,0.00018878476163835674,0.00015884037513038652,-3.8517091680497786e-07,-1.4085287867911852e-05,7.450281948756759e-06,-8.029041242172553e-05,-1.9366753942210682e-05
0.5,7.07471584220159e-05,7.313340100833795e-05,8.398749162413654e-05,6.192504751944826e-05,9.937816740944146e-05,7.093841776632651e-05,8.076729973699622e-05,8.009545229084864e-05,0.00011122375834722654,0.00011139559445704019,-1.9125934431061978e-07,-7.633898728658266e-06,3.892039333287898e-06,-4.9298710827778286e-05,-1.201742704759873e-05
1.0,6.564738677604648e-05,6.705634802165113e-05,7.780105144031278e-05,5.7061753513101e-05,9.473306173743728e-05,6.577058650121342e-05,7.380648925326573e-05,7.323827363983434e-05,0.00010476771642444379,0.00010625175689967124,-1.231997251669321e-07,-6.750141231614594e-06,4.5627778004784446e-06,-4.770596291134279e-05,-1.1518695162233964e-05
1.5,6.296531728757636e-05,6.421644067761327e-05,7.449185732237489e-05,5.4473920882910026e-05,9.206380577237186e-05,6.304546912980616e-05,7.085709790664915e-05,7.03257370809551e-05,0.00010210335743338754,0.00010369767754743776,-8.015184222980184e-08,-6.6406572290358875e-06,4.1661202414197945e-06,-4.762943655047752e-05,-1.1633871775065902e-05
2.0,6.095017807043126e-05,6.190806039630141e-05,7.197469498997872e-05,5.253329725577249e-05,9.031573591019569e-05,6.1005889714680256e-05,6.883950606570258e-05,6.820190100309798e-05,0.00010012040835989849,0.00010213663767144619,-5.571164424899428e-08,-6.931445669401169e-06,3.772793986880736e-06,-4.7587111104126005e-05,-1.1820901761250502e-05
2.5,5.938090875738488e-05,6.01512582068803e-05,7.04986432972245e-05,5.1328575070810545e-05,8.903462733998737e-05,5.942327933943369e-05,6.721862662802949e-05,6.676331095706672e-05,9.855146419695222e-05,0.0001008753021889219,-4.237058204880945e-08,-7.0673684211491845e-06,3.735332340157785e-06,-4.722288912614168e-05,-1.1840674848934528e-05
3.0,5.8159775505906945e-05,5.8678819396376755e-05,6.933959166393721e-05,5.032996622737253e-05,8.785372883265132e-05,5.819428872608587e-05,6.594813406842977e-05,6.567011228843707e-05,9.741359297776064e-05,9.983165475124813e-05,-3.4513220178926753e-08,-7.26931467205301e-06,3.6694793755001463e-06,-4.708362675038811e-05,-1.197792591859681e-05
3.5,5.704717599843959e-05,5.736681587521465e-05,6.826428892561368e-05,4.943022098359764e-05,8.673392430080217e-05,5.7076500605235156e-05,6.488682023460078e-05,6.480799681170759e-05,9.641340807843832e-05,9.88625839769524e-05,-2.932460679556763e-08,-7.520004359386132e-06,3.4562921139060914e-06,-4.6983187094840685e-05,-1.212865967615023e-05
4.0,5.6010799603033526e-05,5.618858056229813e-05,6.724199168208324e-05,4.857912708161214e-05,8.566050718697736e-05,5.60363563120351e-05,6.397912520559804e-05,6.403480533469596e-05,9.545894126405824e-05,9.79630404299909e-05,-2.5556709001571033e-08,-7.790544643299907e-06,3.2071863473872805e-06,-4.68798141824461e-05,-1.2302533243013539e-05
4.5,5.505545704109303e-05,5.514447471076442e-05,6.626176061091099e-05,4.775309042290703e-05,8.462497511586914e-05,5.507808975108837e-05,6.310705555746603e-05,6.327349136568344e-05,9.453526539414473e-05,9.707550386108312e-05,-2.263270999533864e-08,-7.962580846701618e-06,2.988269245227546e-06,-4.67821749712377e-05,-1.2450528745213985e-05
5.0,5.4199763943995676e-05,5.4229500385312665e-05,6.531666684110035e-05,4.6962556872451725e-05,8.36194858392996e-05,5.4220030948397226e-05,6.226636063028475e-05,6.252922040362871e-05,9.363383814372064e-05,9.62014417516437e-05,-2.0267004401549303e-08,-8.036860244972087e-06,2.7874464374716385e-06,-4.667128127126891e-05,-1.2581955912344093e-05
