filter_size,WT=>WT_ut,HGPS_ASO=>WT_ut,HGPS_NT=>WT_ut,HGPS_NT=>HGPS_ASO_ut,WRN_ASO=>WT_ut,WRN_NT=>WT_ut,WRN_NT=>WRN_ASO_ut,WT=>WT_lt,HGPS_ASO=>WT_lt,HGPS_NT=>WT_lt,HGPS_NT=>HGPS_ASO_lt,WRN_ASO=>WT_lt,WRN_NT=>WT_lt,WRN_NT=>WRN_ASO_lt,WT=>WT_diff,HGPS_ASO=>WT_diff,HGPS_NT=>WT_diff,HGPS_NT=>HGPS_ASO_diff,WRN_ASO=>WT_diff,WRN_NT=>WT_diff,WRN_NT=>WRN_ASO_diff
0.0,0.0006349957879568388,0.0016721421241245476,0.0034223024064179096,0.0029913224817288493,0.0030443220801995036,0.0035478466331454223,0.001585123252852842,0.000635195170919806,0.0017593021433703095,0.002099191573620526,0.0013626015843756331,0.0015900203236719867,0.0020976907398322416,0.0016578272560010417,-1.9938296296720826e-07,-8.716001924576186e-05,0.0013231108327973837,0.0016287208973532162,0.001454301756527517,0.0014501558933131807,-7.270400314819962e-05
0.5,6.019280772064261e-05,0.00015862399496242033,0.00028783389973455187,0.00025321216992063935,0.00026299896360427614,0.0002867427303550852,0.0001430891711683058,6.0222926283619875e-05,0.00014700184675488828,0.00015769695264730086,0.0001082464294330614,0.00012646297933146386,0.00016365576500999775,0.00014426449176472187,-3.01185629772644e-08,1.1622148207532054e-05,0.000130136947087251,0.00014496574048757796,0.00013653598427281228,0.00012308696534508746,-1.1753205964160746e-06
1.0,3.358442321969424e-05,0.0001028051545933229,0.0001826747110464923,0.00016519089733640533,0.0001749194353049893,0.00017846706354860813,9.413953788378581e-05,3.360471381066657e-05,8.96388882803657e-05,9.832659950976024e-05,6.72396310644824e-05,7.72781246061538e-05,9.86902765984222e-05,9.043246298777636e-05,-2.0290590972335803e-08,1.3166266312957203e-05,8.434811153673205e-05,9.795126627192292e-05,9.764131069883548e-05,7.977678695018593e-05,3.7070748960094487e-06
1.5,2.2958706405827953e-05,8.349349795541728e-05,0.00014834498256247606,0.00013570082251877425,0.00014691030477446005,0.00014501400014541775,7.63451264236586e-05,2.2968422281753708e-05,6.990245399432854e-05,8.148935445120629e-05,5.346383924047822e-05,6.193577710988813e-05,8.015161088262546e-05,7.136965405172147e-05,-9.715875925754683e-09,1.3591043961088742e-05,6.685562811126977e-05,8.223698327829603e-05,8.497452766457192e-05,6.486238926279229e-05,4.975472371937124e-06
2.0,1.741755817474234e-05,7.291604283346386e-05,0.0001303343646679439,0.00012013625136932099,0.000129529571436095,0.00012812669590927427,6.580386184394604e-05,1.7422328276937772e-05,5.887767889977725e-05,7.376995428524675e-05,4.6303327107205485e-05,5.5083072902514044e-05,7.185390030903273e-05,6.0729501037653336e-05,-4.7701021954313675e-09,1.403836393368661e-05,5.656441038269714e-05,7.383292426211551e-05,7.444649853358097e-05,5.627279560024154e-05,5.074360806292706e-06
2.5,1.4161841106185808e-05,6.568448949595419e-05,0.00011954806916782674,0.00010949743791125682,0.00011789053806722661,0.00011752266346389903,5.7882010166793405e-05,1.4164197266776646e-05,5.234914695100971e-05,6.937738170011827e-05,4.2018920910857e-05,5.154553744429238e-05,6.692941958740362e-05,5.300696529881863e-05,-2.356160590838061e-09,1.3335342544944483e-05,5.017068746770847e-05,6.747851700039981e-05,6.634500062293423e-05,5.059324387649541e-05,4.875044867974777e-06
3.0,1.1989260793075052e-05,6.008378283771863e-05,0.00011218943456047186,0.00010099094579540279,0.00010913035490092098,0.00011033327156754955,5.191598997695274e-05,1.1990488384300748e-05,4.746473236960241e-05,6.634826320818869e-05,3.9479033615131104e-05,4.931432254921017e-05,6.399788247302437e-05,4.728527787959161e-05,-1.2275912256952257e-09,1.261905046811622e-05,4.584117135228316e-05,6.151191218027168e-05,5.981603235171081e-05,4.633538909452518e-05,4.630712097361134e-06
3.5,1.0444390357598037e-05,5.56654635295223e-05,0.00010688278529042101,9.431133936143254e-05,0.00010220685104042963,0.00010510463902825946,4.716253662415616e-05,1.0445090016223678e-05,4.3906745329976986e-05,6.403056169165057e-05,3.7924102759624836e-05,4.775143493887172e-05,6.191549338405355e-05,4.296117495977188e-05,-6.996586256406402e-10,1.1758718199545312e-05,4.285222359877044e-05,5.63872366018077e-05,5.445541610155791e-05,4.3189145644205906e-05,4.201361664384282e-06
4.0,9.285480393273204e-06,5.206834031973816e-05,0.00010254275584036023,8.887792820632386e-05,9.675181440010475e-05,0.00010103295071847216,4.31779591810922e-05,9.285920630607478e-06,4.132606495854743e-05,6.255423282340784e-05,3.7101548175887145e-05,4.6464580303598205e-05,6.041203790126549e-05,3.953734588972116e-05,-4.402373342732763e-10,1.0742275361190731e-05,3.998852301695239e-05,5.177638003043672e-05,5.0287234096506545e-05,4.062091281720667e-05,3.6406132913710423e-06
4.5,8.385038309433957e-06,4.922097118692674e-05,9.914743526734072e-05,8.465369384553369e-05,9.200684347566683e-05,9.769909414373576e-05,3.981088565689896e-05,8.385340723877405e-06,3.9346988229453014e-05,6.136649968624484e-05,3.650501651931573e-05,4.537070386579225e-05,5.928319099238483e-05,3.679951895119163e-05,-3.0241444344746786e-10,9.873982957473722e-06,3.778093558109588e-05,4.8148677326217954e-05,4.663613960987458e-05,3.841590315135093e-05,3.011366705707333e-06
