,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.0015978169270682641,0.0016361332739367037,0.0015101539507792936,8940361,8949761,ENSG00000003056,1,0.0015813680505947537
3,0.003964453025607766,0.0039093957823579314,0.0035989990295838535,21468910,21501669,ENSG00000004700,1,0.0038242826125165167
7,0.0008850810840359749,0.0008503822614816259,0.0008019281498209308,16347142,16609259,ENSG00000008394,1,0.0008457971651128438
17,0.02637723239061711,0.028411150618014563,0.027354004647513384,91140484,91183217,ENSG00000011465,1,0.027380795885381688
18,0.0011032240527980063,0.0012383214331787773,0.0011195449811434671,53708517,53727745,ENSG00000012822,1,0.0011536968223734168
21,0.0014417299059710635,0.0014571595150768668,0.0016484851534979224,12974870,13000265,ENSG00000013583,1,0.0015157915248486175
26,0.0011143310014264454,0.0009125634981849144,0.0012603190351522158,120533480,120577588,ENSG00000022840,1,0.0010957378449211917
27,0.0008717499701660521,0.0009173034017931575,0.000817135841931663,15911302,16037381,ENSG00000023697,1,0.0008687297379636242
28,0.006064330348774833,0.005440511919861243,0.005877080692768253,15882387,15903478,ENSG00000023734,1,0.00579397432046811
30,0.0009573352906651634,0.0010227969945928808,0.0009669758907728074,95217746,95302799,ENSG00000028203,1,0.000982369392010284
36,0.0009178056495884022,0.0008332000455955042,0.0008660151269357353,4487735,4538508,ENSG00000047621,1,0.0008723402740398806
38,0.0015503636956917068,0.001349353336873949,0.001445685706829536,88492793,88580851,ENSG00000049130,1,0.0014484675797983972
39,0.007144835820857781,0.006470460955796751,0.007552246438699577,50175788,50283520,ENSG00000050405,1,0.007055847738451369
47,0.0020268238656094267,0.0018227476882380583,0.0021375907195045705,79773563,79935460,ENSG00000058272,1,0.0019957207577840186
48,0.0009646309428531425,0.0009242656001958533,0.0008743312560878158,96278261,96400480,ENSG00000059758,1,0.0009210759330456038
49,0.0019623691803486126,0.0019342166844914818,0.002119296632833601,7919230,7936187,ENSG00000059804,1,0.002005294165891232
52,0.0008081746074016733,0.0007080785041355902,0.0010931354390424028,752579,911452,ENSG00000060237,1,0.0008697961835265553
54,0.0024941600430290036,0.002389394942706295,0.0023448569263244397,24810024,24949101,ENSG00000060982,1,0.0024094706373532465
56,0.002846584459318531,0.0028056658450296736,0.002888738428954744,27710822,27756295,ENSG00000061794,1,0.002846996244434316
60,0.011287170815480235,0.010234581561259504,0.011167570688551863,53006282,53042215,ENSG00000063046,1,0.010896441021763867
69,0.0014425203268059238,0.001535713950270789,0.0018821396422446578,6328757,6342114,ENSG00000067182,1,0.00162012463977379
71,0.001254655258108548,0.0011370022823646586,0.0013043047514584535,77324641,78213010,ENSG00000067798,1,0.0012319874306438866
76,0.0014846439997798276,0.0014690378223326268,0.0015815199733147766,89588049,89709300,ENSG00000070961,1,0.001511733931809077
82,0.0027423185496122764,0.0026054763326342754,0.002712209398747359,95657807,95791189,ENSG00000074527,1,0.002686668093664637
83,0.0022051908990838283,0.0020982139232068623,0.002444470634950499,106063345,106138954,ENSG00000074590,1,0.0022492918190803964
87,0.0038982550997866345,0.0037456713581537943,0.0037018071990726925,98593591,98606379,ENSG00000075415,1,0.003781911219004374
89,0.0009630585113426434,0.0008956423192614519,0.00109130571884008,56521820,56596193,ENSG00000076067,1,0.0009833355164813918
92,0.0032988432268358245,0.0031580702462182444,0.0035359678480909097,109999186,110039763,ENSG00000076513,1,0.0033309604403816595
108,0.012711579089394843,0.011442385432738233,0.011401799505508937,123584533,123598582,ENSG00000086598,1,0.011851921342547339
109,0.001106078234313519,0.0010741459530854384,0.0010403230594072978,27780048,27803040,ENSG00000087448,1,0.0010735157489354184
110,0.001157619602347669,0.0011529587052185183,0.0011301189351169184,32679200,32745650,ENSG00000087470,1,0.0011468990808943685
112,0.0018425434160442976,0.00169296130460035,0.0017686571441298598,29337352,29381189,ENSG00000087502,1,0.0017680539549248357
113,0.0021683388419526757,0.00200514899408028,0.002274067018774239,120469850,120498493,ENSG00000088986,1,0.002149184951602398
115,0.010008252849185996,0.01108538482216678,0.009204021583349814,112405189,112418838,ENSG00000089009,1,0.01009921975156753
118,0.0009875394163021954,0.0010665781123523686,0.0009858698583960208,121308245,121399896,ENSG00000089053,1,0.0010133291290168615
123,0.0008300136405963624,0.0007583004605673391,0.001088163930144544,120127202,120194715,ENSG00000089154,1,0.0008921593437694152
124,0.052547193151004076,0.05829879412782189,0.04806413990747994,120196699,120201235,ENSG00000089157,1,0.0529700423954353
128,0.015126393200443653,0.01566723157072702,0.012804915901412584,118136124,118145584,ENSG00000089220,1,0.014532846890861087
131,0.001021143468596468,0.0008917748296633747,0.0006556013460878241,112013348,112023449,ENSG00000089248,1,0.0008561732147825556
134,0.0015809450615995476,0.0018405999618520894,0.0017846121720433974,6747996,6767475,ENSG00000089693,1,0.0017353857318316783
139,0.0010212393165483296,0.0011127605255502372,0.001453753775030002,132768902,132829143,ENSG00000090615,1,0.0011959178723761896
141,0.004493259388132378,0.004133516495256528,0.004447405097431382,76351797,76559809,ENSG00000091039,1,0.004358060326940096
142,0.012295429279383456,0.01425522655386138,0.009909158165762379,56158346,56163496,ENSG00000092841,1,0.012153271333002404
145,0.001320792351356509,0.001241144752115179,0.0014914786172460883,92770637,92929331,ENSG00000102189,1,0.0013511385735725922
148,0.0009758331905515345,0.0010507365214787916,0.0010137106091854652,6828407,6839847,ENSG00000110811,1,0.001013426773738597
155,0.003789588416861546,0.0037178028015881566,0.004177308515208759,108645109,108731526,ENSG00000110880,1,0.0038948999112194873
160,0.0009172012093802636,0.0008155330663782763,0.0009616436279995985,109448655,109477359,ENSG00000110906,1,0.0008981259679193794
162,0.0028376738799604545,0.0026584653944405324,0.0031632031061059615,120687149,120701859,ENSG00000110917,1,0.002886447460168983
167,0.009290870508894943,0.009938019394622558,0.00959391979349395,56638175,56645984,ENSG00000110955,1,0.00960760323233715
168,0.002643489941753698,0.0022072205020093856,0.002776729608965876,56663341,56688408,ENSG00000110958,1,0.00254248001757632
179,0.000996152029004928,0.0007992465878525613,0.0009217237805424866,95473520,95515839,ENSG00000111142,1,0.000905707465799992
180,0.0010608314901217142,0.0010141856984950018,0.0009650353915030016,96000753,96043520,ENSG00000111144,1,0.001013350860039906
181,0.0013668915133448962,0.0011261999211064923,0.0012934248272064002,96194375,96269824,ENSG00000111145,1,0.0012621720872192628
183,0.0012110737102202932,0.0013088987644382212,0.0014096761196071036,1529891,1647212,ENSG00000111186,1,0.001309882864755206
191,0.005446152130547227,0.005380630855389036,0.005024005168124302,110434823,110450422,ENSG00000111229,1,0.005283596051353521
196,0.0008381906455702502,0.0007490710965145712,0.000966530378560057,111405923,111451623,ENSG00000111252,1,0.0008512640402149595
201,0.0012996348146172287,0.0012274685041458594,0.0012821534866502785,12611827,12645108,ENSG00000111269,1,0.0012697522684711221
204,0.0009854979492059516,0.0009819702091514824,0.0008974254390422934,12685498,12722369,ENSG00000111276,1,0.0009549645324665757
