,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.0017599834606823923,0.001796429852967418,0.0020662287127402802,8940361,8949761,ENSG00000003056,1,0.0018742140087966968
3,0.005329201429148108,0.005914734981485228,0.0054754306601809835,21468910,21501669,ENSG00000004700,1,0.0055731223569381065
10,0.001147445827078265,0.00336874928076118,0.0012198689846910403,6199715,6238271,ENSG00000010278,1,0.0019120213641768283
11,0.0007811272658455164,0.0008241202243613024,0.0009504269034531279,6493356,6531955,ENSG00000010292,1,0.0008518914645533155
17,0.00986036492946274,0.011079660265709475,0.00807986218677356,91140484,91183217,ENSG00000011465,1,0.009673295793981926
27,0.001148699535952187,0.0010845781545925739,0.001192717496098523,15911302,16037381,ENSG00000023697,1,0.0011419983955477612
28,0.004985749597921294,0.005551568208324051,0.0063531589115612234,15882387,15903478,ENSG00000023734,1,0.005630158905935523
30,0.000939991785106786,0.0011033059944275414,0.0009346090724601876,95217746,95302799,ENSG00000028203,1,0.0009926356173315049
36,0.0009654745811607439,0.0008930202060533665,0.0009353775715745531,4487735,4538508,ENSG00000047621,1,0.0009312907862628878
38,0.004483884063261843,0.004120265044941111,0.005041617321322763,88492793,88580851,ENSG00000049130,1,0.0045485888098419055
39,0.0038311928313407846,0.00411015081258894,0.005254581774646784,50175788,50283520,ENSG00000050405,1,0.0043986418061921695
47,0.003100929054546098,0.001991664601381731,0.0030153101208133595,79773563,79935460,ENSG00000058272,1,0.002702634592247063
48,0.0008874452048522117,0.0012060148039005829,0.0008860171294919498,96278261,96400480,ENSG00000059758,1,0.0009931590460815814
49,0.0006519923394337535,0.0009521315410404178,0.0009983709733918055,7919230,7936187,ENSG00000059804,1,0.0008674982846219922
54,0.0038445069567450275,0.004382334300083636,0.004671854709082979,24810024,24949101,ENSG00000060982,1,0.004299565321970547
56,0.0031322248226432693,0.0031995590501473965,0.003324553887851702,27710822,27756295,ENSG00000061794,1,0.0032187792535474558
60,0.0067297277585471865,0.006892554685576012,0.006553650061195916,53006282,53042215,ENSG00000063046,1,0.006725310835106371
61,0.0008311862760106816,0.0008793711667132582,0.0009204046768471368,26905181,26938326,ENSG00000064102,1,0.0008769873731903589
69,0.0008936620551609218,0.0011138001775168947,0.0010591699731866133,6328757,6342114,ENSG00000067182,1,0.0010222107352881433
76,0.0010856469943047364,0.001652376093288951,0.0012220923661536143,89588049,89709300,ENSG00000070961,1,0.001320038484582434
82,0.0013897052444241526,0.0043086866367396505,0.0013769429694158476,95657807,95791189,ENSG00000074527,1,0.002358444950193217
87,0.00379807720675076,0.003963939103887174,0.0038048172278556374,98593591,98606379,ENSG00000075415,1,0.0038556111794978572
92,0.0031654417108536964,0.0027832575871513544,0.0037183342615962445,109999186,110039763,ENSG00000076513,1,0.003222344519867099
108,0.0119293085774339,0.012516155009827449,0.013784251676526247,123584533,123598582,ENSG00000086598,1,0.012743238421262534
109,0.0008638365177592764,0.0010262915891336446,0.0009082456525359968,27780048,27803040,ENSG00000087448,1,0.0009327912531429727
110,0.0014974327747572628,0.0016158499680866962,0.0013503079527214636,32679200,32745650,ENSG00000087470,1,0.0014878635651884742
112,0.002032858265156755,0.00199934637025405,0.0020898808344029973,29337352,29381189,ENSG00000087502,1,0.0020406951566046007
113,0.002674844607518448,0.0027667912097404613,0.0028599260500393286,120469850,120498493,ENSG00000088986,1,0.0027671872890994123
115,0.01020478822886445,0.01183552306061546,0.01002071406901164,112405189,112418838,ENSG00000089009,1,0.010687008452830516
118,0.0016986921386938287,0.0014216969201175963,0.0015902540002083038,121308245,121399896,ENSG00000089053,1,0.0015702143530065763
