,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
2,6.0586172699681804e-05,5.315192793952141e-05,6.0382562306987444e-05,28364356,28404049,ENSG00000004139,0,5.804022098206355e-05
4,5.4674420652405336e-05,4.735439696435725e-05,4.3550786842944026e-05,3860315,3894891,ENSG00000004660,0,4.85265348199022e-05
6,0.000313988887323841,0.0003388925810586131,0.0002857160261139445,7225342,7234517,ENSG00000004975,0,0.0003128658314987995
7,0.0003081054344583745,0.0002843682602042097,0.0003165394359239236,5440917,5468982,ENSG00000005100,0,0.0003030043768621693
8,1.519801676225622e-05,6.075344980570327e-06,6.485328280114635e-06,43640389,43661922,ENSG00000005102,0,9.252896674313729e-06
9,0.00018375608971320606,0.00019434291064870476,0.0001980482483181376,34980512,35009743,ENSG00000005156,0,0.00019204908289334946
11,2.537465779970052e-05,3.7562335314626275e-05,4.3650072489386e-05,58301228,58328795,ENSG00000005379,0,3.552902186790427e-05
12,0.0,0.0,0.0,58269855,58280935,ENSG00000005381,0,0.0
13,0.0002905238303285812,0.00039492740161449816,0.0003824846118930344,50094737,50112152,ENSG00000005882,0,0.0003559786146120379
15,0.0,2.85258518610225e-06,0.0,44372180,44389649,ENSG00000005961,0,9.5086172870075e-07
16,9.61914098653983e-06,5.767818253339717e-06,1.2314097670772531e-05,47807372,47821834,ENSG00000006025,0,9.233685636884026e-06
18,0.0,2.3386558319093717e-06,0.0,7288263,7294639,ENSG00000006047,0,7.795519439697905e-07
19,4.540992944217536e-05,5.732347308127503e-05,5.8132249138067624e-05,45263119,45317029,ENSG00000006062,0,5.362188388717267e-05
21,0.0006793978294683988,0.0006848850037876957,0.0006195422627103793,50543058,50555852,ENSG00000006282,0,0.0006612750319888246
22,1.3463027638621939e-06,7.534506403783323e-06,4.595976323328078e-06,50560715,50627474,ENSG00000006283,0,4.492261830324531e-06
23,0.00012966354821695238,0.0001250391591032988,0.00012149847170437685,14069490,14231736,ENSG00000006695,0,0.00012540039300820935
24,1.0172226158704005e-05,5.228107306346223e-06,6.201018334146967e-06,12789498,12991643,ENSG00000006740,0,7.200450599732398e-06
25,0.0005159096996951554,0.0005753894784537936,0.0005737660003367355,12991612,13018065,ENSG00000006744,0,0.0005550217261618948
26,0.0,0.0,1.8890814863175736e-06,10300865,10373130,ENSG00000006788,0,6.296938287725246e-07
28,0.0,1.2309973616471012e-06,0.0,27756766,27800529,ENSG00000007171,0,4.103324538823671e-07
29,0.0,0.0,0.0,11598470,11969748,ENSG00000007174,0,0.0
31,0.00017257256079858692,0.00020588321321781753,0.0001779963623254539,9910606,10198606,ENSG00000007237,0,0.00018548404544728613
32,0.0,0.0,0.0,63928738,63932336,ENSG00000007312,0,0.0
33,0.0,1.970820292000718e-06,0.0,63938554,63972918,ENSG00000007314,0,6.569400973335727e-07
34,0.0006207106764431736,0.0005991847156131821,0.0006701816096904698,63432304,63446354,ENSG00000008283,0,0.0006300256672489417
36,0.00022376434614508863,0.000262124110067692,0.0002432796111085345,40019097,40061215,ENSG00000008838,0,0.00024305602244043835
39,1.4554390522887411e-05,0.0,4.658009073391742e-06,51153590,51171744,ENSG00000011052,0,6.404133198759718e-06
40,6.96340396428126e-05,7.451462180567162e-05,9.874316166957576e-05,58205441,58219605,ENSG00000011143,0,8.096394103935334e-05
41,0.00028033307938223057,0.00027362223647471053,0.00030496148781255356,51177425,51260163,ENSG00000011258,0,0.0002863056012231649
43,0.0004646772843999508,0.000504484438540378,0.00048314802859141936,15999784,16045015,ENSG00000011295,0,0.00048410325051058265
44,7.375413130787129e-05,6.400895301672401e-05,6.460147026240156e-05,43044295,43170245,ENSG00000012048,0,6.745485152899895e-05
45,0.000517374321398595,0.0005743814177084096,0.0005344503966171627,44319625,44324870,ENSG00000013306,0,0.0005420687119080558
46,0.0003548364123462571,0.0003612084177107481,0.00040565538658135156,50346126,50363138,ENSG00000015532,0,0.0003739000722127856
