filter_size,WT=>WT_ut,HGPS_ASO=>WT_ut,HGPS_NT=>WT_ut,HGPS_NT=>HGPS_ASO_ut,WRN_ASO=>WT_ut,WRN_NT=>WT_ut,WRN_NT=>WRN_ASO_ut,WT=>WT_lt,HGPS_ASO=>WT_lt,HGPS_NT=>WT_lt,HGPS_NT=>HGPS_ASO_lt,WRN_ASO=>WT_lt,WRN_NT=>WT_lt,WRN_NT=>WRN_ASO_lt,WT=>WT_diff,HGPS_ASO=>WT_diff,HGPS_NT=>WT_diff,HGPS_NT=>HGPS_ASO_diff,WRN_ASO=>WT_diff,WRN_NT=>WT_diff,WRN_NT=>WRN_ASO_diff
0.0,0.0005056631701121825,0.0019386953597680552,0.006065143385871226,0.004831737466938696,0.006594880694481776,0.007470941810817698,0.003926255090998983,0.0005058550604602286,0.004368329422151244,0.01170773911892461,0.008639663193479176,0.01003915085276994,0.012947336356825002,0.004689604559090914,-1.9189034804602094e-07,-0.002429634062383189,-0.005642595733053384,-0.00380792572654048,-0.003444270158288164,-0.005476394546007304,-0.0007633494680919315
0.5,6.83075369225691e-05,0.0002507889536909033,0.0005905889012321797,0.0004704580072069275,0.0007498777920457524,0.0007483389970955639,0.0004297473874352967,6.832180742745205e-05,0.0006776264864680464,0.0015692167575677462,0.0011376134892655094,0.0013704207078117446,0.0016196266986129616,0.0006568556423213093,-1.4270504882941807e-08,-0.00042683753277714305,-0.0009786278563355664,-0.0006671554820585819,-0.0006205429157659922,-0.0008712877015173978,-0.00022710825488601264
1.0,4.087229506085668e-05,0.00019133985008502668,0.00041712814051415316,0.00035531364214385177,0.0005307171482468237,0.0005089361260451843,0.00030414979024152915,4.087805963176798e-05,0.0004983220992952809,0.0012257611444316469,0.0008722614301973508,0.0010112420337080204,0.0012484810617484283,0.00048206276518683,-5.7645709112999054e-09,-0.00030698224921025424,-0.0008086330039174937,-0.000516947788053499,-0.00048052488546119674,-0.000739544935703244,-0.00017791297494530083
1.5,2.9673870788455637e-05,0.00016962249169471142,0.0003738390374392593,0.0003247948325031341,0.0004571534894916379,0.0004457156145661706,0.00026924976957770267,2.967654700321866e-05,0.00040612747918706226,0.0010982359683143683,0.0007582263399175009,0.0008552307974406603,0.0011203070904920523,0.0004114198442483328,-2.676214763021995e-09,-0.00023650498749235084,-0.000724396930875109,-0.00043343150741436684,-0.0003980773079490224,-0.0006745914759258817,-0.00014217007467063014
2.0,2.3167617864672444e-05,0.0001588942504347604,0.00035776011334666326,0.00030798069304510076,0.00042430548892207387,0.00041191196528405765,0.0002467154957977927,2.31691434298913e-05,0.000346344492995902,0.0010086842038912727,0.0006944974301201482,0.0007578729024946487,0.0010274859465363283,0.000368452448055901,-1.5255652188565783e-09,-0.0001874502425611416,-0.0006509240905446095,-0.0003865167370750475,-0.00033356741357257484,-0.0006155739812522707,-0.0001217369522581083
2.5,1.8939307906111607e-05,0.00015149026145377752,0.00034828246840107693,0.00029952126849988364,0.000403157131615062,0.00039381037033048847,0.00022867984755697003,1.8940318203253347e-05,0.0003110329997635793,0.0009357692370803655,0.0006502282541629507,0.0006894409370949715,0.0009541890624173686,0.00033682308149310413,-1.0102971417391574e-09,-0.0001595427383098018,-0.0005874867686792885,-0.000350706985663067,-0.0002862838054799095,-0.0005603786920868801,-0.0001081432339361341
3.0,1.5858680379389533e-05,0.00014626624766649778,0.00034775846601471514,0.000292420561397837,0.00038711585780944874,0.00038676481213314453,0.0002140029300352593,1.5859395881595783e-05,0.00028437269671541693,0.0008768135270072804,0.0006139369453176754,0.0006405044573283315,0.0008943048367772439,0.00031014864193571595,-7.155022062503634e-10,-0.00013810644904891915,-0.0005290550609925652,-0.0003215163839198384,-0.0002533885995188828,-0.0005075400246440994,-9.614571190045664e-05
3.5,1.370692349890157e-05,0.00014229070082313598,0.0003491040426452734,0.0002854434675610574,0.00037372542571150776,0.0003830213902747958,0.00020205000994799355,1.3707453989141554e-05,0.0002636614885637484,0.0008324902098715706,0.0005822036483578182,0.0006076796131776599,0.0008519118629015224,0.0002893211206196088,-5.304902399844413e-10,-0.00012137078774061244,-0.0004833861672262972,-0.0002967601807967608,-0.00023395418746615212,-0.00046889047262672657,-8.727111067161525e-05
4.0,1.2048328606312202e-05,0.0001385980233636972,0.00034894848213742067,0.0002811668252932659,0.00036180440603372636,0.00038032669507310015,0.00019151186521283614,1.2048731366435269e-05,0.00024725702387174347,0.0007929608150579931,0.0005544343247810147,0.0005798531654404994,0.0008133395386967983,0.00027239966807728847,-4.027601230669885e-10,-0.00010865900050804626,-0.00044401233292057243,-0.0002732674994877488,-0.00021804875940677302,-0.0004330128436236981,-8.088780286445233e-05
4.5,1.0744805678325448e-05,0.00013528927304931544,0.00034811184570223173,0.00027838752585200615,0.0003512732460768312,0.00038070664239400943,0.00018201405402271733,1.0745118432104804e-05,0.0002336749730761002,0.0007582918953716238,0.0005297093182732363,0.0005557737836957457,0.0007782001179036902,0.0002574632501835112,-3.1275377935651187e-10,-9.838570002678476e-05,-0.00041018004966939203,-0.00025132179242123013,-0.00020450053761891454,-0.0003974934755096808,-7.544919616079388e-05
5.0,9.706815670099714e-06,0.00013220144408744935,0.0003470272926482581,0.0002757575490823189,0.0003420291670251293,0.0003821815376534881,0.00017368441015691365,9.707063894838499e-06,0.00022296557296562207,0.0007290159273220864,0.0005082056306454556,0.0005348729064365311,0.0007502492208807655,0.00024613068555116586,-2.4822473878471267e-10,-9.076412887817271e-05,-0.0003819886346738283,-0.00023244808156313673,-0.00019284373941140184,-0.00036806768322727746,-7.24462753942522e-05
