,129_94YR_M,130_89YR_M,131_87YR_M,132_90YR_M,133_89YR_M,134_86YR_M,135_92YR_M,136_87YR_M,166_82YR_F,56_83YR_M,57_83YR_M,58_83YR_M,59_84YR_F,60_84YR_M,61_84YR_F,62_84YR_M,63_84YR_M,64_84YR_M,65_84YR_M,66_86YR_M,67_86YR_M,68_86YR_M,69_87YR_F,70_87YR_M,71_87YR_M,72_87YR_M,73_88YR_M,74_89YR_M,75_90YR_M,76_91YR_M,77_92YR_F,78_96YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0005975189449161144,0.0004925171273482513,0.00034595732176074433,0.00026179468322583103,0.0004125339900337825,0.0004025880398082961,0.00029675476285868235,0.0001840519026365435,0.0004905498116119567,0.0005515456975440951,0.0006389230292631367,0.0006428517936044335,0.00042369532700684204,0.0006538453617863576,0.0005195362792903102,0.0007085477558253482,0.0008532274791431617,0.0003698055096949012,0.0006311518382026971,0.0003073117368273586,0.0004255593333103571,0.00021272944037361468,0.00037451757970437884,0.00021475239019707316,0.0003938979430445479,0.0006901922608907275,0.00021299199008619103,0.00037096604181613543,0.00026980517061890553,0.0005106192249344918,0.0004966865271921755,0.0004156836662985644,19230858,19284766,ABHD3|LABH3|-|18q11.2|protein-coding,0,0.00044915968627675024
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6159685000507774e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904944,912173,ADCYAP1|PACAP|-|18p11.32|protein-coding,0,2.067490156265868e-07
3,0.0011498932919728304,0.0010380211061396126,0.0007011248218046366,0.0008652756677195707,0.0008633028376804522,0.0009150560601556268,0.0010024453255598692,0.000903781893521,0.0012097973284995569,0.0012075227066769844,0.001270050793370329,0.0014013330337751817,0.0008346999839059229,0.001170198461298048,0.0012692398559019933,0.0010958285167733646,0.0011201422265728325,0.001145323570566591,0.0012802218392129105,0.0013096309645850514,0.0010650970919612742,0.001193191868803474,0.0013688025060719963,0.0008652471820803238,0.0012730872157269135,0.0011610286363267623,0.0011640086730934146,0.0015515289173299964,0.001071708705567439,0.0012277616880430285,0.001160421425588422,0.001586656711173577,77866915,77898228,ADNP2|ZNF508|-|18q23|protein-coding,0,0.0011387947158580931
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5143672,5197255,AKAIN1|C18orf42|-|18p11.31|protein-coding,0,0.0
7,0.0013733159195954583,0.0012175394006463237,0.0014031130978233183,0.0012930991858341495,0.001427266987470538,0.0013661744247019964,0.0013295939654338728,0.0014907582316591658,0.0013552707209086201,0.0013675936514893161,0.001135799004573511,0.0012659327491949376,0.0009575687444947007,0.0012059343356337546,0.0013619153902801903,0.001097588883868583,0.0012544993129194534,0.0008273426568249291,0.0013293423200128269,0.0023526383986180563,0.002482928927095992,0.002394603576879499,0.0019494304316539529,0.0009154451820019079,0.0026432326973813906,0.0025628295611259833,0.001120069766047662,0.002047623743186772,0.0022338741330709152,0.002194869673148531,0.0025743877989296417,0.002973706831643409,9136751,9285983,ANKRD12|ANCO-2|ANCO1|GAC-1|Nbla00144|-|18p11.22|protein-coding,0,0.0016407903032546673
8,1.1214263162525728e-05,1.3608644906153917e-05,8.058905997754444e-06,6.71401871493682e-05,0.0,9.950242682145909e-05,1.2433858778995068e-05,3.171164538670175e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.702937565460743e-06,1.0562202571309538e-05,0.0,0.0,0.0,0.0,0.0,6.904664988942671e-06,0.0,1.9900982217432784e-05,0.0,0.0,1.3032726666113089e-05,2.0741456050214723e-05,6.885978832501069e-06,0.0,0.0,0.0,14179096,14227049,ANKRD20A5P|ANKRD20A5|-|18p11.21|pseudo,0,1.020002753421665e-05
9,0.000894265600909103,0.00037322432519217865,0.0008646054863305125,0.0004660778107927071,0.001176476506943903,0.000972132605602292,0.0005155906773689955,0.0006214860698825177,0.0003853353347765647,0.000701630041521433,0.00018304437440254344,0.00032472103647120505,0.0004960898314852064,0.0004857656138514672,0.00048163613538042076,0.0004474266367013068,0.00025341905795288984,0.00010624042170414078,0.00015632052380350694,0.001093288794633391,0.0013279249337311216,0.000442227352863233,0.001089799476896251,0.0011343559863936687,0.0006220037509054366,0.0010941834996349474,0.0007469614197777957,0.0008041564517829152,0.0005731012382867935,0.0007326575644738656,0.001178553010363241,0.0007196033279791186,21178890,21242849,ANKRD29|-|-|18q11.2|protein-coding,0,0.0006707595280873335
10,1.2076898790412324e-05,1.1002734179443591e-05,3.165998784832103e-06,4.215779193099863e-05,8.55253393972476e-06,0.00013643430916930125,1.3262782697594741e-05,2.5493675703034745e-05,2.7064817192383823e-06,3.709308881569186e-06,0.0,0.0,0.0,0.0,3.873007406850023e-06,1.2909358698267213e-05,3.8987547377367665e-06,0.0,0.0,0.0,5.6941037555611166e-06,5.589490705334543e-06,0.0,8.019798804040076e-06,5.664879334293594e-06,1.2655147237770746e-05,1.6011635618367506e-05,3.332233922821382e-05,5.633982681137238e-06,0.0,5.350303704044978e-06,3.450958739082421e-05,14748239,14852737,ANKRD30B|NY-BR-1.1|-|18p11.21|protein-coding,0,1.286546578433099e-05
11,0.0008307181096547904,0.004322626804339826,0.0011060848481917974,0.00012933594191176742,0.0004298906030291063,0.0003308608302897597,0.0001312462871116146,0.0002807413312175655,9.134375802429542e-05,0.00016691889967061337,0.0014271109505863914,0.0010847000674005843,0.0013864557092728997,0.00010811616218514575,0.004275523533776222,0.0015156760689829189,0.00034968830955392846,0.00011697551658016895,8.989974787909194e-05,0.00514523870248949,0.002987306643970169,0.004392353313680245,0.005528712535674325,0.017513755440096854,0.0013852518265459269,0.005490062464508801,0.0001616058106598023,0.0033176128964253287,0.0009659150307771955,0.0023807061095021376,0.002794344728984824,8.6666122879229e-05,10454625,10488698,APCDD1|B7323|DRAPC1|FP7019|HHS|HTS|HYPT1|-|18p11.22|protein-coding,0,0.0021976076595579008
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24445272,24515910,AQP4-AS1|C18orf16|CHST9-AS1|-|18q11.2|ncRNA,0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24432002,24445808,AQP4|MIWC|WCH4|-|18q11.2|protein-coding,0,0.0
