,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.004071284454935564,0.004699638203561127,0.004884531761607455,77042474,77327094,ENSG00000005810,1,0.004551818140034716
1,0.0037213069780345762,0.0036355390812316053,0.0040009082929121625,76992598,77027195,ENSG00000005812,1,0.003785918117392781
2,0.003966206349231994,0.003889768398958523,0.0044579723504726354,42272152,42323261,ENSG00000023516,1,0.004104649032887718
8,0.017636364032379843,0.0180337467760018,0.018805326687439252,97953658,98024296,ENSG00000065150,1,0.018158479165273633
21,0.0024022400305132655,0.0029375194793928023,0.0023524167355611163,110878540,110915069,ENSG00000088448,1,0.0025640587484890617
27,0.005511882043384813,0.005771425632196716,0.0060149293890056545,79481155,79556077,ENSG00000102471,1,0.005766079021529061
29,0.005063510430744861,0.005052738864637379,0.005500937515780219,48975912,49209779,ENSG00000102531,1,0.005205728937054153
33,0.002351404231036656,0.002447529589542139,0.0031277028408817206,73054976,73077541,ENSG00000102554,1,0.0026422122204868385
35,0.016507887876797595,0.016287139409704405,0.01662606259694988,95677139,95794988,ENSG00000102580,1,0.016473696627817294
36,0.005018578594780405,0.005527824806630265,0.005756880666316252,95801580,96053482,ENSG00000102595,1,0.005434428022575641
40,0.0032436000467423705,0.003039097080252784,0.003129419873534341,24420931,24512778,ENSG00000102699,1,0.0031373723335098315
44,0.006757685892509348,0.006369027779777168,0.008083150342169143,49699320,49792682,ENSG00000102753,1,0.0070699546714852205
46,0.004887589213990619,0.004643875535791176,0.005469889066066182,41457550,41470871,ENSG00000102760,1,0.005000451271949326
49,0.0030050361686765658,0.0029014167529380517,0.0033061480457827397,30202630,30307551,ENSG00000102781,1,0.003070866989132453
52,0.006374311205837002,0.006315008549647288,0.006351213520193757,30906271,30925572,ENSG00000102802,1,0.006346844425226016
53,0.003637577096214112,0.004080020398640826,0.0038618241089138834,44432143,44577147,ENSG00000102804,1,0.0038598072012562736
56,0.002243096571847449,0.0024542527481398392,0.0028452115276673875,73686089,74133929,ENSG00000118922,1,0.002514186949218225
64,0.0028965662719051986,0.003358519214884464,0.002692404852104944,43023203,43114213,ENSG00000120675,1,0.002982496779631536
66,0.012216932709822145,0.01183507797703134,0.011892025469433756,38349849,38363619,ENSG00000120686,1,0.011981345385429082
70,0.0021803218804912323,0.002067818201221599,0.002427871246581185,31134973,31162388,ENSG00000120694,1,0.002225337109431339
72,0.006354180265991933,0.006812779688588645,0.0058945091905404975,36949738,37000763,ENSG00000120697,1,0.006353823048373692
75,0.0022426326664782507,0.002261424598051016,0.002400791385370653,19958677,20091829,ENSG00000121741,1,0.0023016162166333066
78,0.1261756758277977,0.11295850463243363,0.09960455532947826,27251362,27256691,ENSG00000122026,1,0.1129129119299032
79,0.003795057501774296,0.004163780317490696,0.003225415487343601,27435643,27450591,ENSG00000122033,1,0.0037280844355361983
80,0.006534892108475524,0.006477989315530428,0.005392334256520623,27424619,27435823,ENSG00000122034,1,0.006135071893508859
82,0.009347202117943895,0.008975034549771508,0.009740831678613554,29764371,29850617,ENSG00000122042,1,0.009354356115442984
91,0.004164786865955512,0.0042069279787505034,0.004702436136932563,97434169,97469128,ENSG00000125249,1,0.00435805032721286
93,0.0022016813694050452,0.002034609321858235,0.0023104325645490866,95019835,95301475,ENSG00000125257,1,0.002182241085270789
96,0.020954963459174764,0.021828701751620296,0.02298054995228464,99446311,99564048,ENSG00000125304,1,0.0219214050543599
102,0.007566728412103672,0.007205196690624357,0.007213148703461065,23570370,23676104,ENSG00000127863,1,0.007328357935396365
103,0.0044101559517239625,0.004692918681573317,0.004845644863652186,26132115,26222314,ENSG00000127870,1,0.004649573165649822
104,0.008438720361692367,0.008256486038582159,0.00875497717692062,114234887,114272723,ENSG00000130177,1,0.008483394525731715
111,0.013132168753356887,0.013367941060520408,0.011897196720872331,28659065,28678959,ENSG00000132963,1,0.012799102178249875
118,0.00228739956931913,0.002512177885133337,0.0025578495373793485,39655627,39791665,ENSG00000133103,1,0.0024524756639439384
119,0.005277085841466209,0.0056696896226471945,0.005450924970389071,36301638,36370180,ENSG00000133104,1,0.005465900144834158
123,0.10015465768767176,0.09938436612048841,0.10513723415643822,37562583,37598844,ENSG00000133110,1,0.10155875265486614
125,0.08446893219087893,0.07613634965987076,0.07572595650823366,45333471,45341284,ENSG00000133112,1,0.07877707945299445
132,0.006779309201250061,0.007427710712173957,0.007428458159749462,110305812,110513209,ENSG00000134871,1,0.00721182602439116
135,0.007404935728840426,0.007431957180525134,0.007107601359111892,99200774,99386504,ENSG00000134882,1,0.007314831422825817
140,0.003951737169668393,0.0037549097639128413,0.003734995925409743,102784281,102798976,ENSG00000134901,1,0.0038138809529969925
152,0.0021721316965096268,0.002222500643835369,0.002403119307523344,48053323,48095131,ENSG00000136146,1,0.0022659172159561133
155,0.003121128394294778,0.003188249650675041,0.0034368673204419418,45464898,45536701,ENSG00000136152,1,0.0032487484551372535
156,0.007728254345586739,0.008291746098757137,0.008383745817286965,75620434,75859870,ENSG00000136153,1,0.00813458208721028
158,0.006462244041673734,0.00681350055227367,0.008139181153269356,48232612,48270357,ENSG00000136156,1,0.007138308582405588
165,0.002290454887703579,0.0022756667648087367,0.002416653531949157,25301524,25365390,ENSG00000139496,1,0.0023275917281538245
166,0.005947197691373986,0.005990637224875071,0.006734392815870804,25246222,25287488,ENSG00000139505,1,0.00622407591070662
167,0.0023974206914757785,0.002388285693933287,0.0023478413344397275,28700064,28718970,ENSG00000139508,1,0.0023778492399495975
168,0.0031463057020426816,0.0035065767945304392,0.003910855495936508,29509414,29595688,ENSG00000139514,1,0.00352124599750321
176,0.018827553482131693,0.01848891165016092,0.01775450403690028,46771256,46797420,ENSG00000139684,1,0.018356989723064297
177,0.003974654775130237,0.0036510865672428824,0.00444598596671178,48303744,48599436,ENSG00000139687,1,0.004023909103028299
182,0.009120007580744759,0.008469547840747677,0.010159511258969536,97221434,97394120,ENSG00000139793,1,0.009249688893487325
192,0.004547302805631148,0.004595758525551865,0.00424026085405375,113491021,113554590,ENSG00000150403,1,0.004461107395078921
194,0.004450619031680374,0.004495221696772528,0.004653242843042829,20973036,21061586,ENSG00000150457,1,0.0045330278571652435
195,0.005686352812353462,0.005444232167760752,0.00489013857025378,21140119,21149097,ENSG00000150459,1,0.005340241183455999
202,0.006924046935370827,0.00773868078111636,0.008405366495631696,23288689,23433763,ENSG00000151835,1,0.007689364737372961
206,0.0021420750317062594,0.002403431335162793,0.0022034251098065447,78614289,78659155,ENSG00000152193,1,0.002249643825558532
207,0.003653608488877836,0.0035446908164374295,0.003923257840882863,27066156,27171811,ENSG00000152484,1,0.0037071857153993756
219,0.0032232348307659896,0.003555365209745328,0.003629152957336001,21492691,21604181,ENSG00000165487,1,0.0034692509992824395
230,0.0033292076721229908,0.0028908433143655103,0.002755857504679142,21176658,21179084,ENSG00000173141,1,0.002991969497055881
243,0.0030812438962536308,0.0033917121848435474,0.003918892870692995,76880175,76886405,ENSG00000178695,1,0.0034639496505967245
256,0.01207919302792094,0.012476455373059563,0.013805428975473065,21348784,21459370,ENSG00000180776,1,0.01278702579215119
259,0.0643092019274807,0.06656983698505298,0.05732988641755067,113820549,113864076,ENSG00000183087,1,0.06273630844336144
262,0.005864877206010192,0.006050925192202314,0.005719676214984409,39209116,39603528,ENSG00000183722,1,0.005878492871065638
267,0.012142280924730332,0.011423173272896527,0.010746010507452447,113297239,113323672,ENSG00000185896,1,0.011437154901693102
268,0.0030287231528796,0.0031053969272517488,0.0036175408858861433,109752695,109786583,ENSG00000185950,1,0.0032505536553391642
272,0.012056122680312592,0.012939853902803724,0.013137587158316765,110148963,110307157,ENSG00000187498,1,0.012711187913811026
273,0.002796133744422165,0.0028851923721982483,0.0032804684360435393,31199975,31332276,ENSG00000187676,1,0.0029872648508879845
275,0.007436424867382918,0.007465362019580204,0.0066199624633550705,75525214,75549439,ENSG00000188243,1,0.007173916450106063
276,0.005148043093241968,0.0048964210648369645,0.004532708831780555,45120510,45284893,ENSG00000188342,1,0.004859057663286495
279,0.0035926617338261726,0.0038217038316967606,0.0037151018556502093,30456704,30617597,ENSG00000189403,1,0.0037098224737243807
283,0.00453172062605625,0.0042609801359890995,0.004491895881393938,113584721,113641473,ENSG00000198176,1,0.004428198881146429
284,0.030512092287219846,0.0314274881922124,0.031125308837450114,101452593,101720856,ENSG00000198542,1,0.031021629772294123
303,0.0022364713214697127,0.0026354215390127444,0.00251902102110086,72708367,72727629,ENSG00000204899,1,0.0024636379605277726
509,0.001950957780753518,0.002510143297041946,0.0024654342865120483,113815630,113845744,ENSG00000233695,1,0.0023088451214358374
655,0.005578393636627866,0.005396210911395326,0.005063257331528761,113864112,113866834,ENSG00000272695,1,0.005345953959850651
656,0.036201681874972545,0.04342380724207448,0.05127713621777487,45340039,45341183,ENSG00000273149,1,0.04363420844494063
691,0.0023677698209114907,0.0020765788844986435,0.002292514643735194,101717564,101723106,ENSG00000276012,1,0.002245621116381776
