,WT_1_1,WT_2_1,WT_3_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0025665242891690756,0.003166220378009379,0.0027891789013232307,77042474,77327094,ENSG00000005810,1,0.002840641189500562
1,0.005076032374628065,0.005031224708315056,0.00465455970441249,76992598,77027195,ENSG00000005812,1,0.004920605595785204
2,0.005389742068604991,0.006015827956890704,0.005463001662399501,42272152,42323261,ENSG00000023516,1,0.005622857229298399
8,0.02021921720529549,0.021363753856930724,0.02058626007623975,97953658,98024296,ENSG00000065150,1,0.020723077046155322
14,0.0023056274740344967,0.002499834521422025,0.0022578640664349383,72752169,72782096,ENSG00000083520,1,0.0023544420206304865
15,0.001833736398612497,0.0019870466192739196,0.001981688047817918,72782133,73016461,ENSG00000083535,1,0.0019341570219014448
18,0.001980029689727366,0.002149379603612202,0.0019696017706392873,32586452,32778019,ENSG00000083642,1,0.002033003687992952
21,0.008677919918015758,0.008887370337445789,0.009205223536916177,110878540,110915069,ENSG00000088448,1,0.00892350459745924
27,0.004814298502083188,0.004327230059455505,0.004197771509342944,79481155,79556077,ENSG00000102471,1,0.004446433356960546
29,0.010094865206847247,0.01027057507941488,0.009891388428308777,48975912,49209779,ENSG00000102531,1,0.010085609571523635
32,0.0020144826568812427,0.0021783707387114867,0.0021650028104224484,49308650,49444064,ENSG00000102547,1,0.0021192854020050593
34,0.002163065240368686,0.0029011583639895395,0.0025003154757258965,98445185,98577940,ENSG00000102572,1,0.002521513026694707
35,0.018311605343061206,0.01828498459860888,0.018140759154358407,95677139,95794988,ENSG00000102580,1,0.018245783032009497
36,0.006142544588775633,0.005316412711243922,0.005568900377677271,95801580,96053482,ENSG00000102595,1,0.005675952559232276
39,0.003143989715268337,0.003763435019795297,0.003659855970157472,23180979,23325162,ENSG00000102683,1,0.0035224269017403685
40,0.005716989376901506,0.006542524594438803,0.006111295115755168,24420931,24512778,ENSG00000102699,1,0.0061236030290318265
42,0.0033076998082166706,0.003200463699540314,0.0032768245294425838,40729128,40771190,ENSG00000102738,1,0.0032616626790665224
43,0.0017579280976345794,0.0018274304086855827,0.001805683026410412,40789412,40812460,ENSG00000102743,1,0.0017970138442435248
44,0.008546409559371452,0.00961471625429354,0.008584963941013072,49699320,49792682,ENSG00000102753,1,0.008915363251559354
45,0.0028696829590343603,0.003053633265626765,0.0028695172950253278,28300346,28495145,ENSG00000102755,1,0.002930944506562151
47,0.0019442367972369306,0.0021409349039219704,0.0019168637626947333,41566835,41961120,ENSG00000102763,1,0.0020006784879512116
49,0.004958826253969788,0.004833114899080142,0.004646414155671045,30202630,30307551,ENSG00000102781,1,0.004812785102906992
50,0.001660715822424513,0.0016150084161699197,0.0016118107819980089,51354077,51454264,ENSG00000102786,1,0.0016291783401974804
