,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0,0.0,0.0,117287120,117715971,ENSG00000001626,0,0.0
2,0.0001308527985123166,9.618633080524335e-05,8.91838869380989e-05,92084987,92134803,ENSG00000001630,0,0.00010540767208521962
3,0.00018179985108257417,0.00018193833543717254,0.00021127621211149185,92197498,92246166,ENSG00000001631,0,0.00019167146621041286
4,0.0,0.0,1.174157294569912e-06,99238829,99311130,ENSG00000002079,0,3.913857648566373e-07
5,1.0793830978209191e-06,0.0,0.0,150824627,150861504,ENSG00000002726,0,3.597943659403064e-07
6,1.8780075719078844e-05,5.0118349622455705e-06,9.075257685475772e-06,121325367,121341104,ENSG00000002745,0,1.0955722788933395e-05
7,6.451666922601766e-05,8.804429236529537e-06,3.587120152739124e-05,43112629,43566001,ENSG00000002746,0,3.639743332997948e-05
8,6.782646489815697e-06,1.0747370642703992e-05,9.218352993517773e-06,1815793,2233243,ENSG00000002822,0,8.91612337534582e-06
9,0.0,0.0,0.0,150800403,150805118,ENSG00000002933,0,0.0
10,0.0,0.0,0.0,8113184,8262687,ENSG00000003147,0,0.0
12,0.0005057414080154297,0.0004718999974479094,0.00044971656743167436,93232340,93361123,ENSG00000004766,0,0.0004757859909650045
13,2.3382516796238498e-05,1.8000252479519769e-06,3.259423487136873e-06,95583499,95596516,ENSG00000004799,0,9.480655177109115e-06
14,0.0,1.325372331289746e-06,3.999897004609684e-07,20615667,20777038,ENSG00000004846,0,5.751206772502381e-07
15,9.472852432582046e-05,0.00012235902091996088,9.780730557466503e-05,96120220,96322147,ENSG00000004864,0,0.00010496495027348212
16,0.000210881653739795,0.0002598418597172382,0.00018935265708307531,116953238,117230176,ENSG00000004866,0,0.00022002539018003617
17,0.0005374023237829341,0.00045084639137532085,0.00027350703889377013,26667068,26995239,ENSG00000005020,0,0.00042058525135067504
18,0.0003077540053861953,7.201719600792938e-05,0.0001054348410193864,27181157,27185232,ENSG00000005073,0,0.00016173534747117036
