,HGPS_917_SCR_1,HGPS_478_SCR_1,HGPS_297_SCR_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,7.14115298456344e-05,0.0001341855631753558,4.195738213424901e-05,90004871,90019890,ENSG00000003249,0,8.251815838507974e-05
2,0.0,0.0,0.0,2852730,2858170,ENSG00000005001,0,0.0
3,9.931474876565949e-06,2.6659570105955163e-06,2.7802886621635775e-05,20610243,20797581,ENSG00000005187,0,1.3466772836265745e-05
4,9.291445052085383e-05,0.00015329901487963309,0.00022839050868661377,20806429,20849665,ENSG00000005189,0,0.00015820132469570022
6,0.0006125502846732075,0.0005238479155311898,0.0006025186148951086,3725054,3880713,ENSG00000005339,0,0.000579638938366502
7,4.171441724993355e-06,1.7916186174281753e-05,1.5570445972333144e-05,981770,986979,ENSG00000005513,0,1.2552691290536083e-05
8,0.0,1.5614833093456402e-06,0.0,30472658,30523567,ENSG00000005844,0,5.204944364485467e-07
11,0.0,0.0,1.9463056699595037e-06,57372477,57385044,ENSG00000006210,0,6.487685566531679e-07
13,0.00012121133620688872,0.00015545639830984309,0.00012148771475991236,784974,788397,ENSG00000007376,0,0.00013271848309221474
15,0.0006551581314152254,0.0007439924009658393,0.0006780429973712272,188969,229463,ENSG00000007392,0,0.0006923978432507639
16,7.630685804599917e-06,1.3109404496329421e-05,9.494174261302444e-06,1333638,1349441,ENSG00000007516,0,1.0078088187410595e-05
18,0.0002729543718449651,0.0002319172296660047,0.00028350261844803414,566995,584109,ENSG00000007541,0,0.0002627914066530013
19,0.00013340508942920852,0.00013974875287889337,0.00018352693942588668,1612337,1677908,ENSG00000007545,0,0.00015222692724466285
20,1.537027868927985e-05,1.650369364294058e-05,2.731978688011869e-06,3046062,3060726,ENSG00000008516,0,1.1535317006744101e-05
21,0.00036025968211859195,0.0011729546717704742,0.00029641587278658656,3065297,3082192,ENSG00000008517,0,0.0006098767422252176
23,0.00027976976333119006,0.00030974595991858,0.00030632121410468154,3222325,3236221,ENSG00000010539,0,0.00029861231245148387
26,6.812694225259593e-06,0.0,0.0,89613308,89638456,ENSG00000015413,0,2.2708980750865312e-06
29,0.0004843797796671063,0.0006032487830945331,0.0005951130901392656,67873052,67884499,ENSG00000038358,0,0.0005609138843003017
30,0.00030896082039090793,0.00035892281242377703,0.00041127462038979807,10944539,11182186,ENSG00000038532,0,0.0003597194177348277
31,3.5135663521472434e-05,4.100716445927079e-05,2.2808419728268115e-05,68737292,68835537,ENSG00000039068,0,3.2983749236337115e-05
32,0.00048354688753368804,0.0005296177979602114,0.0005206114734714343,67518418,67546788,ENSG00000039523,0,0.0005112587196551112
33,0.0005470171318770557,0.0005873545484914931,0.0006796755723595712,71637835,71724701,ENSG00000040199,0,0.00060468241757604
34,0.00027062355154971074,0.00016984577396281906,0.00018732595850770714,27550133,27780344,ENSG00000047578,0,0.0002092650946734123
35,0.0,2.9588184112623915e-05,0.0,11965210,11968068,ENSG00000048462,0,9.862728037541304e-06
37,0.0001672272386963571,0.00016649987579225398,0.0001790626660012798,75228181,75268053,ENSG00000050820,0,0.0001709299268299636
40,0.0,0.0,0.0,31131433,31135727,ENSG00000052344,0,0.0
41,0.00033318103373358563,0.0004242345494699298,0.00036441014943914564,22297375,22335101,ENSG00000058600,0,0.000373941910880887
42,0.0006694978065250672,0.0007735246902446338,0.0006457438128185108,2911931,2951208,ENSG00000059122,0,0.000696255436529404
43,0.0005635704411510015,0.0006051285100166024,0.0006439274845001515,1363205,1414751,ENSG00000059145,0,0.0006042088118892519
44,3.0688519597965776e-06,8.237877580990115e-06,7.636591144349716e-06,68636189,68727468,ENSG00000062038,0,6.314440228378803e-06
45,0.0002985842012741152,0.0004491856954843536,0.00025428972659133863,1795620,1827157,ENSG00000063854,0,0.00033401987444993587
46,1.2681135574496361e-06,0.0,0.0,84368527,84464187,ENSG00000064270,0,4.227045191498787e-07
47,0.0007769309946879316,0.0004583952526255552,0.0004189982171155851,2025356,2039026,ENSG00000065054,0,0.000551441488143024
48,0.0005064439077039163,0.0007497702703801423,0.0005632913137434526,2039815,2047866,ENSG00000065057,0,0.0006065018306091705
50,0.0007066157953560424,0.0007386383052691535,0.000641283007339513,75596868,75623300,ENSG00000065457,0,0.0006955123693215695
52,2.285651511286909e-06,0.0,0.0,20536226,20576427,ENSG00000066813,0,7.618838370956364e-07
53,0.0003264352664570929,0.00032261181893480765,0.000333074359931512,8621683,8649654,ENSG00000067365,0,0.00032737381510780417
54,4.128722708372456e-05,4.710251104509955e-05,3.210623340140858e-05,4796968,4802880,ENSG00000067836,0,4.01653238434109e-05
58,0.0,0.0,0.0,57882340,57971128,ENSG00000070729,0,0.0
61,0.0,0.0,0.0,56865207,56915850,ENSG00000070915,0,0.0
62,0.000584418681278388,0.0005979572894711048,0.0006639099476146542,68084751,68229259,ENSG00000072736,0,0.0006154286394547156
63,0.0001906161476401039,0.0002144186130201937,0.00020752067361699242,15643267,15734691,ENSG00000072864,0,0.00020418514475909667
65,0.0004940722850724189,0.00041061726107310015,0.0004271849709810847,89707134,89720898,ENSG00000075399,0,0.0004439581723755346
66,8.161175942126855e-05,3.1296380850038463e-05,5.802408741663662e-05,268301,275980,ENSG00000076344,0,5.6977409229314545e-05
68,0.0004230603171949154,0.0004474517242318379,0.00030163107881377393,27313668,27364778,ENSG00000077238,0,0.00039071437341350906
