,120_51YR_M,121_52YR_M,122_55YR_M,123_57YR_M,124_60YR_M,28_43YR_F,29_44YR_M,30_41YR_M,31_47YR_M,32_50YR_F,33_46YR_M,34_50YR_M,35_42YR_F,36_47YR_M,37_41YR_F,38_43YR_M,39_44YR_M,40_45YR_M,41_46YR_M,42_46YR_M,43_47YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.0014829582460603114,0.000493328320528342,0.0004036918032568762,0.0009077065814182837,0.0007818600431446515,0.0011307410302074069,0.0009867202267930632,0.0006301701083857845,0.0007290721814884188,0.000291420830105751,0.000844496896342531,0.0007928433491500737,0.0005820648614856485,0.0007479097596642221,0.0004454683098505647,0.0009382859774029461,0.0007429288699350336,0.001167370865265018,0.0010303667158017978,0.0012128007443500133,0.0008738553184041953,148521010,148640001,ABLIM3|HMFN1661|-|5q32|protein-coding,1,0.0008198124304305205
9,0.0027568498619844487,0.0029232795026041657,0.003443840624460997,0.003324547961199601,0.0025877412651730304,0.0036936666225248754,0.001921497976205238,0.004079911576700069,0.0016359209894658475,0.0027243201471226328,0.00385009359402685,0.0026700781114931157,0.002143852031119678,0.002421162805714359,0.0034110352497692853,0.003435294962222787,0.0025396887037884923,0.0031296121392797053,0.0025128762538319496,0.002677440527643331,0.002747386305051033,178537852,178772431,ADAMTS2|ADAM-TS2|ADAMTS-2|ADAMTS-3|NPI|PC I-NP|PCI-NP|PCINP|PCPNI|PNPI|-|5q35.3|protein-coding,1,0.0028871474862562614
16,0.0012323576121445426,0.0009196927423087899,0.0008847628674649219,0.0011015598319562116,0.0011261218513749145,0.001150825346192222,0.0011888848330021324,0.0011477658127392874,0.0011141852378133185,0.0011032097502868402,0.0013291889384855018,0.0011735870065179277,0.0011991115315620764,0.0015057488894369571,0.001103652668846738,0.0009515463542765744,0.00101389911504435,0.0010893242436565025,0.0009108879605491921,0.0010113526814602215,0.0008975262121870493,132211071,132299354,AFF4|AF5Q31|CHOPS|MCEF|-|5q31.1|protein-coding,1,0.0011026281660622033
19,0.0008892770253686536,0.0006134389920846498,0.0007844806540123491,0.0006945820052178063,0.0008779318076921272,0.0011094051693095915,0.0016930507255660313,0.001315366630290584,0.0007344514389879393,0.0007531477623305896,0.0016260636252538373,0.0011338043961274895,0.001154863018708839,0.0011202303021803357,0.0006913531133651447,0.0010327661626275482,0.0008509933524162496,0.001268085439473066,0.0014187450641895702,0.001061511974865213,0.0007324665812122323,304291,438405,AHRR|AHH|AHHR|bHLHe77|-|5p15.33|protein-coding,1,0.0010264769162514212
20,0.0009784779779303848,0.0012722623266746343,0.0011717586746432197,0.00125019332396765,0.0010666701202633158,0.0011012999260634941,0.0011535091409729423,0.000980052925099357,0.0011202434307254,0.0009469208273495639,0.0011906776936755378,0.0013066925127522184,0.0011393412890692216,0.0015524971039851125,0.0007865510719139603,0.0014131446457913278,0.0014196899150353119,0.001530345042966387,0.0009165636357865918,0.001431219561244034,0.0015491992292895886,68647553,68665409,AK6|AD-004|CGI-137|CINAP|CIP|hCINAP|-|5q13.2|protein-coding,1,0.00120368144643806
33,0.010833513374738606,0.00787607228271599,0.010056577381687573,0.007748375766530549,0.010851252773576769,0.010821751278453126,0.00984882932928871,0.011216030505478126,0.011176112503567025,0.007482916234754677,0.011461529783064143,0.011318324627017963,0.012521460383941568,0.0122545695608807,0.007956088929427325,0.011572193721303001,0.01333533050366197,0.011740105668239192,0.012582682426047688,0.012755577817683827,0.011223360405736483,150480267,150521216,ANXA6|ANX6|CBP68|-|5q33.1|protein-coding,1,0.010792031202752142
34,0.0013949110158257914,0.0010432706327338063,0.0010460650900819474,0.0013235329323341412,0.0013577882214341967,0.0013046461757376454,0.0013010531804397583,0.0010065575010611639,0.0013269009251487289,0.0008382483145916998,0.0014270226420796124,0.0013297939421287985,0.0014055273690083301,0.0016387161065422647,0.000977414154566084,0.0012228696690141344,0.0013103540857013758,0.0013906645451758522,0.0010994593745591217,0.0013154940783073452,0.0013116221657721886,77298150,77590579,AP3B1|ADTB3|ADTB3A|HPS|HPS2|PE|-|5q14.1|protein-coding,1,0.0012558053391544756
35,0.002545657953877096,0.0020820390558918267,0.002667430534663428,0.002983852637655486,0.0025549730340345246,0.002803758592004821,0.0030116049085765683,0.0023686573583118885,0.0024396760663359593,0.0022852201970227407,0.0026410558618120998,0.0024510444597613226,0.00217929717492358,0.0033619860417725515,0.002303333812783612,0.002667679180270937,0.0018477292849488772,0.0026785485761599017,0.0018430886607653542,0.0023848832632223024,0.0018930348771231753,115177303,115249778,AP3S1|CLAPS3|Sigma3A|-|5q22.3-q23.1|protein-coding,1,0.0024759310253294306
53,0.004693281704866412,0.003771040390771091,0.004535220841992149,0.0035608524136195394,0.004404117252881204,0.004873396696469725,0.0034662572885291888,0.0039105736727749535,0.004988347379288418,0.0028429149327844757,0.00456049084492573,0.00450483605207922,0.004479930258783721,0.004370588021614944,0.0031532636782570615,0.004471604846256218,0.00497217975249535,0.003021092902910806,0.004962567184357745,0.004637475734138601,0.00465969357246685,151122383,151138210,ATOX1|ATX1|HAH1|-|5q33.1|protein-coding,1,0.004230463115345877
56,0.011930338974549735,0.009015700550278683,0.009483730914956048,0.008321684133635297,0.01294177660305871,0.009336644245736193,0.007538572427650014,0.008317113522797157,0.009140141878699938,0.007519455398464567,0.011072530521293394,0.009523120002237914,0.009764036696843883,0.010075720389677821,0.008770202769056346,0.008811406118932321,0.009509212150400563,0.00924198251732721,0.01101353196806703,0.011205041692451016,0.00843297294156403,172410763,172461900,ATP6V0E1|ATP6H|ATP6V0E|M9.2|Vma21|Vma21p|-|5q35.1|protein-coding,1,0.009569757924651328
