,107_31YR_F,108_31YR_F,109_32YR_M,110_32YR_F,111_33YR_M,112_33YR_M,114_37YR_F,115_37YR_F,117_37YR_M,118_39YR_M,155_22YR_M,156_25YR_F,157_29YR_M,158_24YR_M,159_23YR_M,160_26YR_F,162_21YR_M,16_24YR_F,17_25YR_M,18_25YR_F,19_26YR_M,20_26YR_F,21_28YR_M,22_29YR_M,23_29YR_M,24_30YR_M,25_30YR_F,26_30YR_M,27_30YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.000616172907597455,0.00048806191202498996,0.0004953217961403174,0.00038252173672509746,0.0005987992715569797,0.0004290796691852475,0.0007884749183568241,0.0006479705372480837,0.0005251318790289289,0.00047626827707267835,0.0005179484424527969,0.0006528863856823641,0.00038788842837792555,0.0006186117243862598,0.000345609370668841,0.00041447717693966215,0.00046408002754218773,0.001063669134796928,0.0011547563935371608,0.0009414184762871105,0.0010221932232224382,0.001018278455107438,0.0012463155719901128,0.0010788743882042318,0.00026589385577937484,0.0009805200553117319,0.0009552842213392137,0.0010138493309885773,0.0013151634020925065,148521010,148640001,ABLIM3|HMFN1661|-|5q32|protein-coding,1,0.0007208800334359817
5,0.0007925580683228368,0.0012422503572571836,0.0009638104115133481,0.0007384518704976711,0.0009340737834550379,0.0008320762376114768,0.0008645240197703847,0.0007083274314179541,0.0005239822470835963,0.0012678283739323978,0.0007295365597143974,0.0006719788201260571,0.0006952027406938052,0.0006706498040528353,0.0005185420784401665,0.0005320324604266661,0.0006734239989788942,0.0006005577597992904,0.001190845882385053,0.0005475851859244658,0.0006868419389034951,0.00035689823230722437,0.00011720218917938896,0.0009997875521464822,0.0012719052811271474,0.0007982277610250911,0.0003059444328034348,0.0003817874319316397,0.00041222736481652045,156904312,157002831,ADAM19|FKSG34|MADDAM|MLTNB|-|5q33.3|protein-coding,1,0.0007251400095049635
9,0.0021585357882805043,0.0027441509578541557,0.0021754637291059357,0.001984945994339249,0.001884529206770797,0.0033744441830506947,0.0017325121978969747,0.003025261238739133,0.0017069035348333233,0.0038333366947191274,0.0026602715846845183,0.0019633119351888323,0.002132665565263978,0.002358990641266911,0.0027038850764091677,0.002446341701247061,0.0028635380460512424,0.0037026989671200402,0.0023393281745920456,0.0029091433308105377,0.0024081430224312914,0.003003438661392337,0.002839026151722866,0.0024387534906448165,0.0039750752312796315,0.00205710703135489,0.0021853990019251126,0.0023681519040662097,0.0020259061640823025,178537852,178772431,ADAMTS2|ADAM-TS2|ADAMTS-2|ADAMTS-3|NPI|PC I-NP|PCI-NP|PCINP|PCPNI|PNPI|-|5q35.3|protein-coding,1,0.0025517675588663338
16,0.0008141025755814891,0.00118630392041935,0.001090747997274872,0.0008368204247147657,0.0007276559694558376,0.0007522062378115317,0.0010063380024775228,0.0007961059703117269,0.0008920644055805535,0.0010317295699134633,0.0007892797029451537,0.0009413586304702632,0.0007629055922091984,0.0008539210925803475,0.0008435142322799154,0.0010082126179615804,0.0009826305566869053,0.0008757467500594959,0.0010071809502839675,0.0010418867181760465,0.0007961923799030973,0.0011268892261893373,0.0010641426040264973,0.0009644449221518363,0.001345076641629171,0.000920408332502487,0.000822310070579147,0.0010475650623111563,0.0010500455248869955,132211071,132299354,AFF4|AF5Q31|CHOPS|MCEF|-|5q31.1|protein-coding,1,0.0009440616097025415
19,0.0008780645802480853,0.0005916281272996952,0.0004888215101017305,0.0006130841791831865,0.00045241696453338364,0.000767298983493449,0.0007050644804363281,0.0007847372101326001,0.0004934420245358449,0.000971286302426902,0.000683302383138799,0.0007105380504731233,0.0006282206799930246,0.0008028658394681108,0.0008742908261118865,0.000759179604970909,0.000587773458264599,0.0007519857596066284,0.00045082367421133606,0.0007561732245481838,0.000638324508905034,0.0010775315980278777,0.0011512914650516856,0.000958731850425285,0.0010974440321236173,0.0007897282430092723,0.0010083699955879591,0.000885308105321245,0.0009814746305449478,304291,438405,AHRR|AHH|AHHR|bHLHe77|-|5p15.33|protein-coding,1,0.0007703173204198184
20,0.001470622469499693,0.0011939230849692495,0.0016154510863096018,0.001179709465851619,0.0008059949846557114,0.0010682929015727604,0.001396055817550574,0.001019724115809315,0.0012175601981025777,0.0008712465270562876,0.0014143573925935048,0.0011365079113807273,0.0009505686292993948,0.0011398201644661956,0.0010089704297359867,0.0010586476266834241,0.001272113172842413,0.0012470889655494784,0.001160440622092698,0.0012066169315601684,0.0010176741995480676,0.001476890584573636,0.0011174742326007154,0.00122803036867292,0.001203346622971106,0.0014069498210264322,0.0011866384664506735,0.001395204509954543,0.0016348744808919787,68647553,68665409,AK6|AD-004|CGI-137|CINAP|CIP|hCINAP|-|5q13.2|protein-coding,1,0.0012103722684231536
33,0.012175164790298636,0.01173247937737058,0.010467436609080545,0.009932625945753028,0.009312733466967246,0.006674386926846018,0.01123507746128722,0.007996141842897493,0.011370709667300015,0.013081711711394993,0.01113835244852115,0.010310395921470945,0.008810740977591075,0.010435548898543695,0.007900930298081811,0.011365537341408712,0.010505673767411714,0.01230530230828762,0.011320141168352425,0.010563969493583503,0.00944033977496156,0.011419603950313481,0.011850855350146752,0.01154830236913803,0.015011249938707928,0.011761599479561092,0.00979484477916993,0.0105248734295777,0.010883581515669968,150480267,150521216,ANXA6|ANX6|CBP68|-|5q33.1|protein-coding,1,0.010719665896886029
34,0.001283381115506315,0.0014933018291763715,0.001393973340402871,0.0010226559947737821,0.0009289030423816818,0.0012949879675870624,0.0011089095663057772,0.0010678827694436414,0.001116442570910923,0.0011588454620459147,0.0011293077241024995,0.0012675879024773423,0.0010691387183031592,0.0011173703368565597,0.0009419378817725085,0.001130318428551307,0.001158038541014099,0.001446741688300155,0.001276860057885824,0.00133331115491349,0.001126279746535411,0.0013552657122632595,0.0014275620404345236,0.0014591857315697566,0.0014150886169627137,0.0012456826502526064,0.001120203334098281,0.0014299468420705978,0.00138327601142642,77298150,77590579,AP3B1|ADTB3|ADTB3A|HPS|HPS2|PE|-|5q14.1|protein-coding,1,0.0012311167854594776
35,0.0018957487594840601,0.0026362853568691505,0.0028965274587942967,0.0025881474705094286,0.0015414299451068636,0.0018713991709625704,0.0022742740883228314,0.0019800184037294605,0.0026169621795582147,0.0018105842452402932,0.0017003495471302188,0.0019241109423394575,0.0018902224262632278,0.0020868511411418077,0.001909224206052215,0.002518066676056643,0.0021941128735788835,0.0013655772283095238,0.00203790318675549,0.002805459218044362,0.002266762138904558,0.003114388372326359,0.0021872916461823416,0.0024948200082749923,0.002459707729069326,0.0023348511496744436,0.0025944503445952394,0.0025333265685744213,0.0020761456580989904,115177303,115249778,AP3S1|CLAPS3|Sigma3A|-|5q22.3-q23.1|protein-coding,1,0.002227758556549989
53,0.00521807965804558,0.004274133622077901,0.003980463156300729,0.0042668824967497885,0.0028701731246477146,0.004256306222693463,0.0034206398668550735,0.003389110357433332,0.004150821114620155,0.004391326736505778,0.004092902734497597,0.005059495127578642,0.004527029681290499,0.004037658396077756,0.0031824329455602002,0.0046308655752624675,0.0041980112971171865,0.0048195693318962285,0.005726324021726837,0.003935061586699601,0.004072136926615972,0.004674341308058709,0.0035743193326516613,0.0041164362105016,0.004063158889776887,0.004151902714964135,0.0036803193374230496,0.0033848649109523778,0.003905046554309696,151122383,151138210,ATOX1|ATX1|HAH1|-|5q33.1|protein-coding,1,0.004139648732375538
56,0.012034649835164933,0.0110433803664361,0.010829528542573985,0.009403952276325268,0.006015905565611808,0.00795058493252707,0.009334337073217043,0.008570874143970172,0.009167065164087718,0.012002429325938532,0.0071007422287051305,0.010513941595119952,0.011586969770187689,0.008110077815551078,0.0071973701938264825,0.012672026176365429,0.009167742071799578,0.009005404190420353,0.009832964653911723,0.010208061301152444,0.008408860206386294,0.011868020700937091,0.010217205072909142,0.011891534756788094,0.007767853938337901,0.009924473394747198,0.008941213062923472,0.010452200899723743,0.010302246982852007,172410763,172461900,ATP6V0E1|ATP6H|ATP6V0E|M9.2|Vma21|Vma21p|-|5q35.1|protein-coding,1,0.009707641939258532
57,0.0008135429779903553,0.000596090780821779,0.0005770693933615854,0.0007076830425602681,0.0007086203209025972,0.0007275412473850425,0.0006664715912492329,0.0006537281067808603,0.000631647777963885,0.00093921436457689,0.0007282275513175798,0.0006944939879153982,0.0008316381448883238,0.0006954791064782392,0.0005867012238484088,0.0009115139170287225,0.0007436196156273923,0.000753585351153889,0.0007091343247021183,0.0007127589677054483,0.0007894883337927674,0.0006990431517010599,0.00048519621696348816,0.0007460039443719326,0.0007010043811826009,0.0007674170082177479,0.0006368215188743821,0.000505952096321522,0.0005560142861185586,177027119,177037346,B4GALT7|EDSP1|EDSSLA|XGALT1|XGPT1|-|5q35.3|protein-coding,1,0.000699162163165589
