filter_size,Grp_1_20=>Grp_1_20_ut,Grp_21_40=>Grp_1_20_ut,Grp_41_60=>Grp_1_20_ut,Grp_61_80=>Grp_1_20_ut,Grp_81_100=>Grp_1_20_ut,Grp_1_20=>Grp_1_20_lt,Grp_21_40=>Grp_1_20_lt,Grp_41_60=>Grp_1_20_lt,Grp_61_80=>Grp_1_20_lt,Grp_81_100=>Grp_1_20_lt,Grp_1_20=>Grp_1_20_diff,Grp_21_40=>Grp_1_20_diff,Grp_41_60=>Grp_1_20_diff,Grp_61_80=>Grp_1_20_diff,Grp_81_100=>Grp_1_20_diff
0.0,0.00010592336333082853,0.00011746398196170281,0.00013043077050538775,0.00013421777040054393,0.00011451817814555734,0.0001069523211711853,0.00010732095850604783,0.00011768661896136304,0.00011234142966519685,0.00014693081766105855,-1.0289578403567713e-06,1.0143023455654981e-05,1.274415154402471e-05,2.1876340735347074e-05,-3.241263951550121e-05
0.5,6.304037888140783e-05,7.165226316285767e-05,7.666434110323023e-05,8.12046693130853e-05,8.07708501983655e-05,6.35631685884604e-05,6.56508941572728e-05,7.059333646377671e-05,6.479140146029251e-05,0.00010600604200187073,-5.227897070525647e-07,6.001369005584876e-06,6.071004639453511e-06,1.6413267852792796e-05,-2.5235191803505233e-05
1.0,5.5092744075520606e-05,6.38564341443952e-05,6.9304019252465e-05,7.370339308667182e-05,7.500227497938587e-05,5.537321503159111e-05,5.746991094809525e-05,6.053937110202925e-05,5.489479794383474e-05,9.919113816610988e-05,-2.8047095607050554e-07,6.3865231962999535e-06,8.764648150435754e-06,1.8808595142837085e-05,-2.418886318672401e-05
1.5,5.096766652487372e-05,5.9592335989895534e-05,6.483251935196433e-05,6.936856346043325e-05,7.225832310791752e-05,5.113242994531347e-05,5.2987438147986675e-05,5.505393228962149e-05,5.025709248825771e-05,9.594006617788096e-05,-1.647634204397528e-07,6.604897841908859e-06,9.778587062342837e-06,1.911147097217554e-05,-2.3681743069963436e-05
2.0,4.793773119005102e-05,5.6171074500984085e-05,6.122689957639491e-05,6.577057897640019e-05,7.01076684919194e-05,4.804433662851921e-05,4.964334484111854e-05,5.0898979045688094e-05,4.6990837022362434e-05,9.323341248452662e-05,-1.0660543846819449e-07,6.527729659865542e-06,1.032792053070682e-05,1.8779741954037757e-05,-2.312574399260722e-05
2.5,4.542554613547998e-05,5.313641356305949e-05,5.815304329490901e-05,6.256182835093647e-05,6.80919009741026e-05,4.549996950270093e-05,4.6907140241066925e-05,4.763580731911273e-05,4.437317313434169e-05,9.072043614629173e-05,-7.442336722095303e-08,6.229273321992566e-06,1.0517235975796277e-05,1.8188655216594776e-05,-2.262853517218913e-05
3.0,4.343387933234849e-05,5.067567557084297e-05,5.574095885474758e-05,5.995396425855682e-05,6.617274875170158e-05,4.3489016370322785e-05,4.445137476200098e-05,4.516007032150817e-05,4.2039060131740457e-05,8.839618473215355e-05,-5.5137037974296367e-08,6.224300808841994e-06,1.0580888533239407e-05,1.791490412681636e-05,-2.222343598045197e-05
3.5,4.165261528094251e-05,4.8498364046526704e-05,5.361931548075169e-05,5.769533326433373e-05,6.432024259033086e-05,4.169475009441158e-05,4.224209378404461e-05,4.2986616563369836e-05,3.991443895440924e-05,8.622893474724097e-05,-4.21348134690741e-08,6.256270262482094e-06,1.0632698917381851e-05,1.7780894309924485e-05,-2.190869215691011e-05
4.0,4.0048335574774294e-05,4.6600758988714876e-05,5.172238367588087e-05,5.580075900248997e-05,6.256210495412757e-05,4.0081185841849225e-05,4.030205788725492e-05,4.103190718419287e-05,3.8027231012782336e-05,8.420107547755447e-05,-3.285026707493049e-08,6.298701101459955e-06,1.0690476491687999e-05,1.7773527989707633e-05,-2.1638970523426895e-05
4.5,3.8567005398431375e-05,4.488926807833356e-05,5.001781173681167e-05,5.409401049497143e-05,6.0906307334999785e-05,3.8593003424717346e-05,3.859502408054102e-05,3.927498642093216e-05,3.630164002406498e-05,8.231311034815781e-05,-2.599802628597069e-08,6.2942439977925425e-06,1.0742825315879514e-05,1.779237047090645e-05,-2.1406803013158028e-05
5.0,3.720135045840462e-05,4.3343788200265996e-05,4.8482580486031714e-05,5.256286475956606e-05,5.9320358804332784e-05,3.72222084757686e-05,3.704378351160756e-05,3.769702869532772e-05,3.47638869781684e-05,8.055914125718347e-05,-2.0858017363982494e-08,6.300004688658435e-06,1.0785551790703996e-05,1.779897778139766e-05,-2.1238782452850683e-05
