filter_size,Grp_1_20=>Grp_1_20_ut,Grp_21_40=>Grp_1_20_ut,Grp_41_60=>Grp_1_20_ut,Grp_61_80=>Grp_1_20_ut,Grp_81_100=>Grp_1_20_ut,Grp_1_20=>Grp_1_20_lt,Grp_21_40=>Grp_1_20_lt,Grp_41_60=>Grp_1_20_lt,Grp_61_80=>Grp_1_20_lt,Grp_81_100=>Grp_1_20_lt,Grp_1_20=>Grp_1_20_diff,Grp_21_40=>Grp_1_20_diff,Grp_41_60=>Grp_1_20_diff,Grp_61_80=>Grp_1_20_diff,Grp_81_100=>Grp_1_20_diff
0.0,0.0001555996897224355,0.00016668735828514965,0.00017068864122569006,0.0002239848758308095,0.00017015671901419936,0.0001561851031460906,0.00021716558085659886,0.00024003657554742187,0.00016976104531483767,0.0003481984366230338,-5.854134236551144e-07,-5.047822257144921e-05,-6.934793432173181e-05,5.422383051597183e-05,-0.00017804171760883445
0.5,9.455515203544698e-05,0.00010484991570446996,0.00010687640027084797,0.00014130295206026846,0.00012263488495201948,9.488792693005042e-05,0.00013942735505624885,0.0001485714265891634,9.985097583731387e-05,0.00025824195096625234,-3.327748946034358e-07,-3.4577439351778894e-05,-4.169502631831542e-05,4.1451976222954586e-05,-0.00013560706601423286
1.0,8.417495950154795e-05,9.136689331467639e-05,9.37483474034237e-05,0.00012521738144212165,0.0001121311857099156,8.439706943237204e-05,0.00012899177420721536,0.00013777796218741845,8.833197113064167e-05,0.0002500118931527004,-2.2210993082408617e-07,-3.762488089253897e-05,-4.402961478399476e-05,3.688541031147998e-05,-0.0001378807074427848
1.5,7.98017387178926e-05,8.41751503510763e-05,8.648787239854621e-05,0.0001171401573698212,0.00010594940336552281,7.994679173736776e-05,0.00012408260981404873,0.00013327622279737453,8.393796141553705e-05,0.0002455490256784364,-1.4505301947515545e-07,-3.9907459462972425e-05,-4.678835039882832e-05,3.3202195954284156e-05,-0.00013959962231291357
2.0,7.679590796003043e-05,7.886068270136843e-05,8.087049310073913e-05,0.00011200672592418983,0.00010170789259618526,7.68945645847224e-05,0.00012054922206139644,0.00012987419553192953,8.099226210749883e-05,0.00024195268739598925,-9.86566246919681e-08,-4.1688539360028006e-05,-4.9003702431190394e-05,3.1014463816691e-05,-0.000140244794799804
2.5,7.404312046115205e-05,7.48351617172866e-05,7.634373286645953e-05,0.0001082812968105128,9.773993336783389e-05,7.411585534634028e-05,0.00011746687947596684,0.00012674472657044008,7.880338481025777e-05,0.00023858565817428773,-7.273488518823399e-08,-4.263171775868024e-05,-5.040099370398054e-05,2.9477912000255035e-05,-0.00014084572480645385
3.0,7.153374744083128e-05,7.136798426970282e-05,7.252411360065483e-05,0.00010523569915309424,9.402698543670878e-05,7.159092504430871e-05,0.00011461189634229023,0.0001239600640669888,7.692346447991579e-05,0.0002352249314537011,-5.71776034774329e-08,-4.324391207258741e-05,-5.143595046633397e-05,2.8312234673178455e-05,-0.00014119794601699233
3.5,6.927538843435567e-05,6.82960164309977e-05,6.92812884466855e-05,0.00010268116367697474,9.08062274450523e-05,6.932234770085832e-05,0.00011209314403034687,0.00012132906198264077,7.514606849359827e-05,0.00023190792606914097,-4.6959266502649656e-08,-4.3797127599349165e-05,-5.204777353595527e-05,2.7535095183376466e-05,-0.00014110169862408868
4.0,6.713719580312941e-05,6.551490833459158e-05,6.647365480386426e-05,0.00010026460170799555,8.786879030456155e-05,6.717684173879105e-05,0.00010967941588252799,0.00011885193440696052,7.339663386525194e-05,0.00022866245426664958,-3.964593566163849e-08,-4.416450754793641e-05,-5.2378279603096256e-05,2.686796784274361e-05,-0.00014079366396208803
4.5,6.511024481960559e-05,6.297031110843027e-05,6.396909812566777e-05,9.796070557761671e-05,8.524675208604198e-05,6.514430567375375e-05,0.00010737868647155605,0.00011649663985720229,7.171061535859613e-05,0.00022550229737842604,-3.406085414815697e-08,-4.440837536312578e-05,-5.2527541731534516e-05,2.6250090219020583e-05,-0.00014025554529238405
5.0,6.318732321368116e-05,6.0607492583314386e-05,6.161316526407058e-05,9.575785801914399e-05,8.296856653552902e-05,6.32169331500204e-05,0.00010519267601683575,0.00011425459390581664,7.006631672960812e-05,0.00022243262627631274,-2.9609936339237693e-08,-4.4585183433521364e-05,-5.264142864174605e-05,2.5691541289535867e-05,-0.00013946405974078372
